WKT_GEOM;ID_R_IMP_T;COMPETENZA;DENOMINAZI;POLIVALENT;SOCIETA_SP;INDIRIZZO;CITTA;CAP;CIRCOSCRIZ;URL;DISCIPLINA;COORD_X;COORD_Y
POINT (1395892.347 4991109.194);25;competenza della Circoscrizione;Piscina Carducci;NO;;CORSO GIACOMO MATTEOTTI 6 bis;TORINO;10121;1;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=3;PISCINA COPERTA;1395892,347;4991109,194
POINT (1393038.24 4988272.96);129;competenza della Circoscrizione;Bocciofila Amici Boston;NO;;VIA BOSTON 31/A;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=47;BOCCIOFILA;1393038,24;4988272,96
POINT (1393038.24 4988272.96);368;competenza della Circoscrizione;Bocciofila Amici Boston;NO;;VIA BOSTON 31/A;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=47;EDIFICI DI PERTINENZA;1393038,24;4988272,96
POINT (1392970.173 4989693.466);195;competenza della Circoscrizione;Bocciofila Gruppo Pensionati e Amici;NO;;VIA ADA NEGRI 26/A;TORINO;10136;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=49;BOCCIOFILA;1392970,173;4989693,466
POINT (1392970.173 4989693.466);385;competenza della Circoscrizione;Bocciofila Gruppo Pensionati e Amici;NO;;VIA ADA NEGRI 26/A;TORINO;10136;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=49;EDIFICI DI PERTINENZA;1392970,173;4989693,466
POINT (1392806.205 4987642.097);136;competenza della Circoscrizione;Bocciofila Mirafiori Nord;NO;;VIA CARLO DEL PRETE 64/B;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=45;BOCCIOFILA;1392806,205;4987642,097
POINT (1392806.205 4987642.097);369;competenza della Circoscrizione;Bocciofila Mirafiori Nord;NO;;VIA CARLO DEL PRETE 64/B;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=45;EDIFICI DI PERTINENZA;1392806,205;4987642,097
POINT (1392135.031 4988291.508);370;competenza della Circoscrizione;Bocciofila Omero;NO;;VIA GUIDO RENI 213 int. 16;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=48;EDIFICI DI PERTINENZA;1392135,031;4988291,508
POINT (1392135.031 4988291.508);172;competenza della Circoscrizione;Bocciofila Omero;NO;;VIA GUIDO RENI 213 int. 16;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=48;BOCCIOFILA;1392135,031;4988291,508
POINT (1392447.191 4987854.034);54;competenza della Circoscrizione;Bocciofila Pensionati e Amici;NO;;CORSO SIRACUSA 209/B;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=50;BOCCIOFILA;1392447,191;4987854,034
POINT (1392447.191 4987854.034);371;competenza della Circoscrizione;Bocciofila Pensionati e Amici;NO;;CORSO SIRACUSA 209/B;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=50;EDIFICI DI PERTINENZA;1392447,191;4987854,034
POINT (1391562.542 4988806.243);197;competenza della Circoscrizione;Bocciofila Rubino;NO;;VIA FRANCESCO SAVERIO NITTI 8/A;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=54;BOCCIOFILA;1391562,542;4988806,243
POINT (1391562.542 4988806.243);384;competenza della Circoscrizione;Bocciofila Rubino;NO;;VIA FRANCESCO SAVERIO NITTI 8/A;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=54;EDIFICI DI PERTINENZA;1391562,542;4988806,243
POINT (1391381.225 4989222.783);207;competenza della Circoscrizione;Bocciofila Avis;NO;;VIA GIOVANNI PALATUCCI 22/A;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=46;BOCCIOFILA;1391381,225;4989222,783
POINT (1391381.225 4989222.783);372;competenza della Circoscrizione;Bocciofila Avis;NO;;VIA GIOVANNI PALATUCCI 22/A;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=46;EDIFICI DI PERTINENZA;1391381,225;4989222,783
POINT (1392154.565 4988614.139);226;competenza della Circoscrizione;Bocciofila Ragusa;NO;;VIA RAGUSA 27/A;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=53;BOCCIOFILA;1392154,565;4988614,139
POINT (1392154.565 4988614.139);373;competenza della Circoscrizione;Bocciofila Ragusa;NO;;VIA RAGUSA 27/A;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=53;EDIFICI DI PERTINENZA;1392154,565;4988614,139
POINT (1392306.551 4989604.521);138;competenza della Circoscrizione;Bocciofila Nuova Delhy;NO;;VIA CASTELGOMBERTO 20;TORINO;10136;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=266;BOCCIOFILA;1392306,551;4989604,521
POINT (1392306.551 4989604.521);374;competenza della Circoscrizione;Bocciofila Nuova Delhy;NO;;VIA CASTELGOMBERTO 20;TORINO;10136;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=266;EDIFICI DI PERTINENZA;1392306,551;4989604,521
POINT (1392306.551 4989604.521);300;competenza della Circoscrizione;Bocciofila Nuova Delhy;NO;;VIA CASTELGOMBERTO 20;TORINO;10136;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=266;CALCETTO;1392306,551;4989604,521
POINT (1393788.59839378 4988826.92795411);74;competenza della Circoscrizione;Bocciofila La Taurinense;NO;;CORSO QUATTRO NOVEMBRE 93;TORINO;10136;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=44;BOCCIOFILA;1393788,59839378;4988826,92795411
POINT (1393788.59839378 4988826.92795411);611;competenza della Circoscrizione;Bocciofila La Taurinense;NO;;CORSO QUATTRO NOVEMBRE 93;TORINO;10136;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=44;EDIFICI DI PERTINENZA;1393788,59839378;4988826,92795411
POINT (1393788.59839378 4988826.92795411);376;competenza della Circoscrizione;Bocciofila La Taurinense;NO;;CORSO QUATTRO NOVEMBRE 93;TORINO;10136;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=44;EDIFICI DI PERTINENZA;1393788,59839378;4988826,92795411
POINT (1393781.36306628 4988781.35808439);73;competenza della Circoscrizione;Bocciofila La Mole;NO;;CORSO QUATTRO NOVEMBRE 103;TORINO;10136;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=23;BOCCIOFILA;1393781,36306628;4988781,35808439
POINT (1393781.36306628 4988781.35808439);377;competenza della Circoscrizione;Bocciofila La Mole;NO;;CORSO QUATTRO NOVEMBRE 103;TORINO;10136;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=23;EDIFICI DI PERTINENZA;1393781,36306628;4988781,35808439
POINT (1394121.12312044 4988697.18075933);17;competenza della Circoscrizione;Bocciofila Amici del Biberon;NO;;CORSO GALILEO FERRARIS 230;TORINO;10134;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=265;BOCCIOFILA;1394121,12312044;4988697,18075933
POINT (1394121.12312044 4988697.18075933);375;competenza della Circoscrizione;Bocciofila Amici del Biberon;NO;;CORSO GALILEO FERRARIS 230;TORINO;10134;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=265;EDIFICI DI PERTINENZA;1394121,12312044;4988697,18075933
POINT (1391754.25356339 4988122.54772766);126;competenza della Circoscrizione;Bocciofila Pinchia Pensionati e Amici;NO;;VIA GIORGIO BELLONO 20/A;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=305;BOCCIOFILA;1391754,25356339;4988122,54772766
POINT (1392625.892 4988394.872);165;competenza della Circoscrizione;Bocciofila Petanque San Marino;NO;;VIA S. MARINO 133;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=306;BOCCIOFILA;1392625,892;4988394,872
POINT (1392625.892 4988394.872);306;competenza della Circoscrizione;Bocciofila Petanque San Marino;NO;;VIA S. MARINO 133;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=306;BASKET;1392625,892;4988394,872
POINT (1392625.892 4988394.872);307;competenza della Circoscrizione;Bocciofila Petanque San Marino;NO;;VIA S. MARINO 133;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=306;PALLAVOLO;1392625,892;4988394,872
POINT (1392625.892 4988394.872);378;competenza della Circoscrizione;Bocciofila Petanque San Marino;NO;;VIA S. MARINO 133;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=306;EDIFICI DI PERTINENZA;1392625,892;4988394,872
POINT (1392264.043 4988162.037);153;competenza della Circoscrizione;Barracuda;NO;;VIA DON BARTOLOMEO GRAZIOLI 41;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=24;CALCIO;1392264,043;4988162,037
POINT (1392264.043 4988162.037);301;competenza della Circoscrizione;Barracuda;NO;;VIA DON BARTOLOMEO GRAZIOLI 41;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=24;TENNIS;1392264,043;4988162,037
POINT (1392264.043 4988162.037);302;competenza della Circoscrizione;Barracuda;NO;;VIA DON BARTOLOMEO GRAZIOLI 41;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=24;CALCETTO;1392264,043;4988162,037
POINT (1392264.043 4988162.037);379;competenza della Circoscrizione;Barracuda;NO;;VIA DON BARTOLOMEO GRAZIOLI 41;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=24;EDIFICI DI PERTINENZA;1392264,043;4988162,037
POINT (1392264.043 4988162.037);380;competenza della Circoscrizione;Barracuda;NO;;VIA DON BARTOLOMEO GRAZIOLI 41;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=24;EDIFICI DI PERTINENZA;1392264,043;4988162,037
POINT (1391423.71 4989317.782);206;competenza della Circoscrizione;Palatucci;NO;;VIA GIOVANNI PALATUCCI 12;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=40;CALCIO;1391423,71;4989317,782
POINT (1391423.71 4989317.782);294;competenza della Circoscrizione;Palatucci;NO;;VIA GIOVANNI PALATUCCI 12;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=40;TENNIS;1391423,71;4989317,782
POINT (1391423.71 4989317.782);293;competenza della Circoscrizione;Palatucci;NO;;VIA GIOVANNI PALATUCCI 12;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=40;CALCETTO;1391423,71;4989317,782
POINT (1391423.71 4989317.782);295;competenza della Circoscrizione;Palatucci;NO;;VIA GIOVANNI PALATUCCI 12;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=40;ROLLER;1391423,71;4989317,782
POINT (1391423.71 4989317.782);296;competenza della Circoscrizione;Palatucci;NO;;VIA GIOVANNI PALATUCCI 12;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=40;PALLAVOLO;1391423,71;4989317,782
POINT (1391423.71 4989317.782);381;competenza della Circoscrizione;Palatucci;NO;;VIA GIOVANNI PALATUCCI 12;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=40;EDIFICI DI PERTINENZA;1391423,71;4989317,782
POINT (1392981.084 4989840.976);202;competenza della Circoscrizione;Rapid Torino;NO;;VIA OSOPPO 3;TORINO;10136;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=22;CALCIO;1392981,084;4989840,976
POINT (1392981.084 4989840.976);303;competenza della Circoscrizione;Rapid Torino;NO;;VIA OSOPPO 3;TORINO;10136;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=22;CALCETTO;1392981,084;4989840,976
POINT (1392981.084 4989840.976);308;competenza della Circoscrizione;Rapid Torino;NO;;VIA OSOPPO 3;TORINO;10136;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=22;ROLLER;1392981,084;4989840,976
POINT (1392981.084 4989840.976);382;competenza della Circoscrizione;Rapid Torino;NO;;VIA OSOPPO 3;TORINO;10136;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=22;EDIFICI DI PERTINENZA;1392981,084;4989840,976
POINT (1392981.084 4989840.976);383;competenza della Circoscrizione;Rapid Torino;NO;;VIA OSOPPO 3;TORINO;10136;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=22;EDIFICI DI PERTINENZA;1392981,084;4989840,976
POINT (1391526.076 4988698.815);196;competenza della Circoscrizione;Nitti;NO;;VIA FRANCESCO SAVERIO NITTI 6;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=27;CALCIO;1391526,076;4988698,815
POINT (1391526.076 4988698.815);304;competenza della Circoscrizione;Nitti;NO;;VIA FRANCESCO SAVERIO NITTI 6;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=27;PALLAMANO;1391526,076;4988698,815
POINT (1391526.076 4988698.815);305;competenza della Circoscrizione;Nitti;NO;;VIA FRANCESCO SAVERIO NITTI 6;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=27;BASKET;1391526,076;4988698,815
POINT (1391526.076 4988698.815);386;competenza della Circoscrizione;Nitti;NO;;VIA FRANCESCO SAVERIO NITTI 6;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=27;EDIFICI DI PERTINENZA;1391526,076;4988698,815
POINT (1391526.076 4988698.815);387;competenza della Circoscrizione;Nitti;NO;;VIA FRANCESCO SAVERIO NITTI 6;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=27;EDIFICI DI PERTINENZA;1391526,076;4988698,815
POINT (1391526.076 4988698.815);388;competenza della Circoscrizione;Nitti;NO;;VIA FRANCESCO SAVERIO NITTI 6;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=27;EDIFICI DI PERTINENZA;1391526,076;4988698,815
POINT (1391526.076 4988698.815);389;competenza della Circoscrizione;Nitti;NO;;VIA FRANCESCO SAVERIO NITTI 6;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=27;EDIFICI DI PERTINENZA;1391526,076;4988698,815
POINT (1391526.076 4988698.815);390;competenza della Circoscrizione;Nitti;NO;;VIA FRANCESCO SAVERIO NITTI 6;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=27;EDIFICI DI PERTINENZA;1391526,076;4988698,815
POINT (1391526.076 4988698.815);391;competenza della Circoscrizione;Nitti;NO;;VIA FRANCESCO SAVERIO NITTI 6;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=27;EDIFICI DI PERTINENZA;1391526,076;4988698,815
POINT (1392229.76327385 4990097.79583584);260;competenza della Circoscrizione;Polisportiva Santa Rita;NO;;VIA TIRRENO 303;TORINO;10136;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=273;CALCIO;1392229,76327385;4990097,79583584
POINT (1392229.76327385 4990097.79583584);309;competenza della Circoscrizione;Polisportiva Santa Rita;NO;;VIA TIRRENO 303;TORINO;10136;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=273;CALCETTO;1392229,76327385;4990097,79583584
POINT (1392229.76327385 4990097.79583584);392;competenza della Circoscrizione;Polisportiva Santa Rita;NO;;VIA TIRRENO 303;TORINO;10136;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=273;EDIFICI DI PERTINENZA;1392229,76327385;4990097,79583584
POINT (1392229.76327385 4990097.79583584);394;competenza della Circoscrizione;Polisportiva Santa Rita;NO;;VIA TIRRENO 303;TORINO;10136;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=273;EDIFICI DI PERTINENZA;1392229,76327385;4990097,79583584
POINT (1392229.76327385 4990097.79583584);393;competenza della Circoscrizione;Polisportiva Santa Rita;NO;;VIA TIRRENO 303;TORINO;10136;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=273;EDIFICI DI PERTINENZA;1392229,76327385;4990097,79583584
POINT (1393618.696 4988394.415);702;competenza del Settore Sport;Stadio Olimpico;NO;Torino Calcio 2011-2012;VIA FILADELFIA 96/B;TORINO;10134;2;http://www.torinofc.it/content/view/1561/134/;STADIO CAMPO CALCIO;1393618,696;4988394,415
POINT (1393618.696 4988394.415);707;competenza del Settore Sport;Stadio Olimpico;NO;Torino Calcio 2011-2012;VIA FILADELFIA 96/B;TORINO;10134;2;http://www.torinofc.it/content/view/1561/134/;STADIO STRUTTURA;1393618,696;4988394,415
POINT (1393618.696 4988394.415);708;competenza del Settore Sport;Stadio Olimpico;NO;Torino Calcio 2011-2012;VIA FILADELFIA 96/B;TORINO;10134;2;http://www.torinofc.it/content/view/1561/134/;STADIO GRADINATA;1393618,696;4988394,415
POINT (1391596.979 4988370.26);232;competenza della Circoscrizione;Palestra scolastica Modigliani (E11);NO;;VIA EDOARDO RUBINO 63;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=51;PISCINA COPERTA;1391596,979;4988370,26
POINT (1391596.979 4988370.26);233;competenza della Circoscrizione;Palestra scolastica Modigliani (E11);NO;;VIA EDOARDO RUBINO 63;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=261;PALESTRA;1391596,979;4988370,26
POINT (1391902.277 4989268.502);122;competenza della Circoscrizione;Palestra scolastica E10 Alvaro;NO;;VIA GIACOMO BALLA 13;TORINO;10136;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=41;PISCINA COPERTA;1391902,277;4989268,502
POINT (1391902.277 4989268.502);123;competenza della Circoscrizione;Palestra scolastica E10 Alvaro;NO;;VIA GIACOMO BALLA 13;TORINO;10136;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=51;PALESTRA;1391902,277;4989268,502
POINT (1391499.497 4988308.081);234;competenza della Circoscrizione;Palestra scolastica Centro Europa;NO;;VIA EDOARDO RUBINO 76;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=29;PALESTRA;1391499,497;4988308,081
POINT (1391222.858 4988528.332);186;competenza della Circoscrizione;Gaidano;NO;;VIA AMEDEO MODIGLIANI 25;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=39;PISCINA COPERTA;1391222,858;4988528,332
POINT (1391222.858 4988528.332);395;competenza della Circoscrizione;Gaidano;NO;;VIA AMEDEO MODIGLIANI 25;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=39;EDIFICI DI PERTINENZA;1391222,858;4988528,332
POINT (1393052.679 4993282.241);8;competenza della Circoscrizione;Nord Tennis;NO;Soc. Nord Tennis Sport Club r.l.;CORSO APPIO CLAUDIO 116;TORINO;10146;4;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=199;TENNIS;1393052,679;4993282,241
POINT (1393052.679 4993282.241);325;competenza della Circoscrizione;Nord Tennis;NO;Soc. Nord Tennis Sport Club r.l.;CORSO APPIO CLAUDIO 116;TORINO;10146;4;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=199;PISCINA SCOPERTA;1393052,679;4993282,241
POINT (1393052.679 4993282.241);440;competenza della Circoscrizione;Nord Tennis;NO;Soc. Nord Tennis Sport Club r.l.;CORSO APPIO CLAUDIO 116;TORINO;10146;4;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=199;EDIFICI DI PERTINENZA;1393052,679;4993282,241
POINT (1393052.679 4993282.241);441;competenza della Circoscrizione;Nord Tennis;NO;Soc. Nord Tennis Sport Club r.l.;CORSO APPIO CLAUDIO 116;TORINO;10146;4;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=199;EDIFICI DI PERTINENZA;1393052,679;4993282,241
POINT (1391152.213 4993035.302);250;competenza della Circoscrizione;Piscina Franzoj;;;STRADA ANTICA DI COLLEGNO 211;TORINO;10146;4;http://www.comune.torino.it/circ4/sport/2010/franzorari_invernale.html;PISCINA SCOPERTA;1391152,213;4993035,302
POINT (1391152.213 4993035.302);326;competenza della Circoscrizione;Piscina Franzoj;;;STRADA ANTICA DI COLLEGNO 211;TORINO;10146;4;http://www.comune.torino.it/circ4/sport/2010/franzorari_invernale.html;PISCINA COPERTA;1391152,213;4993035,302
POINT (1391152.213 4993035.302);429;competenza della Circoscrizione;Piscina Franzoj;;;STRADA ANTICA DI COLLEGNO 211;TORINO;10146;4;http://www.comune.torino.it/circ4/sport/2010/franzorari_invernale.html;EDIFICI DI PERTINENZA;1391152,213;4993035,302
POINT (1391256.78 4988523.48);182;competenza della Circoscrizione;Gaidano;SI;;VIA AMEDEO MODIGLIANI 21;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=39;TENNIS;1391256,78;4988523,48
POINT (1391256.78 4988523.48);183;competenza della Circoscrizione;Gaidano;SI;;VIA AMEDEO MODIGLIANI 21;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=39;BOCCIOFILA;1391256,78;4988523,48
POINT (1391256.78 4988523.48);184;competenza della Circoscrizione;Gaidano;SI;;VIA AMEDEO MODIGLIANI 21;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=39;CALCETTO;1391256,78;4988523,48
POINT (1391256.78 4988523.48);396;competenza della Circoscrizione;Gaidano;SI;;VIA AMEDEO MODIGLIANI 21;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=39;EDIFICI DI PERTINENZA;1391256,78;4988523,48
POINT (1391256.78 4988523.48);185;competenza della Circoscrizione;Gaidano;SI;;VIA AMEDEO MODIGLIANI 21;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=39;PALESTRA;1391256,78;4988523,48
POINT (1392551.881 4991511.204);155;competenza della Circoscrizione;Bocciofila Pozzo Strada;NO;;VIA GIOVANNI FATTORI 23/A;TORINO;10141;3;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=57;BOCCIOFILA;1392551,881;4991511,204
POINT (1392551.881 4991511.204);312;competenza della Circoscrizione;Bocciofila Pozzo Strada;NO;;VIA GIOVANNI FATTORI 23/A;TORINO;10141;3;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=57;TENNIS;1392551,881;4991511,204
POINT (1392551.881 4991511.204);397;competenza della Circoscrizione;Bocciofila Pozzo Strada;NO;;VIA GIOVANNI FATTORI 23/A;TORINO;10141;3;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=57;EDIFICI DI PERTINENZA;1392551,881;4991511,204
POINT (1393532.379 4990373.314);175;competenza della Circoscrizione;Bocciofila Avvenire San Paolo;NO;;VIA MALTA 39;TORINO;10141;3;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=73;BOCCIOFILA;1393532,379;4990373,314
POINT (1393532.379 4990373.314);398;competenza della Circoscrizione;Bocciofila Avvenire San Paolo;NO;;VIA MALTA 39;TORINO;10141;3;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=73;EDIFICI DI PERTINENZA;1393532,379;4990373,314
POINT (1393431.71 4991946.198);125;competenza della Circoscrizione;Bocciofila Costa;NO;;VIA BARDONECCHIA 18/A;TORINO;10139;3;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=71;BOCCIOFILA;1393431,71;4991946,198
POINT (1393431.71 4991946.198);399;competenza della Circoscrizione;Bocciofila Costa;NO;;VIA BARDONECCHIA 18/A;TORINO;10139;3;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=71;EDIFICI DI PERTINENZA;1393431,71;4991946,198
POINT (1391637.41041667 4991332.63854167);128;competenza della Circoscrizione;Bocciofila la Fornaca;NO;;VIA QUINTO BEVILACQUA 51/A;TORINO;10141;3;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=60;BOCCIOFILA;1391637,41041667;4991332,63854167
POINT (1391637.41041667 4991332.63854167);400;competenza della Circoscrizione;Bocciofila la Fornaca;NO;;VIA QUINTO BEVILACQUA 51/A;TORINO;10141;3;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=60;EDIFICI DI PERTINENZA;1391637,41041667;4991332,63854167
