WKT_GEOM;ID_R_IMP_T;COMPETENZA;DENOMINAZI;POLIVALENT;SOCIETA_SP;INDIRIZZO;CITTA;CAP;CIRCOSCRIZ;URL;DISCIPLINA;COORD_X;COORD_Y
POINT (1399096.114 4992504.438);343;competenza della Circoscrizione;Palestra Colletta;NO;;VIA ERNESTO RAGAZZONI 5;TORINO;10153;7;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=118;PISCINA SCOPERTA;1399096,114;4992504,438
POINT (1396578.124 4993296.742);292;competenza della Circoscrizione;Carmagnola;NO;;VIA CARMAGNOLA 23/A;TORINO;10152;7;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=112;TENNIS;1396578,124;4993296,742
POINT (1396578.124 4993296.742);344;competenza della Circoscrizione;Carmagnola;NO;;VIA CARMAGNOLA 23/A;TORINO;10152;7;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=112;ROLLER;1396578,124;4993296,742
POINT (1396578.124 4993296.742);345;competenza della Circoscrizione;Carmagnola;NO;;VIA CARMAGNOLA 23/A;TORINO;10152;7;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=112;BOCCIOFILA;1396578,124;4993296,742
POINT (1396578.124 4993296.742);512;competenza della Circoscrizione;Carmagnola;NO;;VIA CARMAGNOLA 23/A;TORINO;10152;7;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=112;EDIFICI DI PERTINENZA;1396578,124;4993296,742
POINT (1396578.124 4993296.742);137;competenza della Circoscrizione;Carmagnola;NO;;VIA CARMAGNOLA 23/A;TORINO;10152;7;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=112;CALCETTO;1396578,124;4993296,742
POINT (1398308.345 4991254.981);80;competenza della Circoscrizione;SIS Societa' Incremento Sportivo;NO;;PARCO IGNAZIO MICHELOTTI 21/A;TORINO;10131;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=207;BOCCIOFILA;1398308,345;4991254,981
POINT (1398308.345 4991254.981);513;competenza della Circoscrizione;SIS Societa' Incremento Sportivo;NO;;PARCO IGNAZIO MICHELOTTI 21/A;TORINO;10131;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=207;EDIFICI DI PERTINENZA;1398308,345;4991254,981
POINT (1398308.345 4991254.981);514;competenza della Circoscrizione;SIS Societa' Incremento Sportivo;NO;;PARCO IGNAZIO MICHELOTTI 21/A;TORINO;10131;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=207;EDIFICI DI PERTINENZA;1398308,345;4991254,981
POINT (1396887.752 4989798.757);28;competenza della Circoscrizione;Crimea;NO;;CORSO MONCALIERI 74;TORINO;10133;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=206;BOCCIOFILA;1396887,752;4989798,757
POINT (1396887.752 4989798.757);515;competenza della Circoscrizione;Crimea;NO;;CORSO MONCALIERI 74;TORINO;10133;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=206;EDIFICI DI PERTINENZA;1396887,752;4989798,757
POINT (1396887.752 4989798.757);516;competenza della Circoscrizione;Crimea;NO;;CORSO MONCALIERI 74;TORINO;10133;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=206;EDIFICI DI PERTINENZA;1396887,752;4989798,757
POINT (1396296.054 4988500.921);50;competenza della Circoscrizione;Oltre Po;NO;;CORSO SICILIA 23/A;TORINO;10133;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=269;BOCCIOFILA;1396296,054;4988500,921
POINT (1396296.054 4988500.921);517;competenza della Circoscrizione;Oltre Po;NO;;CORSO SICILIA 23/A;TORINO;10133;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=269;EDIFICI DI PERTINENZA;1396296,054;4988500,921
POINT (1395776.453 4985860.783);49;competenza della Circoscrizione;Master Club Fioccardo;NO;;VIA ORISTANO 24;TORINO;10133;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=198;BOCCIOFILA;1395776,453;4985860,783
POINT (1395776.453 4985860.783);586;competenza della Circoscrizione;Master Club Fioccardo;NO;;VIA ORISTANO 24;TORINO;10133;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=198;EDIFICI DI PERTINENZA;1395776,453;4985860,783
POINT (1396088.221 4988074.017);53;competenza della Circoscrizione;C.B.S. Scuola Calcio (Cavoretto);NO;;CORSO SICILIA 58/A;TORINO;10133;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=148;CALCIO;1396088,221;4988074,017
POINT (1396088.221 4988074.017);348;competenza della Circoscrizione;C.B.S. Scuola Calcio (Cavoretto);NO;;CORSO SICILIA 58/A;TORINO;10133;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=148;CALCETTO;1396088,221;4988074,017
POINT (1396088.221 4988074.017);518;competenza della Circoscrizione;C.B.S. Scuola Calcio (Cavoretto);NO;;CORSO SICILIA 58/A;TORINO;10133;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=148;EDIFICI DI PERTINENZA;1396088,221;4988074,017
POINT (1396088.221 4988074.017);519;competenza della Circoscrizione;C.B.S. Scuola Calcio (Cavoretto);NO;;CORSO SICILIA 58/A;TORINO;10133;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=148;EDIFICI DI PERTINENZA;1396088,221;4988074,017
POINT (1395988.366 4987973.442);164;competenza della Circoscrizione;Piscina Lido Torino;NO;;VIA VILLA GLORI 21;TORINO;10133;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=146;PISCINA COPERTA;1395988,366;4987973,442
POINT (1395988.366 4987973.442);520;competenza della Circoscrizione;Piscina Lido Torino;NO;;VIA VILLA GLORI 21;TORINO;10133;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=146;EDIFICI DI PERTINENZA;1395988,366;4987973,442
POINT (1395988.366 4987973.442);521;competenza della Circoscrizione;Piscina Lido Torino;NO;;VIA VILLA GLORI 21;TORINO;10133;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=146;EDIFICI DI PERTINENZA;1395988,366;4987973,442
POINT (1395770.993 4988824.568);261;competenza della Circoscrizione;Parri - Piscina;SI;;VIA TIZIANO VECELLIO 39;TORINO;10126;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=145;PISCINA COPERTA;1395770,993;4988824,568
POINT (1395770.993 4988824.568);262;competenza della Circoscrizione;Parri - Piscina;SI;;VIA TIZIANO VECELLIO 39;TORINO;10126;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=145;PALESTRA;1395770,993;4988824,568
POINT (1395770.993 4988824.568);522;competenza della Circoscrizione;Parri - Piscina;SI;;VIA TIZIANO VECELLIO 39;TORINO;10126;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=145;EDIFICI DI PERTINENZA;1395770,993;4988824,568
POINT (1396191.633 4987881.089);235;competenza della Circoscrizione;Circolo La Tesorina;SI;;VIA SABAUDIA 4;TORINO;10133;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=208;BOCCIOFILA;1396191,633;4987881,089
POINT (1396191.633 4987881.089);236;competenza della Circoscrizione;Circolo La Tesorina;SI;;VIA SABAUDIA 4;TORINO;10133;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=208;TENNIS;1396191,633;4987881,089
POINT (1396191.633 4987881.089);523;competenza della Circoscrizione;Circolo La Tesorina;SI;;VIA SABAUDIA 4;TORINO;10133;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=208;EDIFICI DI PERTINENZA;1396191,633;4987881,089
POINT (1396191.633 4987881.089);524;competenza della Circoscrizione;Circolo La Tesorina;SI;;VIA SABAUDIA 4;TORINO;10133;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=208;EDIFICI DI PERTINENZA;1396191,633;4987881,089
POINT (1397268.474 4990404.372);29;competenza della Circoscrizione;Circolo J' amis d' la piola;SI;;CORSO MONCALIERI 18;TORINO;10131;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=205;BOCCIOFILA;1397268,474;4990404,372
POINT (1397268.474 4990404.372);30;competenza della Circoscrizione;Amici del Fiume;SI;;CORSO MONCALIERI 18;TORINO;10131;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=149;PIASTRA POLIVALENTE;1397268,474;4990404,372
POINT (1397268.474 4990404.372);31;competenza della Circoscrizione;Amici del Fiume;SI;;CORSO MONCALIERI 18;TORINO;10131;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=149;CANOA;1397268,474;4990404,372
POINT (1397268.474 4990404.372);32;competenza della Circoscrizione;Amici del Fiume;SI;;CORSO MONCALIERI 18;TORINO;10131;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=149;ATTIVITA' AL CHIUSO;1397268,474;4990404,372
POINT (1397268.474 4990404.372);525;competenza della Circoscrizione;Amici del Fiume;SI;;CORSO MONCALIERI 18;TORINO;10131;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=149;EDIFICI DI PERTINENZA;1397268,474;4990404,372
POINT (1397268.474 4990404.372);526;competenza della Circoscrizione;Amici del Fiume;SI;;CORSO MONCALIERI 18;TORINO;10131;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=149;EDIFICI DI PERTINENZA;1397268,474;4990404,372
POINT (1397268.474 4990404.372);613;competenza della Circoscrizione;Amici del Fiume;SI;;CORSO MONCALIERI 18;TORINO;10131;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=205;TENNIS;1397268,474;4990404,372
POINT (1397268.474 4990404.372);614;competenza della Circoscrizione;Amici del Fiume;SI;;CORSO MONCALIERI 18;TORINO;10131;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=205;TENNIS;1397268,474;4990404,372
POINT (1397268.474 4990404.372);615;competenza della Circoscrizione;Amici del Fiume;SI;;CORSO MONCALIERI 18;TORINO;10131;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=205;TENNIS;1397268,474;4990404,372
POINT (1395710.459 4986081.118);36;competenza della Circoscrizione;Ronchi Verdi;SI;;CORSO MONCALIERI 466 int. 16;TORINO;10133;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=151;PALESTRA;1395710,459;4986081,118
POINT (1395710.459 4986081.118);37;competenza della Circoscrizione;Ronchi Verdi;SI;;CORSO MONCALIERI 466 int. 16;TORINO;10133;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=151;TENNIS;1395710,459;4986081,118
POINT (1395710.459 4986081.118);346;competenza della Circoscrizione;Ronchi Verdi;SI;;CORSO MONCALIERI 466 int. 16;TORINO;10133;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=151;PISCINA SCOPERTA;1395710,459;4986081,118
POINT (1395710.459 4986081.118);527;competenza della Circoscrizione;Ronchi Verdi;SI;;CORSO MONCALIERI 466 int. 16;TORINO;10133;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=151;EDIFICI DI PERTINENZA;1395710,459;4986081,118
POINT (1395710.459 4986081.118);528;competenza della Circoscrizione;Ronchi Verdi;SI;;CORSO MONCALIERI 466 int. 16;TORINO;10133;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=151;EDIFICI DI PERTINENZA;1395710,459;4986081,118
POINT (1393252.639 4986696.256);170;competenza della Circoscrizione;Centro Sociale Le Belle Rose;NO;;VIA PIETRO FRANCESCO GUALA 91/E;TORINO;10135;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=166;BOCCIOFILA;1393252,639;4986696,256
POINT (1393252.639 4986696.256);529;competenza della Circoscrizione;Centro Sociale Le Belle Rose;NO;;VIA PIETRO FRANCESCO GUALA 91/E;TORINO;10135;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=166;EDIFICI DI PERTINENZA;1393252,639;4986696,256
POINT (1394239.573 4987764.996);531;competenza della Circoscrizione;Bocciofila Gabetto;NO;;VIA MONTEVIDEO 41;TORINO;10134;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=165;EDIFICI DI PERTINENZA;1394239,573;4987764,996
POINT (1394239.573 4987764.996);193;competenza della Circoscrizione;Bocciofila Gabetto;NO;;VIA MONTEVIDEO 41;TORINO;10134;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=165;BOCCIOFILA;1394239,573;4987764,996
POINT (1395319.379 4987180.585);280;competenza della Circoscrizione;Bocciofila Nizza;NO;;VIA VENTIMIGLIA 61/A;TORINO;10126;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=164;BOCCIOFILA;1395319,379;4987180,585
POINT (1395319.379 4987180.585);532;competenza della Circoscrizione;Bocciofila Nizza;NO;;VIA VENTIMIGLIA 61/A;TORINO;10126;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=164;EDIFICI DI PERTINENZA;1395319,379;4987180,585
POINT (1395319.379 4987180.585);533;competenza della Circoscrizione;Bocciofila Nizza;NO;;VIA VENTIMIGLIA 61/A;TORINO;10126;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=164;EDIFICI DI PERTINENZA;1395319,379;4987180,585
POINT (1395063.907 4986368.354);276;competenza della Circoscrizione;Bocciofila Il Laghetto;NO;;VIA VENTIMIGLIA 157/A;TORINO;10127;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=159;BOCCIOFILA;1395063,907;4986368,354
POINT (1395063.907 4986368.354);534;competenza della Circoscrizione;Bocciofila Il Laghetto;NO;;VIA VENTIMIGLIA 157/A;TORINO;10127;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=159;EDIFICI DI PERTINENZA;1395063,907;4986368,354
POINT (1395249.698 4988461.314);205;competenza della Circoscrizione;Bertelli (ex Pagliani);NO;;VIA LUIGI PAGLIANI 17;TORINO;10126;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=270;BOCCIOFILA;1395249,698;4988461,314
POINT (1395249.698 4988461.314);585;competenza della Circoscrizione;Bertelli (ex Pagliani);NO;;VIA LUIGI PAGLIANI 17;TORINO;10126;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=270;EDIFICI DI PERTINENZA;1395249,698;4988461,314
POINT (1393321.67500326 4986675.94350832);253;competenza della Circoscrizione;Bocciofila Luigi Papale (Gruppo Famigliare Mirafiori);NO;;VIA GIUDITTA SIDOLI 28/A;TORINO;10135;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=274;BOCCIOFILA;1393321,67500326;4986675,94350832
POINT (1393321.67500326 4986675.94350832);530;competenza della Circoscrizione;Bocciofila Luigi Papale (Gruppo Famigliare Mirafiori);NO;;VIA GIUDITTA SIDOLI 28/A;TORINO;10135;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=274;EDIFICI DI PERTINENZA;1393321,67500326;4986675,94350832
POINT (1394984.757 4986623.782);349;competenza della Circoscrizione;Calcio Lingotto;NO;;VIA GENOVA 161/A;TORINO;10127;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=163;CALCETTO;1394984,757;4986623,782
POINT (1394984.757 4986623.782);535;competenza della Circoscrizione;Calcio Lingotto;NO;;VIA GENOVA 161/A;TORINO;10127;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=163;EDIFICI DI PERTINENZA;1394984,757;4986623,782
POINT (1394984.757 4986623.782);160;competenza della Circoscrizione;Calcio Lingotto;NO;;VIA GENOVA 161/A;TORINO;10127;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=163;CALCIO;1394984,757;4986623,782
POINT (1393960.908 4987899.033);192;competenza della Circoscrizione;Palestra Scolastica Istituto Comprensivo Via Montevideo (ex Duca degli Abruzzi);NO;;VIA MONTEVIDEO 11;TORINO;10134;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=162;PISCINA COPERTA;1393960,908;4987899,033
POINT (1394994.651 4986157.361);277;competenza della Circoscrizione;Tennis Vela;SI;;VIA VENTIMIGLIA 195/A;TORINO;10127;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=161;TENNIS;1394994,651;4986157,361
POINT (1394994.651 4986157.361);278;competenza della Circoscrizione;Tennis Vela;SI;;VIA VENTIMIGLIA 195/A;TORINO;10127;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=161;CALCETTO;1394994,651;4986157,361
POINT (1394994.651 4986157.361);279;competenza della Circoscrizione;Tennis Vela;SI;;VIA VENTIMIGLIA 195/A;TORINO;10127;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=161;PALLAVOLO;1394994,651;4986157,361
POINT (1394994.651 4986157.361);536;competenza della Circoscrizione;Tennis Vela;SI;;VIA VENTIMIGLIA 195/A;TORINO;10127;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=161;EDIFICI DI PERTINENZA;1394994,651;4986157,361
POINT (1394994.651 4986157.361);537;competenza della Circoscrizione;Tennis Vela;SI;;VIA VENTIMIGLIA 195/A;TORINO;10127;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=161;EDIFICI DI PERTINENZA;1394994,651;4986157,361
POINT (1395846.066 4987524.02);110;competenza della Circoscrizione;Tennis Millefonti;NO;;VIALE PAOLO THAON DI REVEL 10;TORINO;10126;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=160;TENNIS;1395846,066;4987524,02
POINT (1395846.066 4987524.02);538;competenza della Circoscrizione;Tennis Millefonti;NO;;VIALE PAOLO THAON DI REVEL 10;TORINO;10126;8;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=160;EDIFICI DI PERTINENZA;1395846,066;4987524,02
POINT (1392092.596 4985405.183);144;competenza della Circoscrizione;Bocciofila Coggiola;NO;;VIA DOMENICO COGGIOLA 15;TORINO;10135;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=188;BOCCIOFILA;1392092,596;4985405,183
POINT (1392092.596 4985405.183);539;competenza della Circoscrizione;Bocciofila Coggiola;NO;;VIA DOMENICO COGGIOLA 15;TORINO;10135;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=188;EDIFICI DI PERTINENZA;1392092,596;4985405,183
POINT (1392530.517 4985674.793);157;competenza della Circoscrizione;Bocciofila Fleming;NO;;VIA ALESSANDRO FLEMING 20;TORINO;10135;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=190;BOCCIOFILA;1392530,517;4985674,793
POINT (1392530.517 4985674.793);540;competenza della Circoscrizione;Bocciofila Fleming;NO;;VIA ALESSANDRO FLEMING 20;TORINO;10135;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=190;EDIFICI DI PERTINENZA;1392530,517;4985674,793
POINT (1392571.949 4986151.112);223;competenza della Circoscrizione;Bocciofila Amici delle Bocce;NO;;VIA PORTOFINO 30 int. 5/A;TORINO;10135;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=183;BOCCIOFILA;1392571,949;4986151,112
POINT (1391307.946 4985961.768);221;competenza della Circoscrizione;Bocciofila Cime Bianche;NO;;VIA PLAVA 66;TORINO;10135;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=179;BOCCIOFILA;1391307,946;4985961,768
POINT (1391307.946 4985961.768);541;competenza della Circoscrizione;Bocciofila Cime Bianche;NO;;VIA PLAVA 66;TORINO;10135;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=179;EDIFICI DI PERTINENZA;1391307,946;4985961,768
POINT (1391358.058 4986130.728);132;competenza della Circoscrizione;Bocciodromo via Plava;NO;;VIA BURIASCO 20 int. 24/A;TORINO;10135;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=212;BOCCIODROMO;1391358,058;4986130,728
POINT (1391638.39332775 4985547.85575168);189;competenza della Circoscrizione;Monteponi Calcio 'Giuseppe Corbo';NO;;VIA MONTEPONI 16;TORINO;10135;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=186;CALCIO;1391638,39332775;4985547,85575168
POINT (1391638.39332775 4985547.85575168);542;competenza della Circoscrizione;Monteponi Calcio 'Giuseppe Corbo';NO;;VIA MONTEPONI 16;TORINO;10135;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=186;EDIFICI DI PERTINENZA;1391638,39332775;4985547,85575168
POINT (1392666.40258297 4985967.98806582);93;competenza della Circoscrizione;Alessio Parlato;NO;;STRADA DELLE CACCE 38 int. 22;TORINO;10135;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=185;CALCIO;1392666,40258297;4985967,98806582
POINT (1392666.40258297 4985967.98806582);356;competenza della Circoscrizione;Alessio Parlato;NO;;STRADA DELLE CACCE 38 int. 22;TORINO;10135;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=185;CALCETTO;1392666,40258297;4985967,98806582
POINT (1392666.40258297 4985967.98806582);543;competenza della Circoscrizione;Alessio Parlato;NO;;STRADA DELLE CACCE 38 int. 22;TORINO;10135;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=185;EDIFICI DI PERTINENZA;1392666,40258297;4985967,98806582
POINT (1393537.459 4984853.475);88;competenza della Circoscrizione;Robaldo;NO;;STRADA CASTELLO DI MIRAFIORI 285;TORINO;10135;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=180;CALCIO;1393537,459;4984853,475
POINT (1393537.459 4984853.475);544;competenza della Circoscrizione;Robaldo;NO;;STRADA CASTELLO DI MIRAFIORI 285;TORINO;10135;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=180;EDIFICI DI PERTINENZA;1393537,459;4984853,475
POINT (1392469.197 4985455.202);135;competenza della Circoscrizione;Morandi Calcio;NO;;VIA LUIGI CAPUANA 22;TORINO;10135;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=187;CALCETTO;1392469,197;4985455,202
POINT (1392469.197 4985455.202);545;competenza della Circoscrizione;Morandi Calcio;NO;;VIA LUIGI CAPUANA 22;TORINO;10135;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=187;EDIFICI DI PERTINENZA;1392469,197;4985455,202
POINT (1392082.425 4985208.207);89;competenza della Circoscrizione;Palestra E13;NO;;STRADA CASTELLO DI MIRAFIORI 55;TORINO;10135;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=300;PALESTRA;1392082,425;4985208,207
POINT (1392082.425 4985208.207);90;competenza della Circoscrizione;E 13;NO;;STRADA CASTELLO DI MIRAFIORI 55;TORINO;10135;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=171;PISCINA COPERTA;1392082,425;4985208,207
POINT (1394171.53 4985690.692);265;competenza della Circoscrizione;Torrazza - Palestra;NO;;VIA TORRAZZA PIEMONTE 14;TORINO;10127;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=169;PALESTRA;1394171,53;4985690,692
POINT (1394171.53 4985690.692);266;competenza della Circoscrizione;Torrazza - Piscina;NO;;VIA TORRAZZA PIEMONTE 14;TORINO;10127;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=169;PISCINA COPERTA;1394171,53;4985690,692
POINT (1393554.114 4985551.963);119;competenza della Circoscrizione;Palestra Pavese;NO;;VIA EMANUELE ARTOM 23/A;TORINO;10127;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=170;PALESTRA;1393554,114;4985551,963
POINT (1392275.613 4985366.86);194;competenza della Circoscrizione;Palestra Morandi;NO;;VIA RODOLFO MORANDI 10;TORINO;10135;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=301;PALESTRA;1392275,613;4985366,86
POINT (1390248.237 4986243.296);228;competenza della Circoscrizione;Roveda Calcio;SI;;VIA GIOVANNI ROVEDA 34;TORINO;10135;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=234;CALCIO;1390248,237;4986243,296
POINT (1390248.237 4986243.296);229;competenza della Circoscrizione;Roveda Calcio;SI;;VIA GIOVANNI ROVEDA 34;TORINO;10135;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=234;CALCETTO;1390248,237;4986243,296
POINT (1390248.237 4986243.296);230;competenza della Circoscrizione;Roveda Calcio;SI;;VIA GIOVANNI ROVEDA 34;TORINO;10135;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=234;TENNIS;1390248,237;4986243,296
