Categoria criminologa;Sottocategoria Criminologica;Circoscrizione;Localita;Area Verde;Data;Ora
Convivenza Civile;Comportamenti molesti;10;PALMA DI CESNOLA/LUIGI (VIA)                                          ;;26/05/2015;11.04
Convivenza Civile;Comportamenti molesti;3;BRUNELLESCHI/FILIPPO (CORSO)                                          ;;26/05/2015;11.44
Convivenza Civile;Comportamenti molesti;8;D'AZEGLIO/MASSIMO (CORSO)                                             ;Area Verde;06/06/2015;
Convivenza Civile;Comportamenti molesti;2;OSOPPO/(VIA)                                                          ;;08/06/2015;
Convivenza Civile;Comportamenti molesti;6;GOTTARDO/(VIA)                                                        ;;08/06/2015;
Convivenza Civile;Comportamenti molesti;7;BUNIVA/MICHELE (VIA)                                                  ;;08/06/2015;
Convivenza Civile;Comportamenti molesti;1;BASILICA/(VIA DELLA)                                                  ;;11/06/2015;11.30
Convivenza Civile;Comportamenti molesti;5;COSSA/PIETRO (VIA)                                                    ;;12/06/2015;
Convivenza Civile;Comportamenti molesti;6;ALFANO/FRANCO (VIA)                                                   ;;16/06/2015;
Convivenza Civile;Comportamenti molesti;4;PEYRON/AMEDEO (PIAZZA)                                                ;;18/06/2015;07.32
Convivenza Civile;Comportamenti molesti;4;FOSSANO/(VIA)                                                         ;;25/06/2015;
Convivenza Civile;Comportamenti molesti;4;LESSONA/MICHELE (VIA)                                                 ;;26/06/2015;15.20
Convivenza Civile;Comportamenti molesti;6;ANGLESIO/MARTINO (VIA)                                                ;;26/06/2015;15.30
Convivenza Civile;Disturbi Cani;9;CARAMAGNA/(VIA)                                                       ;;02/01/2015;
Convivenza Civile;Disturbi Cani;4;SOBRERO/ASCANIO (VIA)                                                 ;;05/01/2015;
Convivenza Civile;Disturbi Cani;3;FIDIA/(VIA)                                                           ;;09/01/2015;
Convivenza Civile;Disturbi Cani;5;COPPINO/MICHELE (VIA)                                                 ;;09/01/2015;
Convivenza Civile;Disturbi Cani;4;RIVARA/(VIA)                                                          ;;20/01/2015;
Convivenza Civile;Disturbi Cani;6;CHERUBINI/LUIGI SALVATORE (VIA)                                       ;;30/01/2015;
Convivenza Civile;Disturbi Cani;3;MONTE CUCCO/(CORSO)                                                   ;;10/02/2015;
Convivenza Civile;Disturbi Cani;5;LANZO/(VIA)                                                           ;;10/02/2015;
Convivenza Civile;Disturbi Cani;10;RISMONDO/FRANCESCO (VIA)                                              ;;11/02/2015;
Convivenza Civile;Disturbi Cani;3;INGHILTERRA/(CORSO)                                                   ;;12/02/2015;12.11
Convivenza Civile;Disturbi Cani;1;PRINCIPE AMEDEO/(VIA)                                                 ;;13/02/2015;
Convivenza Civile;Disturbi Cani;1;LEGNANO/(VIA)                                                         ;;16/02/2015;
Convivenza Civile;Disturbi Cani;6;VILLARETTO/(STRADA DEL)                                               ;;20/02/2015;
Convivenza Civile;Disturbi Cani;2;PASQUE/PIEMONTESI 1655/(VIA)/                                         ;;23/02/2015;
Convivenza Civile;Disturbi Cani;6;GHIRLANDAIO/(PIAZZA)                                                  ;;02/03/2015;
Convivenza Civile;Disturbi Cani;8;BERTHOLLET/CLAUDIO LUIGI (VIA)                                        ;;10/03/2015;
Convivenza Civile;Disturbi Cani;7;ARTISTI/(VIA)                                                         ;;12/03/2015;
Convivenza Civile;Disturbi Cani;6;CHERUBINI/LUIGI SALVATORE (VIA)                                       ;Area Verde;18/03/2015;
Convivenza Civile;Disturbi Cani;5;BREGLIO/(VIA)                                                         ;;25/03/2015;
Convivenza Civile;Disturbi Cani;7;KOSSUTH/LUIGI (CORSO)                                                 ;;26/03/2015;
Convivenza Civile;Disturbi Cani;5;FORLI'/(VIA)                                                          ;;27/03/2015;
Convivenza Civile;Disturbi Cani;;;Area Verde;02/04/2015;
Convivenza Civile;Disturbi Cani;8;FEBO/(VIA)                                                            ;Area Verde;17/04/2015;
Convivenza Civile;Disturbi Cani;2;RICALDONE/(VIA)                                                       ;;20/04/2015;
Convivenza Civile;Disturbi Cani;5;BREGLIO/(VIA)                                                         ;;06/05/2015;
Convivenza Civile;Disturbi Cani;5;BIBIANA/(VIA)                                                         ;;16/05/2015;
Convivenza Civile;Disturbi Cani;8;MADAMA CRISTINA/(PIAZZA)                                              ;;21/05/2015;
Convivenza Civile;Disturbi Cani;5;COSSA/PIETRO (VIA)                                                    ;;09/06/2015;
Convivenza Civile;Disturbi Cani;2;BISTAGNO/(VIA)                                                        ;;11/06/2015;
Convivenza Civile;Disturbi Cani;5;BORGARO/(VIA)                                                         ;;11/06/2015;
Convivenza Civile;Disturbi Cani;5;PEONIE/(VIA DELLE)                                                    ;;11/06/2015;
Convivenza Civile;Disturbi Cani;3;BOSSOLASCO/(VIA)                                                      ;;12/06/2015;
Convivenza Civile;Disturbi Cani;7;BEINASCO/(VIA)                                                        ;;17/06/2015;11.19
Convivenza Civile;Disturbi Cani;2;FRINCO/(VIA)                                                          ;;18/06/2015;
Convivenza Civile;Disturbi Cani;3;ASIAGO/(VIA)                                                          ;;25/06/2015;
Convivenza Civile;Disturbi Cani;6;VERNA/(STRADA DELLA)                                                  ;;29/06/2015;
Convivenza Civile;Disturbi da locali;6;MONTANARO/(VIA)                                                       ;;07/01/2015;
Convivenza Civile;Disturbi da locali;7;PALLAVICINO/GIORGIO (VIA)                                             ;;07/01/2015;
Convivenza Civile;Disturbi da locali;4;REGINA MARGHERITA/(CORSO)                                             ;;12/01/2015;
Convivenza Civile;Disturbi da locali;8;BELFIORE/(VIA)                                                        ;;12/01/2015;
Convivenza Civile;Disturbi da locali;1;PESCATORE/MATTEO (VIA)                                                ;;15/01/2015;12.00
Convivenza Civile;Disturbi da locali;5;SCHIAPPARELLI GIOVANNI (VIA)                                          ;;16/01/2015;
Convivenza Civile;Disturbi da locali;1;GARIBALDI/GIUSEPPE (VIA)                                              ;;20/01/2015;
Convivenza Civile;Disturbi da locali;8;S. ANSELMO/(VIA)                                                      ;;21/01/2015;
Convivenza Civile;Disturbi da locali;6;MONTANARO/(VIA)                                                       ;;22/01/2015;
Convivenza Civile;Disturbi da locali;3;BEAULARD/(VIA)                                                        ;;24/01/2015;
Convivenza Civile;Disturbi da locali;3;DI NANNI/DANTE (VIA)                                                  ;;24/01/2015;
Convivenza Civile;Disturbi da locali;7;BOCCACCIO/GIOVANNI (VIA)                                              ;;25/01/2015;
Convivenza Civile;Disturbi da locali;1;S. MAURIZIO/(CORSO)                                                   ;;26/01/2015;
Convivenza Civile;Disturbi da locali;7;MONGRANDO/(VIA)                                                       ;;28/01/2015;
Convivenza Civile;Disturbi da locali;6;VALPRATO/(VIA)                                                        ;;02/02/2015;
Convivenza Civile;Disturbi da locali;4;PRINCIPESSA CLOTILDE/(VIA)                                            ;;09/02/2015;
Convivenza Civile;Disturbi da locali;10;ARTOM/EMANUELE (VIA)                                                  ;;09/02/2015;
Convivenza Civile;Disturbi da locali;1;VERDI/GIUSEPPE (VIA)                                                  ;;10/02/2015;
Convivenza Civile;Disturbi da locali;6;MARTORELLI/RENATO (VIA)                                               ;;13/02/2015;
Convivenza Civile;Disturbi da locali;1;VITTORIO VENETO/(PIAZZA)                                              ;;24/02/2015;
Convivenza Civile;Disturbi da locali;7;S. GIULIA/(VIA)                                                       ;;26/02/2015;
Convivenza Civile;Disturbi da locali;7;S. OTTAVIO/(VIA)                                                      ;;26/02/2015;
Convivenza Civile;Disturbi da locali;7;TARINO/LUIGI (VIA)                                                    ;;27/02/2015;
Convivenza Civile;Disturbi da locali;8;BELFIORE/(VIA)                                                        ;;03/03/2015;
Convivenza Civile;Disturbi da locali;8;SALUZZO/(VIA)                                                         ;;04/03/2015;
Convivenza Civile;Disturbi da locali;8;SALUZZO/(VIA)                                                         ;;04/03/2015;
Convivenza Civile;Disturbi da locali;5;GIACHINO/ERRICO (VIA)                                                 ;;09/03/2015;15.09
Convivenza Civile;Disturbi da locali;5;FOGLIZZO/(VIA)                                                        ;;11/03/2015;
Convivenza Civile;Disturbi da locali;6;DESANA/(VIA)                                                          ;;13/03/2015;
Convivenza Civile;Disturbi da locali;7;BRA/(VIA)                                                             ;;13/03/2015;
Convivenza Civile;Disturbi da locali;1;ARSENALE/(VIA)                                                        ;;14/03/2015;
Convivenza Civile;Disturbi da locali;8;NIZZA/(VIA)                                                           ;;16/03/2015;
Convivenza Civile;Disturbi da locali;3;DI NANNI/DANTE (VIA)                                                  ;;17/03/2015;
Convivenza Civile;Disturbi da locali;7;S. GIULIA/(VIA)                                                       ;;18/03/2015;
Convivenza Civile;Disturbi da locali;2;AGNELLI/GIOVANNI (CORSO)                                              ;;20/03/2015;
Convivenza Civile;Disturbi da locali;8;BELFIORE/(VIA)                                                        ;;22/03/2015;
Convivenza Civile;Disturbi da locali;7;REGGIO/(VIA)                                                          ;;23/03/2015;
Convivenza Civile;Disturbi da locali;7;BELGIO/(CORSO)                                                        ;;23/03/2015;10.30
Convivenza Civile;Disturbi da locali;1;CONTE VERDE/(VIA)                                                     ;;24/03/2015;
Convivenza Civile;Disturbi da locali;8;BARETTI/GIUSEPPE (VIA)                                                ;;26/03/2015;
Convivenza Civile;Disturbi da locali;8;S. ANSELMO/(VIA)                                                      ;;30/03/2015;
Convivenza Civile;Disturbi da locali;2;BUENOS AIRES/(VIA)                                                    ;;31/03/2015;
Convivenza Civile;Disturbi da locali;1;S. MASSIMO/(VIA)                                                      ;;01/04/2015;
Convivenza Civile;Disturbi da locali;8;MADAMA CRISTINA/(VIA)                                                 ;;02/04/2015;
Convivenza Civile;Disturbi da locali;;;;07/04/2015;
Convivenza Civile;Disturbi da locali;7;BORGO DORA/(VIA)                                                      ;;08/04/2015;
Convivenza Civile;Disturbi da locali;8;PELLICO/SILVIO (VIA)                                                  ;;08/04/2015;
Convivenza Civile;Disturbi da locali;1;PO/(VIA)                                                              ;;10/04/2015;
Convivenza Civile;Disturbi da locali;8;BARETTI/GIUSEPPE (VIA)                                                ;;10/04/2015;
Convivenza Civile;Disturbi da locali;8;BARETTI/GIUSEPPE (VIA)                                                ;;10/04/2015;
Convivenza Civile;Disturbi da locali;9;CANELLI/(VIA)                                                         ;;10/04/2015;
Convivenza Civile;Disturbi da locali;7;VANCHIGLIA/(VIA)                                                      ;;12/04/2015;
Convivenza Civile;Disturbi da locali;7;ARTISTI/(VIA)                                                         ;;13/04/2015;
Convivenza Civile;Disturbi da locali;4;BALME/(VIA)                                                           ;;15/04/2015;
Convivenza Civile;Disturbi da locali;4;GHEMME/(VIA)                                                          ;;15/04/2015;
Convivenza Civile;Disturbi da locali;8;MONCALIERI/(CORSO)                                                    ;;15/04/2015;
Convivenza Civile;Disturbi da locali;10;MONTE CENGIO/(VIA)                                                    ;;15/04/2015;
Convivenza Civile;Disturbi da locali;7;TORTONA/(CORSO)                                                       ;;16/04/2015;
Convivenza Civile;Disturbi da locali;8;S. ANSELMO/(VIA)                                                      ;;16/04/2015;
Convivenza Civile;Disturbi da locali;8;VIRGILIO/(VIALE)                                                      ;;20/04/2015;
Convivenza Civile;Disturbi da locali;5;MADONNA DI CAMPAGNA/(VIALE)                                           ;;21/04/2015;
Convivenza Civile;Disturbi da locali;1;S. MASSIMO/(VIA)                                                      ;;28/04/2015;
Convivenza Civile;Disturbi da locali;;;;30/04/2015;
Convivenza Civile;Disturbi da locali;3;POLLENZO/(VIA)                                                        ;;04/05/2015;
Convivenza Civile;Disturbi da locali;8;VITTORIO EMANUELE II/(CORSO)                                          ;;04/05/2015;
Convivenza Civile;Disturbi da locali;8;MONCALIERI/(CORSO)                                                    ;;06/05/2015;
Convivenza Civile;Disturbi da locali;7;CASALE/(CORSO)                                                        ;;07/05/2015;
Convivenza Civile;Disturbi da locali;8;S. ANSELMO/(VIA)                                                      ;;08/05/2015;
Convivenza Civile;Disturbi da locali;7;S. GIULIA/(PIAZZA)                                                    ;;10/05/2015;
Convivenza Civile;Disturbi da locali;7;CASTELNUOVO/(VIA)                                                     ;;11/05/2015;
Convivenza Civile;Disturbi da locali;6;VERCELLI/(CORSO)                                                      ;;12/05/2015;
Convivenza Civile;Disturbi da locali;8;VITTORIO EMANUELE II/(CORSO)                                          ;;12/05/2015;
Convivenza Civile;Disturbi da locali;7;CASTELNUOVO/(VIA)                                                     ;;13/05/2015;
Convivenza Civile;Disturbi da locali;1;S. TOMMASO/(VIA)                                                      ;;14/05/2015;
Convivenza Civile;Disturbi da locali;7;VERONA/(CORSO)                                                        ;;14/05/2015;
Convivenza Civile;Disturbi da locali;3;S. BERNARDINO/(VIA)                                                   ;;15/05/2015;
Convivenza Civile;Disturbi da locali;4;AVET/GIACINTO (VIA)                                                   ;;18/05/2015;
Convivenza Civile;Disturbi da locali;9;TAGGIA/(VIA)                                                          ;;21/05/2015;
Convivenza Civile;Disturbi da locali;5;TOSCANA/(LARGO)                                                       ;;22/05/2015;
Convivenza Civile;Disturbi da locali;6;BRANDIZZO/(VIA)                                                       ;;22/05/2015;
Convivenza Civile;Disturbi da locali;6;TARANTO/(CORSO)                                                       ;;22/05/2015;
Convivenza Civile;Disturbi da locali;2;SEBASTOPOLI/(CORSO)                                                   ;;25/05/2015;09.05
Convivenza Civile;Disturbi da locali;9;GIORDANO/BRUNO (VIA)                                                  ;;26/05/2015;
Convivenza Civile;Disturbi da locali;4;REGINA MARGHERITA/(CORSO)                                             ;;27/05/2015;
Convivenza Civile;Disturbi da locali;9;VIGLIANI/ONORATO (VIA)                                                ;;27/05/2015;
Convivenza Civile;Disturbi da locali;8;VALPERGA/CALUSO (VIA)                                                 ;;28/05/2015;
Convivenza Civile;Disturbi da locali;8;MONCALIERI/(CORSO)                                                    ;;29/05/2015;
Convivenza Civile;Disturbi da locali;1;PRINCIPE AMEDEO/(VIA)                                                 ;;03/06/2015;
Convivenza Civile;Disturbi da locali;3;BOSSOLASCO/(VIA)                                                      ;;05/06/2015;
Convivenza Civile;Disturbi da locali;7;BUNIVA/MICHELE (VIA)                                                  ;;05/06/2015;
Convivenza Civile;Disturbi da locali;8;GALLIARI/BERNARDINO (VIA)                                             ;;05/06/2015;
Convivenza Civile;Disturbi da locali;7;CASALE/(CORSO)                                                        ;;06/06/2015;
Convivenza Civile;Disturbi da locali;7;NIETZSCHE/FEDERICO (VIA)                                              ;;06/06/2015;
Convivenza Civile;Disturbi da locali;7;BRESCIA/(CORSO)                                                       ;;08/06/2015;
Convivenza Civile;Disturbi da locali;10;ARTOM/EMANUELE (VIA)                                                  ;;08/06/2015;
Convivenza Civile;Disturbi da locali;10;ARTOM/EMANUELE (VIA)                                                  ;;08/06/2015;
Convivenza Civile;Disturbi da locali;8;MADAMA CRISTINA/(VIA)                                                 ;;09/06/2015;
Convivenza Civile;Disturbi da locali;9;CROCE/BENEDETTO (CORSO)                                               ;;09/06/2015;
Convivenza Civile;Disturbi da locali;1;CARLO ALBERTO/(PIAZZA)                                                ;;11/06/2015;
Convivenza Civile;Disturbi da locali;2;SEBASTOPOLI/(CORSO)                                                   ;;11/06/2015;
Convivenza Civile;Disturbi da locali;2;BUENOS AIRES/(VIA)                                                    ;;12/06/2015;
Convivenza Civile;Disturbi da locali;8;DANTE/(CORSO)                                                         ;;12/06/2015;11.08
Convivenza Civile;Disturbi da locali;8;DE AMICIS/EDMONDO (PIAZZA)                                            ;;15/06/2015;10.09
Convivenza Civile;Disturbi da locali;8;CANOVA/ANTONIO (VIA)                                                  ;;15/06/2015;12.25
Convivenza Civile;Disturbi da locali;5;STRADELLA/(VIA)                                                       ;;18/06/2015;
Convivenza Civile;Disturbi da locali;6;DERNA/(PIAZZA)                                                        ;;18/06/2015;
Convivenza Civile;Disturbi da locali;6;AGLIE'/(VIA)                                                          ;;19/06/2015;
Convivenza Civile;Disturbi da locali;6;BARBANIA/(VIA)                                                        ;;19/06/2015;
Convivenza Civile;Disturbi da locali;6;BARBANIA/(VIA)                                                        ;;19/06/2015;
Convivenza Civile;Disturbi da locali;1;DES AMBROIS/LUIGI (VIA)                                               ;;20/06/2015;15.50
Convivenza Civile;Disturbi da locali;1;GARIBALDI/GIUSEPPE (VIA)                                              ;;20/06/2015;12.45
Convivenza Civile;Disturbi da locali;3;FATTORI/GIOVANNI (VIA)                                                ;;22/06/2015;
Convivenza Civile;Disturbi da locali;3;FATTORI/GIOVANNI (VIA)                                                ;;22/06/2015;
Convivenza Civile;Disturbi da locali;6;SAMONE/(VIA)                                                          ;;23/06/2015;
Convivenza Civile;Disturbi da locali;6;SAMONE/(VIA)                                                          ;;23/06/2015;
Convivenza Civile;Disturbi da locali;7;TONELLO/MICHELANGELO (VIA)                                            ;;23/06/2015;
Convivenza Civile;Disturbi da locali;8;NIZZA/(VIA)                                                           ;;23/06/2015;
Convivenza Civile;Disturbi da locali;1;PRINCIPE EUGENIO/(CORSO)                                              ;;26/06/2015;
Convivenza Civile;Disturbi da locali;5;FOLIGNO/(VIA)                                                         ;;26/06/2015;09.36
Convivenza Civile;Disturbi da locali;1;S. DOMENICO/(VIA)                                                     ;;28/06/2015;
Convivenza Civile;Disturbi da locali;4;MURRONI/(STRADA)                                                      ;;29/06/2015;
Convivenza Civile;Disturbi da locali;4;MURRONI/(STRADA)                                                      ;;29/06/2015;
Convivenza Civile;Disturbi da locali;9;TRAIANO/(CORSO)                                                       ;;30/06/2015;09.04
Convivenza Civile;Rumori molesti;9;BARBARESCO/(VIA)                                                      ;;08/01/2015;
Convivenza Civile;Rumori molesti;1;DUSE/ELEONORA (VIA)                                                   ;;09/01/2015;
Convivenza Civile;Rumori molesti;4;PRINCIPESSA CLOTILDE/(VIA)                                            ;;12/01/2015;
Convivenza Civile;Rumori molesti;6;SESIA/(VIA)                                                           ;;19/01/2015;
Convivenza Civile;Rumori molesti;1;MILANO/(VIA)                                                          ;;21/01/2015;
Convivenza Civile;Rumori molesti;5;ALA DI STURA/(VIA)                                                    ;;21/01/2015;
Convivenza Civile;Rumori molesti;1;GRAMSCI/ANTONIO (VIA)                                                 ;;23/01/2015;
Convivenza Civile;Rumori molesti;5;PIANEZZA/(VIA)                                                        ;;23/01/2015;
Convivenza Civile;Rumori molesti;1;PRINCIPE AMEDEO/(VIA)                                                 ;;28/01/2015;
Convivenza Civile;Rumori molesti;6;VALPRATO/(VIA)                                                        ;;02/02/2015;
Convivenza Civile;Rumori molesti;6;VALPRATO/(VIA)                                                        ;;02/02/2015;
Convivenza Civile;Rumori molesti;6;CASCINOTTO/(STRADA DEL)                                               ;;04/02/2015;
Convivenza Civile;Rumori molesti;6;ABBADIA DI STURA/(STRADA DELL')                                       ;;05/02/2015;
Convivenza Civile;Rumori molesti;9;SPANO/GIOVANNI (VIA)                                                  ;;06/02/2015;
Convivenza Civile;Rumori molesti;4;LIVORNO/(VIA)                                                         ;;18/02/2015;
Convivenza Civile;Rumori molesti;8;LOMBROSO/CESARE (VIA)                                                 ;;20/02/2015;
Convivenza Civile;Rumori molesti;7;BRESCIA/(CORSO)                                                       ;;22/02/2015;
Convivenza Civile;Rumori molesti;1;FANTI/MANFREDO (VIA)                                                  ;;23/02/2015;
Convivenza Civile;Rumori molesti;1;CORTE D'APPELLO/(VIA)                                                 ;;24/02/2015;
Convivenza Civile;Rumori molesti;6;MERCADANTE/SAVERIO (VIA)                                              ;;24/02/2015;
Convivenza Civile;Rumori molesti;1;S. DOMENICO/(VIA)                                                     ;;03/03/2015;
Convivenza Civile;Rumori molesti;4;SACCARELLI/GASPARE (VIA)                                              ;;03/03/2015;
Convivenza Civile;Rumori molesti;8;PETITTI/ILARIONE (VIA)                                                ;;05/03/2015;
Convivenza Civile;Rumori molesti;5;SAORGIO/(VIA)                                                         ;;11/03/2015;
Convivenza Civile;Rumori molesti;8;NIZZA/(PIAZZA)                                                        ;;11/03/2015;
Convivenza Civile;Rumori molesti;7;CADORE/(CORSO)                                                        ;;13/03/2015;
Convivenza Civile;Rumori molesti;4;PINELLI/PIERDIONIGI (VIA)                                             ;;16/03/2015;
Convivenza Civile;Rumori molesti;1;PINGONE/FILIBERTO (VIA)                                               ;;17/03/2015;
Convivenza Civile;Rumori molesti;3;MURIALDO/DON LEONARDO (VIA)                                           ;;20/03/2015;
Convivenza Civile;Rumori molesti;4;BALME/(VIA)                                                           ;;23/03/2015;
Convivenza Civile;Rumori molesti;4;CLEMENTE/STEFANO (VIA)                                                ;;24/03/2015;
Convivenza Civile;Rumori molesti;1;COLOMBO/CRISTOFORO (VIA)                                              ;;30/03/2015;
Convivenza Civile;Rumori molesti;2;FIERAMOSCA/ETTORE (VIA)                                               ;;30/03/2015;
Convivenza Civile;Rumori molesti;9;TENDA/(VIA)                                                           ;;02/04/2015;
Convivenza Civile;Rumori molesti;2;LESEGNO/(VIA)                                                         ;;08/04/2015;
Convivenza Civile;Rumori molesti;4;PIANFEI/(VIA)                                                         ;;08/04/2015;
Convivenza Civile;Rumori molesti;7;REGIO PARCO/(CORSO)                                                   ;;18/04/2015;
Convivenza Civile;Rumori molesti;1;RE UMBERTO/(CORSO)                                                    ;;27/04/2015;
Convivenza Civile;Rumori molesti;2;PISCINA/(VIA)                                                         ;;27/04/2015;
Convivenza Civile;Rumori molesti;8;VALPERGA/CALUSO (VIA)                                                 ;;27/04/2015;
Convivenza Civile;Rumori molesti;1;ORFANE/(VIA DELLE)                                                    ;;28/04/2015;
Convivenza Civile;Rumori molesti;6;PORPORA/NICOLA (VIA)                                                  ;;28/04/2015;
Convivenza Civile;Rumori molesti;8;BERTHOLLET/CLAUDIO LUIGI (VIA)                                        ;;28/04/2015;
Convivenza Civile;Rumori molesti;3;VITTORIO EMANUELE II/(CORSO)                                          ;;29/04/2015;
Convivenza Civile;Rumori molesti;2;BOSTON/(VIA)                                                          ;Area Verde;02/05/2015;
Convivenza Civile;Rumori molesti;5;BIBIANA/(VIA)                                                         ;;02/05/2015;
Convivenza Civile;Rumori molesti;1;MARCO POLO/(VIA)                                                      ;;04/05/2015;
Convivenza Civile;Rumori molesti;1;S. FRANCESCO DA PAOLA/(VIA)                                           ;;04/05/2015;
Convivenza Civile;Rumori molesti;7;BRA/(VIA)                                                             ;;04/05/2015;
Convivenza Civile;Rumori molesti;1;S. MASSIMO/(VIA)                                                      ;;04/05/2015;11.25
Convivenza Civile;Rumori molesti;3;SUSA/(VIA)                                                            ;;07/05/2015;
Convivenza Civile;Rumori molesti;8;GALLIARI/BERNARDINO (VIA)                                             ;;07/05/2015;
Convivenza Civile;Rumori molesti;8;MARCONI/GUGLIELMO (CORSO)                                             ;;08/05/2015;
Convivenza Civile;Rumori molesti;5;MORTARA/(CORSO)                                                       ;;11/05/2015;
Convivenza Civile;Rumori molesti;9;NIZZA/(VIA)                                                           ;;11/05/2015;
Convivenza Civile;Rumori molesti;3;OZIERI/(VIA)                                                          ;;15/05/2015;
Convivenza Civile;Rumori molesti;8;RIBET/GIOVANNI (VIA)                                                  ;;18/05/2015;
Convivenza Civile;Rumori molesti;1;LAGRANGE/GIUSEPPE LUIGI (VIA)                                         ;;19/05/2015;
Convivenza Civile;Rumori molesti;6;VERCELLI/(CORSO)                                                      ;;19/05/2015;
Convivenza Civile;Rumori molesti;4;BIANCHI/NICOMEDE (VIA)                                                ;;21/05/2015;
Convivenza Civile;Rumori molesti;6;TARANTO/(CORSO)                                                       ;;22/05/2015;
Convivenza Civile;Rumori molesti;3;FRANCIA/(CORSO)                                                       ;;24/05/2015;
Convivenza Civile;Rumori molesti;9;GALIMBERTI/TANCREDI (PIAZZA)                                          ;;24/05/2015;
Convivenza Civile;Rumori molesti;6;ROSSI/LAURO (VIA)                                                     ;;25/05/2015;
Convivenza Civile;Rumori molesti;1;GIULIA DI BAROLO/(VIA)                                                ;;26/05/2015;
Convivenza Civile;Rumori molesti;2;CACCIA/BRUNO (PIAZZA)                                                 ;;27/05/2015;12.08
Convivenza Civile;Rumori molesti;6;CIMAROSA/DOMENICO (PIAZZA)                                            ;;29/05/2015;
Convivenza Civile;Rumori molesti;9;GIAMBONE/EUSEBIO (CORSO)                                              ;;30/05/2015;
Convivenza Civile;Rumori molesti;7;BOLOGNA/(VIA)                                                         ;;03/06/2015;
Convivenza Civile;Rumori molesti;3;BERNINI/LORENZO (PIAZZA)                                              ;;04/06/2015;
Convivenza Civile;Rumori molesti;8;SALUZZO/(VIA)                                                         ;;04/06/2015;
Convivenza Civile;Rumori molesti;10;FARINELLI/ARTURO (VIA)                                                ;;04/06/2015;
Convivenza Civile;Rumori molesti;3;CHAMBERY/(VIA)                                                        ;;05/06/2015;
Convivenza Civile;Rumori molesti;4;ROMAGNANO/(VIA)                                                       ;;06/06/2015;
Convivenza Civile;Rumori molesti;9;GALIMBERTI/TANCREDI (PIAZZA)                                          ;;06/06/2015;
Convivenza Civile;Rumori molesti;8;LOMBROSO/CESARE (VIA)                                                 ;;07/06/2015;
Convivenza Civile;Rumori molesti;5;GROSSETO/(CORSO)                                                      ;;11/06/2015;
Convivenza Civile;Rumori molesti;8;DANTE/(CORSO)                                                         ;;12/06/2015;
Convivenza Civile;Rumori molesti;8;NIZZA/(VIA)                                                           ;;13/06/2015;
Convivenza Civile;Rumori molesti;3;MONTE ORTIGARA/(VIA)                                                  ;;18/06/2015;
Convivenza Civile;Rumori molesti;6;GIULIO CESARE/(CORSO)                                                 ;;19/06/2015;
Convivenza Civile;Rumori molesti;7;AOSTA/(VIA)                                                           ;;19/06/2015;
Convivenza Civile;Rumori molesti;7;BUTTIGLIERA/(VIA)                                                     ;;22/06/2015;
Convivenza Civile;Rumori molesti;;;Area Verde;25/06/2015;
Convivenza Civile;Uso improprio parti comuni;5;COSSA/PIETRO (VIA)                                                    ;;29/05/2015;
Convivenza Civile;Uso improprio parti comuni;1;CONTE VERDE/(VIA)                                                     ;;10/06/2015;
Convivenza Civile;Uso improprio parti comuni;5;SOSPELLO/(VIA)                                                        ;Area Verde;11/06/2015;
Qualità Urbana;Altro;5;VAL DELLA TORRE/(VIA)                                                 ;;03/01/2015;
Qualità Urbana;Altro;1;REGINA MARGHERITA/(CORSO)                                             ;;09/01/2015;
Qualità Urbana;Altro;6;VERCELLI/(CORSO)                                                      ;;09/01/2015;
Qualità Urbana;Altro;6;VIGEVANO/(CORSO)                                                      ;;09/01/2015;
Qualità Urbana;Altro;7;CECCHI/ANTONIO (VIA)                                                  ;;09/01/2015;
Qualità Urbana;Altro;1;LAGRANGE/GIUSEPPE LUIGI (VIA)                                         ;;12/01/2015;
Qualità Urbana;Altro;7;S. GIULIA/(VIA)                                                       ;;12/01/2015;
Qualità Urbana;Altro;7;SASSARI/(VIA)                                                         ;Area Verde;14/01/2015;
Qualità Urbana;Altro;6;SETTIMO/(STRADA DI)                                                   ;;15/01/2015;
Qualità Urbana;Altro;7;REGINA MARGHERITA/(CORSO)                                             ;;15/01/2015;
Qualità Urbana;Altro;7;S. SEBASTIANO PO/(VIA)                                                ;;15/01/2015;
Qualità Urbana;Altro;;;;16/01/2015;
Qualità Urbana;Altro;6;VERNA/(STRADA DELLA)                                                  ;;16/01/2015;10.19
Qualità Urbana;Altro;10;CASTELLO DI MIRAFIORI/(STRADA)                                        ;;17/01/2015;
Qualità Urbana;Altro;1;ORFANE/(VIA DELLE)                                                    ;;20/01/2015;
Qualità Urbana;Altro;2;BARLETTA/(VIA)                                                        ;;20/01/2015;
Qualità Urbana;Altro;7;SELLA/QUINTINO (CORSO)                                                ;;20/01/2015;
Qualità Urbana;Altro;1;CASSINI/GIAN DOMENICO (VIA)                                           ;;20/01/2015;16.55
Qualità Urbana;Altro;1;PALESTRO/(CORSO)                                                      ;;21/01/2015;
Qualità Urbana;Altro;1;VINZAGLIO/(CORSO)                                                     ;;21/01/2015;
Qualità Urbana;Altro;2;BUENOS AIRES/(VIA)                                                    ;;21/01/2015;
Qualità Urbana;Altro;4;SVIZZERA/(CORSO)                                                      ;;21/01/2015;
