Categoria criminologa;Sottocategoria Criminologica;Circoscrizione;Localita;Area Verde;Data;Ora
Convivenza Civile;Altro;9;MARONCELLI/PIERO (CORSO)                                              ;;10/12/2015;
Convivenza Civile;Altro;8;CELLINI/BENVENUTO (VIA)                                               ;;10/12/2015;11.22
Convivenza Civile;Altro;8;FIOCCARDO/(STRADA DEL)                                                ;;10/12/2015;11.59
Convivenza Civile;Altro;3;RACCONIGI/(CORSO)                                                     ;;10/12/2015;20.35
Convivenza Civile;Altro;3;RACCONIGI/(CORSO)                                                     ;;13/12/2015;14.02
Convivenza Civile;Altro;7;FONTANESI/ANTONIO (VIA)                                               ;;15/12/2015;
Convivenza Civile;Altro;1;ROMA/(VIA)                                                            ;;16/12/2015;
Convivenza Civile;Altro;6;MARTORELLI/RENATO (VIA)                                               ;;16/12/2015;
Convivenza Civile;Altro;3;ASIAGO/(VIA)                                                          ;;17/12/2015;
Convivenza Civile;Altro;3;SUSA/(VIA)                                                            ;;17/12/2015;
Convivenza Civile;Altro;7;VAL S. MARTINO SUPERIORE/(STRADA)                                     ;;17/12/2015;
Convivenza Civile;Altro;2;GORIZIA/(VIA)                                                         ;;17/12/2015;10.12
Convivenza Civile;Altro;7;METASTASIO/(VIA)                                                      ;;17/12/2015;11.40
Convivenza Civile;Altro;4;MEDICI/GIACOMO (VIA)                                                  ;;18/12/2015;
Convivenza Civile;Altro;9;UNIONE SOVIETICA/(CORSO)                                              ;;19/12/2015;
Convivenza Civile;Altro;;;;21/12/2015;
Convivenza Civile;Altro;3;BORSELLINO/PAOLO (VIA)/                                               ;;21/12/2015;
Convivenza Civile;Altro;8;GIOANETTI/VITTORIO AMEDEO (VIA)                                       ;;21/12/2015;
Convivenza Civile;Altro;6;ROBINIE/(VIA DELLE)                                                   ;;21/12/2015;10.58
Convivenza Civile;Altro;8;DANTE/(CORSO)                                                         ;;22/12/2015;
Convivenza Civile;Altro;1;MATTEOTTI/GIACOMO (CORSO)                                             ;;23/12/2015;
Convivenza Civile;Altro;6;FELETTO/(VIA)                                                         ;;24/12/2015;
Convivenza Civile;Altro;8;PELLICO/SILVIO (VIA)                                                  ;;24/12/2015;
Convivenza Civile;Altro;9;UNIONE SOVIETICA/(CORSO)                                              ;;24/12/2015;
Convivenza Civile;Altro;5;PIANEZZA/(VIA)                                                        ;;28/12/2015;
Convivenza Civile;Altro;9;GIORDANO/BRUNO (VIA)                                                  ;;28/12/2015;08.00
Convivenza Civile;Altro;9;KERBAKER/MICHELE (VIA)                                                ;;29/12/2015;11.35
Convivenza Civile;Altro;3;ADRIANO/(PIAZZA)                                                      ;;29/12/2015;14.39
Convivenza Civile;Altro;6;SOFIA/(PIAZZA)                                                        ;Area Verde;29/12/2015;18.32
Convivenza Civile;Altro;9;VIGLIANI/ONORATO (VIA)                                                ;;29/12/2015;18.55
Convivenza Civile;Altro;4;VIGLIARDI PARAVIA/INNOCENZO (PIAZZA)                                  ;;30/12/2015;
Convivenza Civile;Altro;4;PIFFETTI/PIETRO (VIA)                                                 ;;30/12/2015;08.17
Convivenza Civile;Altro;4;BALBIS/GIAMBATTISTA (VIA)                                             ;;30/12/2015;13.03
Convivenza Civile;Comportamenti molesti;2;CORRENTI/CESARE (CORSO)                                               ;Area Verde;02/07/2015;
Convivenza Civile;Comportamenti molesti;9;GUALA/PIETRO FRANCESCO (PIAZZA)                                       ;;03/07/2015;
Convivenza Civile;Comportamenti molesti;7;GIULIO CESARE/(CORSO)                                                 ;;04/07/2015;
Convivenza Civile;Comportamenti molesti;8;MONTE DEI CAPPUCCINI/(PIAZZALE)                                       ;;04/07/2015;12.50
Convivenza Civile;Comportamenti molesti;6;GOTTARDO/(VIA)                                                        ;;08/07/2015;
Convivenza Civile;Comportamenti molesti;8;GALLIARI/BERNARDINO (VIA)                                             ;;08/07/2015;
Convivenza Civile;Comportamenti molesti;3;CHAMBERY/(VIA)                                                        ;Area Verde;15/07/2015;
Convivenza Civile;Comportamenti molesti;6;MARTORELLI/RENATO (VIA)                                               ;;15/07/2015;
Convivenza Civile;Comportamenti molesti;6;OXILIA/NINO (VIA)                                                     ;;17/07/2015;
Convivenza Civile;Comportamenti molesti;6;FELETTO/(VIA)                                                         ;;20/07/2015;
Convivenza Civile;Comportamenti molesti;6;MADDALENE/(VIA)                                                       ;Area Verde;20/07/2015;
Convivenza Civile;Comportamenti molesti;7;BRESCIA/(LARGO)                                                       ;;20/07/2015;
Convivenza Civile;Comportamenti molesti;8;CELLINI/BENVENUTO (VIA)                                               ;;29/07/2015;
Convivenza Civile;Comportamenti molesti;6;MONTANARO/(VIA)                                                       ;;30/07/2015;
Convivenza Civile;Comportamenti molesti;4;LESSONA/MICHELE (VIA)                                                 ;Area Verde;30/07/2015;11.00
Convivenza Civile;Comportamenti molesti;5;LIGURIA/(LUNGO DORA)                                                  ;Area Verde;10/08/2015;15.27
Convivenza Civile;Comportamenti molesti;7;BUSCALIONI/CARLO MICHELE (VIA)                                        ;Area Verde;10/08/2015;10.18
Convivenza Civile;Comportamenti molesti;2;ROVERETO/(VIA)                                                        ;;25/08/2015;
Convivenza Civile;Comportamenti molesti;10;PALMA DI CESNOLA/LUIGI (VIA)                                          ;;02/09/2015;
Convivenza Civile;Comportamenti molesti;4;SERVAIS/GIOVANNI (VIA)                                                ;;05/09/2015;
Convivenza Civile;Comportamenti molesti;6;VIGEVANO/(CORSO)                                                      ;;08/09/2015;
Convivenza Civile;Comportamenti molesti;5;GROSSETO/(CORSO)                                                      ;;16/09/2015;
Convivenza Civile;Comportamenti molesti;7;S. MAURIZIO/(CORSO)                                                   ;;27/09/2015;
Convivenza Civile;Comportamenti molesti;1;MONTE DI PIETA'/(VIA)                                                 ;;09/10/2015;
Convivenza Civile;Comportamenti molesti;10;PALMA DI CESNOLA/LUIGI (VIA)                                          ;;13/10/2015;12.43
Convivenza Civile;Comportamenti molesti;1;POMBA/GIUSEPPE (VIA)                                                  ;;15/10/2015;
Convivenza Civile;Comportamenti molesti;4;CIBRARIO/LUIGI (VIA)                                                  ;;16/10/2015;
Convivenza Civile;Comportamenti molesti;3;PALMIERI/PIETRO (VIA)                                                 ;;20/10/2015;
Convivenza Civile;Comportamenti molesti;1;MEDITERRANEO/(CORSO)                                                  ;;27/10/2015;
Convivenza Civile;Comportamenti molesti;9;CANELLI/(VIA)                                                         ;;28/10/2015;
Convivenza Civile;Comportamenti molesti;3;STAFFARDA/(VIA)                                                       ;;29/10/2015;
Convivenza Civile;Comportamenti molesti;3;DI NANNI/DANTE (VIA)                                                  ;;10/11/2015;
Convivenza Civile;Comportamenti molesti;1;PRINCIPE AMEDEO/(VIA)                                                 ;;11/11/2015;
Convivenza Civile;Comportamenti molesti;2;TRIPOLI/(VIA)                                                         ;;11/11/2015;
Convivenza Civile;Comportamenti molesti;7;BRA/(VIA)                                                             ;;11/11/2015;
Convivenza Civile;Comportamenti molesti;3;FRANCIA/(CORSO)                                                       ;;13/11/2015;
Convivenza Civile;Comportamenti molesti;5;SAORGIO/(VIA)                                                         ;;23/11/2015;
Convivenza Civile;Comportamenti molesti;6;SEMPIONE/(LARGO)                                                      ;;23/11/2015;
Convivenza Civile;Comportamenti molesti;7;MARIA AUSILIATRICE/(PIAZZA)                                           ;;11/12/2015;10.04
Convivenza Civile;Comportamenti molesti;7;BUSCALIONI/CARLO MICHELE (VIA)                                        ;;14/12/2015;
Convivenza Civile;Comportamenti molesti;5;COPPINO/MICHELE (VIA)                                                 ;;21/12/2015;
Convivenza Civile;Comportamenti molesti;1;MONTECUCCOLI/RAIMONDO (VIA)                                           ;;28/12/2015;
Convivenza Civile;Comportamenti molesti;1;POMBA/GIUSEPPE (VIA)                                                  ;;29/12/2015;11.35
Convivenza Civile;Disturbi altri animali;6;CIMAROSA/DOMENICO (VIA)                                               ;;30/11/2015;
Convivenza Civile;Disturbi Cani;1;PRINCIPE AMEDEO/(VIA)                                                 ;;05/07/2015;
Convivenza Civile;Disturbi Cani;3;MONTE CUCCO/(CORSO)                                                   ;;06/07/2015;
Convivenza Civile;Disturbi Cani;4;TELESIO/BERNARDINO (CORSO)                                            ;;07/07/2015;
Convivenza Civile;Disturbi Cani;3;RENIER/RODOLFO (VIA)                                                  ;;13/07/2015;12.38
Convivenza Civile;Disturbi Cani;4;CARRERA/VALENTINO (VIA)                                               ;;16/07/2015;
Convivenza Civile;Disturbi Cani;4;TELESIO/BERNARDINO (CORSO)                                            ;;22/07/2015;11.09
Convivenza Civile;Disturbi Cani;3;CRISTALLIERA/(VIA)                                                    ;;23/07/2015;
Convivenza Civile;Disturbi Cani;7;NIETZSCHE/FEDERICO (VIA)                                              ;;07/08/2015;
Convivenza Civile;Disturbi Cani;5;VERONESE/PAOLO (VIA)                                                  ;;10/08/2015;10.25
Convivenza Civile;Disturbi Cani;9;FILADELFIA/(VIA)                                                      ;;11/08/2015;10.45
Convivenza Civile;Disturbi Cani;6;LEINI'/(VIA)                                                          ;;12/08/2015;
Convivenza Civile;Disturbi Cani;5;PRIMULE/(VIA DELLE)                                                   ;;14/08/2015;09.19
Convivenza Civile;Disturbi Cani;5;COPPINO/MICHELE (VIA)                                                 ;;25/08/2015;
Convivenza Civile;Disturbi Cani;6;PERTENGO/(VIA)                                                        ;;25/08/2015;
Convivenza Civile;Disturbi Cani;7;MICHELOTTI/SUOR GIOVANNA FRANCESCA (VIALE)                            ;;29/08/2015;
Convivenza Civile;Disturbi Cani;2;GRADISCA/(VIA)                                                        ;;31/08/2015;
Convivenza Civile;Disturbi Cani;8;CEPPI/CARLO (VIALE)                                                   ;;31/08/2015;
Convivenza Civile;Disturbi Cani;8;GOITO/(VIA)                                                           ;;02/09/2015;
Convivenza Civile;Disturbi Cani;;;Area Verde;10/09/2015;
Convivenza Civile;Disturbi Cani;6;PATETTA/FEDERICO (VIA)                                                ;;10/09/2015;
Convivenza Civile;Disturbi Cani;4;LEVANNA/(VIA)                                                         ;;11/09/2015;09.38
Convivenza Civile;Disturbi Cani;3;CHANOUX/PIETRO ABATE (VIA)                                            ;;30/09/2015;20.26
Convivenza Civile;Disturbi Cani;4;RIVARA/(VIA)                                                          ;;02/10/2015;
Convivenza Civile;Disturbi Cani;7;S. MAURIZIO/(CORSO)                                                   ;Area Verde;02/10/2015;
Convivenza Civile;Disturbi Cani;2;FILADELFIA/(VIA)                                                      ;Area Verde;07/10/2015;
Convivenza Civile;Disturbi Cani;3;DE SANCTIS/FRANCESCO (VIA)                                            ;;08/10/2015;13.51
Convivenza Civile;Disturbi Cani;6;FATTORELLI/RUBENS (VIA)                                               ;;09/10/2015;
Convivenza Civile;Disturbi Cani;3;PESCHIERA/(CORSO)                                                     ;;12/10/2015;15.12
Convivenza Civile;Disturbi Cani;6;CASCINOTTO/(STRADA DEL)                                               ;;15/10/2015;
Convivenza Civile;Disturbi Cani;;;Area Verde;22/10/2015;
Convivenza Civile;Disturbi Cani;2;MOMBARCARO/(VIA)                                                      ;;23/10/2015;
Convivenza Civile;Disturbi Cani;6;MAGRA/(STRADA DELLA)                                                  ;;26/10/2015;
Convivenza Civile;Disturbi Cani;3;PESCHIERA/(CORSO)                                                     ;;28/10/2015;
Convivenza Civile;Disturbi Cani;2;ROSSELLI/CARLO E NELLO (CORSO)                                        ;;09/11/2015;
Convivenza Civile;Disturbi Cani;9;LEONI/MARIO (VIA)                                                     ;;10/11/2015;
Convivenza Civile;Disturbi Cani;3;GERMONIO/ANASTASIO (VIA)                                              ;Area Verde;16/11/2015;
Convivenza Civile;Disturbi Cani;4;LIONETTO/(STRADA DEL)                                                 ;;23/11/2015;
Convivenza Civile;Disturbi Cani;4;FRANCIA/(CORSO)                                                       ;Area Verde;29/12/2015;11.40
Convivenza Civile;Disturbi da locali;1;S. MASSIMO/(VIA)                                                      ;;02/07/2015;
Convivenza Civile;Disturbi da locali;7;MODENA/(VIA)                                                          ;;02/07/2015;
Convivenza Civile;Disturbi da locali;8;BARETTI/GIUSEPPE (VIA)                                                ;;03/07/2015;
Convivenza Civile;Disturbi da locali;8;MONCALIERI/(CORSO)                                                    ;;03/07/2015;
Convivenza Civile;Disturbi da locali;3;LUSERNA DI RORA'/EMANUELE (VIA)                                       ;;04/07/2015;
Convivenza Civile;Disturbi da locali;6;SESIA/(VIA)                                                           ;;06/07/2015;
Convivenza Civile;Disturbi da locali;7;REGGIO/(VIA)                                                          ;;06/07/2015;
Convivenza Civile;Disturbi da locali;1;VANCHIGLIA/(VIA)                                                      ;;08/07/2015;
Convivenza Civile;Disturbi da locali;5;TERNI/(VIA)                                                           ;;08/07/2015;
Convivenza Civile;Disturbi da locali;7;ARTISTI/(VIA)                                                         ;;08/07/2015;
Convivenza Civile;Disturbi da locali;8;NIZZA/(VIA)                                                           ;;10/07/2015;
Convivenza Civile;Disturbi da locali;8;VITTORIO EMANUELE II/(CORSO)                                          ;;10/07/2015;
Convivenza Civile;Disturbi da locali;8;VITTORIO EMANUELE II/(CORSO)                                          ;;10/07/2015;
Convivenza Civile;Disturbi da locali;5;VEROLENGO/(VIA)                                                       ;;13/07/2015;
Convivenza Civile;Disturbi da locali;4;GHEMME/(VIA)                                                          ;;13/07/2015;12.36
Convivenza Civile;Disturbi da locali;1;SACCHI/PAOLO (VIA)                                                    ;;15/07/2015;
Convivenza Civile;Disturbi da locali;3;S. BERNARDINO/(VIA)                                                   ;;15/07/2015;
Convivenza Civile;Disturbi da locali;9;TAGGIA/(VIA)                                                          ;;15/07/2015;
Convivenza Civile;Disturbi da locali;1;S. CROCE/(VIA)                                                        ;;17/07/2015;
Convivenza Civile;Disturbi da locali;4;FRANCIA/(CORSO)                                                       ;;17/07/2015;
Convivenza Civile;Disturbi da locali;7;MODENA/(VIA)                                                          ;;18/07/2015;
Convivenza Civile;Disturbi da locali;9;CANELLI/(VIA)                                                         ;;18/07/2015;
Convivenza Civile;Disturbi da locali;7;S. MAURIZIO/(CORSO)                                                   ;;19/07/2015;
Convivenza Civile;Disturbi da locali;4;AVET/GIACINTO (VIA)                                                   ;;20/07/2015;
Convivenza Civile;Disturbi da locali;9;CROCE/BENEDETTO (CORSO)                                               ;;20/07/2015;
Convivenza Civile;Disturbi da locali;9;GIORDANO/BRUNO (VIA)                                                  ;;20/07/2015;
Convivenza Civile;Disturbi da locali;1;GARIBALDI/GIUSEPPE (VIA)                                              ;;21/07/2015;
Convivenza Civile;Disturbi da locali;8;MONCALIERI/(CORSO)                                                    ;;21/07/2015;
Convivenza Civile;Disturbi da locali;1;S. MASSIMO/(VIA)                                                      ;;22/07/2015;
Convivenza Civile;Disturbi da locali;3;FREIDOUR/(VIA)                                                        ;;23/07/2015;
Convivenza Civile;Disturbi da locali;10;ARTOM/EMANUELE (VIA)                                                  ;;24/07/2015;10.25
Convivenza Civile;Disturbi da locali;3;MONGINEVRO/(VIA)                                                      ;;25/07/2015;09.00
Convivenza Civile;Disturbi da locali;7;GIAVENO/(VIA)                                                         ;;27/07/2015;
Convivenza Civile;Disturbi da locali;2;ORBASSANO/(CORSO)                                                     ;;27/07/2015;11.29
Convivenza Civile;Disturbi da locali;;;Area Verde;29/07/2015;
Convivenza Civile;Disturbi da locali;6;CIGNA/FRANCESCO (VIA)                                                 ;;30/07/2015;
Convivenza Civile;Disturbi da locali;1;S. DALMAZZO/(VIA)                                                     ;;31/07/2015;
Convivenza Civile;Disturbi da locali;3;POLLENZO/(VIA)                                                        ;;02/08/2015;09.18
Convivenza Civile;Disturbi da locali;3;RACCONIGI/(CORSO)                                                     ;;05/08/2015;
Convivenza Civile;Disturbi da locali;1;LAGRANGE/GIUSEPPE LUIGI (VIA)                                         ;;07/08/2015;11.30
Convivenza Civile;Disturbi da locali;6;VERCELLI/(CORSO)                                                      ;;08/08/2015;
Convivenza Civile;Disturbi da locali;8;GALLIARI/BERNARDINO (VIA)                                             ;;09/08/2015;
Convivenza Civile;Disturbi da locali;7;BERSEZIO/VITTORIO (VIA)                                               ;;11/08/2015;
Convivenza Civile;Disturbi da locali;8;BELFIORE/(VIA)                                                        ;;11/08/2015;11.55
Convivenza Civile;Disturbi da locali;8;SALUZZO/(VIA)                                                         ;;11/08/2015;12.30
Convivenza Civile;Disturbi da locali;5;CAMBIANO/(VIA)                                                        ;;12/08/2015;
Convivenza Civile;Disturbi da locali;10;CANDIOLO/(VIA)                                                        ;;13/08/2015;12.59
Convivenza Civile;Disturbi da locali;6;VIGEVANO/(CORSO)                                                      ;;14/08/2015;14.25
Convivenza Civile;Disturbi da locali;2;BOSTON/(VIA)                                                          ;;20/08/2015;
Convivenza Civile;Disturbi da locali;1;BONELLI/FRANCO (VIA)                                                  ;;24/08/2015;
Convivenza Civile;Disturbi da locali;1;EMANUELE FILIBERTO/(PIAZZA)                                           ;;24/08/2015;
Convivenza Civile;Disturbi da locali;1;EMANUELE FILIBERTO/(PIAZZA)                                           ;;24/08/2015;
Convivenza Civile;Disturbi da locali;4;LECCE/(CORSO)                                                         ;;24/08/2015;
Convivenza Civile;Disturbi da locali;6;MONTANARO/(VIA)                                                       ;;24/08/2015;
Convivenza Civile;Disturbi da locali;4;BOGETTO/GABRIELE (VIA)                                                ;;25/08/2015;14.43
Convivenza Civile;Disturbi da locali;6;PALERMO/(CORSO)                                                       ;;26/08/2015;
Convivenza Civile;Disturbi da locali;6;CHERUBINI/LUIGI SALVATORE (VIA)                                       ;;28/08/2015;
Convivenza Civile;Disturbi da locali;9;NIZZA/(VIA)                                                           ;;31/08/2015;
Convivenza Civile;Disturbi da locali;1;TORRICELLI EVANGELISTA/(VIA)                                          ;;03/09/2015;
Convivenza Civile;Disturbi da locali;7;TONELLO/MICHELANGELO (VIA)                                            ;;07/09/2015;11.09
Convivenza Civile;Disturbi da locali;8;SALUZZO/(VIA)                                                         ;;08/09/2015;
Convivenza Civile;Disturbi da locali;7;S. GIULIA/(VIA)                                                       ;;09/09/2015;
Convivenza Civile;Disturbi da locali;7;ARTISTI/(VIA)                                                         ;;15/09/2015;
Convivenza Civile;Disturbi da locali;9;NIZZA/(VIA)                                                           ;;15/09/2015;
Convivenza Civile;Disturbi da locali;6;MONTANARO/(VIA)                                                       ;;15/09/2015;12.10
Convivenza Civile;Disturbi da locali;7;REGGIO/(VIA)                                                          ;;18/09/2015;
Convivenza Civile;Disturbi da locali;6;STRADELLA/(VIA)                                                       ;;19/09/2015;
Convivenza Civile;Disturbi da locali;3;FRANCIA/(CORSO)                                                       ;;23/09/2015;
Convivenza Civile;Disturbi da locali;4;GHEMME/(VIA)                                                          ;;23/09/2015;
Convivenza Civile;Disturbi da locali;8;GIACOSA/GIUSEPPE (VIA)                                                ;;24/09/2015;
Convivenza Civile;Disturbi da locali;3;S. BERNARDINO/(VIA)                                                   ;;25/09/2015;
Convivenza Civile;Disturbi da locali;8;VIRGILIO/(VIALE)                                                      ;;25/09/2015;
Convivenza Civile;Disturbi da locali;8;VIRGILIO/(VIALE)                                                      ;;25/09/2015;
Convivenza Civile;Disturbi da locali;1;BELLEZIA/GIAN FRANCESCO (VIA)                                         ;;26/09/2015;
Convivenza Civile;Disturbi da locali;6;QUITTENGO/(VIA)                                                       ;;28/09/2015;
Convivenza Civile;Disturbi da locali;7;FORTINO/(STRADA DEL)                                                  ;;01/10/2015;10.40
Convivenza Civile;Disturbi da locali;4;AQUILA/(VIA)                                                          ;;02/10/2015;
Convivenza Civile;Disturbi da locali;6;CIGNA/FRANCESCO (VIA)                                                 ;;02/10/2015;
Convivenza Civile;Disturbi da locali;7;BORGO DORA/(VIA)                                                      ;;02/10/2015;
Convivenza Civile;Disturbi da locali;6;MONTANARO/(VIA)                                                       ;;05/10/2015;
Convivenza Civile;Disturbi da locali;8;MORGARI/ODDINO (VIA)                                                  ;;05/10/2015;
Convivenza Civile;Disturbi da locali;8;BELFIORE/(VIA)                                                        ;;06/10/2015;
Convivenza Civile;Disturbi da locali;8;BELFIORE/(VIA)                                                        ;;07/10/2015;
Convivenza Civile;Disturbi da locali;1;GIOLITTI/GIOVANNI (VIA)                                               ;;08/10/2015;
Convivenza Civile;Disturbi da locali;4;LIVORNO/(VIA)                                                         ;;15/10/2015;
Convivenza Civile;Disturbi da locali;7;CASTELNUOVO/(VIA)                                                     ;;15/10/2015;
Convivenza Civile;Disturbi da locali;2;AGNELLI/GIOVANNI (CORSO)                                              ;;18/10/2015;
Convivenza Civile;Disturbi da locali;1;EMANUELE FILIBERTO/(PIAZZA)                                           ;;19/10/2015;
Convivenza Civile;Disturbi da locali;1;EMANUELE FILIBERTO/(PIAZZA)                                           ;;19/10/2015;
Convivenza Civile;Disturbi da locali;1;PO/(VIA)                                                              ;;19/10/2015;
Convivenza Civile;Disturbi da locali;4;BOGETTO/GABRIELE (VIA)                                                ;;20/10/2015;15.30
Convivenza Civile;Disturbi da locali;1;CARLO EMANUELE II/(PIAZZA)                                            ;;21/10/2015;
Convivenza Civile;Disturbi da locali;9;TRAIANO/(CORSO)                                                       ;;21/10/2015;
Convivenza Civile;Disturbi da locali;8;VIRGILIO/(VIALE)                                                      ;;24/10/2015;
Convivenza Civile;Disturbi da locali;8;VITTORIO EMANUELE II/(CORSO)                                          ;;24/10/2015;
Convivenza Civile;Disturbi da locali;7;TORTONA/(CORSO)                                                       ;;26/10/2015;
Convivenza Civile;Disturbi da locali;4;DOMODOSSOLA/(VIA)                                                     ;;28/10/2015;
Convivenza Civile;Disturbi da locali;1;S. MASSIMO/(VIA)                                                      ;;03/11/2015;
Convivenza Civile;Disturbi da locali;8;BELFIORE/(VIA)                                                        ;;07/11/2015;
Convivenza Civile;Disturbi da locali;1;MAGENTA/(VIA)                                                         ;;12/11/2015;
Convivenza Civile;Disturbi da locali;5;ROCCAVIONE CONTE DI/(VIA)                                             ;;15/11/2015;
Convivenza Civile;Disturbi da locali;5;MADONNA DI CAMPAGNA/(VIALE)                                           ;;16/11/2015;
Convivenza Civile;Disturbi da locali;4;S. DONATO/(VIA)                                                       ;;18/11/2015;
Convivenza Civile;Disturbi da locali;1;PRINCIPE AMEDEO/(VIA)                                                 ;;22/11/2015;
Convivenza Civile;Disturbi da locali;1;DIAZ/ARMANDO (LUNGO PO)                                               ;;26/11/2015;
Convivenza Civile;Disturbi da locali;7;CAGLIARI/(VIA)                                                        ;;26/11/2015;
Convivenza Civile;Disturbi da locali;8;MONCALIERI/(CORSO)                                                    ;;26/11/2015;
Convivenza Civile;Disturbi da locali;8;D'AZEGLIO/MASSIMO (CORSO)                                             ;;30/11/2015;
Convivenza Civile;Disturbi da locali;9;DANEO/EDOARDO (VIA)                                                   ;;04/12/2015;
Convivenza Civile;Disturbi da locali;4;PRINCIPESSA CLOTILDE/(VIA)                                            ;;09/12/2015;
Convivenza Civile;Disturbi da locali;5;QUINCINETTO/(VIA)                                                     ;;15/12/2015;
Convivenza Civile;Disturbi da locali;10;PISACANE/CARLO (VIA)                                                  ;;19/12/2015;
Convivenza Civile;Disturbi da locali;7;ARTISTI/(VIA)                                                         ;;21/12/2015;
Convivenza Civile;Disturbi da locali;7;OROPA/(VIA)                                                           ;;22/12/2015;
Convivenza Civile;Disturbi da locali;1;BELLEZIA/GIAN FRANCESCO (VIA)                                         ;;30/12/2015;
Convivenza Civile;Disturbi da locali;3;BOSSOLASCO/(VIA)                                                      ;;30/12/2015;08.14
Convivenza Civile;Rumori molesti;1;CONSOLATA/(PIAZZA DELLA)                                              ;;01/07/2015;
Convivenza Civile;Rumori molesti;7;S. GIULIA/(PIAZZA)                                                    ;;01/07/2015;
Convivenza Civile;Rumori molesti;1;BELLEZIA/GIAN FRANCESCO (VIA)                                         ;;02/07/2015;
Convivenza Civile;Rumori molesti;;;Area Verde;06/07/2015;
Convivenza Civile;Rumori molesti;4;ZUMAGLIA/(VIA)                                                        ;Area Verde;06/07/2015;
Convivenza Civile;Rumori molesti;4;CREVACUORE/(VIA)                                                      ;;07/07/2015;
Convivenza Civile;Rumori molesti;5;DAUN/(VIA)                                                            ;;09/07/2015;
Convivenza Civile;Rumori molesti;7;BORGO DORA/(PIAZZA)                                                   ;;11/07/2015;
Convivenza Civile;Rumori molesti;3;FRANCIA/(CORSO)                                                       ;;15/07/2015;
Convivenza Civile;Rumori molesti;5;VAL DELLA TORRE/(VIA)                                                 ;;15/07/2015;
Convivenza Civile;Rumori molesti;1;S. DALMAZZO/(VIA)                                                     ;;16/07/2015;
Convivenza Civile;Rumori molesti;3;MONGINEVRO/(VIA)                                                      ;;16/07/2015;
Convivenza Civile;Rumori molesti;4;TELESIO/BERNARDINO (CORSO)                                            ;;16/07/2015;
Convivenza Civile;Rumori molesti;3;PESCHIERA/(CORSO)                                                     ;;17/07/2015;
Convivenza Civile;Rumori molesti;7;VIGEVANO/(CORSO)                                                      ;;18/07/2015;
Convivenza Civile;Rumori molesti;1;LAGRANGE/GIUSEPPE LUIGI (VIA)                                         ;;20/07/2015;
Convivenza Civile;Rumori molesti;4;LIVORNO/(VIA)                                                         ;;20/07/2015;
Convivenza Civile;Rumori molesti;4;REGINA MARGHERITA/(CORSO)                                             ;;20/07/2015;
Convivenza Civile;Rumori molesti;1;ROSSINI/GIOACHINO (VIA)                                               ;;21/07/2015;
Convivenza Civile;Rumori molesti;3;MILLIO/FRANCESCO (VIA)                                                ;;21/07/2015;
Convivenza Civile;Rumori molesti;5;FOLIGNO/(VIA)                                                         ;;22/07/2015;
Convivenza Civile;Rumori molesti;8;ORISTANO/(VIA)                                                        ;;22/07/2015;
Convivenza Civile;Rumori molesti;6;RESPIGHI/OTTORINO (PIAZZA)                                            ;;23/07/2015;
Convivenza Civile;Rumori molesti;3;CAVALLERMAGGIORE/(VIA)                                                ;;24/07/2015;
Convivenza Civile;Rumori molesti;;;Area Verde;26/07/2015;
Convivenza Civile;Rumori molesti;8;SALUZZO/(VIA)                                                         ;;27/07/2015;
Convivenza Civile;Rumori molesti;5;PRINCIPE D'ANHALT/(VIA)                                               ;;28/07/2015;
Convivenza Civile;Rumori molesti;2;SIRACUSA/(CORSO)                                                      ;;29/07/2015;
Convivenza Civile;Rumori molesti;6;GIULIO CESARE/(CORSO)                                                 ;;30/07/2015;
Convivenza Civile;Rumori molesti;5;MATTIROLO/LUIGI (PIAZZA)                                              ;;31/07/2015;
Convivenza Civile;Rumori molesti;6;PORPORA/NICOLA (VIA)                                                  ;;31/07/2015;
Convivenza Civile;Rumori molesti;9;OLIVERO/PIER DOMENICO (VIA)                                           ;;01/08/2015;
Convivenza Civile;Rumori molesti;1;CARLO ALBERTO/(VIA)                                                   ;;03/08/2015;
Convivenza Civile;Rumori molesti;1;COLOMBO/CRISTOFORO (VIA)                                              ;;03/08/2015;
Convivenza Civile;Rumori molesti;2;DEL PRETE/CARLO (VIA)                                                 ;;03/08/2015;
Convivenza Civile;Rumori molesti;3;BRUNELLESCHI/FILIPPO (CORSO)                                          ;;03/08/2015;
Convivenza Civile;Rumori molesti;2;MONTE LUNGO/(CORSO)                                                   ;;05/08/2015;
Convivenza Civile;Rumori molesti;2;MOMBARCARO/(VIA)                                                      ;;07/08/2015;09.46
Convivenza Civile;Rumori molesti;3;MONGINEVRO/(VIA)                                                      ;;10/08/2015;11.01
Convivenza Civile;Rumori molesti;7;BERSEZIO/VITTORIO (VIA)                                               ;;11/08/2015;14.09
Convivenza Civile;Rumori molesti;1;GIULIA DI BAROLO/(VIA)                                                ;;12/08/2015;
Convivenza Civile;Rumori molesti;2;OSOPPO/(VIA)                                                          ;;13/08/2015;08.42
Convivenza Civile;Rumori molesti;1;MATTEOTTI/GIACOMO (CORSO)                                             ;;14/08/2015;
Convivenza Civile;Rumori molesti;5;BRIN/BENEDETTO (CORSO)                                                ;;14/08/2015;
Convivenza Civile;Rumori molesti;4;MASERA/(VIA)                                                          ;;17/08/2015;
