Categoria criminologa;Sottocategoria Criminologica;Circoscrizione;Localita;Area Verde;Data;Ora
Qualit… Urbana;Decoro e degrado urbano;6;CUORGNE'/(VIA)                                                        ;;10/07/2014;11.10
Qualit… Urbana;Decoro e degrado urbano;4;TELESIO/BERNARDINO (CORSO)                                            ;Area Verde;15/07/2014;
Qualit… Urbana;Decoro e degrado urbano;7;EMILIA/(CORSO)                                                        ;;15/07/2014;
Qualit… Urbana;Decoro e degrado urbano;1;CAMERANA/GIOVANNI (VIA)                                               ;;17/07/2014;
Qualit… Urbana;Decoro e degrado urbano;2;DEMARGHERITA/FRANCESCO (VIA)                                          ;;18/07/2014;
Qualit… Urbana;Decoro e degrado urbano;7;REGGIO/(VIA)                                                          ;;21/07/2014;
Qualit… Urbana;Decoro e degrado urbano;8;SABAUDIA/(VIA)                                                        ;;22/07/2014;
Qualit… Urbana;Decoro e degrado urbano;3;BERNINI/LORENZO (PIAZZA)                                              ;;23/07/2014;
Qualit… Urbana;Decoro e degrado urbano;4;VIGLIARDI PARAVIA/INNOCENZO (PIAZZA)                                  ;;23/07/2014;
Qualit… Urbana;Decoro e degrado urbano;9;FILADELFIA/(VIA)                                                      ;;23/07/2014;
Qualit… Urbana;Decoro e degrado urbano;3;VANDALINO/(VIA)                                                       ;;25/07/2014;
Qualit… Urbana;Decoro e degrado urbano;1;REGINA MARGHERITA/(CORSO)                                             ;Area Verde;27/07/2014;09.00
Qualit… Urbana;Decoro e degrado urbano;;;;28/07/2014;
Qualit… Urbana;Decoro e degrado urbano;4;DIGIONE/(VIA)                                                         ;;28/07/2014;08.30
Qualit… Urbana;Decoro e degrado urbano;5;GROSSETO/(CORSO)                                                      ;;29/07/2014;
Qualit… Urbana;Decoro e degrado urbano;7;CUNEO/(VIA)                                                           ;;01/08/2014;07.31
Qualit… Urbana;Decoro e degrado urbano;4;GHIACCIAIE/(STRADA DELLE)                                             ;;02/08/2014;10.45
Qualit… Urbana;Decoro e degrado urbano;7;BORGO DORA/(PIAZZA)                                                   ;Area Verde;06/08/2014;
Qualit… Urbana;Decoro e degrado urbano;8;S. VITO REVIGLIASCO/(STRADA)                                          ;Area Verde;11/08/2014;14.30
Qualit… Urbana;Decoro e degrado urbano;6;COLONNA/VITTORIA (VIA)                                                ;;12/08/2014;
Qualit… Urbana;Decoro e degrado urbano;8;MONCALIERI/(CORSO)                                                    ;;13/08/2014;
Qualit… Urbana;Decoro e degrado urbano;3;VOLVERA/(VIA)                                                         ;;15/08/2014;
Qualit… Urbana;Decoro e degrado urbano;3;BARDONECCHIA/(VIA)                                                    ;;18/08/2014;
Qualit… Urbana;Decoro e degrado urbano;5;MOSCA/GAETANO (VIA)                                                   ;;18/08/2014;
Qualit… Urbana;Decoro e degrado urbano;5;BONGIOVANNI/EMILIO (VIA)                                              ;;21/08/2014;
Qualit… Urbana;Decoro e degrado urbano;4;MONTE GRAPPA/(CORSO)                                                  ;;25/08/2014;
Qualit… Urbana;Decoro e degrado urbano;7;VERONA/(CORSO)                                                        ;;25/08/2014;
Qualit… Urbana;Decoro e degrado urbano;3;BRUNELLESCHI/FILIPPO (CORSO)                                          ;;26/08/2014;
Qualit… Urbana;Decoro e degrado urbano;7;PRIOCCA/CLEMENTE DAMIANO (VIA)                                        ;;26/08/2014;
Qualit… Urbana;Decoro e degrado urbano;7;MONTEBELLO/(LARGO)                                                    ;;28/08/2014;
Qualit… Urbana;Decoro e degrado urbano;3;BRACCINI/PAOLO (VIA)                                                  ;;01/09/2014;
Qualit… Urbana;Decoro e degrado urbano;3;S. MARIA MAZZARELLO/(VIA)                                             ;;01/09/2014;
Qualit… Urbana;Decoro e degrado urbano;10;DROSSO/(STRADA DEL)                                                   ;;01/09/2014;
Qualit… Urbana;Decoro e degrado urbano;6;SOFIA/(PIAZZA)                                                        ;Area Verde;01/09/2014;11.19
Qualit… Urbana;Decoro e degrado urbano;3;BRUNELLESCHI/FILIPPO (CORSO)                                          ;;02/09/2014;09.30
Qualit… Urbana;Decoro e degrado urbano;8;MENTANA/(LARGO)                                                       ;;02/09/2014;15.15
Qualit… Urbana;Decoro e degrado urbano;10;RISMONDO/FRANCESCO (VIA)                                              ;;02/09/2014;17.50
Qualit… Urbana;Decoro e degrado urbano;6;CERESOLE/(VIA)                                                        ;;03/09/2014;
Qualit… Urbana;Decoro e degrado urbano;4;DIGIONE/(VIA)                                                         ;;04/09/2014;
Qualit… Urbana;Decoro e degrado urbano;8;SALUZZO/(VIA)                                                         ;;04/09/2014;
Qualit… Urbana;Decoro e degrado urbano;3;LANCIA/VINCENZO (VIA)                                                 ;;05/09/2014;
Qualit… Urbana;Decoro e degrado urbano;7;CASALE/(CORSO)                                                        ;;05/09/2014;
Qualit… Urbana;Decoro e degrado urbano;7;DOBERDO'/(VIA)                                                        ;;05/09/2014;09.30
Qualit… Urbana;Decoro e degrado urbano;;;;08/09/2014;
Qualit… Urbana;Decoro e degrado urbano;;;Area Verde;09/09/2014;
Qualit… Urbana;Decoro e degrado urbano;8;PETRARCA/FRANCESCO (VIA)                                              ;;09/09/2014;
Qualit… Urbana;Decoro e degrado urbano;8;S. ANSELMO/(VIA)                                                      ;;09/09/2014;
Qualit… Urbana;Decoro e degrado urbano;9;CERCENASCO/(VIA)                                                      ;;09/09/2014;
Qualit… Urbana;Decoro e degrado urbano;3;LIONE/(CORSO)                                                         ;Area Verde;10/09/2014;
Qualit… Urbana;Decoro e degrado urbano;1;CABOTO/SEBASTIANO (VIA)                                               ;;11/09/2014;
Qualit… Urbana;Decoro e degrado urbano;1;VITTORIO EMANUELE II/(CORSO)                                          ;;11/09/2014;
Qualit… Urbana;Decoro e degrado urbano;6;BOITO/ARRIGO (VIA)                                                    ;;11/09/2014;
Qualit… Urbana;Decoro e degrado urbano;5;REISS ROMOLI/GUGLIELMO (VIA)                                          ;;12/09/2014;
Qualit… Urbana;Decoro e degrado urbano;7;LESSOLO/(VIA)                                                         ;;14/09/2014;
Qualit… Urbana;Decoro e degrado urbano;3;AVIGLIANA/(VIA)                                                       ;;17/09/2014;
Qualit… Urbana;Decoro e degrado urbano;5;CASTELDELFINO/(VIA)                                                   ;;17/09/2014;
Qualit… Urbana;Decoro e degrado urbano;5;VIBO'/(VIA)                                                           ;;17/09/2014;
Qualit… Urbana;Decoro e degrado urbano;;;;18/09/2014;
Qualit… Urbana;Decoro e degrado urbano;1;ALLIONI/CARLO (VIA)                                                   ;;19/09/2014;
Qualit… Urbana;Decoro e degrado urbano;3;MONGINEVRO/(VIA)                                                      ;;20/09/2014;
Qualit… Urbana;Decoro e degrado urbano;;;;22/09/2014;
Qualit… Urbana;Decoro e degrado urbano;7;BELLARDO/(STRADA DEL)                                                 ;;23/09/2014;
Qualit… Urbana;Decoro e degrado urbano;8;DE AMICIS/EDMONDO (PIAZZA)                                            ;;23/09/2014;
Qualit… Urbana;Decoro e degrado urbano;7;CASALE/(CORSO)                                                        ;Area Verde;24/09/2014;
Qualit… Urbana;Decoro e degrado urbano;9;BENGASI/(PIAZZA)                                                      ;;24/09/2014;
Qualit… Urbana;Decoro e degrado urbano;5;LANZO/(VIA)                                                           ;;24/09/2014;10.03
Qualit… Urbana;Decoro e degrado urbano;6;GERMAGNANO/(VIA)                                                      ;;25/09/2014;
Qualit… Urbana;Decoro e degrado urbano;6;SCARLATTI/ALESSANDRO (VIA)                                            ;;25/09/2014;
Qualit… Urbana;Decoro e degrado urbano;7;REGIO PARCO/(CORSO)                                                   ;;26/09/2014;
Qualit… Urbana;Decoro e degrado urbano;3;S. PAOLO/(VIA)                                                        ;;26/09/2014;09.44
Qualit… Urbana;Decoro e degrado urbano;7;CUNEO/(VIA)                                                           ;;29/09/2014;09.13
Qualit… Urbana;Decoro e degrado urbano;3;STELVIO/(VIA)                                                         ;;30/09/2014;
Qualit… Urbana;Decoro e degrado urbano;7;CUNEO/(VIA)                                                           ;;30/09/2014;
Qualit… Urbana;Decoro e degrado urbano;7;DAMIANO/LUIGI (VIA)                                                   ;Area Verde;30/09/2014;09.59
Qualit… Urbana;Decoro e degrado urbano;1;SACCHI/PAOLO (VIA)                                                    ;;01/10/2014;
Qualit… Urbana;Decoro e degrado urbano;3;S. PAOLO/(VIA)                                                        ;;01/10/2014;
Qualit… Urbana;Decoro e degrado urbano;7;CASALE/(CORSO)                                                        ;;02/10/2014;
Qualit… Urbana;Decoro e degrado urbano;8;SOMMACAMPAGNA/(VIA)                                                   ;;02/10/2014;
Qualit… Urbana;Decoro e degrado urbano;2;CASTELNUOVO DELLE LANZE/CARLO (VIA)                                   ;;03/10/2014;
Qualit… Urbana;Decoro e degrado urbano;3;CASTELLINO/ONORATO (VIA)                                              ;;03/10/2014;
Qualit… Urbana;Decoro e degrado urbano;1;FERRARIS/GALILEO (CORSO)                                              ;;04/10/2014;15.30
Qualit… Urbana;Decoro e degrado urbano;5;TERRANEO/GIOVANNI TOMMASO (VIA)                                       ;Area Verde;07/10/2014;
Qualit… Urbana;Decoro e degrado urbano;6;GIULIO CESARE/(CORSO)                                                 ;;07/10/2014;
Qualit… Urbana;Decoro e degrado urbano;10;UNIONE SOVIETICA/(CORSO)                                              ;;07/10/2014;
Qualit… Urbana;Decoro e degrado urbano;7;BENEVENTO/(VIA)                                                       ;;07/10/2014;12.32
Qualit… Urbana;Decoro e degrado urbano;1;VITTORIO EMANUELE II/(CORSO)                                          ;;10/10/2014;
Qualit… Urbana;Decoro e degrado urbano;3;PESCHIERA/(CORSO)                                                     ;;10/10/2014;
Qualit… Urbana;Decoro e degrado urbano;6;GIULIO CESARE/(CORSO)                                                 ;;10/10/2014;
Qualit… Urbana;Decoro e degrado urbano;6;GIULIO CESARE/(CORSO)                                                 ;;10/10/2014;
Qualit… Urbana;Decoro e degrado urbano;3;VANDALINO/(VIA)                                                       ;;13/10/2014;
Qualit… Urbana;Decoro e degrado urbano;5;QUINCINETTO/(VIA)                                                     ;;14/10/2014;
Qualit… Urbana;Decoro e degrado urbano;1;MARCO POLO/(VIA)                                                      ;;14/10/2014;11.16
Qualit… Urbana;Decoro e degrado urbano;9;CAIO PLINIO/(CORSO)                                                   ;;15/10/2014;
Qualit… Urbana;Decoro e degrado urbano;6;S. MAURO/(STRADA)                                                     ;;15/10/2014;08.01
Qualit… Urbana;Decoro e degrado urbano;6;SCARLATTI/ALESSANDRO (VIA)                                            ;;16/10/2014;
Qualit… Urbana;Decoro e degrado urbano;3;FRANCIA/(CORSO)                                                       ;;16/10/2014;09.21
Qualit… Urbana;Decoro e degrado urbano;5;VEROLENGO/(VIA)                                                       ;;20/10/2014;
Qualit… Urbana;Decoro e degrado urbano;;;Area Verde;21/10/2014;
Qualit… Urbana;Decoro e degrado urbano;5;CASTELDELFINO/(VIA)                                                   ;;21/10/2014;
Qualit… Urbana;Decoro e degrado urbano;7;GIAVENO/(VIA)                                                         ;;21/10/2014;
Qualit… Urbana;Decoro e degrado urbano;1;ARBARELLO/VINCENZO (PIAZZA)                                           ;;23/10/2014;
Qualit… Urbana;Decoro e degrado urbano;7;REGINA MARGHERITA/(CORSO)                                             ;;23/10/2014;
Qualit… Urbana;Decoro e degrado urbano;;;;27/10/2014;
Qualit… Urbana;Decoro e degrado urbano;4;COSSA/PIETRO (VIA)                                                    ;;27/10/2014;
Qualit… Urbana;Decoro e degrado urbano;4;VALGIOIE/(VIA)                                                        ;Area Verde;27/10/2014;
Qualit… Urbana;Decoro e degrado urbano;6;TORRE PELLICE/(VIA)                                                   ;;27/10/2014;
Qualit… Urbana;Decoro e degrado urbano;5;CHIESA DELLA SALUTE/(VIA)                                             ;;28/10/2014;
Qualit… Urbana;Decoro e degrado urbano;6;ABBADIA DI STURA/(STRADA DELL')                                       ;;28/10/2014;
Qualit… Urbana;Decoro e degrado urbano;7;GABETTI/GIUSEPPE (CORSO)                                              ;;28/10/2014;
Qualit… Urbana;Decoro e degrado urbano;5;VILLAR/(VIA)                                                          ;;29/10/2014;
Qualit… Urbana;Decoro e degrado urbano;3;FILIPPA/ALESSANDRO (VIA)                                              ;;30/10/2014;
Qualit… Urbana;Decoro e degrado urbano;5;QUINCINETTO/(VIA)                                                     ;;30/10/2014;
Qualit… Urbana;Decoro e degrado urbano;6;AOSTA/(VIA)                                                           ;;30/10/2014;
Qualit… Urbana;Decoro e degrado urbano;6;AOSTA/(VIA)                                                           ;;30/10/2014;
Qualit… Urbana;Decoro e degrado urbano;7;CUNEO/(VIA)                                                           ;;30/10/2014;
Qualit… Urbana;Decoro e degrado urbano;7;NOVARA/(CORSO)                                                        ;;30/10/2014;
Qualit… Urbana;Decoro e degrado urbano;7;PARMA/(VIA)                                                           ;;31/10/2014;
Qualit… Urbana;Decoro e degrado urbano;3;MONTE ASOLONE/(VIA)                                                   ;;03/11/2014;
Qualit… Urbana;Decoro e degrado urbano;1;CARIGNANO/(PIAZZA)                                                    ;;06/11/2014;
Qualit… Urbana;Decoro e degrado urbano;2;MONFALCONE/(VIA)                                                      ;;06/11/2014;
Qualit… Urbana;Decoro e degrado urbano;4;SVIZZERA/(CORSO)                                                      ;;06/11/2014;
Qualit… Urbana;Decoro e degrado urbano;6;SETTIMO/(STRADA DI)                                                   ;;07/11/2014;
Qualit… Urbana;Decoro e degrado urbano;1;CARIGNANO/(PIAZZA)                                                    ;;10/11/2014;
Qualit… Urbana;Decoro e degrado urbano;6;VERCELLI/(CORSO)                                                      ;;10/11/2014;
Qualit… Urbana;Decoro e degrado urbano;8;SOMMACAMPAGNA/(VIA)                                                   ;;10/11/2014;
Qualit… Urbana;Decoro e degrado urbano;7;BRESCIA/(CORSO)                                                       ;;11/11/2014;
Qualit… Urbana;Decoro e degrado urbano;8;S. ANSELMO/(VIA)                                                      ;;11/11/2014;
Qualit… Urbana;Decoro e degrado urbano;;;Area Verde;12/11/2014;
Qualit… Urbana;Decoro e degrado urbano;3;PALMIERI/PIETRO (VIA)                                                 ;;12/11/2014;
Qualit… Urbana;Decoro e degrado urbano;4;UMBRIA/(CORSO)                                                        ;;12/11/2014;
Qualit… Urbana;Decoro e degrado urbano;7;CASALE/(CORSO)                                                        ;;12/11/2014;
Qualit… Urbana;Decoro e degrado urbano;1;PO/(VIA)                                                              ;;14/11/2014;
Qualit… Urbana;Decoro e degrado urbano;7;VERCELLI/(CORSO)                                                      ;;14/11/2014;
Qualit… Urbana;Decoro e degrado urbano;4;CEVA/(VIA)                                                            ;;17/11/2014;
Qualit… Urbana;Decoro e degrado urbano;5;SEGANTINI/GIOVANNI (VIA)                                              ;;17/11/2014;
Qualit… Urbana;Decoro e degrado urbano;7;MONTEBELLO/(LARGO)                                                    ;;23/11/2014;
Qualit… Urbana;Decoro e degrado urbano;1;COLOMBO/CRISTOFORO (GIARDINO)                                         ;;25/11/2014;
Qualit… Urbana;Decoro e degrado urbano;7;GASSINO/(VIA)                                                         ;;25/11/2014;
Qualit… Urbana;Decoro e degrado urbano;7;AGRIGENTO/(LUNGO DORA)                                                ;;25/11/2014;11.33
Qualit… Urbana;Decoro e degrado urbano;1;VITTORIO EMANUELE II/(CORSO)                                          ;;26/11/2014;
Qualit… Urbana;Decoro e degrado urbano;7;EMILIA/(CORSO)                                                        ;;26/11/2014;
Qualit… Urbana;Decoro e degrado urbano;8;BOIARDO/MATTEO MARIA (VIALE)                                          ;Area Verde;26/11/2014;
Qualit… Urbana;Decoro e degrado urbano;8;ROMANI/FELICE (VIA)                                                   ;;27/11/2014;
Qualit… Urbana;Decoro e degrado urbano;4;FABRIZI/NICOLA (VIA)                                                  ;;01/12/2014;
Qualit… Urbana;Decoro e degrado urbano;3;BIXIO/NINO (VIA)                                                      ;;02/12/2014;
Qualit… Urbana;Decoro e degrado urbano;5;COSSA/PIETRO (VIA)                                                    ;;02/12/2014;
Qualit… Urbana;Decoro e degrado urbano;6;SESIA/(VIA)                                                           ;;02/12/2014;
Qualit… Urbana;Decoro e degrado urbano;1;VITTORIO EMANUELE II/(CORSO)                                          ;;03/12/2014;15.09
Qualit… Urbana;Decoro e degrado urbano;7;DAMIANO/LUIGI (VIA)                                                   ;;04/12/2014;
Qualit… Urbana;Decoro e degrado urbano;9;PIACENZA/(VIA)                                                        ;;05/12/2014;
Qualit… Urbana;Decoro e degrado urbano;;;;09/12/2014;
Qualit… Urbana;Decoro e degrado urbano;7;MONTEBELLO/(LARGO)                                                    ;;09/12/2014;
Qualit… Urbana;Decoro e degrado urbano;4;FRANCIA/(CORSO)                                                       ;Area Verde;10/12/2014;
Qualit… Urbana;Decoro e degrado urbano;6;TRONZANO/(VIA)                                                        ;;10/12/2014;
Qualit… Urbana;Decoro e degrado urbano;7;MACHIAVELLI/NICOLO' (LUNGO PO)                                        ;;10/12/2014;
Qualit… Urbana;Decoro e degrado urbano;8;NIZZA/(VIA)                                                           ;;10/12/2014;
Qualit… Urbana;Decoro e degrado urbano;4;UMBRIA/(CORSO)                                                        ;;11/12/2014;
Qualit… Urbana;Decoro e degrado urbano;7;PRIOCCA/CLEMENTE DAMIANO (VIA)                                        ;;11/12/2014;
Qualit… Urbana;Decoro e degrado urbano;7;MICHELOTTI/SUOR GIOVANNA FRANCESCA (VIALE)                            ;;12/12/2014;
Qualit… Urbana;Decoro e degrado urbano;7;PALLANZA/(VIA)                                                        ;;12/12/2014;
Qualit… Urbana;Decoro e degrado urbano;3;RACCONIGI/(CORSO)                                                     ;;13/12/2014;
Qualit… Urbana;Decoro e degrado urbano;9;GENOVA/(VIA)                                                          ;;13/12/2014;
Qualit… Urbana;Decoro e degrado urbano;1;EINAUDI/LUIGI (CORSO)                                                 ;;15/12/2014;
Qualit… Urbana;Decoro e degrado urbano;3;FREJUS/(VIA)                                                          ;;15/12/2014;
Qualit… Urbana;Decoro e degrado urbano;3;PESCHIERA/(CORSO)                                                     ;;15/12/2014;
Qualit… Urbana;Decoro e degrado urbano;3;PESCHIERA/(CORSO)                                                     ;;15/12/2014;
Qualit… Urbana;Decoro e degrado urbano;4;LE CHIUSE/(VIA)                                                       ;;15/12/2014;
Qualit… Urbana;Decoro e degrado urbano;6;OXILIA/NINO (VIA)                                                     ;;15/12/2014;
Qualit… Urbana;Decoro e degrado urbano;9;BISALTA/(VIA)                                                         ;;16/12/2014;
Qualit… Urbana;Decoro e degrado urbano;7;MODENA/(VIA)                                                          ;;17/12/2014;
Qualit… Urbana;Decoro e degrado urbano;2;BENE VAGIENNA/(VIA)                                                   ;;18/12/2014;
Qualit… Urbana;Decoro e degrado urbano;6;VERCELLI/(CORSO)                                                      ;;18/12/2014;
Qualit… Urbana;Decoro e degrado urbano;1;GARIBALDI/GIUSEPPE (VIA)                                              ;;19/12/2014;
Qualit… Urbana;Decoro e degrado urbano;7;NAPIONE/GIOVANNI FRANCESCO (VIA)                                      ;;19/12/2014;
Qualit… Urbana;Decoro e degrado urbano;8;MARCONI/GUGLIELMO (CORSO)                                             ;;21/12/2014;
Qualit… Urbana;Decoro e degrado urbano;6;GIULIO CESARE/(CORSO)                                                 ;;22/12/2014;
Qualit… Urbana;Decoro e degrado urbano;9;NIZZA/(VIA)                                                           ;;22/12/2014;
Qualit… Urbana;Decoro e degrado urbano;4;SALBERTRAND/(VIA)                                                     ;;24/12/2014;
Qualit… Urbana;Decoro e degrado urbano;6;DESANA/(VIA)                                                          ;;29/12/2014;
Qualit… Urbana;Decoro e degrado urbano;2;SEBASTOPOLI/(CORSO)                                                   ;;31/12/2014;
Qualit… Urbana;Veicoli abbandonati;7;CECCHI/ANTONIO (VIA)                                                  ;;01/07/2014;
Qualit… Urbana;Veicoli abbandonati;7;DAMIANO/LUIGI (VIA)                                                   ;Area Verde;01/07/2014;
Qualit… Urbana;Veicoli abbandonati;7;DAMIANO/LUIGI (VIA)                                                   ;;01/07/2014;
Qualit… Urbana;Veicoli abbandonati;3;LIONE/(CORSO)                                                         ;;02/07/2014;
Qualit… Urbana;Veicoli abbandonati;3;TOLMINO/(VIA)                                                         ;;02/07/2014;
Qualit… Urbana;Veicoli abbandonati;3;LIONE/(CORSO)                                                         ;;03/07/2014;
Qualit… Urbana;Veicoli abbandonati;4;SOSTEGNO/(VIA)                                                        ;;03/07/2014;10.00
Qualit… Urbana;Veicoli abbandonati;7;DAMIANO/LUIGI (VIA)                                                   ;Area Verde;05/07/2014;09.23
Qualit… Urbana;Veicoli abbandonati;4;BORGOSESIA/(VIA)                                                      ;;09/07/2014;
Qualit… Urbana;Veicoli abbandonati;7;CECCHI/ANTONIO (VIA)                                                  ;;09/07/2014;
Qualit… Urbana;Veicoli abbandonati;7;MONGRENO/(STRADA)                                                     ;;09/07/2014;
Qualit… Urbana;Veicoli abbandonati;3;CARAGLIO/(VIA)                                                        ;;10/07/2014;
Qualit… Urbana;Veicoli abbandonati;5;DRUENTO/(VIA)                                                         ;;10/07/2014;
Qualit… Urbana;Veicoli abbandonati;6;DESANA/(VIA)                                                          ;;11/07/2014;
Qualit… Urbana;Veicoli abbandonati;1;REGINA MARGHERITA/(CORSO)                                             ;;12/07/2014;11.46
Qualit… Urbana;Veicoli abbandonati;9;SPAZZAPAN/LUIGI (VIA)                                                 ;;15/07/2014;
Qualit… Urbana;Veicoli abbandonati;6;MALONE/(VIA)                                                          ;;15/07/2014;10.21
Qualit… Urbana;Veicoli abbandonati;6;MALONE/(VIA)                                                          ;;15/07/2014;10.21
Qualit… Urbana;Veicoli abbandonati;6;SESIA/(VIA)                                                           ;;15/07/2014;10.21
Qualit… Urbana;Veicoli abbandonati;6;SOANA/(VIA)                                                           ;;15/07/2014;10.21
Qualit… Urbana;Veicoli abbandonati;3;CENISCHIA/(VIA)                                                       ;;16/07/2014;
Qualit… Urbana;Veicoli abbandonati;3;ASIAGO/(VIA)                                                          ;;16/07/2014;11.45
Qualit… Urbana;Veicoli abbandonati;5;DRUENTO/(VIA)                                                         ;;18/07/2014;
Qualit… Urbana;Veicoli abbandonati;7;CUNEO/(VIA)                                                           ;;18/07/2014;
Qualit… Urbana;Veicoli abbandonati;7;MONGRENO/(STRADA)                                                     ;;18/07/2014;
Qualit… Urbana;Veicoli abbandonati;5;VERBENE/(VIA DELLE)                                                   ;;19/07/2014;
Qualit… Urbana;Veicoli abbandonati;2;ELBA/(VIA)                                                            ;;22/07/2014;
Qualit… Urbana;Veicoli abbandonati;4;BORGOMANERO/(VIA)                                                     ;;22/07/2014;
Qualit… Urbana;Veicoli abbandonati;4;CAMPANELLA/TOMMASO (PIAZZA)                                           ;;23/07/2014;
Qualit… Urbana;Veicoli abbandonati;4;OMEGNA/(VIA)                                                          ;;24/07/2014;
Qualit… Urbana;Veicoli abbandonati;7;SALERNO/(VIA)                                                         ;;24/07/2014;
Qualit… Urbana;Veicoli abbandonati;6;CERVINO/(VIA)                                                         ;;24/07/2014;09.31
Qualit… Urbana;Veicoli abbandonati;4;CAMPANELLA/TOMMASO (PIAZZA)                                           ;;25/07/2014;
Qualit… Urbana;Veicoli abbandonati;4;OMEGNA/(VIA)                                                          ;;26/07/2014;
Qualit… Urbana;Veicoli abbandonati;9;TRAIANO/(CORSO)                                                       ;;29/07/2014;
Qualit… Urbana;Veicoli abbandonati;10;VIGLIANI/ONORATO (VIA)                                                ;;30/07/2014;
Qualit… Urbana;Veicoli abbandonati;4;COSSA/PIETRO (VIA)                                                    ;;04/08/2014;
Qualit… Urbana;Veicoli abbandonati;2;ORBASSANO/(CORSO)                                                     ;;05/08/2014;10.00
Qualit… Urbana;Veicoli abbandonati;3;VILLAR FOCCHIARDO/(VIA)                                               ;;06/08/2014;
Qualit… Urbana;Veicoli abbandonati;2;VEGLIA/(VIA)                                                          ;;06/08/2014;08.05
Qualit… Urbana;Veicoli abbandonati;3;VILLAR FOCCHIARDO/(VIA)                                               ;;06/08/2014;10.30
Qualit… Urbana;Veicoli abbandonati;7;CASALE/(CORSO)                                                        ;;06/08/2014;10.05
Qualit… Urbana;Veicoli abbandonati;1;PROVANA/ANDREA (VIA)                                                  ;;06/08/2014;16.00
Qualit… Urbana;Veicoli abbandonati;3;PRAGELATO/(VIA)                                                       ;;07/08/2014;11.50
Qualit… Urbana;Veicoli abbandonati;6;D'ANDRADE/ALFREDO (VIA)                                               ;;07/08/2014;13.05
Qualit… Urbana;Veicoli abbandonati;4;REGINA MARGHERITA/(CORSO)                                             ;;07/08/2014;15.40
Qualit… Urbana;Veicoli abbandonati;4;SOSTEGNO/(VIA)                                                        ;;08/08/2014;09.30
Qualit… Urbana;Veicoli abbandonati;6;VERCELLI/(CORSO)                                                      ;;09/08/2014;23.13
Qualit… Urbana;Veicoli abbandonati;4;SOSTEGNO/(VIA)                                                        ;;11/08/2014;09.51
Qualit… Urbana;Veicoli abbandonati;7;LOMELLINA/(VIA)                                                       ;Area Verde;12/08/2014;09.30
Qualit… Urbana;Veicoli abbandonati;4;CAPUA/(VIA)                                                           ;;13/08/2014;11.12
Qualit… Urbana;Veicoli abbandonati;3;CHAMBERY/(VIA)                                                        ;;14/08/2014;09.00
Qualit… Urbana;Veicoli abbandonati;7;NAPOLI/(LUNGO DORA)                                                   ;;16/08/2014;
Qualit… Urbana;Veicoli abbandonati;6;LEINI'/(VIA)                                                          ;;19/08/2014;
Qualit… Urbana;Veicoli abbandonati;7;AGUDIO/TOMMASO (VIA)                                                  ;;20/08/2014;
Qualit… Urbana;Veicoli abbandonati;10;GORINI/PAOLO (VIA)                                                    ;;20/08/2014;13.17
Qualit… Urbana;Veicoli abbandonati;4;CAMPANELLA/TOMMASO (PIAZZA)                                           ;;21/08/2014;11.09
Qualit… Urbana;Veicoli abbandonati;4;RE GIANFRANCESCO (VIA)                                                ;;21/08/2014;11.25
Qualit… Urbana;Veicoli abbandonati;4;LIONETTO/(STRADA DEL)                                                 ;;21/08/2014;11.39
Qualit… Urbana;Veicoli abbandonati;5;GANDINO/GIOVANNI BATTISTA (VIA)                                       ;;22/08/2014;09.32
Qualit… Urbana;Veicoli abbandonati;3;FERRUCCI/FRANCESCO (CORSO)                                            ;;22/08/2014;10.36
Qualit… Urbana;Veicoli abbandonati;4;PILO/ROSOLINO (VIA)                                                   ;;22/08/2014;11.25
Qualit… Urbana;Veicoli abbandonati;3;CAVALLERMAGGIORE/(VIA)                                                ;;25/08/2014;08.37
Qualit… Urbana;Veicoli abbandonati;4;REGINA MARGHERITA/(CORSO)                                             ;;25/08/2014;10.10
Qualit… Urbana;Veicoli abbandonati;3;S. ANTONINO/(VIA)                                                     ;;25/08/2014;10.51
Qualit… Urbana;Veicoli abbandonati;4;SALBERTRAND/(VIA)                                                     ;;28/08/2014;10.10
Qualit… Urbana;Veicoli abbandonati;6;GIULIO CESARE/(CORSO)                                                 ;;28/08/2014;13.40
Qualit… Urbana;Veicoli abbandonati;4;REGINA MARGHERITA/(CORSO)                                             ;;01/09/2014;09.20
Qualit… Urbana;Veicoli abbandonati;5;FORLI'/(VIA)                                                          ;;02/09/2014;10.45
Qualit… Urbana;Veicoli abbandonati;6;LEINI'/(VIA)                                                          ;;03/09/2014;
Qualit… Urbana;Veicoli abbandonati;4;BORGOSESIA/(VIA)                                                      ;;04/09/2014;
Qualit… Urbana;Veicoli abbandonati;7;BIELLA/(VIA)                                                          ;;04/09/2014;
Qualit… Urbana;Veicoli abbandonati;10;CORMONS/(VIA)                                                         ;;04/09/2014;14.20
Qualit… Urbana;Veicoli abbandonati;8;MONTI/VINCENZO (VIA)                                                  ;;05/09/2014;
Qualit… Urbana;Veicoli abbandonati;7;AGUDIO/TOMMASO (VIA)                                                  ;;09/09/2014;
Qualit… Urbana;Veicoli abbandonati;3;TRAPANI/(CORSO)                                                       ;;09/09/2014;10.05
Qualit… Urbana;Veicoli abbandonati;7;BIELLA/(VIA)                                                          ;;10/09/2014;11.18
Qualit… Urbana;Veicoli abbandonati;7;TABACCHI/ODOARDO (VIA)                                                ;;11/09/2014;
