Categoria criminologa;Sottocategoria Criminologica;Circoscrizione;Localita;Area Verde;Data Segnalazione;Ora Segnalazione
Convivenza Civile;Disturbi Cani;2;AGNELLI/GIOVANNI (CORSO)                                              ;;28/01/2013;
Convivenza Civile;Disturbi Cani;8;MONFERRATO/(VIA)                                                      ;;11/02/2013;14.04
Convivenza Civile;Disturbi Cani;10;TRAIANO/(CORSO)                                                       ;;12/02/2013;14.29
Convivenza Civile;Disturbi Cani;5;COSSA/PIETRO (VIA)                                                    ;;01/03/2013;08.00
Convivenza Civile;Disturbi Cani;8;PETRARCA/FRANCESCO (VIA)                                              ;;01/03/2013;09.30
Convivenza Civile;Disturbi Cani;2;ORBASSANO/(CORSO)                                                     ;;04/03/2013;10.19
Convivenza Civile;Disturbi Cani;8;MURATORI/LODOVICO ANTONIO (VIA)                                       ;;05/03/2013;
Convivenza Civile;Disturbi Cani;4;FRANCIA/(CORSO)                                                       ;Area Verde;06/03/2013;
Convivenza Civile;Disturbi Cani;7;CASALE/(CORSO)                                                        ;;08/03/2013;
Convivenza Civile;Disturbi Cani;6;BOTTICELLI/SANDRO (VIA)                                               ;;15/03/2013;
Convivenza Civile;Disturbi Cani;6;SETTIMO/(STRADA DI)                                                   ;;19/03/2013;14.18
Convivenza Civile;Disturbi Cani;4;GAMBA/ENRICO (CORSO)                                                  ;;25/03/2013;
Convivenza Civile;Disturbi Cani;3;FIDIA/(VIA)                                                           ;;29/03/2013;11.22
Convivenza Civile;Disturbi Cani;7;CASALE/(CORSO)                                                        ;Area Verde;10/06/2013;14.34
Convivenza Civile;Disturbi Cani;7;BARDASSANO/(VIA)                                                      ;;22/06/2013;
Convivenza Civile;Disturbi Cani;5;VEROLENGO/(VIA)                                                       ;Area Verde;26/06/2013;08.00
Convivenza Civile;Disturbi Cani;4;S. GIOVANNI BOSCO/(VIA)                                               ;;01/07/2013;
Convivenza Civile;Disturbi Cani;6;BOCCHERINI/LUIGI (VIA)                                                ;Area Verde;01/07/2013;
Convivenza Civile;Disturbi Cani;3;RUBIANA/(VIA)                                                         ;;22/07/2013;
Convivenza Civile;Disturbi Cani;6;ULIVI/(VIA DEGLI)                                                     ;;24/07/2013;10.00
Convivenza Civile;Disturbi Cani;8;ORISTANO/(VIA)                                                        ;;14/08/2013;
Convivenza Civile;Disturbi Cani;1;DUCA DEGLI ABRUZZI/(CORSO)                                            ;;22/08/2013;
Convivenza Civile;Disturbi Cani;4;ASINARI DI BERNEZZO/VITTORIO (VIA)                                    ;;10/09/2013;
Convivenza Civile;Disturbi Cani;7;BELGIO/(CORSO)                                                        ;;20/09/2013;
Convivenza Civile;Disturbi Cani;1;GIULIO/CARLO IGNAZIO (VIA)                                            ;;22/09/2013;
Convivenza Civile;Disturbi Cani;5;COSSA/PIETRO (VIA)                                                    ;;25/09/2013;
Convivenza Civile;Disturbi Cani;6;TARTINI/GIUSEPPE (VIA)                                                ;;25/09/2013;10.15
Convivenza Civile;Disturbi Cani;4;S. GIOVANNI BOSCO/(VIA)                                               ;;04/10/2013;10.37
Convivenza Civile;Disturbi Cani;;;;17/10/2013;
Convivenza Civile;Disturbi Cani;4;APPIO CLAUDIO/(CORSO)                                                 ;Area Verde;19/10/2013;
Convivenza Civile;Disturbi Cani;3;BIONAZ/(VIA)                                                          ;;28/10/2013;
Convivenza Civile;Disturbi Cani;;;Area Verde;01/11/2013;
Convivenza Civile;Disturbi Cani;3;VILLAFRANCA PIEMONTE/(VIA)                                            ;;04/11/2013;
Convivenza Civile;Disturbi Cani;8;PELLICO/SILVIO (VIA)                                                  ;;05/11/2013;
Convivenza Civile;Disturbi Cani;8;VIRGILIO/(VIALE)                                                      ;;05/11/2013;
Convivenza Civile;Disturbi Cani;5;CASTELDELFINO/(VIA)                                                   ;;07/11/2013;
Convivenza Civile;Disturbi Cani;7;GASSINO/(VIA)                                                         ;;10/11/2013;
Convivenza Civile;Disturbi Cani;9;LEONI/MARIO (VIA)                                                     ;;12/11/2013;
Convivenza Civile;Disturbi Cani;6;BERTOLLA/(STRADA)                                                     ;Area Verde;13/11/2013;
Convivenza Civile;Disturbi Cani;4;SVIZZERA/(CORSO)                                                      ;;16/11/2013;
Convivenza Civile;Disturbi Cani;6;ELVO/(VIA)                                                            ;;21/11/2013;
Convivenza Civile;Disturbi Cani;7;OROPA/(VIA)                                                           ;;06/12/2013;
Convivenza Civile;Disturbi Cani;2;OGLIARO/ALFONSO (VIA)                                                 ;;18/12/2013;
Convivenza Civile;Disturbi Cani;5;GRAMEGNA/LUIGI (VIA)                                                  ;;18/12/2013;
Convivenza Civile;Disturbi da locali;7;CAGLIARI/(VIA)                                                        ;;02/01/2012;08.00
Convivenza Civile;Disturbi da locali;3;TARVISIO/(VIA)                                                        ;;02/01/2012;11.02
Convivenza Civile;Disturbi da locali;1;SOMMEILLER/GERMANO (CORSO)                                            ;;03/01/2012;08.00
Convivenza Civile;Disturbi da locali;6;VIGEVANO/(CORSO)                                                      ;;04/01/2012;
Convivenza Civile;Disturbi da locali;9;GALIMBERTI/TANCREDI (PIAZZA)                                          ;;09/01/2012;
Convivenza Civile;Disturbi da locali;10;CASTELLO DI MIRAFIORI/(STRADA)                                        ;;09/01/2012;
Convivenza Civile;Disturbi da locali;8;BERTHOLLET/CLAUDIO LUIGI (VIA)                                        ;;09/01/2012;08.00
Convivenza Civile;Disturbi da locali;7;REGGIO/(VIA)                                                          ;;09/01/2012;12.54
Convivenza Civile;Disturbi da locali;1;PO/(VIA)                                                              ;;10/01/2012;
Convivenza Civile;Disturbi da locali;6;VERCELLI/(CORSO)                                                      ;;12/01/2012;12.28
Convivenza Civile;Disturbi da locali;6;LEONCAVALLO/RUGGERO (VIA)                                             ;;14/01/2012;
Convivenza Civile;Disturbi da locali;6;LEINI'/(VIA)                                                          ;;17/01/2012;11.50
Convivenza Civile;Disturbi da locali;4;LIVORNO/(VIA)                                                         ;;18/01/2012;
Convivenza Civile;Disturbi da locali;6;STRADELLA/(VIA)                                                       ;;20/01/2012;
Convivenza Civile;Disturbi da locali;7;VIGEVANO/(CORSO)                                                      ;;20/01/2012;08.00
Convivenza Civile;Disturbi da locali;6;MALONE/(VIA)                                                          ;;23/01/2012;
Convivenza Civile;Disturbi da locali;7;BELGIO/(CORSO)                                                        ;;23/01/2012;
Convivenza Civile;Disturbi da locali;2;AGNELLI/GIOVANNI (CORSO)                                              ;;23/01/2012;08.00
Convivenza Civile;Disturbi da locali;5;GROSSETO/(CORSO)                                                      ;;24/01/2012;08.00
Convivenza Civile;Disturbi da locali;8;VITTORIO EMANUELE II/(CORSO)                                          ;;24/01/2012;12.00
Convivenza Civile;Disturbi da locali;1;PRINCIPE AMEDEO/(VIA)                                                 ;;25/01/2012;
Convivenza Civile;Disturbi da locali;2;ORBASSANO/(CORSO)                                                     ;;25/01/2012;
Convivenza Civile;Disturbi da locali;1;S. DOMENICO/(VIA)                                                     ;;26/01/2012;
Convivenza Civile;Disturbi da locali;6;CHATILLON/(VIA)                                                       ;;26/01/2012;
Convivenza Civile;Disturbi da locali;1;S. DOMENICO/(VIA)                                                     ;;27/01/2012;
Convivenza Civile;Disturbi da locali;4;ASINARI DI BERNEZZO/VITTORIO (VIA)                                    ;;27/01/2012;
Convivenza Civile;Disturbi da locali;6;TARANTO/(CORSO)                                                       ;;27/01/2012;08.00
Convivenza Civile;Disturbi da locali;1;MAZZINI/GIUSEPPE (VIA)                                                ;;30/01/2012;
Convivenza Civile;Disturbi da locali;4;TENIVELLI/CARLO (VIA)                                                 ;;07/02/2012;
Convivenza Civile;Disturbi da locali;6;CRISPI/FRANCESCO (PIAZZA)                                             ;;07/02/2012;
Convivenza Civile;Disturbi da locali;7;GIULIO CESARE/(CORSO)                                                 ;;08/02/2012;
Convivenza Civile;Disturbi da locali;10;CASTELLO DI MIRAFIORI/(STRADA)                                        ;;08/02/2012;
Convivenza Civile;Disturbi da locali;1;CAMERANA/GIOVANNI (VIA)                                               ;;09/02/2012;
Convivenza Civile;Disturbi da locali;1;S. FRANCESCO DA PAOLA/(VIA)                                           ;;10/02/2012;
Convivenza Civile;Disturbi da locali;1;GIULIA DI BAROLO/(VIA)                                                ;;10/02/2012;13.13
Convivenza Civile;Disturbi da locali;4;CAPUA/(VIA)                                                           ;;13/02/2012;
Convivenza Civile;Disturbi da locali;5;SOSPELLO/(VIA)                                                        ;;15/02/2012;
Convivenza Civile;Disturbi da locali;3;CHALLANT/(VIA)                                                        ;;20/02/2012;
Convivenza Civile;Disturbi da locali;8;D'AZEGLIO/MASSIMO (CORSO)                                             ;;20/02/2012;
Convivenza Civile;Disturbi da locali;6;REGALDI/GIUSEPPE (VIA)                                                ;;21/02/2012;
Convivenza Civile;Disturbi da locali;6;NOVARA/(CORSO)                                                        ;;22/02/2012;
Convivenza Civile;Disturbi da locali;4;CREVACUORE/(VIA)                                                      ;;24/02/2012;11.44
Convivenza Civile;Disturbi da locali;1;BONAFOUS/ALFONSO (VIA)                                                ;;24/02/2012;14.24
Convivenza Civile;Disturbi da locali;5;VIBO'/(VIA)                                                           ;;28/02/2012;
Convivenza Civile;Disturbi da locali;6;VALPRATO/(VIA)                                                        ;;28/02/2012;
Convivenza Civile;Disturbi da locali;8;PELLICO/SILVIO (VIA)                                                  ;;28/02/2012;
Convivenza Civile;Disturbi da locali;6;CRESCENTINO/(VIA)                                                     ;;28/02/2012;08.00
Convivenza Civile;Disturbi da locali;7;VIGEVANO/(CORSO)                                                      ;;01/03/2012;
Convivenza Civile;Disturbi da locali;8;BERTHOLLET/CLAUDIO LUIGI (VIA)                                        ;;02/03/2012;11.44
Convivenza Civile;Disturbi da locali;3;S. BERNARDINO/(VIA)                                                   ;;02/03/2012;15.05
Convivenza Civile;Disturbi da locali;2;ORBASSANO/(CORSO)                                                     ;;05/03/2012;
Convivenza Civile;Disturbi da locali;5;TOSCANA/(CORSO)                                                       ;;05/03/2012;08.00
Convivenza Civile;Disturbi da locali;1;VITTORIO VENETO/(PIAZZA)                                              ;;06/03/2012;
