WKT_GEOM;ID_AREE;DENOM;AMBITO;TIPO;LOTTO;GESTIONE;COORD_X;COORD_Y
POLYGON ((1393254.652 4987295.095,1393254.923 4987295.113,1393255.382 4987294.773,1393255.444 4987294.485,1393255.164 4987293.987,1393144.291 4987158.858,1393140.396 4987162.054,1393248.775 4987293.614,1393254.652 4987295.095));6632;CORSO UNIONE SOVIETICA;CORSO UNIONE SOVIETICA;BANCHINA ALBERATA;9;COMUNALE;1393197,875;4987228
POLYGON ((1393448.101 4996187.406,1393449.878 4996222.049,1393452.642 4996274.802,1393454.77 4996279.457,1393459.047 4996275.302,1393459.883 4996273.789,1393460.079 4996273.099,1393460.162 4996271.372,1393455.5 4996189.213,1393454.939 4996186.812,1393453.852 4996184.598,1393452.372 4996182.762,1393450.44 4996181.229,1393448.213 4996180.171,1393447.707 4996180.064,1393448.101 4996187.406));8626;STRADA ALTESSANO;STRADA ALTESSANO;BANCHINA ALBERATA;5;COMUNALE;1393453,875;4996231,25
POLYGON ((1394154.334 4991246.785,1394144.813 4991318.248,1394144.914 4991318.883,1394145.541 4991319.746,1394146.309 4991320.333,1394146.907 4991320.371,1394147.437 4991320.147,1394148.158 4991319.544,1394148.533 4991318.797,1394158.72 4991246.895,1394158.586 4991246.212,1394157.715 4991245.276,1394156.864 4991244.766,1394156.187 4991244.74,1394155.598 4991244.95,1394154.805 4991245.532,1394154.399 4991246.298,1394154.334 4991246.785));5635;CORSO FERRUCCI FRANCESCO;CORSO FERRUCCI FRANCESCO;BANCHINA ALBERATA;3;COMUNALE;1394151,75;4991281
POLYGON ((1395057.902 4989317.173,1395084.999 4989298.868,1395085.344 4989299.383,1395085.806 4989299.755,1395086.398 4989299.8,1395086.917 4989299.496,1395091.71 4989294.228,1395092.019 4989293.552,1395092.028 4989293.234,1395091.899 4989292.991,1395091.125 4989292.698,1395090.678 4989292.722,1395090.289 4989292.878,1395056.777 4989315.507,1395042.915 4989324.28,1395042.533 4989324.59,1395042.238 4989324.983,1395042.046 4989325.435,1395041.969 4989325.921,1395042.011 4989326.411,1395042.17 4989326.876,1395042.437 4989327.289,1395042.796 4989327.625,1395043.225 4989327.865,1395043.699 4989327.994,1395044.191 4989328.005,1395045.001 4989327.744,1395059.015 4989318.822,1395057.902 4989317.173));7629;CORSO DANTE;CORSO DANTE / V. SOLERO / V. ROCCABRUNA;BANCHINA ALBERATA;1;COMUNALE;1395066,1875;4989310,5
POLYGON ((1393124.379 4987168.555,1393121.243 4987170.098,1393215.644 4987284.299,1393223.818 4987279.968,1393129.45 4987165.644,1393126.23 4987167.027,1393124.379 4987168.555));6633;CORSO UNIONE SOVIETICA;CORSO UNIONE SOVIETICA;BANCHINA ALBERATA;9;COMUNALE;1393172,5;4987225
POLYGON ((1393200.877 4995401.842,1393255.56 4995449.77,1393306.33 4995376.81,1393256.434 4995335.471,1393216.171 4995383.887,1393200.877 4995401.842));8627;SCUOLA;"SCUOLA ""NINO COSTA""";VERDE SCOLASTICO;5;COMUNALE;1393253,625;4995393,5
POLYGON ((1394168.927 4991146.931,1394166.78 4991161.314,1394156.493 4991232.996,1394156.392 4991234.156,1394156.698 4991234.811,1394156.954 4991234.989,1394157.382 4991235.015,1394158.885 4991234.588,1394159.929 4991234.003,1394160.796 4991233.2,1394161.097 4991232.743,1394161.259 4991232.229,1394174.634 4991139.928,1394170.055 4991139.371,1394168.927 4991146.931));5636;CORSO FERRUCCI FRANCESCO;CORSO FERRUCCI FRANCESCO;BANCHINA ALBERATA;3;COMUNALE;1394165,5;4991186,5
POLYGON ((1395071.261 4989293.157,1395084.632 4989284.197,1395085.218 4989283.59,1395085.502 4989282.795,1395085.432 4989281.954,1395085.022 4989281.217,1395084.345 4989280.714,1395083.52 4989280.535,1395082.695 4989280.712,1395069.034 4989289.833,1395070.232 4989291.621,1395040.227 4989311.75,1395039.019 4989309.947,1395035.031 4989312.62,1395034.445 4989313.227,1395034.162 4989314.022,1395034.232 4989314.863,1395034.643 4989315.6,1395035.321 4989316.103,1395036.145 4989316.281,1395036.97 4989316.103,1395037.258 4989315.943,1395071.261 4989293.157));7630;CORSO DANTE;CORSO DANTE / V. SOLERO / V. ROCCABRUNA;BANCHINA ALBERATA;1;COMUNALE;1395061,75;4989298,5
POLYGON ((1393117.344 4987130.535,1393115.935 4987128.811,1393112.812 4987121.42,1393107.594 4987114.99,1393103.879 4987118.004,1393127.678 4987147.136,1393128.083 4987147.462,1393128.455 4987147.581,1393128.974 4987147.552,1393129.437 4987147.314,1393129.762 4987146.909,1393129.882 4987146.536,1393129.852 4987146.018,1393129.614 4987145.555,1393117.344 4987130.535));6634;CORSO UNIONE SOVIETICA;CORSO UNIONE SOVIETICA;BANCHINA ALBERATA;9;COMUNALE;1393116,875;4987132
POLYGON ((1393200.877 4995401.842,1393216.171 4995383.887,1393256.434 4995335.471,1393208.43 4995295.7,1393152.56 4995359.865,1393200.877 4995401.842));8628;SCUOLA;SCUOLA MATERNA;VERDE SCOLASTICO;5;COMUNALE;1393204,5;4995348,75
POLYGON ((1394264.029 4992221.396,1394265.495 4992221.189,1394261.227 4992186.963,1394257.286 4992133.149,1394246.985 4992056.482,1394233.128 4991956.301,1394232.985 4991955.93,1394232.697 4991955.687,1394231.842 4991955.626,1394230.096 4991955.87,1394229.518 4991956.051,1394229.064 4991956.438,1394228.797 4991956.972,1394228.759 4991957.568,1394231.031 4991973.987,1394227.973 4991974.41,1394241.009 4992071.205,1394247.41 4992120.526,1394250.104 4992120.176,1394264.029 4992221.396));5637;CORSO FERRUCCI FRANCESCO;CORSO FERRUCCI FRANCESCO (BANCHINA);BANCHINA ALBERATA;3;COMUNALE;1394246,75;4992085
POLYGON ((1395232.01 4989201.96,1395220.589 4989207.295,1395208.501 4989214.137,1395161.531 4989245.323,1395124.576 4989269.521,1395111.602 4989278.306,1395111.764 4989278.92,1395112.392 4989279.809,1395113.309 4989280.57,1395113.886 4989280.772,1395114.791 4989280.609,1395115.612 4989280.162,1395124.488 4989274.245,1395123.86 4989273.41,1395207.693 4989217.761,1395228.133 4989205.139,1395229.228 4989205.099,1395230.302 4989204.649,1395231.26 4989203.777,1395231.84 4989202.73,1395232.01 4989201.96));7631;CORSO DANTE;CORSO DANTE / V. PAGANO / V. ROCCABRUNA;BANCHINA ALBERATA;1;COMUNALE;1395169,8125;4989241,5
POLYGON ((1392552.883 4994649.462,1392503.11 4994660.58,1392501.856 4994661.107,1392500.663 4994661.761,1392499.546 4994662.537,1392498.516 4994663.426,1392497.584 4994664.417,1392496.761 4994665.5,1392496.19 4994666.42,1392484.88 4994701.03,1392484.694 4994701.412,1392484.667 4994701.73,1392484.785 4994702.138,1392484.978 4994702.393,1392485.338 4994702.618,1392485.969 4994702.639,1392486.33 4994702.45,1392512.158 4994696.769,1392511.45 4994693.549,1392562.743 4994682.094,1392565.894 4994681.098,1392557.05 4994653.417,1392552.883 4994649.462));8629;PIAZZA CIRENE;PIAZZA CIRENE (LATO SUD);AIUOLA SPARTITRAFFICO;5;COMUNALE;1392528,625;4994676
POLYGON ((1393046.661 4987039.902,1393045.943 4987039.017,1393045.262 4987038.359,1393044.144 4987037.955,1393042.964 4987038.099,1393041.976 4987038.761,1393041.442 4987039.648,1393041.319 4987040.83,1393041.743 4987041.941,1393101.617 4987115.235,1393105.341 4987112.213,1393046.661 4987039.902));6635;CORSO UNIONE SOVIETICA;CORSO UNIONE SOVIETICA;BANCHINA ALBERATA;9;COMUNALE;1393073,375;4987076,75
POLYGON ((1394168.188 4991507.778,1394169.369 4991516.397,1394172.352 4991515.052,1394172.904 4991514.626,1394173.417 4991513.635,1394173.507 4991512.54,1394164.467 4991445.964,1394164.257 4991445.047,1394163.909 4991444.152,1394163.255 4991443.236,1394162.387 4991442.488,1394161.246 4991441.882,1394160.636 4991441.831,1394160.108 4991442.078,1394159.559 4991442.754,1394159.388 4991443.532,1394168.188 4991507.778));5638;CORSO FERRUCCI FRANCESCO;CORSO FERRUCCI FRANCESCO;BANCHINA ALBERATA;3;COMUNALE;1394166,5;4991477,75
POLYGON ((1395106.125 4989269.312,1395117.541 4989261.773,1395209.913 4989200.221,1395227.365 4989190.187,1395226.785 4989189.464,1395225.985 4989188.993,1395224.787 4989188.82,1395223.547 4989189.088,1395222.815 4989189.467,1395218.32 4989192.506,1395157.686 4989231.627,1395106.021 4989265.142,1395105.274 4989265.946,1395104.887 4989266.917,1395104.907 4989267.508,1395105.151 4989268.114,1395106.125 4989269.312));7632;CORSO DANTE;CORSO DANTE / V. PAGANO / V. ROCCABRUNA;BANCHINA ALBERATA;1;COMUNALE;1395164,125;4989229
POLYGON ((1392533.351 4994750.587,1392526.09 4994718.206,1392488.899 4994727.026,1392516.282 4994752.991,1392517.037 4994753.465,1392517.904 4994753.58,1392518.988 4994753.404,1392533.351 4994750.587));8630;PIAZZA CIRENE;PIAZZA CIRENE (LATO NORD);AIUOLA SPARTITRAFFICO;5;COMUNALE;1392514,125;4994736
POLYGON ((1393033.941 4987049.542,1393027.199 4987055.475,1393089.881 4987132.871,1393096.901 4987127.191,1393033.941 4987049.542));6636;CORSO UNIONE SOVIETICA;CORSO UNIONE SOVIETICA;BANCHINA ALBERATA;9;COMUNALE;1393062;4987091,25
POLYGON ((1394194.88 4991785.676,1394195.103 4991785.638,1394195.453 4991785.285,1394195.61 4991784.82,1394193.486 4991767.97,1394193.237 4991767.49,1394192.808 4991767.163,1394192.576 4991767.199,1394192.228 4991767.671,1394192.086 4991768.257,1394194.25 4991785.108,1394194.607 4991785.564,1394194.88 4991785.676));5639;CORSO FERRUCCI FRANCESCO;CORSO FERRUCCI / CORSO VITTORIO EMANUELE II;AIUOLA SPARTITRAFFICO;3;COMUNALE;1394193,875;4991776,5
POLYGON ((1395101.273 4988893.511,1395235.35 4989186.888,1395238.507 4989185.373,1395103.66 4988891.249,1395101.273 4988893.511));7633;CORSO DANTE;CORSO DANTE / V. PAGANO / V. RAPALLO;BANCHINA ALBERATA;1;COMUNALE;1395169,875;4989039,5
POLYGON ((1392593.765 4994798.592,1392602.591 4994797.92,1392682.078 4994863.474,1392682.611 4994871.589,1392716.414 4994899.554,1392724.983 4994898.843,1392764.194 4994931.381,1392764.527 4994939.483,1392793.568 4994963.443,1392800.597 4994962.976,1392803.073 4994959.974,1392803.795 4994958.985,1392804.284 4994957.939,1392804.283 4994957.389,1392804.05 4994956.812,1392803.214 4994955.822,1392613.63 4994799.719,1392563.124 4994757.969,1392561.808 4994757.095,1392560.328 4994756.513,1392559.295 4994756.321,1392558.182 4994756.265,1392550.347 4994756.75,1392545.805 4994757.679,1392545.588 4994758.03,1392545.748 4994758.41,1392593.765 4994798.592));8631;VIA SANSOVINO ANDREA;VIA SANSOVINO ANDREA;AIUOLA SPARTITRAFFICO;5;COMUNALE;1392682,1875;4994860
POLYGON ((1393012.903 4987038.743,1393015.7 4987042.16,1393023.71 4987037.432,1392922.465 4986913.916,1392912.993 4986901.723,1392843.322 4986816.937,1392834.269 4986811.433,1392812.747 4986785.242,1392808.4 4986788.771,1392904.404 4986905.818,1392914.074 4986918.021,1393012.903 4987038.743));6637;CORSO UNIONE SOVIETICA;CORSO UNIONE SOVIETICA;BANCHINA ALBERATA;9;COMUNALE;1392916;4986913
POLYGON ((1394720.365 4991980.482,1394711.053 4991962.485,1394694.656 4991957.174,1394628.815 4991991.554,1394623.697 4992008.427,1394655.266 4992069.364,1394672.065 4992074.478,1394747.354 4992035.459,1394747.525 4992035.256,1394747.537 4992034.295,1394747.637 4992033.66,1394747.57 4992033.059,1394721.92 4991983.487,1394722.392 4991983.254,1394720.898 4991980.239,1394720.365 4991980.482));5640;GIARDINO MARTINI LUIGI;GIARDINO MARTINI / VIA PALMIERI PIETRO (MERCATO);GIARDINO;3;COMUNALE;1394683,0625;4992016
POLYGON ((1395217.066 4989563.309,1395213.989 4989561.86,1395210.716 4989560.935,1395207.318 4989560.558,1395203.922 4989560.744,1395200.602 4989561.483,1395197.449 4989562.756,1395194.546 4989564.529,1395183.223 4989573.999,1395182.991 4989575.57,1395165.324 4989590.034,1395163.698 4989590.383,1395158.787 4989594.664,1395157.77 4989596.083,1395157.252 4989597.749,1395157.199 4989598.377,1395157.432 4989600.107,1395158.198 4989601.675,1395162.843 4989607.324,1395206.225 4989568.774,1395212.095 4989571.502,1395220.557 4989565.836,1395217.066 4989563.309));7634;VIA LORIA ACHILLE;CORSO TURATI / V. CHISONE / V. LORIA;BANCHINA ALBERATA;1;COMUNALE;1395180,9375;4989584
POLYGON ((1392619.227 4994779.972,1392604.892 4994768.12,1392604.2 4994767.335,1392601.83 4994764.26,1392599.788 4994760.957,1392598.096 4994757.462,1392595.931 4994747.696,1392591.32 4994748.612,1392593.485 4994758.378,1392594.608 4994762.133,1392596.107 4994765.754,1392597.967 4994769.204,1392600.169 4994772.446,1392602.69 4994775.447,1392605.504 4994778.176,1392809.133 4994946.763,1392810.194 4994947.374,1392811.395 4994947.612,1392812.608 4994947.453,1392813.707 4994946.914,1392814.576 4994946.052,1392815.122 4994944.956,1392815.289 4994943.744,1392815.059 4994942.542,1392814.455 4994941.477,1392813.938 4994940.95,1392619.227 4994779.972));8632;VIA SANSOVINO ANDREA;VIA SANSOVINO ANDREA;AIUOLA SPARTITRAFFICO;5;COMUNALE;1392695,25;4994847,5
POLYGON ((1393031.785 4987029.466,1393033.021 4987029.747,1393034.208 4987029.273,1393034.884 4987028.388,1393035.053 4987027.288,1393034.621 4987026.167,1392936.416 4986907.047,1392935.541 4986906.15,1392934.948 4986905.997,1392934.336 4986906.194,1392932.418 4986907.362,1392932.05 4986907.695,1392931.901 4986908.105,1392932.078 4986908.557,1392932.386 4986908.986,1393031.041 4987028.889,1393031.785 4987029.466));6638;CORSO UNIONE SOVIETICA;CORSO UNIONE SOVIETICA;BANCHINA ALBERATA;9;COMUNALE;1392983,5;4986967,5
POLYGON ((1394197.178 4991691.499,1394176.172 4991530.623,1394175.95 4991529.858,1394175.239 4991528.862,1394174.185 4991528.068,1394172.772 4991527.532,1394171.347 4991527.505,1394193.418 4991697.438,1394193.873 4991700.592,1394194.336 4991703.125,1394194.707 4991704.076,1394195.474 4991704.806,1394196.31 4991704.965,1394197.792 4991704.756,1394198.406 4991704.468,1394198.704 4991704.062,1394198.759 4991703.612,1394197.178 4991691.499));5641;CORSO FERRUCCI FRANCESCO;CORSO FERRUCCI FRANCESCO (BANCHINA);BANCHINA ALBERATA;3;COMUNALE;1394185;4991615,75
POLYGON ((1395182.025 4989522.414,1395170.447 4989531.87,1395179.459 4989543.527,1395179.876 4989544.461,1395179.923 4989545.563,1395179.775 4989546.318,1395179.386 4989547.263,1395178.587 4989548.246,1395142.009 4989577.743,1395140.006 4989578.762,1395141.761 4989580.02,1395142.975 4989580.685,1395144.257 4989581.141,1395144.876 4989581.235,1395146.198 4989581.155,1395148.16 4989580.334,1395149.979 4989579.124,1395183.833 4989551.69,1395185.775 4989549.408,1395187.501 4989546.702,1395188.821 4989543.951,1395189.521 4989541.883,1395190.147 4989538.778,1395190.314 4989535.677,1395190.173 4989533.601,1395189.907 4989532.045,1395189.207 4989529.713,1395188.095 4989527.389,1395186.609 4989525.181,1395184.895 4989523.333,1395183.599 4989524.342,1395182.025 4989522.414));7635;VIA LORIA ACHILLE;CORSO TURATI / V. CHISONE / V. LORIA;BANCHINA ALBERATA;1;COMUNALE;1395178,875;4989552
POLYGON ((1392822.42 4994957.765,1392841.922 4994973.912,1392843.211 4994974.577,1392844.655 4994974.708,1392846.043 4994974.288,1392847.171 4994973.378,1392847.934 4994971.911,1392848.031 4994970.464,1392847.578 4994969.086,1392846.86 4994968.17,1392825.113 4994950.19,1392824.05 4994949.58,1392822.849 4994949.343,1392821.634 4994949.503,1392820.535 4994950.043,1392819.666 4994950.906,1392819.119 4994952.003,1392818.952 4994953.216,1392819.183 4994954.419,1392819.786 4994955.486,1392820.301 4994956.011,1392822.42 4994957.765));8633;VIA SANSOVINO ANDREA;VIA SANSOVINO ANDREA / CSO MOLISE;AIUOLA SPARTITRAFFICO;5;COMUNALE;1392833,5;4994962
POLYGON ((1392876.61 4986833.901,1392827.038 4986773.235,1392823.432 4986776.225,1392922.707 4986896.558,1392923.102 4986896.947,1392923.568 4986897.21,1392924.019 4986897.201,1392926.381 4986895.828,1392926.897 4986895.295,1392926.92 4986894.888,1392926.721 4986894.496,1392876.61 4986833.901));6639;CORSO UNIONE SOVIETICA;CORSO UNIONE SOVIETICA;BANCHINA ALBERATA;9;COMUNALE;1392875,125;4986835,5
POLYGON ((1394600.678 4990518.262,1394600.702 4990517.517,1394600.403 4990515.35,1394600.055 4990513.885,1394599.591 4990512.453,1394599.015 4990511.063,1394597.936 4990509.082,1394596.466 4990506.998,1394596.164 4990506.841,1394595.826 4990506.797,1394595.494 4990506.873,1394595.208 4990507.058,1394594.379 4990508.206,1394593.794 4990509.391,1394589.391 4990523.845,1394589.327 4990524.331,1394589.383 4990524.818,1394589.555 4990525.278,1394589.833 4990525.682,1394590.201 4990526.006,1394590.636 4990526.232,1394591.113 4990526.346,1394591.604 4990526.341,1394593.497 4990525.727,1394594.606 4990525.254,1394595.662 4990524.673,1394596.655 4990523.99,1394597.575 4990523.211,1394598.413 4990522.345,1394599.161 4990521.4,1394599.812 4990520.385,1394600.358 4990519.311,1394600.678 4990518.262));5642;CORSO DUCA DEGLI ABRUZZI;CORSO DUCA DEGLI ABRUZZI / CORSO EINAUDI;AIUOLA SPARTITRAFFICO;1;COMUNALE;1394595;4990516,25
POLYGON ((1395816.563 4992533.452,1395835.106 4992523.874,1395835.325 4992522.581,1395837.629 4992521.377,1395838.142 4992522.34,1395861.249 4992510.419,1395861.48 4992510.85,1395894.238 4992493.927,1395881.754 4992469.122,1395804.167 4992509.471,1395816.563 4992533.452));7636;SCUOLA;SCUOLA MATERNA;VERDE SCOLASTICO;1;COMUNALE;1395849,9375;4992501,5
POLYGON ((1392772.139 4986744.56,1392779.401 4986739.092,1392650.539 4986581.958,1392649.425 4986580.81,1392649.102 4986580.597,1392647.609 4986580.023,1392647.264 4986579.969,1392645.932 4986580.032,1392644.66 4986580.463,1392643.852 4986580.966,1392642.837 4986581.919,1392642.348 4986582.587,1392642.01 4986583.283,1392641.732 4986584.714,1392641.799 4986585.664,1392642.139 4986586.876,1392649.04 4986595.149,1392772.139 4986744.56));6640;CORSO UNIONE SOVIETICA;CORSO UNIONE SOVIETICA;BANCHINA ALBERATA;9;COMUNALE;1392710,625;4986662,5
POLYGON ((1392868.496 4994986.681,1392861.027 4994980.509,1392859.655 4994979.992,1392858.189 4994980.021,1392856.839 4994980.593,1392855.798 4994981.626,1392855.607 4994981.936,1392855.154 4994983.33,1392855.251 4994984.794,1392855.885 4994986.116,1392856.965 4994987.108,1392903.317 4995025.324,1392904.502 4995025.799,1392905.913 4995025.961,1392907.314 4995025.724,1392908.594 4995025.109,1392909.12 4995024.562,1392909.68 4995023.516,1392909.863 4995022.344,1392909.649 4995021.178,1392909.061 4995020.147,1392868.496 4994986.681));8634;VIA SANSOVINO ANDREA;VIA SANSOVINO ANDREA;AIUOLA SPARTITRAFFICO;5;COMUNALE;1392882,25;4995003
POLYGON ((1394672.246 4991155.271,1394683.484 4991176.941,1394684.279 4991177.235,1394685.046 4991177.343,1394685.425 4991177.233,1394685.697 4991176.997,1394698.294 4991157.158,1394698.456 4991156.757,1394698.441 4991156.08,1394698.094 4991155.466,1394697.337 4991154.937,1394696.501 4991154.744,1394674.414 4991153.525,1394673.783 4991153.572,1394673.161 4991153.786,1394672.688 4991154.129,1394672.398 4991154.607,1394672.246 4991155.271));5643;CORSO STATI UNITI;CORSO STATI UNITI / CORSO CASTELFIDARDO;AIUOLA SPARTITRAFFICO;1;COMUNALE;1394685,375;4991165,75
POLYGON ((1394875.655 4989402.821,1394874.895 4989404.123,1394864.994 4989405.963,1394863.853 4989404.982,1394700.714 4989434.732,1394699.9 4989434.965,1394699.189 4989435.715,1394698.964 4989436.724,1394699.001 4989437.017,1394699.469 4989437.938,1394700.344 4989438.488,1394701.377 4989438.512,1394864.36 4989408.802,1394865.152 4989407.378,1394875.093 4989405.435,1394876.22 4989406.641,1394909.219 4989400.554,1394909.544 4989400.417,1394909.804 4989400.18,1394909.971 4989399.869,1394910.006 4989399.341,1394909.72 4989397.76,1394909.55 4989397.481,1394909.291 4989397.282,1394908.978 4989397.188,1394908.652 4989397.213,1394875.655 4989402.821));7637;CORSO DE NICOLA ENRICO;CORSO TURATI / C. SO RE UMBERTO / C.SO DE NICOLA;BANCHINA ALBERATA;1;COMUNALE;1394804;4989418
POLYGON ((1392660.034 4986569.318,1392657.741 4986567.822,1392655.769 4986567.28,1392653.724 4986567.291,1392651.813 4986567.829,1392787.362 4986732.442,1392791.222 4986729.264,1392787.726 4986725.019,1392784.14 4986724.584,1392769.465 4986706.67,1392743.841 4986675.607,1392744.187 4986672.304,1392660.034 4986569.318));6641;CORSO UNIONE SOVIETICA;CORSO UNIONE SOVIETICA;BANCHINA ALBERATA;9;COMUNALE;1392721,5;4986648,5
POLYGON ((1392931.456 4995038.623,1392926.371 4995034.428,1392924.753 4995033.764,1392923.138 4995033.569,1392921.524 4995033.772,1392920.834 4995033.988,1392920.291 4995034.327,1392919.543 4995035.159,1392919.131 4995036.2,1392919.109 4995037.319,1392919.479 4995038.375,1392920.194 4995039.236,1393055.957 4995151.168,1393060.449 4995149.152,1393032.597 4995126.335,1393017.506 4995109.835,1393015.33 4995107.837,1392931.456 4995038.623));8635;VIA SANSOVINO ANDREA;VIA SANSOVINO ANDREA;AIUOLA SPARTITRAFFICO;5;COMUNALE;1392990,625;4995092,5
POLYGON ((1394581.665 4989467.999,1394580.063 4989468.554,1394579.601 4989468.996,1394579.39 4989469.601,1394579.493 4989470.621,1394579.683 4989471.014,1394580.002 4989471.312,1394580.848 4989471.719,1394581.315 4989471.772,1394614.318 4989461.705,1394645.133 4989452.54,1394647.436 4989451.534,1394647.579 4989451.336,1394647.71 4989450.527,1394647.658 4989450.119,1394647.442 4989449.674,1394646.74 4989448.962,1394646.343 4989448.841,1394644.095 4989449.283,1394581.665 4989467.999));7638;CORSO DE NICOLA ENRICO;CORSO FERRARIS / C. SO RE UMBERTO / C.SO DE NICOLA;BANCHINA ALBERATA;1;COMUNALE;1394613,1875;4989460,5
POLYGON ((1394676.264 4991184.526,1394674.416 4991179.267,1394672.387 4991174.348,1394671.254 4991172.075,1394668.661 4991167.511,1394665.568 4991162.452,1394661.951 4991157.412,1394660.014 4991155.129,1394657.29 4991152.196,1394656.57 4991151.819,1394655.927 4991151.759,1394654.906 4991151.937,1394653.956 4991152.331,1394652.779 4991153.113,1394652.297 4991153.612,1394651.918 4991154.214,1394651.651 4991154.987,1394651.592 4991156.196,1394651.933 4991157.324,1394669.806 4991191.84,1394670.408 4991192.642,1394671.686 4991193.557,1394673.036 4991194.051,1394673.804 4991194.047,1394674.406 4991193.855,1394675.299 4991193.299,1394676.112 4991192.471,1394676.586 4991191.649,1394676.812 4991190.411,1394676.675 4991186.832,1394676.264 4991184.526));5644;CORSO STATI UNITI;CORSO STATI UNITI / CORSO CASTELFIDARDO;AIUOLA SPARTITRAFFICO;3;COMUNALE;1394664,25;4991170,75
POLYGON ((1392553.218 4986425.409,1392552.953 4986425.594,1392552.542 4986426.063,1392552.299 4986426.638,1392552.25 4986427.26,1392552.304 4986427.587,1392583.426 4986483.088,1392585.709 4986486.246,1392646.583 4986561.596,1392647.457 4986561.101,1392648.199 4986560.117,1392648.349 4986559.69,1392648.398 4986557.966,1392647.389 4986555.144,1392646.119 4986553.415,1392587.179 4986479.844,1392557.8 4986427.736,1392555.747 4986425.897,1392555.189 4986425.667,1392554.216 4986425.439,1392553.218 4986425.409));6642;CORSO UNIONE SOVIETICA;CORSO UNIONE SOVIETICA;BANCHINA ALBERATA;9;COMUNALE;1392600,375;4986500,5
POLYGON ((1393316.469 4995357.366,1393102.674 4995180.205,1393099.207 4995184.422,1393132.461 4995211.764,1393143.947 4995224.562,1393312.283 4995364.046,1393317.269 4995358.029,1393316.469 4995357.366));8636;VIA SANSOVINO ANDREA;VIA SANSOVINO ANDREA;AIUOLA SPARTITRAFFICO;5;COMUNALE;1393207,5;4995272
POLYGON ((1394388.218 4990133.855,1394390.557 4990138.334,1394391.014 4990138.126,1394391.684 4990133.274,1394392.646 4990132.874,1394441.015 4990224.222,1394438.379 4990228.776,1394449.747 4990250.536,1394453.529 4990248.488,1394459.353 4990259.357,1394455.415 4990261.389,1394458.294 4990266.903,1394461.354 4990268.707,1394468.451 4990282.722,1394469.023 4990286.982,1394472.843 4990294.285,1394475.252 4990289.82,1394484.01 4990305.217,1394481.524 4990309.975,1394486.637 4990319.584,1394486.883 4990319.771,1394487.192 4990319.774,1394493.455 4990316.455,1394494.089 4990316.077,1394494.661 4990315.578,1394494.904 4990314.902,1394494.738 4990314.194,1394491.704 4990308.363,1394493.996 4990307.137,1394476.144 4990273.498,1394473.826 4990274.677,1394448.197 4990226.385,1394450.499 4990225.177,1394399.421 4990127.837,1394397.119 4990129.045,1394394.134 4990123.72,1394393.666 4990123.144,1394393.386 4990123.006,1394392.878 4990123.058,1394386.092 4990126.757,1394385.587 4990127.277,1394385.409 4990127.953,1394385.551 4990128.603,1394388.218 4990133.855));5645;CORSO DUCA DEGLI ABRUZZI;CORSO DUCA DEGLI ABRUZZI;BANCHINA ALBERATA;1;COMUNALE;1394440,125;4990214
POLYGON ((1395007.857 4989363.146,1395111.012 4989393.02,1395200.597 4989428.515,1395201.417 4989427.13,1395194.315 4989423.443,1395178.661 4989415.764,1395168.332 4989410.985,1395160.516 4989407.572,1395148.689 4989402.689,1395136.754 4989398.047,1395127.084 4989394.47,1395112.498 4989389.372,1395097.807 4989384.558,1395073.944 4989377.201,1395061.942 4989373.783,1395049.861 4989370.628,1395028.233 4989365.52,1395017.378 4989363.178,1395007.305 4989361.173,1395006.875 4989361.141,1395006.453 4989361.228,1395006.071 4989361.427,1395007.857 4989363.146));7639;CORSO DANTE;CORSO DANTE / VIA MONREFELTRO /V. EGEO;BANCHINA ALBERATA;1;COMUNALE;1395121,8125;4989395
POLYGON ((1391733.253 4992171.929,1391733.18 4992171.53,1391729.692 4992163.859,1391729.269 4992163.437,1391728.678 4992163.155,1391728.004 4992163.148,1391727.343 4992163.241,1391713.864 4992170.749,1391713.493 4992171.288,1391713.654 4992171.523,1391713.995 4992171.648,1391732.783 4992172.32,1391733.039 4992172.304,1391733.253 4992171.929));7640;CORSO FRANCIA;CORSO FRANCIA / CORSO BRUNELLESCHI;AIUOLA SPARTITRAFFICO;3;COMUNALE;1391725,375;4992167,5
POLYGON ((1392565.274 4986492.485,1392565.873 4986493.463,1392628.001 4986569.184,1392632.783 4986565.273,1392612.871 4986540.919,1392606.523 4986528.414,1392582.594 4986499.147,1392579.88 4986496.022,1392578.363 4986494.599,1392576.736 4986493.27,1392574.984 4986492.029,1392572.235 4986490.422,1392567.933 4986488.478,1392567.243 4986488.828,1392565.276 4986492.103,1392565.274 4986492.485));6643;CORSO UNIONE SOVIETICA;CORSO UNIONE SOVIETICA;BANCHINA ALBERATA;9;COMUNALE;1392599;4986526,5
POLYGON ((1393458.002 4995477.319,1393432.973 4995456.835,1393416.669 4995439.719,1393331.969 4995370.481,1393331.304 4995370.158,1393330.706 4995370.075,1393329.827 4995370.219,1393329.187 4995370.697,1393326.952 4995374.021,1393326.723 4995374.613,1393326.781 4995375.631,1393326.979 4995376.089,1393327.588 4995376.696,1393455.038 4995480.943,1393468.517 4995491.89,1393470.362 4995487.479,1393458.002 4995477.319));8637;VIA SANSOVINO ANDREA;VIA SANSOVINO ANDREA;AIUOLA SPARTITRAFFICO;5;COMUNALE;1393400;4995431
