WKT_GEOM;ID_AREE;DENOM;AMBITO;TIPO;LOTTO;GESTIONE;COORD_X;COORD_Y
POLYGON ((1392443.396 4988068.772,1392443.29 4988065.645,1392443.091 4988064.96,1392442.556 4988064.433,1392441.981 4988064.251,1392441.24 4988064.375,1392436.649 4988066.461,1392411.685 4988083.289,1392411.192 4988083.855,1392411.046 4988084.549,1392411.316 4988091.311,1392415.215 4988088.683,1392417.991 4988158.267,1392414.106 4988161.22,1392414.365 4988167.716,1392414.487 4988168.33,1392414.931 4988169.033,1392415.623 4988169.495,1392416.441 4988169.635,1392444.79 4988168.53,1392445.596 4988168.326,1392446.108 4988167.965,1392446.57 4988167.274,1392446.711 4988166.464,1392446.507 4988160.457,1392442.578 4988162.612,1392439.6 4988074.878,1392443.491 4988071.588,1392443.396 4988068.772));8285;CORSO SIRACUSA;V. D. GRAZIOLI / V. DANDALO / CORSO SIRACUSA;BANCHINA ALBERATA;2;COMUNALE;1392428,875;4988120,25
POLYGON ((1393522.805 4985829.166,1393607.869 4986034.52,1393608.303 4986035.383,1393608.658 4986035.733,1393609.104 4986035.948,1393610.08 4986036.061,1393611.696 4986035.827,1393614.493 4986035.084,1393528.464 4985827.012,1393527.34 4985827.326,1393522.805 4985829.166));6291;VIA PIO VII;VIA PIO VII;BANCHINA ALBERATA;10;COMUNALE;1393568,625;4985932
POLYGON ((1394005.627 4989391.975,1394008.632 4989390.458,1394008.516 4989389.816,1394000.412 4989374.452,1394001.891 4989371.943,1393669.658 4988740.171,1393667.224 4988741.342,1393662.201 4988731.828,1393659.035 4988733.5,1393699.486 4988810.121,1393695.618 4988814.159,1393696.513 4988815.844,1393696.603 4988814.192,1393700.478 4988810.171,1393700.984 4988811.161,1393702.117 4988810.554,1393709.837 4988825.243,1393704.325 4988830.545,1393731.438 4988881.569,1393744.743 4988907.796,1393791.847 4988996.938,1393792.305 4988997.52,1393792.712 4988997.708,1393793.129 4988997.648,1393793.956 4988997.124,1393799.386 4988993.202,1393802.131 4988998.529,1393801.456 4988998.732,1393795.163 4989003.162,1393887.587 4989178.496,1393909.352 4989220.02,1393924.046 4989248.653,1393981.979 4989358.943,1394004.966 4989391.615,1394005.627 4989391.975));7288;CORSO QUATTRO NOVEMBRE;LATO PIAZZA D'ARMI;BANCHINA ALBERATA;2;COMUNALE;1393833,875;4989064,5
POLYGON ((1392036.777 4988647.426,1392032.064 4988641.071,1392005.667 4988663.664,1392010.698 4988669.588,1392036.777 4988647.426));9283;CORSO SALVEMINI GAETANO;LATO AEM;BANCHINA ALBERATA;2;COMUNALE;1392021,4375;4988655,5
POLYGON ((1392442.272 4988047.156,1392442.015 4988040.388,1392438.12 4988043.205,1392430.197 4987834.938,1392434.635 4987831.189,1392434.737 4987829.278,1392434.504 4987826.912,1392433.708 4987808.251,1392432.911 4987807.837,1392432.004 4987807.971,1392429.2 4987810.396,1392425.696 4987812.733,1392421.913 4987814.585,1392417.918 4987815.92,1392415.137 4987816.516,1392410.946 4987816.936,1392406.736 4987816.796,1392402.582 4987816.1,1392402.113 4987816.114,1392401.905 4987816.399,1392401.881 4987818.7,1392402.211 4987821.113,1392402.645 4987833.703,1392405.284 4987832.216,1392414.387 4988055.853,1392410.499 4988058.676,1392410.745 4988064.776,1392410.969 4988065.492,1392411.52 4988066.001,1392412.253 4988066.166,1392412.697 4988066.077,1392413.004 4988065.92,1392430.955 4988053.84,1392441.116 4988049.143,1392441.636 4988048.795,1392442.023 4988048.303,1392442.24 4988047.716,1392442.272 4988047.156));8286;CORSO SIRACUSA;V. NALLINO / V. DANDALO / CORSO SIRACUSA;BANCHINA ALBERATA;2;COMUNALE;1392422,125;4987937,25
POLYGON ((1393488.743 4985822.504,1393491.225 4985830.101,1393495.435 4985828.84,1393496.064 4985828.889,1393496.646 4985829.132,1393497.123 4985829.544,1393497.448 4985830.084,1393536.965 4985927.933,1393537.086 4985928.901,1393536.845 4985929.542,1393536.116 4985930.191,1393540.712 4985928.286,1393541.387 4985927.788,1393542.106 4985926.7,1393542.299 4985925.898,1393542.152 4985924.602,1393515.637 4985858.973,1393500.369 4985822.181,1393499.805 4985821.461,1393499.098 4985820.881,1393498.282 4985820.467,1393497.396 4985820.24,1393496.481 4985820.211,1393495.368 4985820.452,1393488.743 4985822.504));6292;VIA PIO VII;VIA PIO VII;BANCHINA ALBERATA;10;COMUNALE;1393515,5;4985866,75
POLYGON ((1394035.4 4989402.193,1394034.822 4989402.294,1394033.636 4989402.969,1394099.977 4989530.777,1394104.925 4989540.152,1394106.216 4989541.957,1394107.746 4989543.625,1394109.325 4989545.165,1394111.03 4989546.487,1394111.656 4989546.772,1394112.752 4989546.786,1394113.3 4989546.635,1394113.757 4989546.226,1394114.471 4989545.373,1394115.152 4989544.037,1394115.346 4989542.639,1394115.241 4989541.736,1394114.944 4989540.871,1394053.893 4989424.376,1394035.4 4989402.193));7289;CORSO QUATTRO NOVEMBRE;LATO PIAZZA D'ARMI;BANCHINA ALBERATA;2;COMUNALE;1394074,5;4989472,5
POLYGON ((1391648.205 4987792.878,1391649.35 4987790.975,1391359.742 4987615.69,1391359.032 4987615.523,1391358.543 4987615.745,1391358.2 4987616.388,1391358.394 4987617.091,1391358.768 4987617.391,1391648.205 4987792.878));9284;CORSO ORBASSANO;P. CATTANEO/S. PORTONE FIAT;BANCHINA ALBERATA;2;COMUNALE;1391504;4987704
POLYGON ((1392431.282 4987797.305,1392432.317 4987794.189,1392432.924 4987790.593,1392433.043 4987789.456,1392432.809 4987788.312,1392432.256 4987787.328,1392431.068 4987786.18,1392429.571 4987785.412,1392428.078 4987785.003,1392425.808 4987784.836,1392423.588 4987785.145,1392419.911 4987786.091,1392416.309 4987787.366,1392412.411 4987789.182,1392409.498 4987791.826,1392406.99 4987794.856,1392406.196 4987796.031,1392404.376 4987799.381,1392402.974 4987803.105,1392402.21 4987806.411,1392402.599 4987808.072,1392403.053 4987808.93,1392404.208 4987810.186,1392404.938 4987810.664,1392408.151 4987811.461,1392411.88 4987811.697,1392415.168 4987811.311,1392418.344 4987810.378,1392421.287 4987808.942,1392424.28 4987806.861,1392426.919 4987804.347,1392427.362 4987803.841,1392429.503 4987800.891,1392431.168 4987797.648,1392431.282 4987797.305));8287;CORSO SIRACUSA;V. NALLINO / CORSO SIRACUSA;AIUOLA SPARTITRAFFICO;2;COMUNALE;1392417,9375;4987798,5
POLYGON ((1393567.873 4985983.463,1393550.916 4985942.792,1393548.753 4985937.923,1393548.007 4985936.774,1393546.956 4985936.211,1393545.764 4985936.183,1393540.899 4985938.119,1393542.376 4985938.988,1393542.665 4985939.394,1393586.449 4986044.83,1393586.558 4986045.712,1393586.325 4986046.611,1393585.954 4986047.362,1393585.385 4986047.919,1393590.673 4986045.021,1393591.401 4986044.462,1393591.971 4986043.568,1393592.071 4986043.111,1393592.03 4986042.655,1393591.566 4986041.256,1393589.523 4986036.226,1393573.98 4985998.169,1393567.873 4985983.463));6293;VIA PIO VII;VIA PIO VII;BANCHINA ALBERATA;10;COMUNALE;1393566,5;4985988,5
POLYGON ((1394090.109 4989551.74,1394092.993 4989555.429,1394095.531 4989553.907,1394094.585 4989552.142,1394096.752 4989551.149,1394024.53 4989414.677,1394022.535 4989417.064,1394021.577 4989415.294,1394020.959 4989414.438,1394020.684 4989414.304,1394020.166 4989414.367,1394019.72 4989414.636,1394015.449 4989418.812,1394015.02 4989419.474,1394014.987 4989419.891,1394015.128 4989420.296,1394016.776 4989423.098,1394019.484 4989420.262,1394063.918 4989503.665,1394061.571 4989507.745,1394073.58 4989530.579,1394090.109 4989551.74));7290;CORSO QUATTRO NOVEMBRE;LATO CASE;BANCHINA ALBERATA;2;COMUNALE;1394055,875;4989481,25
POLYGON ((1391248.709 4987548.997,1391182.626 4987509.213,1391182.197 4987508.968,1391181.421 4987509.014,1391180.864 4987509.557,1391180.785 4987509.785,1391180.886 4987510.556,1391181.466 4987511.074,1391344.88 4987609.561,1391345.666 4987609.627,1391346.307 4987609.169,1391346.506 4987608.471,1391346.202 4987607.743,1391346.01 4987607.577,1391248.709 4987548.997));9285;CORSO ORBASSANO;P. CATTANEO/S. PORTONE FIAT;BANCHINA ALBERATA;2;COMUNALE;1391263,6875;4987559,5
POLYGON ((1392856.766 4987989.973,1392856.578 4987990.679,1392856.682 4987992.046,1392857.59 4987999.846,1392857.76 4987999.192,1392858.715 4987997.946,1392859.286 4987997.369,1392970.229 4987902.537,1392971.505 4987901.573,1392972.114 4987901.334,1392972.753 4987901.27,1392973.882 4987901.361,1392971.354 4987895.052,1392971.048 4987894.635,1392970.307 4987894.244,1392969.501 4987894.11,1392968.664 4987894.219,1392967.859 4987894.578,1392966.785 4987895.364,1392861.893 4987985.039,1392858.539 4987988.064,1392857.156 4987989.418,1392856.766 4987989.973));8288;CORSO COSENZA;CORSO COSENZA / VIA SANREMO / VIA D'ARBOREA;BANCHINA ALBERATA;2;COMUNALE;1392912,3125;4987947
POLYGON ((1393616.681 4986055.627,1393700.869 4986258.504,1393705.515 4986256.065,1393706.473 4986255.666,1393620.064 4986047.962,1393619.918 4986047.517,1393620.009 4986047.008,1393618.054 4986047.605,1393616.124 4986048.326,1393615.456 4986048.799,1393614.982 4986049.507,1393614.768 4986050.271,1393614.871 4986051.024,1393616.681 4986055.627));6294;VIA PIO VII;VIA PIO VII;BANCHINA ALBERATA;10;COMUNALE;1393660,625;4986153,5
POLYGON ((1393944.831 4989482.915,1393971.142 4989454.762,1394004.279 4989418.844,1394004.591 4989418.175,1394004.624 4989417.453,1394004.497 4989416.843,1394004.239 4989416.269,1394001.814 4989412.458,1394001.4 4989412.007,1394000.888 4989411.691,1394000.277 4989411.651,1393999.719 4989411.949,1393968.174 4989445.994,1393935.126 4989481.491,1393934.615 4989482.127,1393934.489 4989482.604,1393934.452 4989483.608,1393934.601 4989484.057,1393938.654 4989487.846,1393939.091 4989488.094,1393939.767 4989488.185,1393940.72 4989487.313,1393944.831 4989482.915));7291;VIA GESSI ROMOLO;VIA GESSI ROMOLO;BANCHINA ALBERATA;2;COMUNALE;1393969,5;4989450,5
POLYGON ((1391152.028 4987490.71,1391112.283 4987466.749,1391111.594 4987466.681,1391110.963 4987467.107,1391110.786 4987467.918,1391111.182 4987468.568,1391167.529 4987502.567,1391168.304 4987502.558,1391168.789 4987502.19,1391169.008 4987501.447,1391168.71 4987500.767,1391152.028 4987490.71));9286;CORSO ORBASSANO;P. CATTANEO/S. PORTONE FIAT;BANCHINA ALBERATA;2;COMUNALE;1391139,8125;4987484,5
POLYGON ((1392954.363 4987875.934,1392852.145 4987963.157,1392851.078 4987964.373,1392850.498 4987965.868,1392850.435 4987966.287,1392850.546 4987967.886,1392851.197 4987969.352,1392854.051 4987973.813,1392855.041 4987974.607,1392855.886 4987974.871,1392857.152 4987974.783,1392858.273 4987974.154,1392961.914 4987885.512,1392962.88 4987884.188,1392963.327 4987882.638,1392963.222 4987881.029,1392962.854 4987880.028,1392960.134 4987875.529,1392959.482 4987875.138,1392957.948 4987874.693,1392956.354 4987874.801,1392955.327 4987875.19,1392954.363 4987875.934));8289;CORSO COSENZA;CORSO COSENZA / VIA SANREMO / VIA D'ARBOREA;BANCHINA ALBERATA;2;COMUNALE;1392906,5625;4987925
POLYGON ((1393679.334 4986269.552,1393680.445 4986269.091,1393684.916 4986266.856,1393600.276 4986062.766,1393598.571 4986058.519,1393598.152 4986057.732,1393597.6 4986057.018,1393596.302 4986055.801,1393590.353 4986059.275,1393591.366 4986059.271,1393592.247 4986059.813,1393592.679 4986060.62,1393679.334 4986269.552));6295;VIA PIO VII;VIA PIO VII;BANCHINA ALBERATA;10;COMUNALE;1393637,625;4986161
POLYGON ((1393931.987 4989516.166,1393936.297 4989519.535,1393943.22 4989511.82,1393928.464 4989498.46,1393925.797 4989498.843,1393912.84 4989516.12,1393924.909 4989525.221,1393931.987 4989516.166));7292;VIA GESSI ROMOLO;VIA GESSI ROMOLO / CORSO ORBASSANO;PIAZZALE ALBERATO;2;COMUNALE;1393929,625;4989512
POLYGON ((1392812.388 4988234.514,1392827.11 4988226.543,1392823.992 4988220.782,1392809.238 4988228.713,1392812.388 4988234.514));9287;VIA GORIZIA;VIA GORIZIA;AIUOLA SPARTITRAFFICO;2;COMUNALE;1392818,1875;4988227,5
POLYGON ((1392946.261 4987859.445,1392844.065 4987946.763,1392843.316 4987947.141,1392842.076 4987947.257,1392841.521 4987947.126,1392840.465 4987946.466,1392843.781 4987952.901,1392844.84 4987953.654,1392845.563 4987953.862,1392846.86 4987953.786,1392847.634 4987953.448,1392852.257 4987949.598,1392951.072 4987864.913,1392946.261 4987859.445));8290;CORSO COSENZA;CORSO COSENZA / VIA SANREMO / VIA D'ARBOREA;BANCHINA ALBERATA;2;COMUNALE;1392896,6875;4987906,5
POLYGON ((1393315.442 4985835.935,1393410.122 4985804.391,1393475.398 4985782.938,1393482.531 4985780.829,1393484.408 4985780.162,1393485.507 4985779.633,1393487.141 4985778.456,1393487.797 4985777.747,1393488.258 4985776.914,1393488.506 4985776.214,1393488.679 4985775.396,1393488.931 4985774.299,1393490.549 4985762.988,1393489.583 4985762.88,1393492.109 4985743.665,1393493.295 4985743.798,1393495.013 4985731.192,1393507.939 4985642.466,1393508.424 4985638.706,1393510.063 4985623.235,1393530.629 4985478.169,1393533.823 4985455.062,1393535.079 4985447.225,1393538.032 4985426.303,1393539.315 4985418.45,1393539.888 4985418.505,1393540.733 4985418.435,1393541.694 4985418.179,1393542.448 4985417.79,1393543.262 4985417.154,1393544.073 4985416.076,1393561.044 4985373.6,1393563.041 4985359.541,1393561.055 4985359.295,1393565.178 4985329.818,1393565.924 4985329.922,1393566.225 4985327.825,1393565.471 4985327.72,1393573.501 4985270.304,1393573.507 4985268.89,1393573.314 4985267.49,1393572.926 4985266.13,1393572.35 4985264.839,1393571.598 4985263.642,1393570.52 4985262.399,1393569.679 4985260.804,1393569.019 4985259.127,1393568.549 4985257.386,1393568.275 4985255.604,1393568.193 4985253.71,1393568.326 4985251.922,1393568.658 4985250.159,1393569.183 4985248.445,1393569.896 4985246.8,1393570.787 4985245.244,1393571.846 4985243.797,1393573.059 4985242.477,1393574.412 4985241.3,1393575.578 4985240.427,1393576.571 4985239.343,1393577.364 4985238.117,1393577.983 4985236.794,1393578.415 4985235.399,1393582.618 4985205.136,1393581.055 4985204.868,1393581.826 4985199.252,1393583.387 4985199.448,1393585.197 4985186.504,1393587.01 4985186.809,1393616.3 4984977.46,1393613.483 4984952.333,1393612.842 4984948.228,1393612.134 4984945.212,1393611.234 4984942.248,1393610.143 4984939.348,1393601.095 4984916.85,1393594.4 4984900.568,1393592.447 4984897.519,1393590.896 4984895.55,1393589.194 4984893.712,1393587.35 4984892.015,1393585.376 4984890.47,1393583.286 4984889.088,1393581.093 4984887.876,1393578.809 4984886.843,1393576.276 4984885.933,1393573.65 4984885.241,1393571.156 4984884.79,1393568.634 4984884.537,1393566.1 4984884.484,1393563.57 4984884.631,1393545.449 4984887.482,1393546.18 4984892.76,1393546.255 4984894.582,1393501.731 4984902.728,1393436.59 4984914.406,1393433.272 4984914.945,1393035.583 4984986.62,1393027.018 4984988.095,1393026.445 4984985.525,1393026.147 4984984.615,1393025.408 4984983.374,1393024.888 4984982.859,1393024.253 4984982.444,1393023.502 4984982.18,1393022.359 4984982.129,1393021.227 4984982.302,1393005.084 4984985.419,1393003.864 4984985.828,1393003.314 4984986.2,1393002.809 4984986.729,1393002.241 4984987.634,1393001.827 4984989.016,1393001.853 4984990.421,1393002.247 4984992.889,1392994.004 4984993.872,1392868.057 4985016.579,1393028.09 4985548.54,1393021.93 4985550.399,1393023.855 4985557.029,1393114.72 4985531.13,1393375.927 4985454.753,1393437.837 4985658.354,1393439.017 4985666.559,1393420.945 4985711.086,1393428.406 4985736.251,1393331.441 4985810.562,1393307.192 4985818.768,1393312.24 4985833.844,1393312.498 4985834.411,1393312.871 4985834.915,1393313.34 4985835.331,1393313.885 4985835.641,1393314.794 4985835.877,1393315.442 4985835.935));6296;PARCO COLONNETTI;PARCO COLONNETTI;PARCO;10;COMUNALE;1393267,1875;4985360
POLYGON ((1393828.32 4989677.572,1394036.32 4989615.963,1394039.648 4989614.373,1394040.626 4989613.563,1394042.211 4989611.129,1394042.953 4989608.798,1394043.037 4989607.77,1394042.878 4989605.629,1394042.285 4989603.855,1394040.882 4989601.162,1394039.161 4989598.681,1394030.479 4989588.433,1394034.543 4989605.349,1394032.084 4989605.818,1393820.483 4989667.68,1393809.9 4989662.035,1393806.606 4989652.343,1393814.015 4989643.161,1393814.788 4989642.389,1393816.016 4989641.865,1393815.433 4989641.231,1393813.068 4989642.063,1393809.038 4989644.109,1393807.855 4989644.787,1393806.048 4989646.442,1393805.043 4989647.8,1393804.383 4989649.189,1393804.133 4989650.618,1393804.378 4989652.868,1393809.298 4989667.987,1393810.37 4989670.352,1393811.691 4989672.536,1393814.512 4989675.904,1393816.538 4989677.572,1393818.869 4989678.607,1393820.849 4989678.89,1393824.527 4989678.591,1393828.32 4989677.572));7293;CORSO ADRIATICO;CORSO ADRIATICO (LATO CORSO FERRARIS);GIARDINO;2;COMUNALE;1393956,75;4989633,5
POLYGON ((1393126.649 4987758.668,1392981.609 4987882.716,1392981.069 4987883.41,1392980.757 4987884.252,1392980.626 4987885.28,1392980.808 4987887.14,1392981.031 4987887.949,1392983.514 4987893.946,1392983.091 4987891.991,1392983.255 4987891.244,1392983.523 4987890.781,1392983.881 4987890.4,1393132.129 4987763.824,1393132.716 4987763.49,1393133.351 4987763.391,1393133.892 4987763.471,1393131.873 4987759.38,1393131.481 4987758.853,1393130.923 4987758.43,1393129.765 4987757.948,1393128.6 4987757.902,1393127.602 4987758.143,1393126.649 4987758.668));8291;CORSO COSENZA;CORSO COSENZA / C. AGNELLI / VIA D'ARBOREA;BANCHINA ALBERATA;2;COMUNALE;1393053,6875;4987826
POLYGON ((1393545.449 4984887.482,1393037.335 4984979.361,1393038.444 4984984.414,1393546.18 4984892.76,1393545.449 4984887.482));6297;STRADA CASTELLO DI MIRAFIORI;ST. CASTELLO DI MIRAFIORI / V. ARTOM / ST. CACCE;BANCHINA ALBERATA;10;COMUNALE;1393292,125;4984936
POLYGON ((1393751 4989663.501,1393751.239 4989668.657,1393751.824 4989671.355,1393758.381 4989691.53,1393759.318 4989693.648,1393760.277 4989695.087,1393762.094 4989697.063,1393766.441 4989700.283,1393768.057 4989701.084,1393770.522 4989701.85,1393773.036 4989702.026,1393779.098 4989701.043,1393787.402 4989698.556,1393789.667 4989697.631,1393793.143 4989695.621,1393795.052 4989693.953,1393796.278 4989692.532,1393797.797 4989690.155,1393798.944 4989687.525,1393799.578 4989685.27,1393799.883 4989680.984,1393799.435 4989678.481,1393793.401 4989657.547,1393792.539 4989655.668,1393789.738 4989652.027,1393787.942 4989650.303,1393784.727 4989648.131,1393780.509 4989646.502,1393779.049 4989646.231,1393775.242 4989646.207,1393758.562 4989651.103,1393755.707 4989653.556,1393753.002 4989657.06,1393751.884 4989659.487,1393751 4989663.501));7294;LARGO TIRRENO;LARGO TIRRENO;PIAZZALE ALBERATO;2;COMUNALE;1393775,5;4989673,75
POLYGON ((1393966.543 4988266.152,1393967.228 4988267.497,1393998.222 4988247.044,1393997.268 4988245.876,1393997.052 4988245.77,1393996.82 4988245.813,1393966.658 4988265.717,1393966.536 4988265.904,1393966.543 4988266.152));9288;PIAZZALE S. GABRIELE DI GORIZIA;PISTA CICLABILE;BANCHINA ALBERATA;2;COMUNALE;1393982,0625;4988256,5
POLYGON ((1391960.219 4987977.815,1391996.24 4988002.116,1391996.518 4988002.209,1391996.805 4988002.146,1391997.003 4988001.969,1392010.094 4987982.915,1392027.517 4987957.444,1392027.914 4987956.618,1392028.161 4987955.735,1392028.215 4987955.191,1392028.181 4987953.909,1392027.954 4987953.021,1392027.705 4987952.43,1391986.345 4987967.113,1391968.881 4987919.309,1391938.178 4987930.584,1391932.4 4987914.74,1391906.791 4987923.898,1391895.994 4987934.608,1391960.219 4987977.815));9289;CORSO ORBASSANO;CORSO ORBASSANO / VIA NALLINO;GIARDINO;2;COMUNALE;1391962,125;4987950,5
POLYGON ((1392986.101 4984988.628,1392868.046 4985009.892,1392736.605 4985035.555,1392674.874 4985049.215,1392676.348 4985053.712,1392737.944 4985040.506,1392868.902 4985014.642,1392987.11 4984993.408,1392986.101 4984988.628));6298;STRADA CASTELLO DI MIRAFIORI;STRADA CASTELLO DI MIRAFIORI (SEPOLCRETO);BANCHINA ALBERATA;10;COMUNALE;1392823,0625;4985021
POLYGON ((1393118.623 4987743.42,1393117.353 4987742.583,1393116.662 4987742.266,1393115.202 4987741.857,1393114.249 4987741.759,1393112.736 4987741.862,1393111.277 4987742.278,1393109.937 4987742.988,1393109.006 4987743.732,1392973.434 4987859.82,1392977.886 4987870.782,1392978.397 4987870.736,1392979.414 4987870.48,1392980.347 4987870.02,1392980.914 4987869.605,1393117.928 4987751.951,1393118.391 4987751.404,1393119.134 4987750.18,1393119.585 4987748.915,1393119.784 4987747.497,1393119.685 4987746.069,1393119.293 4987744.692,1393118.623 4987743.42));8292;CORSO COSENZA;CORSO COSENZA / C. AGNELLI / VIA D'ARBOREA;BANCHINA ALBERATA;2;COMUNALE;1393045,3125;4987806,5
POLYGON ((1393694.396 4989854.161,1393695.836 4989855.735,1393696.923 4989856.415,1393698.348 4989856.887,1393699.771 4989856.798,1393701.504 4989856.079,1393702.762 4989854.789,1393759.467 4989726.429,1393759.637 4989725.628,1393759.388 4989724.364,1393758.807 4989723.111,1393757.955 4989721.885,1393756.822 4989720.959,1393755.934 4989720.572,1393754.489 4989720.437,1393753.13 4989720.816,1393751.736 4989721.649,1393750.722 4989722.845,1393693.756 4989851.145,1393693.594 4989851.876,1393693.816 4989853.028,1393694.396 4989854.161));7295;CORSO RACCONIGI;CORSO RACCONIGI / LARGO TIRRENO / P.ZZA MARMOLADA;BANCHINA ALBERATA;2;COMUNALE;1393726,625;4989789
POLYGON ((1392655.01 4984954.57,1392663.772 4984994.091,1392664.48 4984997.738,1392672.701 4985036.388,1392672.92 4985037.42,1392705.763 4985028.182,1392803.647 4985002.183,1392825.88 4984997.753,1392829.139 4984997.206,1392855.26 4984993.85,1392854.614 4984989.396,1392846.284 4984932.231,1392842.287 4984903.246,1392826.679 4984906.965,1392811.501 4984911.072,1392790.327 4984917.084,1392743.603 4984930.055,1392685.906 4984946.366,1392683.166 4984934.691,1392665.316 4984939.466,1392668.426 4984951.301,1392655.01 4984954.57));6299;STRADA CASTELLO DI MIRAFIORI;STRADA CASTELLO DI MIRAFIORI (SEPOLCRETO);VERDE VARIO;10;COMUNALE;1392755,1875;4984970,5
POLYGON ((1393102.788 4987734.987,1393098.046 4987729.449,1392967.722 4987841.045,1392972.501 4987846.626,1393102.788 4987734.987));8293;CORSO COSENZA;CORSO COSENZA / C. AGNELLI / VIA D'ARBOREA;BANCHINA ALBERATA;2;COMUNALE;1393035,25;4987788
POLYGON ((1394065.161 4988485.687,1394065.643 4988486.085,1394066.69 4988486.509,1394067.866 4988486.366,1394068.781 4988485.704,1394069.272 4988484.687,1394069.373 4988484.062,1394069.283 4988483.596,1394052.312 4988450.035,1394048.136 4988452.147,1394065.161 4988485.687));7296;CORSO FERRARIS GALILEO;LATO OSPEDALE;BANCHINA ALBERATA;2;COMUNALE;1394058,75;4988468
POLYGON ((1395343.098 4992396.342,1395344.421 4992395.637,1395335.932 4992379.015,1395313.316 4992390.854,1395312.471 4992391.512,1395311.491 4992392.575,1395305.218 4992400.536,1395304.681 4992401.479,1395304.404 4992402.566,1395304.394 4992403.301,1395304.635 4992404.209,1395309.544 4992414.215,1395343.098 4992396.342));9290;PIAZZA STATUTO;PIAZZA STATUTO / CORSO BECCARIA;PIAZZALE ALBERATO;1;COMUNALE;1395325,4375;4992396,5
POLYGON ((1392655.01 4984954.57,1392650.267 4984955.829,1392638.339 4984958.333,1392635.21 4984939.82,1392616.296 4984943.643,1392609.721 4984947.537,1392607.13 4984951.649,1392612.864 4984966.957,1392619.783 4984996.166,1392620.673 4984998.797,1392632.015 4985043.832,1392631.392 4985044.031,1392632.001 4985044.826,1392632.841 4985045.375,1392633.931 4985045.604,1392655.935 4985040.228,1392663.972 4985038.397,1392667.945 4985037.399,1392672.701 4985036.388,1392664.48 4984997.738,1392663.772 4984994.091,1392655.01 4984954.57));6300;STRADA CASTELLO DI MIRAFIORI;STRADA CASTELLO DI MIRAFIORI (SEPOLCRETO);GIARDINO;10;COMUNALE;1392639,875;4985001
POLYGON ((1393251.492 4987649.647,1393196.053 4987696.91,1393195.53 4987697.543,1393195.518 4987698.363,1393195.936 4987698.951,1393196.715 4987699.208,1393197.552 4987698.861,1393252.478 4987651.816,1393254.235 4987650.29,1393254.495 4987649.546,1393254.212 4987648.811,1393254.05 4987648.659,1393253.299 4987648.421,1393252.572 4987648.726,1393251.492 4987649.647));8294;CORSO COSENZA;CORSO COSENZA / C. AGNELLI / VIA SARPI;BANCHINA ALBERATA;2;COMUNALE;1393224,9375;4987674
POLYGON ((1394049.099 4988494.098,1394005.475 4988408.017,1394005.297 4988407.735,1394004.414 4988406.993,1394003.287 4988406.746,1394002.175 4988407.051,1394001.317 4988407.861,1394000.948 4988408.954,1394001.129 4988410.093,1394023.2 4988453.692,1394029.509 4988457.506,1394043.78 4988485.32,1394042.472 4988491.66,1394044.893 4988496.181,1394045.859 4988497.057,1394046.98 4988497.283,1394048.017 4988496.991,1394048.856 4988496.214,1394049.234 4988495.135,1394049.099 4988494.098));7297;CORSO FERRARIS GALILEO;DAVANTI PISCINA;BANCHINA ALBERATA;2;COMUNALE;1394025,125;4988450,75
POLYGON ((1395300.631 4992305.955,1395302.055 4992305.198,1395304.171 4992299.634,1395296.467 4992285.139,1395253.774 4992307.388,1395257.89 4992315.995,1395262.626 4992319.071,1395274.433 4992319.558,1395300.631 4992305.955));9291;PIAZZA STATUTO;PIAZZA STATUTO / C.SO S. MARTINO;PIAZZALE ALBERATO;1;COMUNALE;1395283,3125;4992302,5
POLYGON ((1391289.878 4986195.007,1391287.816 4986195.736,1391324.835 4986302.043,1391327.53 4986301.298,1391289.878 4986195.007));9292;VIA FACCIOLI ARISTIDE;VIA FACCIOLI ARISTIDE FRONTE PISTA PATTINAGGIO;BANCHINA ALBERATA;10;COMUNALE;1391307,625;4986249
POLYGON ((1393165.127 4987711.646,1393250.124 4987638.436,1393250.537 4987637.615,1393250.558 4987637.379,1393250.388 4987636.658,1393246.635 4987628.592,1393246.092 4987628.045,1393245.689 4987627.937,1393244.93 4987628.149,1393158.499 4987702.614,1393158.067 4987703.375,1393158.039 4987703.67,1393158.323 4987704.498,1393162.448 4987712.283,1393163.193 4987712.729,1393164.011 4987712.607,1393165.127 4987711.646));8295;CORSO COSENZA;CORSO COSENZA / C. AGNELLI / VIA SARPI;BANCHINA ALBERATA;2;COMUNALE;1393204,5625;4987670,5
POLYGON ((1394040.351 4988436.807,1394045.421 4988446.795,1394048.693 4988442.879,1394010.443 4988367.241,1394010.319 4988367.041,1394009.454 4988366.271,1394008.314 4988365.858,1394007.205 4988366.258,1394006.417 4988366.904,1394005.932 4988367.955,1394005.988 4988369.112,1394040.351 4988436.807));7298;CORSO FERRARIS GALILEO;LATO OSPEDALE;BANCHINA ALBERATA;2;COMUNALE;1394027,25;4988405,75
POLYGON ((1396412.137 4994765.371,1396464.405 4994757.919,1396471.735 4994754.51,1396471.287 4994753.436,1396411.034 4994761.976,1396412.137 4994765.371));6301;VIA BREGLIO;VIA BREGLIO;BANCHINA ALBERATA;5;COMUNALE;1396441,5625;4994759,5
