WKT_GEOM;ID_STALLO;ELEM_RIL;NUM_STALLI;ORDINANZA;NOTE;VIA;NUM_CIVICO;DATA_RIL;COORD_X;COORD_Y
POINT (1392444.89812581 4988899.84889519);2411;Stalli disabili;1;ND;Nessuna;CORSO SIRACUSA;98;20151203000000;;
POINT (1392494.22301523 4988555.6300027);2412;Stalli disabili;1;ND;Nessuna;CORSO ORBASSANO;26;20151203000000;;
POINT (1392497.21257148 4989067.48149661);2414;Stalli disabili;1;ND;Nessuna;CORSO SIRACUSA;89;20151203000000;;
POINT (1391675.59223535 4992147.5218644);2415;Stalli disabili;1;2006;Nessuna;CORSO BRUNELLESCHI FILIPPO;2;20151203000000;;
POINT (1391642.46054989 4992039.46497031);2416;Stalli disabili;1;2009_02915;Nessuna;CORSO BRUNELLESCHI FILIPPO;18;20151203000000;;
POINT (1391547.52539064 4991869.40768102);2417;Stalli disabili;1;ND;Nessuna;VIA VANDALINO;9;20151203000000;;
POINT (1391008.40487825 4991730.85214394);2418;Stalli disabili;1;2008_02853;Nessuna;VIA CREA;11;20151204000000;;
POINT (1391008.40487825 4991730.85214394);2419;Stalli disabili;1;2008_02853;Nessuna;VIA CREA;11;20151204000000;;
POINT (1391392.59382143 4991582.88883161);2420;Stalli disabili;1;ND;Dalle 7 alle 19 escluso festivi;VIA CHAMBERY;33;20151205000000;;
POINT (1391904.4086679 4991513.44226491);2421;Stalli disabili;1;ND;Nessuna;VIA MONTE ORTIGARA;95;20151205000000;;
POINT (1394738.27528552 4989650.85012412);2023;Stalli disabili;1;ND;Nessuna;VIA CARLE GIUSEPPE E ANTONIO;7;20150518000000;;
POINT (1395155.97096656 4990145.73667545);2024;Stalli disabili;1;ND;Nessuna;VIA GIORDANA CARLO;2;20150518000000;;
POINT (1394502.70216733 4990366.8792038);2026;Stalli disabili;1;2006_03417;Nessuna;CORSO DUCA DEGLI ABRUZZI;50;20150520000000;;
POINT (1394460.41491249 4990288.4610023);2027;Stalli disabili;1;2015_83890;Nessuna;CORSO DUCA DEGLI ABRUZZI;56;20160120000000;;
POINT (1394320.94752153 4990023.55111893);2029;Stalli disabili;1;ND;Nessuna;CORSO DUCA DEGLI ABRUZZI;80;20150520000000;;
POINT (1394254.26473132 4989896.46236896);2030;Stalli disabili;1;ND;Nessuna;CORSO DUCA DEGLI ABRUZZI;92;20150520000000;;
POINT (1394151.57472008 4990154.89693939);2031;Stalli disabili;1;ND;Nessuna;CORSO MEDITERRANEO;98;20150520000000;;
POINT (1394167.95656898 4990193.48427151);2032;Stalli disabili;1;ND;Nessuna;CORSO MEDITERRANEO;100;20150520000000;;
POINT (1394184.69244344 4990259.89536739);2033;Stalli disabili;1;ND;Nessuna;CORSO MEDITERRANEO;106;20150520000000;;
POINT (1394242.67677255 4990379.94551165);2034;Stalli disabili;1;ND;Nessuna;CORSO MEDITERRANEO;122;20150520000000;;
POINT (1394248.02816524 4990387.39286398);2035;Stalli disabili;1;ND;Nessuna;CORSO MEDITERRANEO;124;20150520000000;;
POINT (1394295.47123305 4990478.15651873);2036;Stalli disabili;1;2002_03538;Nessuna;CORSO MEDITERRANEO;132;20150520000000;;
POINT (1394346.3092779 4990575.30923649);2037;Stalli disabili;1;ND;Nessuna;CORSO MEDITERRANEO;144;20150520000000;;
POINT (1394370.31750532 4990563.58305229);2038;Stalli disabili;1;ND;Nessuna;VIA MARCO POLO;43;20150520000000;;
POINT (1394525.47971738 4990557.48280012);2039;Stalli disabili;1;ND;Nessuna;CORSO EINAUDI LUIGI;51;20150520000000;;
POINT (1394375.96536401 4990279.3116378);2040;Stalli disabili;1;ND;Nessuna;VIA PIGAFETTA ANTONIO;31;20150520000000;;
POINT (1393877.63021266 4991894.18852636);2041;Stalli disabili;1;2015_80466;Angolo con Via Cesana;CORSO VITTORIO EMANUELE II;169;20150831000000;;
POINT (1396293.47659432 4992101.23980332);2042;Stalli disabili;1;2015_80491;Dopo stallo C_S;VIA MILANO;16;20150521000000;;
POINT (1394857.4131227 4991960.42274546);2043;Stalli disabili;1;ND;Nessuna;VIA BEAUMONT CLAUDIO;42;20150521000000;;
POINT (1394774.98428336 4991797.10400811);2044;Stalli disabili;1;ND;Nessuna;VIA BEAUMONT CLAUDIO;53;20150521000000;;
POINT (1394988.02359513 4992072.22543761);2045;Stalli disabili;1;ND;Nessuna;VIA DROVETTI BERNARDINO;25;20150521000000;;
POINT (1395092.41963183 4992301.38956931);2046;Stalli disabili;1;ND;Nessuna;VIA DROVETTI BERNARDINO;1;20150521000000;;
POINT (1395158.33425472 4992316.91700364);2047;Stalli disabili;1;ND;Nessuna;CORSO FRANCIA;1;20150521000000;;
POINT (1394658.03825217 4992132.71986924);2048;Stalli disabili;1;ND;Nessuna;VIA PALMIERI PIETRO;33;20150521000000;;
POINT (1394582.03842975 4991953.52849382);2049;Stalli disabili;1;ND;Nessuna;VIA PALMIERI PIETRO;48;20150521000000;;
POINT (1394429.35706819 4991884.78894448);2050;Stalli disabili;1;ND;Nessuna;VIA COLLEGNO GIACINTO;73;20150521000000;;
POINT (1394469.3277048 4991963.70904374);2051;Stalli disabili;1;ND;Nessuna;VIA COLLEGNO GIACINTO;61;20150521000000;;
POINT (1394529.819058 4992100.54989322);2052;Stalli disabili;1;ND;Nessuna;VIA COLLEGNO GIACINTO;34;20150521000000;;
POINT (1394556.60377775 4992231.15029986);2053;Stalli disabili;1;ND;Nessuna;VIA COLLEGNO GIACINTO;37;20150521000000;;
POINT (1394813.55820083 4992107.03247162);2054;Stalli disabili;1;ND;Nessuna;VIA GRASSI GIUSEPPE;15;20150521000000;;
POINT (1394865.98774681 4992101.47424345);2055;Stalli disabili;1;ND;Nessuna;VIA GROPELLO GIAMBATTISTA;20;20150521000000;;
POINT (1394909.50819948 4992352.86035448);2056;Stalli disabili;1;ND;Nessuna;VIA PRINCIPI D_ACAJA;11;20150521000000;;
POINT (1394918.36969763 4992445.64333045);2057;Stalli disabili;1;ND;Nessuna;VIA PRINCIPI D_ACAJA;7;20150521000000;;
POINT (1394962.51874988 4992540.67706674);2058;Stalli disabili;1;ND;Nessuna;VIA SACCARELLI GASPARE;2;20150521000000;;
POINT (1395001.76865658 4992609.71042935);2059;Stalli disabili;1;ND;Nessuna;VIA SACCARELLI GASPARE;8;20150521000000;;
POINT (1395026.69414916 4992653.15395622);2060;Stalli disabili;1;ND;Nessuna;VIA SACCARELLI GASPARE;12;20150521000000;;
POINT (1395080.78863741 4992781.44506837);2061;Stalli disabili;1;ND;Nessuna;VIA SACCARELLI GASPARE;19;20150521000000;;
POINT (1395128.0575343 4992861.12830067);2062;Stalli disabili;1;ND;Nessuna;VIA SACCARELLI GASPARE;26;20150521000000;;
POINT (1394019.88680721 4987722.88833073);2063;Stalli disabili;1;2009_01590;Nessuna;VIA TUNISI;18;20150525000000;;
POINT (1394165.00646626 4988009.88973927);2064;Stalli disabili;1;2014_04304;Nessuna;VIA TUNISI;99;20160114000000;;
POINT (1394555.00778162 4988787.9024933);2065;Stalli disabili;1;ND;Nessuna;VIA TUNISI;1;20150525000000;;
POINT (1394545.60099221 4988775.48189349);2066;Stalli disabili;1;ND;Nessuna;VIA TUNISI;3;20150525000000;;
POINT (1394536.6836104 4988765.16185217);2067;Stalli disabili;1;ND;Nessuna;VIA TUNISI;5;20150525000000;;
POINT (1395939.44885374 4994666.68313651);2069;Stalli disabili;1;2015_80489;ND;VIA COLAUTTI ARTURO;27;20150526000000;;
POINT (1396120.42892095 4989491.38514066);2071;Stalli disabili;1;1999;ND;VIA GIURIA PIETRO;14;20150527000000;;
POINT (1394523.1093392 4990476.33587044);2073;Stalli disabili;1;2000_00543;Nessuna;VIA MARCO POLO;31;20150603000000;;
POINT (1394380.914965 4990459.06021947);2074;Stalli disabili;1;ND;Nessuna;VIA GIOVANNI DA VERAZZANO;13;20150603000000;;
POINT (1394309.13900042 4990300.49600699);2076;Stalli disabili;1;ND;Nessuna;VIA VESPUCCI AMERIGO;71;20150603000000;;
POINT (1394478.05585822 4990801.85541165);2078;Stalli disabili;1;ND;Nessuna;CORSO CASTELFIDARDO;49;20150603000000;;
POINT (1394028.85526894 4989817.76430577);2080;Stalli disabili;1;ND;Nessuna;CORSO ROSSELLI CARLO E NELLO;102;20150603000000;;
POINT (1394287.10476992 4989704.78776601);2081;Stalli disabili;1;2000_02695;Nessuna;CORSO ROSSELLI CARLO E NELLO;81;20150603000000;;
POINT (1393818.43439956 4989953.78666179);2092;Stalli disabili;1;ND;Nessuna;CORSO LIONE;91;20150615000000;;
POINT (1393833.62438978 4989965.21907138);2093;Stalli disabili;1;ND;Nessuna;CORSO LIONE;89;20150615000000;;
POINT (1393919.05787938 4990017.05082372);2094;Stalli disabili;1;ND;Nessuna;CORSO LIONE;77;20150615000000;;
POINT (1393968.2861976 4990046.8573976);2095;Stalli disabili;1;ND;Nessuna;VIA MARTINI MAURI ENRICO;16;20150615000000;;
POINT (1394051.27138019 4990004.6586858);2096;Stalli disabili;1;ND;Nessuna;VIA MARTINI MAURI ENRICO;2;20150615000000;;
POINT (1394449.56190418 4989548.8196545);2097;Stalli disabili;1;ND;Nessuna;VIA CASSINI GIAN DOMENICO;98;20150615000000;;
POINT (1394473.26361196 4989594.44189807);2098;Stalli disabili;1;2010_04700;Nessuna;VIA CASSINI GIAN DOMENICO;94;20150615000000;;
POINT (1394367.99716766 4989599.89021157);2099;Stalli disabili;1;ND;Nessuna;VIA PIAZZI GIUSEPPE;57;20150615000000;;
POINT (1393890.8208732 4989680.19901339);2100;Stalli disabili;1;ND;Nessuna;CORSO ADRIATICO;20;20150615000000;;
POINT (1395469.96664833 4990259.35277769);2109;Stalli disabili;1;2015_80654;Nessuna;VIA VALEGGIO;10;20150626000000;;
POINT (1393682.05298081 4989526.07627037);2110;Stalli disabili;1;2015_81160;Nessuna;VIA TRIPOLI;15;20150729000000;;
POINT (1390988.00471805 4992102.43909364);2111;Stalli disabili;1;2015_80894;Nessuna;CORSO FRANCIA;333;20151204000000;;
POINT (1397454.05957071 4991301.00047771);2113;Stalli disabili;1;2014_04835;Nessuna;CORSO S_ MAURIZIO;67;20150626000000;;
POINT (1396306.74920277 4990057.38068475);2114;Stalli disabili;1;1995;ND;VIA LOMBROSO CESARE;16;20150701000000;;
POINT (1395989.85878599 4990268.19785167);2116;Stalli disabili;1;ND;ND;VIA SALUZZO;25;20150702000000;;
POINT (1393291.73307768 4991260.36689804);2117;Stalli disabili;1;2002_00753;Nessuna;CORSO PESCHIERA;195;20150703000000;;
POINT (1393336.91712994 4991214.03819877);2118;Stalli disabili;1;2002_00753;Nessuna;CORSO RACCONIGI;84;20150703000000;;
POINT (1392933.01059463 4991045.64470199);2119;Stalli disabili;1;2010_00596;Nessuna;VIA MONGINEVRO;94;20150703000000;;
POINT (1392770.90197956 4991224.17159511);2120;Stalli disabili;1;ND;Nessuna;CORSO TRAPANI;117;20150703000000;;
POINT (1392850.07456371 4991464.55141455);2121;Stalli disabili;1;2007_05381;Nessuna;CORSO TRAPANI;89;20150703000000;;
POINT (1392995.65463802 4991136.66484041);2122;Stalli disabili;1;ND;Nessuna;VIA ISSIGLIO;31;20150703000000;;
POINT (1392975.22455466 4991350.39196668);2123;Stalli disabili;1;ND;Nessuna;VIA ISONZO;14;20150703000000;;
POINT (1393213.26877004 4991120.97243361);2124;Stalli disabili;1;ND;Nessuna;VIA CUMIANA;23;20150703000000;;
POINT (1393250.04877579 4991256.3108443);2125;Stalli disabili;1;ND;Nessuna;VIA CUMIANA;2;20150703000000;;
POINT (1393324.3248167 4991090.81941912);2126;Stalli disabili;1;2002_00753;Nessuna;VIA ENVIE;1;20150703000000;;
POINT (1396335.248002 4990216.99579621);2128;Stalli disabili;1;ND;Nessuna;VIA PELLICO SILVIO;16;20150709000000;;
POINT (1395935.66042147 4990080.0856419);2130;Stalli disabili;1;ND;Nessuna;VIA SALUZZO;48;20150709000000;;
POINT (1395888.90507448 4989919.92471332);2131;Stalli disabili;1;1999;Nessuna;VIA SALUZZO;45;20150709000000;;
POINT (1395866.54963572 4989861.78611553);2132;Stalli disabili;1;2008_00880;Nessuna;VIA SALUZZO;58;20150709000000;;
POINT (1395865.11383181 4989841.25871019);2133;Stalli disabili;1;1999;ND;VIA SALUZZO;49;20150709000000;;
POINT (1395962.71715054 4990447.07982888);2134;Stalli disabili;1;2010;ND;VIA NIZZA;19;20150709000000;;
POINT (1396435.65378792 4990180.49095388);2135;Stalli disabili;1;ND;ND;VIA ORMEA;21;20150709000000;;
POINT (1393476.902738 4991039.92557511);2136;Stalli disabili;1;1999_03085;Nessuna;VIA MONGINEVRO;55;20150710000000;;
POINT (1393610.78849865 4991028.89947257);2137;Stalli disabili;1;ND;Nessuna;VIA POLLENZO;2;20150715000000;;
POINT (1393781.48397536 4990941.01816048);2138;Stalli disabili;1;2004_03742;Nessuna;VIA VILLARBASSE;27;20150715000000;;
POINT (1393868.92848211 4990925.21668465);2139;Stalli disabili;1;ND;Nessuna;CORSO PESCHIERA;151;20150904000000;;
POINT (1393569.5749049 4990746.42296867);2140;Stalli disabili;1;ND;Nessuna;VIA S_ BERNARDINO;8;20150715000000;;
POINT (1393490.38014896 4990845.3412643);2142;Stalli disabili;1;2009_02069;Nessuna;VIA MARTINIANA;14;20150715000000;;
POINT (1393632.51332973 4990555.40021443);2144;Stalli disabili;1;ND;Nessuna;VIA BRACCINI PAOLO;75;20150715000000;;
POINT (1394006.29977855 4990584.59118334);2145;Stalli disabili;1;ND;Nessuna;VIA SPALATO;14;20150715000000;;
POINT (1394002.71170981 4990591.94374781);2146;Stalli disabili;1;ND;Nessuna;VIA SPALATO;15;20150715000000;;
POINT (1396055.56598481 4989916.67338981);2147;Stalli disabili;1;2003_03180;ND;VIA PRINCIPE TOMMASO;38;20150721000000;;
POINT (1396006.20780262 4989755.65025532);2148;Stalli disabili;1;1999;ND;VIA PRINCIPE TOMMASO;52;20150721000000;;
POINT (1395710.55301197 4988978.62889044);2150;Stalli disabili;1;1999;ND;VIA GIOTTO;3;20150721000000;;
POINT (1393275.50067816 4985891.86098844);2151;Stalli disabili;1;ND;Nessuna;VIA VIGLIANI ONORATO;89;20150729000000;;
POINT (1389028.04274532 4988261.69927282);2152;Stalli disabili;1;ND;Nessuna;VIA GORINI PAOLO;26;20160112000000;;
POINT (1390806.97409178 4987532.02529275);2153;Stalli disabili;1;ND;Nessuna;STRADA DEL PORTONE;29;20150729000000;;
POINT (1392616.24408007 4988437.42536185);2154;Stalli disabili;1;ND;Nessuna;CORSO ORBASSANO;249;20150729000000;;
POINT (1392690.1279049 4988486.70119208);2155;Stalli disabili;1;ND;Nessuna;CORSO ORBASSANO;237;20150729000000;;
POINT (1393353.03037154 4988967.6268494);2156;Stalli disabili;1;ND;Nessuna;CORSO ORBASSANO;155;20150729000000;;
POINT (1393225.46754752 4988883.59847108);2157;Stalli disabili;1;ND;Nessuna;CORSO ORBASSANO;140;20150803000000;;
POINT (1396317.40812169 4992486.67297575);2159;Stalli disabili;1;2015_81021;Nessuna;VIA S_ GIUSEPPE BENEDETTO COTTOLENGO;6;20150907000000;;
POINT (1392043.07464152 4988150.10193158);2162;Stalli disabili;1;2001;Nessuna;PIAZZA OMERO;16;20150804000000;;
POINT (1392802.46230772 4988312.26693322);2163;Stalli disabili;1;1997;Nessuna;VIA S_ MARINO;107;20150804000000;;
POINT (1393099.17969433 4988162.99949718);2164;Stalli disabili;1;2007_03519;Nessuna;VIA S_ MARINO;69;20150804000000;;
POINT (1393360.46012294 4988015.69823116);2165;Stalli disabili;1;ND;Nessuna;VIA S_ MARINO;41;20150804000000;;
POINT (1391622.49275414 4986242.68130981);2167;Stalli disabili;1;2015_81644;Nessuna;VIA PRAMOLLO;8;20150804000000;;
POINT (1392744.81916879 4986636.38389106);2168;Stalli disabili;1;2014_04558;Nessuna;CORSO UNIONE SOVIETICA;385;20150804000000;;
POINT (1392739.95952829 4986623.93122602);2169;Stalli disabili;1;2014_04559;Nessuna;CORSO UNIONE SOVIETICA;385;20150804000000;;
POINT (1393149.77518032 4987159.7511999);2170;Stalli disabili;1;ND;Nessuna;CORSO UNIONE SOVIETICA;325;20150804000000;;
POINT (1393462.9713472 4987597.53207625);2171;Stalli disabili;1;ND;Nessuna;CORSO UNIONE SOVIETICA;256;20150804000000;;
POINT (1392494.73644552 4986315.4887412);2172;Stalli disabili;1;ND;Nessuna;CORSO UNIONE SOVIETICA;433;20150804000000;;
POINT (1398276.83733382 4993530.76613233);2173;Stalli disabili;1;ND;Nessuna;VIA BOLOGNA;153;20150805000000;;
POINT (1398260.68803298 4993521.31629696);2174;Stalli disabili;1;ND;Nessuna;VIA BOLOGNA;151;20150805000000;;
POINT (1393364.34891592 4990071.71424993);2177;Stalli disabili;1;ND;Nessuna;VIA LUSSIMPICCOLO;36;20150806000000;;
POINT (1393868.19393705 4990310.71341144);2178;Stalli disabili;1;ND;Nessuna;VIA SPALATO;65;20150806000000;;
POINT (1394202.52143248 4990424.30227338);2179;Stalli disabili;1;ND;Nessuna;CORSO LIONE;24;20150806000000;;
POINT (1394175.75053559 4990363.69903126);2180;Stalli disabili;1;ND;Nessuna;CORSO LIONE;32;20150806000000;;
POINT (1394170.22186404 4990355.1588491);2181;Stalli disabili;1;ND;Nessuna;CORSO LIONE;32;20150806000000;;
POINT (1394072.49322435 4990303.20300161);2182;Stalli disabili;1;ND;Nessuna;VIA BOBBIO;9;20150806000000;;
POINT (1394016.96615312 4990412.87105057);2183;Stalli disabili;1;2008_02055;Nessuna;VIA BERTA AUGUSTO;15;20150806000000;;
POINT (1394010.34109281 4990401.92813823);2184;Stalli disabili;1;ND;Nessuna;VIA BERTA AUGUSTO;15;20150806000000;;
POINT (1393985.34654421 4990322.03239652);2186;Stalli disabili;1;ND;Nessuna;VIA BOBBIO;2;20150806000000;;
POINT (1393975.60065746 4990334.82248032);2187;Stalli disabili;1;ND;Nessuna;VIA BOBBIO;2;20150806000000;;
POINT (1394070.0527757 4990216.25715917);2188;Stalli disabili;1;ND;Nessuna;CORSO LIONE;50;20150806000000;;
POINT (1394058.7361293 4990201.29078231);2189;Stalli disabili;1;ND;Nessuna;CORSO LIONE;52;20150806000000;;
POINT (1393824.37780011 4990303.12300611);2190;Stalli disabili;1;ND;Nessuna;VIA MILLIO FRANCESCO;26;20150806000000;;
POINT (1393784.62074735 4990316.01818064);2191;Stalli disabili;1;2009_02708;Nessuna;VIA MILLIO FRANCESCO;31;20150806000000;;
POINT (1398973.41157987 4994395.89134822);2192;Stalli disabili;1;ND;Nessuna;VIA BOTTICELLI SANDRO;180;20150806000000;;
POINT (1398009.48690261 4995053.77917685);2193;Stalli disabili;1;ND;Nessuna;VIA BOTTICELLI SANDRO;34;20150806000000;;
POINT (1394214.58061448 4992054.89399793);2195;Stalli disabili;1;ND;Nessuna;CORSO FERRUCCI FRANCESCO;14;20150825000000;;
POINT (1394106.93595841 4991868.98757009);2196;Stalli disabili;1;ND;Nessuna;PIAZZA ADRIANO;12;20150825000000;;
POINT (1393838.11308053 4991962.4714474);2197;Stalli disabili;1;2011_03550;Nessuna;CORSO VITTORIO EMANUELE II;174;20150825000000;;
POINT (1393764.33227426 4992000.59346638);2198;Stalli disabili;1;ND;Nessuna;CORSO VITTORIO EMANUELE II;182;20150825000000;;
POINT (1393962.3600653 4992264.89821297);2199;Stalli disabili;1;ND;Nessuna;CORSO FRANCIA;87;20150825000000;;
POINT (1393929.44017711 4993150.75323995);2202;Stalli disabili;1;ND;Nessuna;CORSO SVIZZERA;77;20150825000000;;
POINT (1393822.53808158 4992914.61775947);2203;Stalli disabili;1;ND;Nessuna;CORSO SVIZZERA;61;20150825000000;;
POINT (1393787.19933938 4992788.84845565);2204;Stalli disabili;1;ND;Nessuna;CORSO SVIZZERA;51;20150825000000;;
POINT (1393804.30343903 4992694.43691082);2208;Stalli disabili;1;ND;Nessuna;VIA BURONZO;16;20150825000000;;
POINT (1393778.65987122 4992630.80556108);2209;Stalli disabili;1;ND;Nessuna;VIA BIANZE;ND;20150825000000;;
POINT (1394137.20695833 4992438.26906326);2210;Stalli disabili;1;ND;Nessuna;VIA MONTANO MASSIMO;10;20150825000000;;
POINT (1394143.03589852 4992429.31698589);2211;Stalli disabili;1;ND;Nessuna;VIA MONTANO MASSIMO;11;20150825000000;;
POINT (1394170.4466719 4992533.6847613);2212;Stalli disabili;1;ND;Nessuna;VIA BIANZE;7;20150825000000;;
POINT (1393984.5149703 4992082.74967157);2213;Stalli disabili;1;ND;Nessuna;VIA CIALDINI ENRICO;20;20150825000000;;
POINT (1394107.10816235 4992126.40963395);2214;Stalli disabili;1;ND;Nessuna;VIA COAZZE;11;20150825000000;;
POINT (1394036.54239453 4992130.4594484);2215;Stalli disabili;1;ND;Nessuna;VIA COAZZE;18;20150825000000;;
POINT (1393976.68547454 4992256.76344646);2216;Stalli disabili;1;ND;Nessuna;VIA ALMESE;1;20150826000000;;
POINT (1394162.19225275 4992252.77863907);2217;Stalli disabili;1;ND;Nessuna;VIA BRUINO;4;20150826000000;;
POINT (1394113.90950933 4991887.9015845);2218;Stalli disabili;1;ND;Nessuna;VIA PAOLINI FEDERICO;6;20150826000000;;
POINT (1393523.01830833 4992597.21173641);2221;Stalli disabili;1;ND;Nessuna;VIA BRIONE;40;20150826000000;;
POINT (1393780.38135076 4992381.79240024);2222;Stalli disabili;1;ND;Nessuna;VIA PRAROSTINO;9;20150826000000;;
POINT (1398925.89190199 4993932.41678894);1854;Stalli disabili;1;2003_02127;ND;VIA ROSSETTI GABRIELE;4;20150428000000;;
POINT (1393333.71042437 4986869.77285726);1855;Stalli disabili;1;1992;ND;VIA GUALA PIETRO FRANCESCO;65;20150430000000;;
POINT (1396262.83326686 4989895.10188059);1857;Stalli disabili;1;ND;ND;VIA GIACOSA GIUSEPPE;25;20150504000000;;
POINT (1396355.18161601 4989845.78315303);1858;Stalli disabili;1;ND;ND;VIA GIACOSA GIUSEPPE;38;20150504000000;;
POINT (1396022.53196945 4990001.77130343);1859;Stalli disabili;1;ND;ND;VIA GIACOSA GIUSEPPE;12;20150504000000;;
POINT (1395524.07442854 4988977.50077988);1862;Stalli disabili;1;_853_00200;Nessuna;VIA PETITTI ILARIONE;16;20150504000000;;
POINT (1395512.61991772 4988881.30235793);1863;Stalli disabili;1;_852_00200;ND;VIA TIZIANO VECELLIO;20;20150504000000;;
POINT (1395512.61991772 4988881.30235793);1864;Stalli disabili;1;_852_00200;ND;VIA TIZIANO VECELLIO;20;20150504000000;;
POINT (1394868.93853365 4992334.00264978);1867;Stalli disabili;1;ND;Nessuna;CORSO FRANCIA;20;20150505000000;;
POINT (1394664.17302619 4992323.92201705);1868;Stalli disabili;1;ND;Nessuna;CORSO FRANCIA;34;20150505000000;;
POINT (1394612.0700302 4992322.01884705);1869;Stalli disabili;1;ND;Nessuna;CORSO FRANCIA;48;20150505000000;;
POINT (1394333.01174059 4992310.99370615);1870;Stalli disabili;1;ND;Nessuna;CORSO FRANCIA;68;20150505000000;;
POINT (1394334.53235063 4992285.28265921);1871;Stalli disabili;1;ND;Nessuna;CORSO FRANCIA;47;20150505000000;;
POINT (1394634.59764941 4992300.20752078);1872;Stalli disabili;1;ND;Nessuna;CORSO FRANCIA;25;20150505000000;;
POINT (1394675.50956938 4992302.17902788);1873;Stalli disabili;1;ND;Nessuna;CORSO FRANCIA;23;20150505000000;;
POINT (1394871.62733192 4992307.90947432);1874;Stalli disabili;1;ND;Nessuna;CORSO FRANCIA;15;20150505000000;;
POINT (1394690.19502533 4991511.58153457);1877;Stalli disabili;1;ND;Nessuna;CORSO VITTORIO EMANUELE II;120;20150505000000;;
POINT (1394415.57585141 4991828.32930916);1879;Stalli disabili;1;ND;Nessuna;VIA CAVALLI GIOVANNI CARLO;ND;20150505000000;;
POINT (1394487.65162635 4991791.0457756);1880;Stalli disabili;1;ND;Nessuna;VIA CAVALLI GIOVANNI CARLO;26;20150505000000;;
POINT (1394498.17334472 4991785.55651328);1881;Stalli disabili;1;ND;Nessuna;VIA CAVALLI GIOVANNI CARLO;26;20150505000000;;
POINT (1394520.53411542 4991804.23195189);1882;Stalli disabili;1;ND;Nessuna;VIA CAVALLI GIOVANNI CARLO;24;20150505000000;;
POINT (1394480.40625577 4991825.37044784);1883;Stalli disabili;1;82596;Nessuna;VIA CAVALLI GIOVANNI CARLO;26;20151116000000;;
POINT (1394310.67567215 4991913.45547197);1884;Stalli disabili;1;ND;Nessuna;VIA CAVALLI GIOVANNI CARLO;36;20150505000000;;
POINT (1394250.73818461 4991945.59525799);1885;Stalli disabili;1;ND;Nessuna;VIA CAVALLI GIOVANNI CARLO;44;20150505000000;;
POINT (1394255.93182349 4992081.67536791);1886;Stalli disabili;1;ND;Nessuna;CORSO FERRUCCI FRANCESCO;15;20150505000000;;
POINT (1394329.79440509 4992256.08344057);1888;Stalli disabili;1;ND;Nessuna;VIA DUCHESSA JOLANDA;29;20150505000000;;
POINT (1394483.48950796 4992174.85202393);1889;Stalli disabili;1;ND;Nessuna;VIA DUCHESSA JOLANDA;25;20150505000000;;
POINT (1394456.82746645 4992200.97681256);1890;Stalli disabili;1;ND;Nessuna;VIA DUCHESSA JOLANDA;38;20150505000000;;
POINT (1394611.34142869 4992107.28524984);1891;Stalli disabili;1;ND;Nessuna;VIA DUCHESSA JOLANDA;19;20150505000000;;
POINT (1394696.681634 4992077.39557715);1892;Stalli disabili;1;ND;Nessuna;VIA DUCHESSA JOLANDA;20;20150505000000;;
POINT (1394773.43223158 4992025.6346514);1893;Stalli disabili;1;ND;Nessuna;VIA DUCHESSA JOLANDA;15;20150505000000;;
POINT (1394597.21700076 4991763.73703299);1895;Stalli disabili;1;ND;Nessuna;VIA CAVALLI GIOVANNI CARLO;20;20150505000000;;
POINT (1394685.83119023 4991883.99041614);1896;Stalli disabili;1;ND;Nessuna;VIA PRINCIPI D_ACAJA;55;20150505000000;;
POINT (1394736.18326036 4992006.35528823);1897;Stalli disabili;1;ND;Nessuna;VIA PRINCIPI D_ACAJA;41;20150505000000;;
POINT (1395064.84124451 4992196.05216124);1898;Stalli disabili;1;ND;Nessuna;VIA SOMIS GIOVANNI;4;20150505000000;;
POINT (1394902.82294318 4991837.98600628);1899;Stalli disabili;1;ND;Nessuna;VIA SUSA;1;20150505000000;;
POINT (1394720.15705203 4991933.5962508);1900;Stalli disabili;1;ND;Nessuna;VIA SUSA;11;20150505000000;;
POINT (1394702.44171115 4991944.37587533);1901;Stalli disabili;1;ND;Nessuna;VIA SUSA;13;20150505000000;;
POINT (1394614.76380988 4991988.45253502);1902;Stalli disabili;1;ND;Nessuna;VIA SUSA;19;20150505000000;;
POINT (1394583.72452416 4992003.97378335);1903;Stalli disabili;1;ND;Nessuna;VIA SUSA;23;20150505000000;;
POINT (1394428.97546336 4992086.01633985);1904;Stalli disabili;1;ND;Nessuna;VIA SUSA;37;20150505000000;;
POINT (1394305.57765787 4992149.82267568);1905;Stalli disabili;1;ND;Nessuna;VIA SUSA;51;20150505000000;;
POINT (1394312.03649431 4992026.84089649);1906;Stalli disabili;1;ND;Nessuna;VIA AVIGLIANA;48;20150505000000;;
POINT (1394469.04153275 4991936.48152241);1907;Stalli disabili;1;ND;Nessuna;VIA AVIGLIANA;30;20150505000000;;
POINT (1394283.86611591 4992415.65345474);1908;Stalli disabili;1;ND;Nessuna;CORSO TASSONI ALESSANDRO;4;20150506000000;;
POINT (1394284.33618906 4992530.95150095);1909;Stalli disabili;1;ND;Nessuna;CORSO TASSONI ALESSANDRO;12;20150506000000;;
POINT (1394284.31576378 4992660.68702277);1910;Stalli disabili;1;ND;Nessuna;CORSO TASSONI ALESSANDRO;24;20150506000000;;
