WKT_GEOM;DESC_RIP;INSEGNA;INDIRIZZ;FRONTE;SEZCENS;ZONASTAT;NCIRCO;SEZ_ELET;CAP;COORD_X;COORD_Y
POINT (1394867.03 4992958.553);AGENZIE AFFARI;;VIA DOMENICO CAPELLINA 19;No;635;16;4;327;10144;1394867.03;4992958.553
POINT (1399218.24 4991815.901);AGENZIE VIAGGIO;STRUMENTI DI VIAGGIO;CORSO BRIANZA 29/A;No;999;22;7;0;10153;1399218.24;4991815.901
POINT (1392397.606 4993157.117);TRATTENIMENTI;ROYAL BAR;PIAZZA TOMMASO CAMPANELLA 25;No;2003;50;4;392;10146;1392397.606;4993157.117
POINT (1393620.061 4989365.208);AGENZIE AFFARI;GIUBILEO;VIA CAPRERA 29;No;2119;53;2;90;10136;1393620.061;4989365.208
POINT (1396102.099 4991105.244);AGENZIE VIAGGIO;;VIA BRUNO BUOZZI 4/A;No;129;04;1;0;10121;1396102.099;4991105.244
POINT (1392827.222 4986053.492);TRATTENIMENTI;COPARIO SHOW;STRADA DELLE CACCE 20;No;2777;90;2;895;10135;1392827.222;4986053.492
POINT (1395732.335 4989604.426);TRATTENIMENTI;BRITANNIA PUB;VIA EDOARDO CALVO 3/B;No;863;19;8;749;10126;1395732.335;4989604.426
POINT (1394633.615 4989989.237);AGENZIE AFFARI;;VIA SEBASTIANO CABOTO 24/D;No;1172;26;1;0;10129;1394633.615;4989989.237
POINT (1394774.058 4990175.852);AGENZIE AFFARI;ONORANZE FUNEBRI LA CATTOLICA;VIA GIAN DOMENICO CASSINI 22/I;No;1158;26;1;0;10129;1394774.058;4990175.852
POINT (1394407.969 4989823.769);TRATTENIMENTI;CAB 41;VIA GIUSEPPE E ANTONIO CARLE 41;No;1191;26;1;67;10129;1394407.969;4989823.769
POINT (1395206.972 4995349.982);AGENZIE AFFARI;;VIA GUGLIELMO CARDINALE MASSAIA 116;No;1873;45;5;453;10147;1395206.972;4995349.982
POINT (1393626.116 4992707.278);AGENZIE AFFARI;;VIA CARISIO 8;No;1280;29;4;365;10143;1393626.116;4992707.278
POINT (1396506.503 4991538.008);AGENZIE VIAGGIO;MALAN VIAGGI;PIAZZA CARIGNANO 2/A;No;87;03;1;9;10123;1396506.503;4991538.008
POINT (1397999.245 4991022.472);AGENZIE VIAGGIO;BOULEVARD VIAGGI;CORSO CASALE 44 bis;No;528;13;8;740;10131;1397999.245;4991022.472
POINT (1395357.595 4992032.697);AGENZIE AFFARI;;VIA ANTONIO GIUSEPPE BERTOLA 59;No;206;05;1;24;10122;1395357.595;4992032.697
POINT (1394147.754 4990879.526);AGENZIE AFFARI;;VIA PIER CARLO BOGGIO 56/C;No;1480;33;3;0;10138;1394147.754;4990879.526
POINT (1394176.356 4991451.005);AGENZIE VIAGGIO;VIAJES EMANUEL;CORSO FRANCESCO FERRUCCI 73/B;No;768;17bis;3;0;10138;1394176.356;4991451.005
POINT (1394166.06 4991374.976);AGENZIE AFFARI;CHECK SERVICE;CORSO FRANCESCO FERRUCCI 81;No;769;17bis;3;202;10138;1394166.06;4991374.976
POINT (1394162.274 4991295.596);AGENZIE VIAGGIO;FREE ACTION;CORSO FRANCESCO FERRUCCI 89;No;770;17bis;3;202;10138;1394162.274;4991295.596
POINT (1399452.532 4991486.481);AGENZIE AFFARI;;CORSO CASALE 182;No;2495;71;7;710;10132;1399452.532;4991486.481
POINT (1399092.539 4991403.854);AGENZIE VIAGGIO;IL CARTOGRAFO;CORSO CASALE 144;No;577;14;7;665;10132;1399092.539;4991403.854
POINT (1398861.233 4991350.585);AGENZIE AFFARI;;CORSO CASALE 120;No;575;14;7;664;10132;1398861.233;4991350.585
POINT (1400235.34 4992432.818);AGENZIE VIAGGIO;BLU CARGO;LARGO CASALE 305;No;2517;72;7;713;10132;1400235.34;4992432.818
POINT (1394820.535 4990226.788);AGENZIE AFFARI;;VIA GIAN DOMENICO CASSINI 7;No;1159;26;1;57;10129;1394820.535;4990226.788
POINT (1400495.272 4993402.592);AGENZIE AFFARI;;CORSO CASALE 428/F;No;3829;73;7;0;10132;1400495.272;4993402.592
POINT (1392538.109 4992951.864);AGENZIE VIAGGIO;;VIA CARLO CAPELLI 75/D;No;2015;50;4;0;10146;1392538.109;4992951.864
POINT (1393652.762 4989369.604);AGENZIE VIAGGIO;EUREKA '90;VIA CAPRERA 28;No;2113;53;2;90;10136;1393652.762;4989369.604
POINT (1401000.497 4995587.418);AGENZIE AFFARI;;STRADA DEL CASCINOTTO 139 int. 18;No;2564;79;6;624;10156;1401000.497;4995587.418
POINT (1400921.58854167 4995435.75416667);AGENZIE AFFARI;;STRADA DEL CASCINOTTO 128;No;2566;79;6;624;10156;1400921.58854167;4995435.75416667
POINT (1395994.797 4990853.979);AGENZIE VIAGGIO;;PIAZZA CARLO FELICE 80;No;148;04;1;16;10121;1395994.797;4990853.979
POINT (1398142.659 4991096.674);AGENZIE VIAGGIO;TRACCE DI VIAGGI;CORSO CASALE 52;No;530;13;8;740;10131;1398142.659;4991096.674
POINT (1396527.756 4991282.043);TRATTENIMENTI;ACHILLE CAFÉ;VIA CARLO ALBERTO 12/H;No;117;04;1;0;10123;1396527.756;4991282.043
POINT (1396636.753 4991494.706);AGENZIE AFFARI;L'AGGIUSTASOGNI SRL;VIA CARLO ALBERTO 6;No;80;03;1;9;10123;1396636.753;4991494.706
POINT (1399329.552 4991333.664);AGENZIE AFFARI;PANMEDIA PUBBLICITÀ;VIA GUIDO CAVALCANTI 5;No;2499;71;7;710;10132;1399329.552;4991333.664
POINT (1399329.552 4991333.664);AGENZIE AFFARI;;VIA GUIDO CAVALCANTI 5;No;2499;71;7;710;10132;1399329.552;4991333.664
POINT (1399605.535 4995182.29);AGENZIE AFFARI;;VIA CENTALLO 35;No;2568;79;6;630;10156;1399605.535;4995182.29
POINT (1397391.545 4994079.157);AGENZIE AFFARI;;VIA LUIGI SALVATORE CHERUBINI 12;No;1649;38;6;558;10154;1397391.545;4994079.157
POINT (1397310.06 4994097.715);AGENZIE VIAGGIO;MONDOQUADRO VIAGGI;VIA LUIGI SALVATORE CHERUBINI 3;No;1641;38;6;562;10154;1397310.06;4994097.715
POINT (1390770.79 4992058.137);AGENZIE AFFARI;;VIA PIETRO ABATE CHANOUX 12 int. 20;No;2385;63;3;315;10142;1390770.79;4992058.137
POINT (1396336.128 4991075.433);AGENZIE AFFARI;;VIA CAVOUR 7;No;125;04;1;15;10123;1396336.128;4991075.433
POINT (1392904.92 4986535.632);AGENZIE AFFARI;;VIA CERCENASCO 9/B;No;2738;61;8;0;10135;1392904.92;4986535.632
POINT (1396460.418 4995614.21);AGENZIE AFFARI;;VIA CERRIONE 14/C;No;1818;43;5;0;10148;1396460.418;4995614.21
POINT (1396626.008 4991559.232);TRATTENIMENTI;BARATTI & MILANO;PIAZZA CASTELLO 27;No;80;03;1;9;10123;1396626.008;4991559.232
POINT (1396623.616 4991560.56);AGENZIE VIAGGIO;ARTQUICK;PIAZZA CASTELLO 29;No;80;03;1;9;10123;1396623.616;4991560.56
POINT (1395378.636 4992021.747);TRATTENIMENTI;OSTERIA MEZZALUNA;VIA ANTONIO GIUSEPPE BERTOLA 57;No;206;05;1;24;10122;1395378.636;4992021.747
POINT (1395678.895 4991780.546);AGENZIE AFFARI;;VIA CERNAIA 18;No;3145;05;1;24;10122;1395678.895;4991780.546
POINT (1394235.58 4989931.638);TRATTENIMENTI;BAR SIMONICA;VIA GIUSEPPE E ANTONIO CARLE 46;No;1183;26;1;62;10129;1394235.58;4989931.638
POINT (1397772.647 4992507.432);AGENZIE AFFARI;;VIA CATANIA 57/A;No;1003;23;7;0;10153;1397772.647;4992507.432
POINT (1395784.43 4988626.257);AGENZIE AFFARI;;VIA BENVENUTO CELLINI 31;No;933;20;8;770;10126;1395784.43;4988626.257
POINT (1397388.96 4992218.87);AGENZIE VIAGGIO;W.T.O. TRAVEL;VIA CATANIA 17;No;1028;23;7;690;10153;1397388.96;4992218.87
POINT (1395772.683 4991436.544);AGENZIE AFFARI;;VIA CONFIENZA 15;No;285;08;1;36;10121;1395772.683;4991436.544
POINT (1396347.484 4991056.795);AGENZIE AFFARI;;VIA CAVOUR 10;No;133;04;1;15;10123;1396347.484;4991056.795
POINT (1393201.328 4987709.467);AGENZIE VIAGGIO;LM TOUR;CORSO COSENZA 30/C;No;2180;55;2;0;10134;1393201.328;4987709.467
POINT (1393838.736 4987387.482);AGENZIE AFFARI;;CORSO CORSICA 26/A;No;2218;56;8;0;10134;1393838.736;4987387.482
POINT (1393885.119 4987485.455);AGENZIE AFFARI;AQUILA AUTOSALONE;CORSO CORSICA 6;No;3456;56;8;789;10134;1393885.119;4987485.455
POINT (1397745.704 4990748.85);AGENZIE AFFARI;;VIA UMBERTO COSMO 6;No;535;13;8;736;10131;1397745.704;4990748.85
POINT (1400186.622 4991110.932);TRATTENIMENTI;RISTORANTE I CAVALIERI;CORSO CHIERI 48/A;No;2526;74;7;0;10132;1400186.622;4991110.932
POINT (1396147.837 4994589.989);AGENZIE VIAGGIO;CISALPINA VIAGGI;VIA CHIESA DELLA SALUTE 54;No;1790;42;5;423;10147;1396147.837;4994589.989
POINT (1396214.347 4994868.191);AGENZIE VIAGGIO;NEXTRAVEL;VIA CHIESA DELLA SALUTE 71/C;No;1837;43;5;0;10147;1396214.347;4994868.191
POINT (1398996.555 4992178.727);AGENZIE AFFARI;MOTO G.F.;LUNGO DORA PIETRO COLLETTA 129;No;1586;36;7;708;10153;1398996.555;4992178.727
POINT (1396814.931 4993097.991);AGENZIE AFFARI;ONORANZE FUNEBRI LUNA;VIA CHIVASSO 3/A;No;1081;24;7;0;10152;1396814.931;4993097.991
POINT (1395948.029 4992801.12);AGENZIE AFFARI;;VIA FRANCESCO CIGNA 12;No;488;12;7;656;10152;1395948.029;4992801.12
POINT (1390754.104 4993017.089);AGENZIE VIAGGIO;CARLON WAGONLIT TRAVEL;STRADA ANTICA DI COLLEGNO 253;No;2414;64;4;414;10146;1390754.104;4993017.089
POINT (1390754.104 4993017.089);AGENZIE VIAGGIO;CARLSON WAGONLIT TRAVEL C/O ALENIA SPAZIO;STRADA ANTICA DI COLLEGNO 253;No;2414;64;4;414;10146;1390754.104;4993017.089
POINT (1393159.81 4992692.513);AGENZIE VIAGGIO;DMJ VIAGGI E VACANZE;PIAZZA GIAMPIETRO CHIRONI 5;No;1346;30;4;375;10145;1393159.81;4992692.513
POINT (1394538.726 4992452.552);AGENZIE AFFARI;;VIA GIACINTO COLLEGNO 18;No;705;16;4;340;10143;1394538.726;4992452.552
POINT (1396100.864 4993071.317);AGENZIE AFFARI;;VIA FRANCESCO CIGNA 42/F;No;466;12;7;0;10152;1396100.864;4993071.317
POINT (1393585.441 4991710.078);AGENZIE AFFARI;;VIA FREJUS 37;No;1432;33;3;227;10139;1393585.441;4991710.078
POINT (1398061.50815364 4997506.24379534);TRATTENIMENTI;EL BARRIO;STRADA CUORGNE' 81;No;2544;77;6;620;10156;1398061.50815364;4997506.24379534
POINT (1396343.569 4988880.812);AGENZIE AFFARI;;CORSO DANTE 133/E;No;3230;20;8;0;10126;1396343.569;4988880.812
POINT (1393024.371 4991663.64);AGENZIE AFFARI;;VIA FREJUS 112;No;1396;32;3;224;10139;1393024.371;4991663.64
POINT (1394634.15 4990207.943);AGENZIE AFFARI;;CORSO ALCIDE DE GASPERI 20;No;1163;26;1;58;10129;1394634.15;4990207.943
POINT (1392670.028 4992874.864);AGENZIE AFFARI;;VIA CREVACUORE 23/A;No;2020;50;4;0;10146;1392670.028;4992874.864
POINT (1394421.74053122 4989969.64639684);AGENZIE VIAGGIO;CITYRAMA;CORSO ALCIDE DE GASPERI 42/E;No;1177;26;1;0;10129;1394421.74053122;4989969.64639684
POINT (1397331.55 4990053.432);AGENZIE VIAGGIO;INFINITY;PIAZZA CRIMEA 2;No;608;15;8;744;10133;1397331.55;4990053.432
POINT (1394434.311 4990578.05);AGENZIE AFFARI;OGP;VIA GIOVANNI DA VERAZZANO 2;No;1147;26;1;54;10129;1394434.311;4990578.05
POINT (1394435.788 4989985.459);AGENZIE AFFARI;;CORSO ALCIDE DE GASPERI 40;No;1177;26;1;63;10129;1394435.788;4989985.459
POINT (1394260.261 4989766.149);AGENZIE AFFARI;;CORSO ALCIDE DE GASPERI 71;No;1191;26;1;67;10129;1394260.261;4989766.149
POINT (1391437.821 4992372.377);AGENZIE AFFARI;;VIA PIETRO COSSA 18;No;3819;50;4;387;10146;1391437.821;4992372.377
POINT (1396860.158 4993707.917);AGENZIE AFFARI;;PIAZZA FRANCESCO CRISPI 52/E;No;1686;38;6;0;10155;1396860.158;4993707.917
POINT (1394145.849 4989995.394);AGENZIE AFFARI;OROLOGIANDO;VIA GIOVANNI DA VERAZZANO 61/B;No;1182;26;1;0;10129;1394145.849;4989995.394
POINT (1394158.435 4990019.679);AGENZIE AFFARI;INFORTUNISTICA ITALIANA;VIA GIOVANNI DA VERAZZANO 57/C;No;1182;26;1;0;10129;1394158.435;4990019.679
POINT (1392989.397 4992153.642);TRATTENIMENTI;LUCAS PUB;VIA CRISTALLIERA 11;No;1377;32;3;211;10139;1392989.397;4992153.642
POINT (1393401.737 4986344.466);AGENZIE AFFARI;;CORSO BENEDETTO CROCE 5/D;No;2370;61;8;0;10135;1393401.737;4986344.466
POINT (1393239.771 4990961.659);AGENZIE AFFARI;EVENTIME;VIA COSTIGLIOLE 8;No;1536;34;3;255;10141;1393239.771;4990961.659
POINT (1395439.079 4989147.267);AGENZIE VIAGGIO;LALLA VIAGGI;CORSO DANTE 45;No;897;20;8;756;10126;1395439.079;4989147.267
POINT (1396559.734 4991051.485);AGENZIE AFFARI;RED PUBBLICITA';VIA NINO COSTA 3;No;3123;03;1;12;10123;1396559.734;4991051.485
POINT (1395990.451 4989091.224);AGENZIE VIAGGIO;SPRINGER VIAGGI;CORSO MASSIMO D'AZEGLIO 76;No;894;20;8;760;10126;1395990.451;4989091.224
POINT (1396236.942 4992271.836);TRATTENIMENTI;RITUAL CAFE';PIAZZA EMANUELE FILIBERTO 5/B;No;3107;01;1;0;10122;1396236.942;4992271.836
POINT (1391444.894 4991698.271);AGENZIE AFFARI;;LARGO LUCA DELLA ROBBIA 25/B;No;2086;51;3;0;10141;1391444.894;4991698.271
POINT (1395050.143 4990575.785);AGENZIE AFFARI;;CORSO DUCA D'AOSTA 1;No;810;18;1;52;10129;1395050.143;4990575.785
POINT (1392580.8523259 4996321.25532472);AGENZIE VIAGGIO;JUVENTUS TRAVEL;VIA DRUENTO 175;No;2420;65;5;0;10151;1392580.8523259;4996321.25532472
POINT (1393130.439 4992880.895);AGENZIE AFFARI;;VIA NICOLA FABRIZI 95;No;1337;30;4;375;10145;1393130.439;4992880.895
POINT (1392710.57916667 4991399.09375);AGENZIE AFFARI;;VIA GIOVANNI FATTORI 3 scala C;No;2085;51;3;271;10141;1392710.57916667;4991399.09375
POINT (1394046.697 4991608.079);AGENZIE AFFARI;;VIA DANTE DI NANNI 8 bis/A;No;1436;33;3;0;10138;1394046.697;4991608.079
POINT (1394495.309 4990237.336);AGENZIE VIAGGIO;LM TOUR;CORSO DUCA DEGLI ABRUZZI 53/E;No;1163;26;1;0;10129;1394495.309;4990237.336
POINT (1394558.891 4990477.814);AGENZIE VIAGGIO;;CORSO DUCA DEGLI ABRUZZI 40;No;1149;26;1;54;10129;1394558.891;4990477.814
POINT (1390740.907 4985815.467);AGENZIE AFFARI;;STRADA DEL DROSSO 128 int. 16;No;3072;91;2;901;10135;1390740.907;4985815.467
POINT (1398609.296 4990805.037);AGENZIE AFFARI;;VIA LUISA DEL CARRETTO 74 scala C;No;570;13;8;738;10131;1398609.296;4990805.037
POINT (1392951.733 4992919.753);AGENZIE AFFARI;;VIA NICOLA FABRIZI 138;No;1323;30;4;373;10145;1392951.733;4992919.753
POINT (1396565.147 4993089.226);AGENZIE AFFARI;;CORSO EMILIA 13;No;1099;24;7;696;10152;1396565.147;4993089.226
POINT (1394857.418 4990363.048);AGENZIE VIAGGIO;VIVI DREAM;CORSO LUIGI EINAUDI 25;No;1151;26;1;56;10129;1394857.418;4990363.048
POINT (1393354.577 4992873.818);AGENZIE VIAGGIO;DIARIO DI BORDO;VIA NICOLA FABRIZI 90;No;1330;30;4;370;10145;1393354.577;4992873.818
POINT (1396313.636 4990937.611);TRATTENIMENTI;TROCADERO (NUOVO TROCADERO);VIA ANDREA DORIA 9;No;133;04;1;15;10123;1396313.636;4990937.611
POINT (1396407.711 4990922.379);AGENZIE AFFARI;;VIA ANDREA DORIA 13;No;107;03;1;12;10123;1396407.711;4990922.379
POINT (1393199.112 4992580.623);AGENZIE AFFARI;;VIA DOMODOSSOLA 27;No;1346;30;4;375;10145;1393199.112;4992580.623
POINT (1391495.986 4985431.721);AGENZIE VIAGGIO;;STRADA DEL DROSSO 20;No;2642;90;2;881;10135;1391495.986;4985431.721
POINT (1392267.0728265 4985478.18822253);TRATTENIMENTI;PAPPA E  PIZZA;VIA ARTURO FARINELLI 36 int. 9;No;3058;90;2;884;10135;1392267.0728265;4985478.18822253
POINT (1396203.923 4992288.687);AGENZIE AFFARI;;PIAZZA EMANUELE FILIBERTO 11/A;No;7;01;1;0;10122;1396203.923;4992288.687
POINT (1396357.011 4993200.487);AGENZIE AFFARI;;CORSO EMILIA 35;No;1098;24;7;696;10152;1396357.011;4993200.487
POINT (1396224.289 4993289.998);AGENZIE AFFARI;;CORSO EMILIA 40;No;1097;24;7;696;10152;1396224.289;4993289.998
POINT (1390424.249 4985771.523);AGENZIE AFFARI;;STRADA DEL DROSSO 165;No;2648;91;2;901;10135;1390424.249;4985771.523
POINT (1391557.372 4992144.595);AGENZIE AFFARI;ANTARES;VIA FIDIA 2/F;No;2057;51;3;0;10141;1391557.372;4992144.595
POINT (1394070.34 4986475.003);AGENZIE AFFARI;;VIA GIOVANNI FLECCHIA 4/C;No;3494;61;8;0;10127;1394070.34;4986475.003
POINT (1395772.639 4989326.986);AGENZIE VIAGGIO;CISALPINA VIAGGI;VIA FRANCESCO PETRARCA 11;No;877;19;8;750;10126;1395772.639;4989326.986
POINT (1393012.174 4988674.663);AGENZIE AFFARI;;VIA FILADELFIA 167/C;No;2162;55;2;0;10137;1393012.174;4988674.663
POINT (1395833.141 4992304.523);AGENZIE VIAGGIO;SPORTIME;VIA PIAVE 14;No;166;05;1;20;10122;1395833.141;4992304.523
POINT (1394311.294 4993798.422);AGENZIE AFFARI;;VIA PESSINETTO 27/A;No;1952;47;4;0;10149;1394311.294;4993798.422
POINT (1394107.92 4994064.221);AGENZIE AFFARI;;VIA PIANEZZA 59/F;No;1947;47;5;0;10149;1394107.92;4994064.221
POINT (1394164.114 4991283.811);AGENZIE AFFARI;;CORSO FRANCESCO FERRUCCI 89/D;No;770;17bis;3;0;10138;1394164.114;4991283.811
POINT (1394164.114 4991283.811);AGENZIE AFFARI;;CORSO FRANCESCO FERRUCCI 89/D;No;770;17bis;3;0;10138;1394164.114;4991283.811
POINT (1392228.288 4994754.631);AGENZIE AFFARI;;STRADA PIANEZZA 275;No;2425;65;5;511;10151;1392228.288;4994754.631
POINT (1394913.042 4992479.706);AGENZIE AFFARI;;VIA AMEDEO PEYRON 8/C;No;687;16;4;0;10143;1394913.042;4992479.706
POINT (1392127.891 4985834.361);AGENZIE AFFARI;ONORANZE FUNEBRI MIRAFIORI;VIA CESARE PAVESE 4/B;No;3832;90;2;0;10135;1392127.891;4985834.361
POINT (1396896.401 4994256.296);AGENZIE AFFARI;;VIA PIER LUIGI PALESTRINA 39;No;1713;39;6;574;10155;1396896.401;4994256.296
POINT (1392337.15 4991842.711);TRATTENIMENTI;EVOLUTION BAR;CORSO PESCHIERA 308;No;2080;51;3;282;10139;1392337.15;4991842.711
POINT (1393450.984 4991210.828);AGENZIE VIAGGIO;FREE LAST MINUTE;CORSO PESCHIERA 198;No;1468;33;3;234;10139;1393450.984;4991210.828
POINT (1396205.708 4993875.111);AGENZIE AFFARI;;VIA PARELLA 3/D;No;1722;39;6;0;10155;1396205.708;4993875.111
POINT (1394606.343 4986310.61);AGENZIE VIAGGIO;GENGIS KHAN VIAGGI;VIA PASSO BUOLE 9;No;2298;58;8;833;10127;1394606.343;4986310.61
POINT (1394519.909 4986337.337);AGENZIE VIAGGIO;GENGIS KHAN;VIA PASSO BUOLE 19;No;2297;58;8;834;10127;1394519.909;4986337.337
POINT (1393873.977 4990979.523);AGENZIE VIAGGIO;SUEMA VIAGGI;CORSO PESCHIERA 162 scala A;No;1478;33;3;240;10138;1393873.977;4990979.523
POINT (1393797.712 4991014.557);TRATTENIMENTI;UNIVERSO;CORSO PESCHIERA 166;No;1474;33;3;239;10138;1393797.712;4991014.557
POINT (1394112.645 4990836.004);AGENZIE VIAGGIO;I.I.P. - ITALIAN INCOMING PROJECT;CORSO PESCHIERA 132;No;1480;33;3;241;10138;1394112.645;4990836.004
POINT (1394061.887 4990864.718);AGENZIE VIAGGIO;INGITA INSIEME;CORSO PESCHIERA 138;No;1480;33;3;241;10138;1394061.887;4990864.718
POINT (1396494.864 4990141.573);AGENZIE AFFARI;;VIA SILVIO PELLICO 29;No;345;09;8;734;10125;1396494.864;4990141.573
POINT (1394651.05 4992130.909);AGENZIE VIAGGIO;MOTUS STYLE;VIA PIETRO PALMIERI 34;No;734;17;3;192;10138;1394651.05;4992130.909
POINT (1397400.559 4991098.257);AGENZIE VIAGGIO;XPLOREAMERICA;VIA MATTEO PESCATORE 9;No;222;06;1;27;10124;1397400.559;4991098.257
POINT (1398676.507 4997609.738);AGENZIE VIAGGIO;MINANTEA VIAGGI;VIA DEGLI OLMI 20;No;2764;77;6;619;10156;1398676.507;4997609.738
POINT (1397589.743 4993658.638);AGENZIE AFFARI;;VIA GIOVANNI PAISIELLO 2/D;No;1600;37;6;0;10154;1397589.743;4993658.638
POINT (1396004.001 4992080.758);AGENZIE VIAGGIO;VIAGGIARE ETLI;VIA DELLE ORFANE 5;No;28;01;1;7;10122;1396004.001;4992080.758
POINT (1395501.985 4995617.197);AGENZIE AFFARI;;VIA ORBETELLO 97/H;No;1813;43;5;0;10148;1395501.985;4995617.197
POINT (1395501.985 4995617.197);AGENZIE AFFARI;;VIA ORBETELLO 97/H;No;1813;43;5;0;10148;1395501.985;4995617.197
POINT (1397885.798 4993023.892);AGENZIE AFFARI;;VIA GIOVANNI PACINI 66;No;1582;36;6;535;10154;1397885.798;4993023.892
POINT (1391594.009 4992578.111);AGENZIE AFFARI;;VIA GIACINTO PACCHIOTTI 119;No;2871;50;4;386;10146;1391594.009;4992578.111
POINT (1397657.958 4992857.462);AGENZIE VIAGGIO;GOOGITALY;CORSO NOVARA 99;No;1584;36;6;535;10154;1397657.958;4992857.462
POINT (1397657.958 4992857.462);AGENZIE VIAGGIO;SUPERNOVA;CORSO NOVARA 99;No;1584;36;6;535;10154;1397657.958;4992857.462
POINT (1397657.958 4992857.462);AGENZIE VIAGGIO;LAS VEGAS VIAGGI;CORSO NOVARA 99;No;1584;36;6;535;10154;1397657.958;4992857.462
POINT (1391608.325 4987813.138);AGENZIE VIAGGIO;UVET AMERICAN EXPRESS CORPORATE TRAVEL;CORSO ORBASSANO 336;No;2380;62;2;176;10137;1391608.325;4987813.138
POINT (1391608.325 4987813.138);AGENZIE VIAGGIO;CARLSON WAGONLIT TRAVEL;CORSO ORBASSANO 336;No;2380;62;2;176;10137;1391608.325;4987813.138
POINT (1391338.023 4987837.479);AGENZIE AFFARI;;CORSO ORBASSANO 368 int. 23;No;2380;62;2;176;10137;1391338.023;4987837.479
POINT (1397210.68 4993678.881);AGENZIE AFFARI;;CORSO PALERMO 114;No;1693;38;6;552;10154;1397210.68;4993678.881
POINT (1395741.348 4988787.115);AGENZIE AFFARI;;VIA ORMEA 146;No;923;20;8;764;10126;1395741.348;4988787.115
POINT (1392289.108 4988199.316);TRATTENIMENTI;DELFINO BLU;CORSO ORBASSANO 277;No;3483;60;2;167;10137;1392289.108;4988199.316
POINT (1392204.422 4988142.316);AGENZIE AFFARI;;CORSO ORBASSANO 291/A;No;2336;60;2;0;10137;1392204.422;4988142.316
POINT (1391886.719 4987993.364);AGENZIE AFFARI;;CORSO ORBASSANO 292/B;No;2742;62;2;0;10137;1391886.719;4987993.364
POINT (1396947.774 4991265.682);AGENZIE AFFARI;;VIA FEDERICO OZANAM 7;No;84;03;1;10;10123;1396947.774;4991265.682
POINT (1392503.716 4988390.504);TRATTENIMENTI;;CORSO ORBASSANO 244;No;2333;59;2;145;10137;1392503.716;4988390.504
POINT (1396111.81 4989575.715);AGENZIE VIAGGIO;ERITROS;VIA ORMEA 67;No;862;19;8;753;10125;1396111.81;4989575.715
POINT (1392892.135 4988605.445);AGENZIE AFFARI;;CORSO ORBASSANO 213;No;2161;55;2;114;10137;1392892.135;4988605.445
POINT (1392892.135 4988605.445);AGENZIE VIAGGIO;BLUE BEST;CORSO ORBASSANO 213;No;2161;55;2;114;10137;1392892.135;4988605.445
POINT (1399521.041 4991963.261);AGENZIE VIAGGIO;WINE&PASSION;VIA OSLAVIA 42;No;2655;22;7;677;10153;1399521.041;4991963.261
POINT (1393634.079 4989231.856);AGENZIE AFFARI;;CORSO ORBASSANO 120/A;No;2120;53;2;0;10136;1393634.079;4989231.856
POINT (1393998.426 4989561.815);AGENZIE AFFARI;POWER BIKE;CORSO ORBASSANO 72/B;No;2106;53;2;0;10136;1393998.426;4989561.815
POINT (1394614.936 4985987.032);AGENZIE AFFARI;LA FIACCOLA;VIA NIZZA 374;No;2304;58;8;839;10127;1394614.936;4985987.032
POINT (1394172.028 4992884.181);AGENZIE VIAGGIO;ADMIRAL TOURS;VIA NETRO 2;No;1271;29;4;357;10143;1394172.028;4992884.181
POINT (1395854.464 4989197.275);AGENZIE AFFARI;;VIA VINCENZO MONTI 15;No;884;20;8;758;10126;1395854.464;4989197.275
POINT (1390676.65 4986156.021);AGENZIE AFFARI;;VIA CELESTE NEGARVILLE 14;No;2785;91;2;898;10135;1390676.65;4986156.021
POINT (1395900.642 4993582.426);AGENZIE AFFARI;;LUNGO DORA NAPOLI 90;No;1093;24;7;691;10152;1395900.642;4993582.426
POINT (1395008.492 4987350.671);AGENZIE VIAGGIO;MULTI LEVEL TRAVEL;VIA NIZZA 262;No;2271;57;8;814;10126;1395008.492;4987350.671
POINT (1391265.463 4992988.175);AGENZIE AFFARI;;VIA G.B. NICCOLINI 20;No;3532;64;4;412;10146;1391265.463;4992988.175
POINT (1392895.158 4986384.425);AGENZIE AFFARI;;VIA NICHELINO 16/B;No;2734;61;8;0;10135;1392895.158;4986384.425
POINT (1390484.512 4985976.834);TRATTENIMENTI;SALA POLIVALENTE CULTURALE;VIA CELESTE NEGARVILLE 30 int. 2;No;2786;91;2;902;10135;1390484.512;4985976.834
POINT (1395309.15 4988238.165);AGENZIE AFFARI;;VIA NIZZA 187/T;No;2228;57;8;0;10126;1395309.15;4988238.165
POINT (1396110.339 4993392.402);AGENZIE AFFARI;;LUNGO DORA NAPOLI 62/E;No;1096;24;7;0;10152;1396110.339;4993392.402
POINT (1394367.581 4992348.416);AGENZIE AFFARI;;VIA MORGHEN 3;No;710;16;4;341;10143;1394367.581;4992348.416
POINT (1397840.001 4991380.293);AGENZIE AFFARI;ATELIER N  8;VIA GIOVANNI FRANCESCO NAPIONE 31 scala A;No;427;11;7;636;10124;1397840.001;4991380.293
POINT (1396279.037 4989739.074);AGENZIE AFFARI;;VIA ODDINO MORGARI 31;No;844;19;8;752;10125;1396279.037;4989739.074
POINT (1397754.657 4990857.94);AGENZIE AFFARI;GRAN MADRE;VIA MONFERRATO 18/C;No;526;13;8;0;10131;1397754.657;4990857.94
