,accuracy,formatted_address,google_place_id,input_string,latitude,longitude,number_of_results,postcode,status,type
468,ROOFTOP,"Via Varallo, 33, 10153 Torino TO, Italy",ChIJR-vExI5yiEcRs-ibD5ItJLM,"V.VARALLO 33, TORINO, Italia",45.0712295,7.7136722,1,10153,OK,street_address
469,RANGE_INTERPOLATED,"Piazza Pietro Francesco Guala, 140, 10135 Torino TO, Italy",EjtQaWF6emEgUGlldHJvIEZyYW5jZXNjbyBHdWFsYSwgMTQwLCAxMDEzNSBUb3Jpbm8gVE8sIEl0YWxpYSIbEhkKFAoSCSO23tzhEohHEZq2Ec-zYCOvEIwB,"P.za GUALA 140, TORINO, Italia",45.0218316,7.6414943,1,10135,OK,street_address
470,ROOFTOP,"Corso Francia, 139, 10138 Torino TO, Italy",ChIJUecjN_psiEcRqjCBmtzAyGY,"C.SO FRANCIA 139, TORINO, Italia",45.0754119,7.6463684,1,10138,OK,street_address
471,ROOFTOP,"Via Moretta, 57, 10139 Torino TO, Italy",ChIJ50DVZONsiEcRLIft6S5khUs,"V.MORETTA, 57, TORINO, Italia",45.06978,7.648630000000001,1,10139,OK,street_address
472,ROOFTOP,"Via Carlo Pisacane, 71, 10127 Torino TO, Italy",ChIJ-UBzpfoSiEcRDDwQd0ioiUA,"V.PISACANE 71, TORINO, Italia",45.0145123,7.649449700000001,1,10127,OK,street_address
473,ROOFTOP,"Via Cambiano, 10, 10149 Torino TO, Italy",ChIJHxxm67ttiEcRUUqi0uzt6xc,"V.CAMBIANO 10, TORINO, Italia",45.0922598,7.675443,1,10149,OK,street_address
474,ROOFTOP,"Via Assisi, 45, 10149 Torino TO, Italy",ChIJC940krZtiEcR-h9BpyOXyQw,"V.ASSISI 45, TORINO, Italia",45.0954544,7.6675016,1,10149,OK,street_address
475,ROOFTOP,"Via Monte Cristallo, 9, 10141 Torino TO, Italy",ChIJ6ek2ZsBsiEcRM_Qw62GpGls,"V.Monte Cristallo 9, TORINO, Italia",45.06155,7.630370000000001,1,10141,OK,street_address
476,ROOFTOP,"Via Giuseppe Vernazza, 41, 10136 Torino TO, Italy",ChIJf9dTdtVsiEcR2fE710ozgPM,"V.VERNAZZA 41, TORINO, Italia",45.0457477,7.6463411,1,10136,OK,street_address
477,ROOFTOP,"Via Bruino, 14, 10138 Torino TO, Italy",ChIJV9gc9v1siEcRz6NDBt6abjY,"V.BRUINO 14, TORINO, Italia",45.075036,7.6550215,1,10138,OK,street_address
478,ROOFTOP,"Via Angelo Messedaglia, 7, 10149 Torino TO, Italy",ChIJPy2svkpsiEcR7Qa26lqAjFw,"V.MESSEDAGLIA 7, TORINO, Italia",45.0980506,7.6601353,1,10149,OK,street_address
479,ROOFTOP,"Via Reiss Romoli, 49, 10148 Torino TO, Italy",ChIJ-03E3-VtiEcRv-_SbpqHLhw,"V.REISS ROMOLI 49, TORINO, Italia",45.107434,7.691867199999999,1,10148,OK,street_address
480,ROOFTOP,"Via Michele Coppino, 147, 10147 Torino TO, Italy",ChIJDVLb7MhtiEcRWi2BOhzlg3U,"V.COPPINO 147, TORINO, Italia",45.1012969,7.671873,1,10147,OK,street_address
481,ROOFTOP,"Via Santa Maria Mazzarello, 102, 10142 Torino TO, Italy",ChIJwVagoLhsiEcRPxi5mv5IwOQ,"V.S.M.Mazzarello 102, TORINO, Italia",45.0578699,7.6281912,1,10142,OK,street_address
482,ROOFTOP,"Via Brissogne, 39, 10142 Torino TO, Italy",ChIJVVUlk6JsiEcRcrfzhpP-FPc,"V.BRISSOGNE 39, TORINO, Italia",45.0631554,7.616592300000001,1,10142,OK,street_address
483,ROOFTOP,"Via Giuseppe Maria Bonzanigo, 8, 10144 Torino TO, Italy",ChIJv7vOi6dtiEcRWw2W9fnK9DM,"V.BONZANIGO 8, TORINO, Italia",45.0797294,7.669224099999999,1,10144,OK,premise
484,ROOFTOP,"Corso Unione Sovietica, 312, 10135 Torino TO, Italy",ChIJEUq59dgSiEcRbmx6hsp6uhA,"C.O UNIONE SOVIETICA 312, TORINO, Italia",45.031872,7.6446682,1,10135,OK,street_address
485,ROOFTOP,"Via delle Primule, 36, 10151 Torino TO, Italy",ChIJSct37AxsiEcRzHOHM34T4NY,"VIA PRIMULE 36/C, TORINO, Italia",45.1026836,7.625600100000001,1,10151,OK,street_address
486,ROOFTOP,"Via S. Francesco da Paola, 23, 10123 Torino TO, Italy",ChIJp3LLHWZtiEcRj8_ARZwKPQ8,"V.S.F.da PAOLA 23, TORINO, Italia",45.06354049999999,7.686222,2,10123,OK,street_address
487,ROOFTOP,"Via della Consolata, 20, 10122 Torino TO, Italy",ChIJ_Qt1PHVtiEcRlYhkihEAtqo,"V.CONSOLATA 20, TORINO, Italia",45.0776254,7.6792962,2,10122,OK,street_address
488,ROOFTOP,"Corso Unione Sovietica, 170, 10134 Torino TO, Italy",ChIJNXCR7tISiEcRwUBZOTTPeag,"C.so U.SOVIETICA 170, TORINO, Italia",45.041349,7.655392999999999,1,10134,OK,street_address
489,ROOFTOP,"Via Baltimora, 64, 10137 Torino TO, Italy",ChIJNfN-vNRsiEcRmbwaor3rf20,"V.BALTIMORA 64, TORINO, Italia",45.04469,7.642259999999999,1,10137,OK,street_address
490,ROOFTOP,"Via Edoardo Rubino, 82, 10137 Torino TO, Italy",ChIJt_wi60kTiEcRbkyjQHg_U1I,"V.RUBINO 82, TORINO, Italia",45.03946699999999,7.6219512,1,10137,OK,street_address
491,ROOFTOP,"Via Cumiana, 2, 10141 Torino TO, Italy",ChIJGVMDcOZsiEcRXqatNB-KClA,"V.CUMIANA 2, TORINO, Italia",45.0665866,7.643653599999999,1,10141,OK,street_address
492,ROOFTOP,"Via Giovanni Servais, 135, 10146 Torino TO, Italy",ChIJpeskFX1siEcRvR70pUvm5lo,"V.SERVAIS 135, TORINO, Italia",45.0839071,7.622486500000001,1,10146,OK,street_address
493,ROOFTOP,"Via Rubiana, 8, 10139 Torino TO, Italy",ChIJTaE0nPFsiEcRd9a1l6FoUvI,"VIA RUBIANA,8, TORINO, Italia",45.0744994,7.6388995,1,10139,OK,street_address
494,GEOMETRIC_CENTER,"Via Gino Marinuzzi Musicista, 10156 Torino TO, Italy",ChIJPRhyOgJuiEcRwd8zg89qv3Y,"V.MARINUZZI 10, TORINO, Italia",45.1190304,7.707925500000001,1,10156,OK,route
495,RANGE_INTERPOLATED,"Via Rocco Scotellaro, 19, 10155 Torino TO, Italy",EjFWaWEgUm9jY28gU2NvdGVsbGFybywgMTksIDEwMTU1IFRvcmlubyBUTywgSXRhbGlhIhoSGAoUChIJeRMuDvptiEcR1p_qiL2JsMQQEw,"V.SCOTELLARO 19, TORINO, Italia",45.1061907,7.7019487,1,10155,OK,street_address
496,ROOFTOP,"Via Verbano, 6, 10153 Torino TO, Italy",ChIJn5Nr8l9yiEcRIUxAdxXP578,"V.VERBANO 6, TORINO, Italia",45.07622420000001,7.7233578,1,10153,OK,street_address
497,ROOFTOP,"Via degli Artisti, 4, 10124 Torino TO, Italy",ChIJ6Xs19XxtiEcRP_2AS98an-4,"V.ARTISTI 4, TORINO, Italia",45.0707276,7.6944075,1,10124,OK,street_address
498,ROOFTOP,"Via Piedicavallo, 5, 10145 Torino TO, Italy",ChIJ76DqxPBsiEcR6oc8o2iLOQA,"V.PIEDICAVALLO 5, TORINO, Italia",45.0757495,7.642177200000001,1,10145,OK,premise
499,ROOFTOP,"Via Vittorio Asinari di Bernezzo, 23, 10145 Torino TO, Italy",ChIJ0VK-SvRsiEcRymROgVmOAGI,"V.A.BERNEZZO 23, TORINO, Italia",45.0792282,7.638008999999999,1,10145,OK,street_address
500,ROOFTOP,"Via Valgioie, 10, 10146 Torino TO, Italy",ChIJ0c-bW_NsiEcRGl1gLW1SrYw,"V.VALGIOIE 10, TORINO, Italia",45.0767996,7.634240900000001,1,10146,OK,street_address
501,ROOFTOP,"Via Michele Lessona, 70, 10145 Torino TO, Italy",ChIJByct2lhsiEcRvU9TMmZgxnQ,"V.LESSONA 70, TORINO, Italia",45.083437,7.642020899999999,1,10145,OK,street_address
502,ROOFTOP,"Via Giuseppe Romita, 19, 10137 Torino TO, Italy",ChIJ3z9zccpsiEcRV-lDHkG0lwM,"V.ROMITA 19, TORINO, Italia",45.0480534,7.626065400000001,1,10137,OK,premise
503,ROOFTOP,"Via dell'Asilo, 3, 10133 Torino TO, Italy",ChIJQQM_eqcSiEcRuqW6M21LPPg,"V.ASILO 3, TORINO, Italia",45.02872,7.68664,1,10133,OK,street_address
504,ROOFTOP,"Via Nizza, 22f, 10125 Torino TO, Italy",ChIJCX0bOUFtiEcRaITySFO4WZ4,"V.NIZZA 22/F, TORINO, Italia",45.0563622,7.676374399999999,1,10125,OK,street_address
505,ROOFTOP,"Str. dei Ronchi, 27, 10133 Torino TO, Italy",ChIJ7SDxpFkNiEcRiz1A0JSxtBs,"Str.RONCHI 27, TORINO, Italia",45.02924,7.691090000000001,1,10133,OK,street_address
506,ROOFTOP,"Via Val Lagarina, 23, 10142 Torino TO, Italy",ChIJDcY2EZ1siEcR76cJasy_IfY,"V.VAL LAGARINA 23, TORINO, Italia",45.0724867,7.6116759,1,10142,OK,street_address
507,ROOFTOP,"Str. Bertolla, 74, 10156 Torino TO, Italy",ChIJHw0bezFyiEcR8e9VsJBerFk,"Str.BERTOLLA 74, TORINO, Italia",45.09977,7.74508,1,10156,OK,street_address
508,ROOFTOP,"Via Isler Ignazio, 15, 10135 Torino TO, Italy",ChIJzTxX4BwTiEcRIcL0FIoSxmk,"V.ISLER 15, TORINO, Italia",45.01730999999999,7.63666,1,10135,OK,street_address
509,ROOFTOP,"Via Giorgio Bidone, 33, 10125 Torino TO, Italy",ChIJf6imFkVtiEcRV6phpa4KiJg,"VIA BIDONE 33, TORINO, Italia",45.0521526,7.680714099999999,1,10125,OK,street_address
510,ROOFTOP,"Via Sant'Anselmo, 7, 10125 Torino TO, Italy",ChIJBTYxK2htiEcRNmkQwO_w6aY,"V.S.ANSELMO 7, TORINO, Italia",45.0601146,7.681794099999999,1,10125,OK,street_address
511,ROOFTOP,"Piazzeta Luciano Jona, 6, 10135 Torino TO, Italy",ChIJh4lctG0TiEcRzf-4NU1yu4c,"Piazzetta  JONA 6, TORINO, Italia",45.0197069,7.614037,1,10135,OK,street_address
512,ROOFTOP,"Via Tollegno, 21, 10154 Torino TO, Italy",ChIJbSGaS4ZtiEcRHFHeojatoPQ,"V.TOLLEGNO 21, TORINO, Italia",45.0852611,7.698906299999999,1,10154,OK,street_address
513,ROOFTOP,"Via Graziadio Ascoli, 38, 10144 Torino TO, Italy",ChIJ4QRbbK9tiEcRoTGQ6xUz-oc,"V.ASCOLI 38, TORINO, Italia",45.0858932,7.6679975,1,10144,OK,street_address
514,ROOFTOP,"Via Montemagno, 59, 10132 Torino TO, Italy",ChIJ_1rRf41yiEcR8IXQs-6GTuQ,"VIA MONTEMAGNO , 59, TORINO, Italia",45.0670313,7.7170481,1,10132,OK,street_address
515,ROOFTOP,"Corso Bramante, 72, 10126 Torino TO, Italy",ChIJwdZav0ptiEcRhuwlvz3iBg0,"Str.MONGRENO 72, TORINO, Italia",45.0426551,7.6702007,1,10126,OK,street_address
516,ROOFTOP,"Via Saluzzo, 27, 10125 Torino TO, Italy",ChIJWdcm00NtiEcRh3e19i2NN6g,"V.SALUZZO 27, TORINO, Italia",45.0577424,7.678642699999999,1,10125,OK,premise
517,GEOMETRIC_CENTER,"Via S. Tommaso, Torino TO, Italy",ChIJZcQJIXJtiEcRVTLJmE1ZY-I,"V.PR.TOMMASO 25, TORINO, Italia",45.0706235,7.6816276,2,,OK,route
518,RANGE_INTERPOLATED,"Via Rodolfo Bettazzi, 6, 10148 Torino TO, Italy",EjBWaWEgUm9kb2xmbyBCZXR0YXp6aSwgNiwgMTAxNDggVG9yaW5vIFRPLCBJdGFsaWEiGhIYChQKEglFQvTgwm2IRxEciCVVZaHOFBAG,"V.R.BETTAZZI 6, TORINO, Italia",45.105832,7.683307500000001,1,10148,OK,street_address
519,ROOFTOP,"Via Giorgio Bidone, 33, 10125 Torino TO, Italy",ChIJf6imFkVtiEcRV6phpa4KiJg,"V.BIDONE  33, TORINO, Italia",45.0521526,7.680714099999999,1,10125,OK,street_address
520,ROOFTOP,"Viale Giacomo Curreno, 21, 10133 Torino TO, Italy",ChIJOZlYUqdyiEcRtzRSMi0BGYk,"V.G.CURRENO 21, TORINO, Italia",45.0541454,7.6947132,1,10133,OK,street_address
521,ROOFTOP,"Via Lodovica, 2, 10131 Torino TO, Italy",ChIJXcUiApxyiEcRuzjJg8IF_3A,"V.LODOVICA 2, TORINO, Italia",45.0632314,7.7016606,1,10131,OK,street_address
522,ROOFTOP,"Via Andrea Sansovino, 111, 10151 Torino TO, Italy",ChIJH26wWD5siEcRXTM6xCv2NSI,"V.SANSOVINO 111, TORINO, Italia",45.1032902,7.6429124,1,10151,OK,street_address
523,ROOFTOP,"Via Forno Canavese, 5, 10136 Torino TO, Italy",ChIJZSgtictsiEcRMo4BRf4PZpI,"V.Forno Canavese 5, TORINO, Italia",45.04768,7.63069,1,10136,OK,street_address
524,ROOFTOP,"Via S. Donato, 31, 10144 Torino TO, Italy",ChIJBQvfKqhtiEcRLG_N1pUIY4M,"V.S.DONATO 31, TORINO, Italia",45.0799537,7.6649722,1,10144,OK,street_address
525,RANGE_INTERPOLATED,"Via Giovanni Boccaccio, 59, 10132 Torino TO, Italy",EjNWaWEgR2lvdmFubmkgQm9jY2FjY2lvLCA1OSwgMTAxMzIgVG9yaW5vIFRPLCBJdGFsaWEiGhIYChQKEgmxqxTI83KIRxEVRX5EY2F3qRA7,"VIA BOCCACCIO,59, TORINO, Italia",45.0695285,7.725077799999999,1,10132,OK,street_address
526,ROOFTOP,"Corso Duca degli Abruzzi, 50, 10129 Torino TO, Italy",ChIJtd-jBCNtiEcRrX9Q2wtYxvk,"C.so D.ABRUZZI 50, TORINO, Italia",45.0586542,7.6596595,1,10129,OK,street_address
527,RANGE_INTERPOLATED,"Corso Benedetto Croce, 21, 10135 Torino TO, Italy",EjJDb3JzbyBCZW5lZGV0dG8gQ3JvY2UsIDIxLCAxMDEzNSBUb3Jpbm8gVE8sIEl0YWxpYSIaEhgKFAoSCePj6OHjEohHEbgqZla1DNnSEBU,"C.so CROCE 21, TORINO, Italia",45.0202534,7.6448737,1,10135,OK,street_address
528,ROOFTOP,"Via Sforzesca, 10, 10131 Torino TO, Italy",ChIJIbBpP6ByiEcRXEStDXza1R8,"V.SFORZESCA 10, TORINO, Italia",45.0577796,7.696733800000001,1,10131,OK,street_address
529,ROOFTOP,"Via Giovanni Fattori, 113, 10141 Torino TO, Italy",ChIJAaZNJJJsiEcRivcFkWaCdT8,"V.FATTORI,  113, TORINO, Italia",45.0714026,7.6267158,1,10141,OK,street_address
530,RANGE_INTERPOLATED,"Via Fontanella, 9, 10147 Torino TO, Italy",EipWaWEgRm9udGFuZWxsYSwgOSwgMTAxNDcgVG9yaW5vIFRPLCBJdGFsaWEiGhIYChQKEgllPhICv22IRxFDoZSRYn9TQRAJ,"VIA FONTANELLA 9/11, TORINO, Italia",45.0954005,7.680098399999999,1,10147,OK,street_address
531,ROOFTOP,"Via Giuseppe Giusti, 6, 10121 Torino TO, Italy",ChIJd0yaIRBtiEcR9TNBTw_i_J4,"VIA GIUSTI 6, TORINO, Italia",45.0701018,7.666435499999999,1,10121,OK,premise
532,ROOFTOP,"Corso Unione Sovietica, 312, 10135 Torino TO, Italy",ChIJEUq59dgSiEcRbmx6hsp6uhA,"CORSO UNIONE SOVIETICA, 312, TORINO, Italia",45.031872,7.6446682,1,10135,OK,street_address
533,ROOFTOP,"Via Grazia Deledda, 9, 10153 Torino TO, Italy",ChIJ2979vIpyiEcRyHKfurB9Lz4,"V.DELEDDA 9, TORINO, Italia",45.07531789999999,7.7209441,1,10153,OK,premise
534,ROOFTOP,"Via Giovanni Servais, 62, 10146 Torino TO, Italy",ChIJU1V7pWFsiEcR781XQjHnOzQ,"V.SERVAIS 62, TORINO, Italia",45.0839396,7.631672399999999,1,10146,OK,street_address
535,ROOFTOP,"Via Valentino Carrera, 23, 10146 Torino TO, Italy",ChIJ_3NyJPVsiEcRQWWh7kkQnw4,"V.CARRERA 23, TORINO, Italia",45.0798699,7.6350926,1,10146,OK,street_address
536,ROOFTOP,"Via Pasquale Paoli, 75, 10134 Torino TO, Italy",ChIJB0OFcdoSiEcR5lB6Yk8o-Yo,"V.PAOLI 75, TORINO, Italia",45.0332958,7.651767,1,10134,OK,street_address
537,ROOFTOP,"Via Domenico Guidobono, 2, 10137 Torino TO, Italy",ChIJ9eux2UgTiEcRHdcyjUZOH_0,"V.GUIDOBONO 2, TORINO, Italia",45.0381925,7.6181788,1,10137,OK,street_address
538,ROOFTOP,"Corso Giacomo Matteotti, 48, 10121 Torino TO, Italy",ChIJCVHTEBBtiEcRPPxH-EBRsXc,"C.SO MATTEOTTI 48, TORINO, Italia",45.069846,7.665603900000001,1,10121,OK,street_address
539,ROOFTOP,"Via dei Pioppi, 15, 10156 Torino TO, Italy",ChIJoS5ASBxuiEcRhdSMrFcS_Oc,"V.PIOPPI 15, TORINO, Italia",45.1270599,7.7106917,1,10156,OK,street_address
540,ROOFTOP,"Via Vincenzo Steffenone, 25, 10134 Torino TO, Italy",ChIJ1RjkNzNtiEcRWlNyUGbH3Wk,"VIA STEFFENONE 25/29, TORINO, Italia",45.0430138,7.6618088,1,10134,OK,street_address
541,APPROXIMATE,"Turin, Metropolitan City of Turin, Italy",ChIJJb4YZBJtiEcRv3ec1gP4A4k,"C.so U.SOVIET.223, TORINO, Italia",45.070312,7.686856499999999,1,,OK,"locality,political"
542,RANGE_INTERPOLATED,"Via Germonio, 35, 10095 Torino TO, Italy",EilWaWEgR2VybW9uaW8sIDM1LCAxMDA5NSBUb3Jpbm8gVE8sIEl0YWxpYSIaEhgKFAoSCWEbMAKfbIhHEZCbvPOTOnGtECM,"V.GERMONIO 35, TORINO, Italia",45.0674538,7.611256799999999,1,10095,OK,street_address
543,APPROXIMATE,"Turin, Metropolitan City of Turin, Italy",ChIJJb4YZBJtiEcRv3ec1gP4A4k,"V.VITT.BOLOGNA 10, TORINO, Italia",45.070312,7.686856499999999,1,,OK,"locality,political"
544,ROOFTOP,"Str. Castello di Mirafiori, 46, 10135 Torino TO, Italy",ChIJD6Cz3gUTiEcR2i0FG4Akvow,"Str. MIRAFIORI 46, TORINO, Italia",45.0121,7.6288,1,10135,OK,street_address
545,ROOFTOP,"32, Via Barletta, 109, 10136 Torino TO, Italy",ChIJNeI0Dc5siEcRR9ESS8VTuyI,"V.BARLETTA 109, TORINO, Italia",45.0492871,7.635713699999999,1,10136,OK,street_address
546,ROOFTOP,"Via Massena, 36, 10128 Torino TO, Italy",ChIJYd_w5j9tiEcRDXl-PBdoZ_k,"V.MASSENA 36, TORINO, Italia",45.0605335,7.6724331,1,10128,OK,street_address
547,ROOFTOP,"Piazza Maria Ausiliatrice, 27, 10152 Torino TO, Italy",ChIJvfz-kaBtiEcRNRa6pcg86uQ,"P.ZA M.AUSILIATRICE 27, TORINO, Italia",45.0802609,7.675251599999999,1,10152,OK,street_address
548,ROOFTOP,"Via Cumiana, 2, 10141 Torino TO, Italy",ChIJGVMDcOZsiEcRXqatNB-KClA,"VIA CUMIANA 2, TORINO, Italia",45.0665866,7.643653599999999,1,10141,OK,street_address
549,ROOFTOP,"Via Giorgio Bidone, 33, 10125 Torino TO, Italy",ChIJf6imFkVtiEcRV6phpa4KiJg,"VIA  BIDONE 33, TORINO, Italia",45.0521526,7.680714099999999,1,10125,OK,street_address
550,ROOFTOP,"Corso Siracusa, 10, 10136 Torino TO, Italy",ChIJ__-vksVsiEcRK_p5wai4oFo,"CORSO SIRACUSA, 10, TORINO, Italia",45.0547467,7.633800099999999,1,10136,OK,street_address
551,ROOFTOP,"Via Cumiana, 14, 10141 Torino TO, Italy",ChIJF5GraeZsiEcR8ysAljdMQG4,"VIA CUMIANA 14, TORINO, Italia",45.0661666,7.643379299999999,1,10141,OK,street_address
552,ROOFTOP,"Via Rosolino Pilo, 24, 10143 Torino TO, Italy",ChIJ7YG5DflsiEcR9AoUe7-Na9k,"VIA ROSALINO PILO, 24, TORINO, Italia",45.0780726,7.648128799999999,1,10143,OK,street_address
553,ROOFTOP,"Viale Enrico Thovez, 37, 10131 Torino TO, Italy",ChIJ93EYh6NyiEcRol9bOnpHge0,"V.LE THOVEZ 37, TORINO, Italia",45.0543984,7.702055000000001,1,10131,OK,street_address
554,ROOFTOP,"Via Giovanni Paisiello, 44, 10154 Torino TO, Italy",ChIJqxuQeIltiEcR1hCQH1Y60yU,"V.PAISIELLO 44, TORINO, Italia",45.0909898,7.701198799999999,1,10154,OK,street_address
555,ROOFTOP,"Via Maria Ausiliatrice, 32, 10152 Torino TO, Italy",ChIJ3Zvo9qBtiEcR7CJ6I7Lz8eo,"V.M.AUSILIATRICE 32, TORINO, Italia",45.0810715,7.6759955,1,10152,OK,street_address
556,ROOFTOP,"Piazza Maria Ausiliatrice, 27, 10152 Torino TO, Italy",ChIJvfz-kaBtiEcRNRa6pcg86uQ,"P.ZA M.AUSILIATRICE 27, TORINO, Italia",45.0802609,7.675251599999999,1,10152,OK,street_address
557,ROOFTOP,"Via le Chiuse, 40, 10144 Torino TO, Italy",ChIJgzNOewdtiEcRKWFBdBP48Vg,"V.LE CHIUSE 40, TORINO, Italia",45.0795624,7.664022900000001,1,10144,OK,street_address
558,ROOFTOP,"Via Rosolino Pilo, 24, 10143 Torino TO, Italy",ChIJ7YG5DflsiEcR9AoUe7-Na9k,"V.ROSALINO PILO 24, TORINO, Italia",45.0780726,7.648128799999999,1,10143,OK,street_address
559,ROOFTOP,"Via Caprera, 46, 10136 Torino TO, Italy",ChIJn8lSTNZsiEcRB3Etx70inMM,"V.CAPRERA 46, TORINO, Italia",45.0505203,7.6466865,1,10136,OK,street_address
560,ROOFTOP,"Viale Giacomo Curreno, 21, 10133 Torino TO, Italy",ChIJOZlYUqdyiEcRtzRSMi0BGYk,"V.LE CURRENO 21, TORINO, Italia",45.0541454,7.6947132,1,10133,OK,street_address
561,ROOFTOP,"Via Rosolino Pilo, 24, 10143 Torino TO, Italy",ChIJ7YG5DflsiEcR9AoUe7-Na9k,"V.ROSALINO PILO 24, TORINO, Italia",45.0780726,7.648128799999999,1,10143,OK,street_address
562,RANGE_INTERPOLATED,"Via Antonio Cecchi, 2, 10152 Torino TO, Italy",Ei5WaWEgQW50b25pbyBDZWNjaGksIDIsIDEwMTUyIFRvcmlubyBUTywgSXRhbGlhIhoSGAoUChIJUeBj_JhtiEcRkefUpLi6z9wQAg,"V.CECCHI 2, TORINO, Italia",45.0845513,7.6838893,1,10152,OK,street_address
563,ROOFTOP,"Corso Trapani, 25, 10139 Torino TO, Italy",ChIJK6aFJPBsiEcRc4LPJCvghcA,"C.SO TRAPANI,25, TORINO, Italia",45.0724107,7.6416298,1,10139,OK,street_address
564,ROOFTOP,"Via della Consolata, 20, 10122 Torino TO, Italy",ChIJ_Qt1PHVtiEcRlYhkihEAtqo,"VIA DELLA CONSOLATA 20, TORINO, Italia",45.0776254,7.6792962,1,10122,OK,street_address
565,ROOFTOP,"Corso Unione Sovietica, 170, 10134 Torino TO, Italy",ChIJNXCR7tISiEcRwUBZOTTPeag,"CORSO UNIONE SOVIETICA 170, TORINO, Italia",45.041349,7.655392999999999,1,10134,OK,street_address
566,ROOFTOP,"Piazza Maria Ausiliatrice, 27, 10152 Torino TO, Italy",ChIJvfz-kaBtiEcRNRa6pcg86uQ,"PIAZZA MARIA AUSILIATRICE,27, TORINO, Italia",45.0802609,7.675251599999999,1,10152,OK,street_address
567,ROOFTOP,"Via Giovanni Migliara, 7, 10143 Torino TO, Italy",ChIJN4M0igBtiEcRjlnl_XJxiYE,"VIA MIGLIARA, 7, TORINO, Italia",45.0792503,7.6590957,1,10143,OK,street_address
568,ROOFTOP,"Via Paolo Sarpi, 123, 10135 Torino TO, Italy",ChIJP68mZicTiEcRaB1PvCOsX-M,"VIA PAOLO SARPI, 123, TORINO, Italia",45.0310439,7.6427197,1,10135,OK,street_address
569,RANGE_INTERPOLATED,"Via Rodolfo Bettazzi, 6, 10148 Torino TO, Italy",EjBWaWEgUm9kb2xmbyBCZXR0YXp6aSwgNiwgMTAxNDggVG9yaW5vIFRPLCBJdGFsaWEiGhIYChQKEglFQvTgwm2IRxEciCVVZaHOFBAG,"VIA R. BETTAZZI 6, TORINO, Italia",45.105832,7.683307500000001,1,10148,OK,street_address
570,ROOFTOP,"Via Santa Teresa, 20, 10121 Torino TO, Italy",ChIJXyP5dHJtiEcRIcM5fgRZGNo,"V.S.TERESA 20, TORINO, Italia",45.0695474,7.6799216,1,10121,OK,street_address
571,ROOFTOP,"Via S. Francesco da Paola, 42, 10123 Torino TO, Italy",ChIJrQNMfWhtiEcR1dRIkdR9e-4,"V.S.FRANCESCO DA PAOLA 42, TORINO, Italia",45.0620328,7.6843976,1,10123,OK,street_address
572,ROOFTOP,"Via Rosolino Pilo, 24, 10143 Torino TO, Italy",ChIJ7YG5DflsiEcR9AoUe7-Na9k,"VIA ROSALINO PILO 24, TORINO, Italia",45.0780726,7.648128799999999,1,10143,OK,street_address
573,ROOFTOP,"Via Cumiana, 2, 10141 Torino TO, Italy",ChIJGVMDcOZsiEcRXqatNB-KClA,"V.CUMIANA 2, TORINO, Italia",45.0665866,7.643653599999999,1,10141,OK,street_address
574,ROOFTOP,"Via delle Rosine, 14, 10123 Torino TO, Italy",ChIJgQYsCWRtiEcRHSm-EL5JRW0,"V.DELLE ROSINE 14, TORINO, Italia",45.06473889999999,7.6910523,1,10123,OK,street_address
575,ROOFTOP,"Viale Giacomo Curreno, 21, 10133 Torino TO, Italy",ChIJOZlYUqdyiEcRtzRSMi0BGYk,"V.LE CURRENO 21, TORINO, Italia",45.0541454,7.6947132,1,10133,OK,street_address
576,ROOFTOP,"Corso Siracusa, 10, 10136 Torino TO, Italy",ChIJ__-vksVsiEcRK_p5wai4oFo,"C.O SIRACUSA 10, TORINO, Italia",45.0547467,7.633800099999999,1,10136,OK,street_address
577,ROOFTOP,"Via Augusto Abegg, 19, 10126 Torino TO, Italy",ChIJaUvl67QSiEcR_yaREwGWsKg,"VIA ABEGG, 19, TORINO, Italia",45.0403707,7.6719521,1,10126,OK,street_address
578,ROOFTOP,"Via S. Francesco da Paola, 23, 10123 Torino TO, Italy",ChIJp3LLHWZtiEcRj8_ARZwKPQ8,"VIA SAN FRANCESCO DA PAOLA, 23, TORINO, Italia",45.06354049999999,7.686222,1,10123,OK,street_address
579,ROOFTOP,"Via Massena, 36, 10128 Torino TO, Italy",ChIJYd_w5j9tiEcRDXl-PBdoZ_k,"V.MASSENA 36, TORINO, Italia",45.0605335,7.6724331,1,10128,OK,street_address
580,ROOFTOP,"Viale Giacomo Curreno, 21, 10133 Torino TO, Italy",ChIJOZlYUqdyiEcRtzRSMi0BGYk,"V.LE CURRENO 21, TORINO, Italia",45.0541454,7.6947132,1,10133,OK,street_address
581,ROOFTOP,"Via Paolo Braccini, 75, 10141 Torino TO, Italy",ChIJaYm2rd9siEcRor805CBAcpY,"V.BRACCINI 75, TORINO, Italia",45.0602209,7.648586099999999,1,10141,OK,street_address
582,ROOFTOP,"Via Vinovo, 11, 10127 Torino TO, Italy",ChIJh3VuPZUSiEcR5nMqmBJyEdM,"V. VINOVO 11, TORINO, Italia",45.0218827,7.6644311,1,10127,OK,street_address
583,APPROXIMATE,"Turin, Metropolitan City of Turin, Italy",ChIJJb4YZBJtiEcRv3ec1gP4A4k,"C.so CAD.LAVORO 5, TORINO, Italia",45.070312,7.686856499999999,1,,OK,"locality,political"
