,accuracy,formatted_address,google_place_id,input_string,latitude,longitude,number_of_results,postcode,status,type
584,ROOFTOP,"Via Ernesto Lugaro, 6, 10126 Torino TO, Italy",ChIJsf2wy0ltiEcRKJ3Mqw-V0E0,"V.LUGARO 6, TORINO, Italia",45.0483894,7.671473600000001,1,10126,OK,street_address
585,ROOFTOP,"Via Musinè, 8, 10143 Torino TO, Italy",ChIJNbZBjlVsiEcRKkyzPey8lNw,"V.MUSINE' 8, TORINO, Italia",45.08117319999999,7.6530353,1,10143,OK,street_address
586,ROOFTOP,"Via Giacomo Medici, 12, 10143 Torino TO, Italy",ChIJm9c8FP5siEcRs8dCZFdu4aY,"V.MEDICI 12, TORINO, Italia",45.07680879999999,7.654488199999999,1,10143,OK,street_address
587,ROOFTOP,"Corso Siracusa, 10, 10136 Torino TO, Italy",ChIJ__-vksVsiEcRK_p5wai4oFo,"CORSO SIRACUSA 10/A, TORINO, Italia",45.0547467,7.633800099999999,1,10136,OK,street_address
588,ROOFTOP,"Via Ancona, 2A, 10152 Torino TO, Italy",ChIJc0HBu4JtiEcRkhMbrSqUiyk,"V.ANCONA 2/A, TORINO, Italia",45.0789282,7.6905775,1,10152,OK,street_address
589,ROOFTOP,"Via Ludovico Bellardi, 56, 10146 Torino TO, Italy",ChIJj6KK6YhsiEcRdmLNgIIOV88,"V.BELLARDI 56, TORINO, Italia",45.07845,7.624464799999998,1,10146,OK,street_address
590,ROOFTOP,"Via Guido Reni, 53, 10136 Torino TO, Italy",ChIJk1o1-shsiEcRiSQXmu2tXLw,"V GUIDO RENI 53, TORINO, Italia",45.05211,7.629869999999999,1,10136,OK,street_address
591,ROOFTOP,"Via Rosolino Pilo, 24, 10143 Torino TO, Italy",ChIJ7YG5DflsiEcR9AoUe7-Na9k,"VIA R.PILO 24, TORINO, Italia",45.0780726,7.648128799999999,1,10143,OK,street_address
592,ROOFTOP,"Via Saverio Mercadante, 129, 10154 Torino TO, Italy",ChIJ-yf7HPVtiEcRTevOm7iATUM,"V.MERCADANTE 129, TORINO, Italia",45.09767919999999,7.7032915,1,10154,OK,street_address
593,ROOFTOP,"Via Giorgio Pallavicino, 20, 10153 Torino TO, Italy",ChIJ4zDsfYFyiEcR0us0be3gfGY,"V.PALLAVICINO 20, TORINO, Italia",45.0726625,7.7023115,1,10153,OK,street_address
594,ROOFTOP,"Via Caprera, 46, 10136 Torino TO, Italy",ChIJn8lSTNZsiEcRB3Etx70inMM,"VIA CAPRERA,46, TORINO, Italia",45.0505203,7.6466865,1,10136,OK,street_address
595,ROOFTOP,"Corso Orbassano, 122, 10136 Torino TO, Italy",ChIJzfNmo9VsiEcRPNI0eLWoDcE,"C.so ORBASSANO 122, TORINO, Italia",45.0464127,7.645700600000001,1,10136,OK,street_address
596,ROOFTOP,"Via Paolo Sarpi, 123, 10135 Torino TO, Italy",ChIJP68mZicTiEcRaB1PvCOsX-M,"V.SARPI 123, TORINO, Italia",45.0310439,7.6427197,1,10135,OK,street_address
597,RANGE_INTERPOLATED,"Via Carlo Poma, 14, 10137 Torino TO, Italy",EitWaWEgQ2FybG8gUG9tYSwgMTQsIDEwMTM3IFRvcmlubyBUTywgSXRhbGlhIhoSGAoUChIJ1Qc-jToTiEcR1TOjXfuRwJEQDg,"V.POMA 14, TORINO, Italia",45.0339763,7.630686000000001,1,10137,OK,street_address
598,ROOFTOP,"Via Ignazio Collino, 12, 10137 Torino TO, Italy",ChIJybPzFzYTiEcRAVXerWh38uQ,"V.COLLINO 12, TORINO, Italia",45.039651,7.623141400000001,1,10137,OK,street_address
599,ROOFTOP,"Via Giacomo Medici, 61, 10143 Torino TO, Italy",ChIJ-dc4-fhsiEcRidx9n5BcGjE,"V.MEDICI 61, TORINO, Italia",45.0788782,7.647975,1,10143,OK,street_address
600,ROOFTOP,"Via Spoleto, 5, 10143 Torino TO, Italy",ChIJB4aFylNsiEcRjiuejJtu8hQ,"V.SPOLETO 5, TORINO, Italia",45.08748,7.65422,1,10143,OK,street_address
601,ROOFTOP,"Via Caprera, 46, 10136 Torino TO, Italy",ChIJn8lSTNZsiEcRB3Etx70inMM,"VIA CAPRERA, 46, TORINO, Italia",45.0505203,7.6466865,1,10136,OK,street_address
602,ROOFTOP,"Via S. Francesco da Paola, 23, 10123 Torino TO, Italy",ChIJp3LLHWZtiEcRj8_ARZwKPQ8,"V.S.FRANCESCO PAOLA 23, TORINO, Italia",45.06354049999999,7.686222,1,10123,OK,street_address
603,ROOFTOP,"Via Massena, 36, 10128 Torino TO, Italy",ChIJYd_w5j9tiEcRDXl-PBdoZ_k,"VIA MASSENA 36, TORINO, Italia",45.0605335,7.6724331,1,10128,OK,street_address
604,ROOFTOP,"Via S. Giuseppe Benedetto Cottolengo, 14, 10152 Torino TO, Italy",ChIJV5P03J9tiEcR0LXzbMWxRO4,"VIA COTTOLENGO, 14, TORINO, Italia",45.0792741,7.680588599999999,1,10152,OK,street_address
605,ROOFTOP,"Via Piedicavallo, 5, 10145 Torino TO, Italy",ChIJ76DqxPBsiEcR6oc8o2iLOQA,"V.PIEDICAVALLO 5, TORINO, Italia",45.0757495,7.642177200000001,1,10145,OK,premise
606,ROOFTOP,"Corso Siracusa, 10, 10136 Torino TO, Italy",ChIJ__-vksVsiEcRK_p5wai4oFo,"C.SO SIRACUSA 10/A, TORINO, Italia",45.0547467,7.633800099999999,1,10136,OK,street_address
607,ROOFTOP,"Via S. Francesco da Paola, 23, 10123 Torino TO, Italy",ChIJp3LLHWZtiEcRj8_ARZwKPQ8,"V.S.FRANCESCO DA PAOLA 23, TORINO, Italia",45.06354049999999,7.686222,1,10123,OK,street_address
608,ROOFTOP,"Via Giovanni Paisiello, 37, 10154 Torino TO, Italy",ChIJKbi3KoptiEcR6YXJjFrW8Lc,"VIA PAISIELLO 37, TORINO, Italia",45.0915161,7.7013162,1,10154,OK,street_address
609,ROOFTOP,"Via S. Donato, 31, 10144 Torino TO, Italy",ChIJBQvfKqhtiEcRLG_N1pUIY4M,"VIA SAN DONATO 31, TORINO, Italia",45.0799537,7.6649722,1,10144,OK,street_address
610,ROOFTOP,"Via degli Artisti, 4, 10124 Torino TO, Italy",ChIJ6Xs19XxtiEcRP_2AS98an-4,"VIA ARTISTI, 4, TORINO, Italia",45.0707276,7.6944075,1,10124,OK,street_address
611,ROOFTOP,"Via Magenta, 29, 10128 Torino TO, Italy",ChIJSwiibRRtiEcRPWbzeFfYw90,"VIA MAGENTA 29, TORINO, Italia",45.0645414,7.671005699999999,1,10128,OK,street_address
612,ROOFTOP,"Via Giovenale Ancina, 29, 10154 Torino TO, Italy",ChIJc8w0XHNyiEcRteiVSbngBz4,"V. ANCINA 29, TORINO, Italia",45.0944955,7.7110213,1,10154,OK,street_address
613,ROOFTOP,"Via degli Artisti, 4, 10124 Torino TO, Italy",ChIJ6Xs19XxtiEcRP_2AS98an-4,"V.ARTISTI 4, TORINO, Italia",45.0707276,7.6944075,1,10124,OK,street_address
614,ROOFTOP,"Via Piedicavallo, 5, 10145 Torino TO, Italy",ChIJ76DqxPBsiEcR6oc8o2iLOQA,"VIA PIEDICAVALLO 5, TORINO, Italia",45.0757495,7.642177200000001,1,10145,OK,premise
615,ROOFTOP,"Viale Giacomo Curreno, 21, 10133 Torino TO, Italy",ChIJOZlYUqdyiEcRtzRSMi0BGYk,"VIALE CURRENO, 21, TORINO, Italia",45.0541454,7.6947132,1,10133,OK,street_address
616,ROOFTOP,"Via Sforzesca, 6, 10131 Torino TO, Italy",ChIJVbyoQaByiEcRh43w_fBnvcQ,"VIA SFORZESCA, 6, TORINO, Italia",45.0575696,7.696587200000001,1,10131,OK,street_address
