ID_A_PEDO;DENOMINAZI;CIRCOSCRIZ;ORD_IST;SUPERFICIE;geometry;QUARTIERE;DQUARTIERE;DCIRCOSCRIZ
30;palazzo di citta;1;;2845;POLYGON ((7.681117699767683 45.07279576992975, 7.681151941568159 45.0727839502925, 7.681183951862942 45.07282660082047, 7.681180688831393 45.07282762531818, 7.681213429591305 45.07287717953582, 7.681301247914654 45.07284969479742, 7.681298916280261 45.07284667931761, 7.681669740714002 45.07273449002562, 7.681720036059617 45.07280568873944, 7.681716032069737 45.07280689373054, 7.681722933653756 45.07281668620317, 7.681740407881866 45.07281198209469, 7.68173904629004 45.07280931988806, 7.681782192522244 45.07279698177337, 7.681804486121528 45.0728279798173, 7.681800772584968 45.07282926017839, 7.681807633262949 45.07283972729685, 7.681885329504893 45.07281541982996, 7.681934159021471 45.07280011372497, 7.682516267683081 45.07262116532353, 7.682484315301458 45.07256656165195, 7.682815494192086 45.07246015821264, 7.682855520503578 45.07252287595282, 7.682927840281248 45.07263619436097, 7.682817358912088 45.07267531903687, 7.682811106200212 45.07266602920748, 7.68259328573956 45.07273522282733, 7.682562925856291 45.07267986341509, 7.681982946647929 45.07286176217278, 7.681923199346113 45.0728800568106, 7.68184899520822 45.0729027663261, 7.681857930664563 45.07291637196713, 7.681862645882079 45.07291517518337, 7.681882209296959 45.07294391828105, 7.68183616613329 45.0729584823956, 7.681834493928723 45.07295606864962, 7.68181711803122 45.07296146703438, 7.681823300693895 45.0729710351599, 7.681826878542541 45.07297013130033, 7.68187307048591 45.07304355997822, 7.681506918708628 45.07316130389729, 7.681503559825005 45.07315710634367, 7.681418002281263 45.07318349214395, 7.681476533775496 45.07327163716788, 7.681437757617415 45.07328616803304, 7.681117699767683 45.07279576992975));1;Centro;Centro - Crocetta
32;universita;1;;8429;POLYGON ((7.693025075926355 45.06939794944509, 7.693011847241225 45.06937977668954, 7.692324678824115 45.06844384410454, 7.692413255204069 45.06840971831338, 7.692354547005214 45.06832893258169, 7.692401437958708 45.06831743305499, 7.693699042203559 45.06781496388136, 7.69371773073365 45.06776689287043, 7.693427270257825 45.06738686769804, 7.693455840026923 45.06737508746104, 7.693464983536405 45.06738689425664, 7.693611095304029 45.0673301945831, 7.69391736223806 45.06772744536886, 7.693952053482596 45.06775698061298, 7.694236961935131 45.06764651293474, 7.694392849440273 45.06758511330322, 7.694724869793882 45.06746015044554, 7.694816894748587 45.0675806542969, 7.694721611543464 45.06761720102359, 7.69469088240944 45.06762898389123, 7.694687062403357 45.06762604168043, 7.694678150772562 45.06762579575587, 7.694552838216858 45.06767494310535, 7.694498212941645 45.06769639020373, 7.694504703774131 45.06770469221804, 7.694073659574864 45.06787280080295, 7.69458946812584 45.06854152172611, 7.694568513536514 45.06854960578154, 7.694399733895804 45.06861586311728, 7.694387473576437 45.06862053739285, 7.694162881269991 45.0683268115321, 7.693767968918897 45.06847437640292, 7.693766196133793 45.06838437561605, 7.693734520191652 45.06836799922856, 7.693941343520021 45.06829175421746, 7.693922464291443 45.06826735078632, 7.69407147825632 45.06820888851316, 7.693835021414997 45.06790149538956, 7.693075770990829 45.06819677350679, 7.693748501139845 45.06911410797182, 7.693640015691092 45.06915434618153, 7.692961645886711 45.06824596616743, 7.692484175804486 45.0684269406372, 7.693144699210852 45.06933112242942, 7.693158983006158 45.06934982034227, 7.693025075926355 45.06939794944509));1;Centro;Centro - Crocetta
35;amendola;1;905;3224;POLYGON ((7.679725465272618 45.06507760385716, 7.679901551160835 45.06501758279563, 7.680236178572854 45.0654863873803, 7.680737072011583 45.06530378138834, 7.680825421796714 45.06542493845972, 7.68032502260855 45.06560755955094, 7.680655987100417 45.06607134260011, 7.680484677691883 45.0661334453971, 7.680153300503928 45.06566779136681, 7.679728242148579 45.0658219018423, 7.679641476899026 45.06570096029294, 7.68006740602779 45.06555089653673, 7.679725465272618 45.06507760385716));1;Centro;Centro - Crocetta
36;costa;1;333;1118;POLYGON ((7.685402469801947 45.06519042279529, 7.686389895761097 45.0648337206055, 7.686463178200781 45.06494550925152, 7.685463949778251 45.06528839364675, 7.685402469801947 45.06519042279529));1;Centro;Centro - Crocetta
37;consolata;1;584;1869;POLYGON ((7.679282505889291 45.07635764746951, 7.6791871629938 45.07638996747633, 7.679220935023444 45.07643447524679, 7.679155580441989 45.07645497196346, 7.679139106037993 45.07645317005523, 7.678818305028354 45.07655228351746, 7.678805012612058 45.07655849383889, 7.678796758005019 45.07656496049966, 7.678787079405705 45.07657643359367, 7.678780571792521 45.0765886815209, 7.678777683261504 45.07659935103865, 7.67877831657826 45.07661596639175, 7.678785185270557 45.07663159171696, 7.678871064469806 45.07675355863111, 7.678871710669839 45.07675969622522, 7.678868493409551 45.07676588812635, 7.678850757727271 45.07677856421795, 7.678854054959581 45.07678488552025, 7.678862365635304 45.07678866336896, 7.678870984966037 45.07678842105668, 7.678909538966533 45.07683381240766, 7.678912638562704 45.07685421898505, 7.678923883230174 45.07692361671886, 7.678913709364245 45.07693893679269, 7.678952836208273 45.07700743296043, 7.678966045176434 45.07703055678208, 7.678929758974295 45.07704349651801, 7.678908394988125 45.07704602179074, 7.678894307117449 45.07704539967507, 7.678880590557361 45.0770429995304, 7.678867700896404 45.07703889864242, 7.678856066867972 45.07703323699764, 7.678837945841853 45.07701798554596, 7.678588961677939 45.076657531683, 7.678529580383163 45.07656992449093, 7.67875964827364 45.07649220283886, 7.678678384284703 45.07636405111843, 7.679196955827108 45.07619713064403, 7.679282505889291 45.07635764746951));1;Centro;Centro - Crocetta
38;orfane;1;1086;462;POLYGON ((7.678621010380119 45.0745710254057, 7.678711536574896 45.07454417712083, 7.678708394354727 45.07455758920494, 7.678804873054119 45.07469962652914, 7.678812550413764 45.07469779803213, 7.678985595104382 45.07495239565704, 7.67897895808406 45.07495593751444, 7.679066627971117 45.07508500932849, 7.678993015280167 45.07511473028833, 7.678966302788069 45.07507011191019, 7.678621010380119 45.0745710254057));1;Centro;Centro - Crocetta
39;lagrange;1;5096;605;POLYGON ((7.68275855917592 45.06602505531205, 7.682846835284748 45.06614819405947, 7.682400409251495 45.06631185639303, 7.682323246953357 45.06620440715273, 7.682347532317594 45.06617535106959, 7.68275855917592 45.06602505531205));1;Centro;Centro - Crocetta
40;bodoni;1;1904;4777;POLYGON ((7.683486110069987 45.06361549885618, 7.683220125174647 45.06322606192345, 7.684351286076601 45.06282315848878, 7.684619762709115 45.06320662590456, 7.683486110069987 45.06361549885618));1;Centro;Centro - Crocetta
42;lagrange;1;5096;683;POLYGON ((7.682846835284134 45.06614819405856, 7.682972100742454 45.06610259416698, 7.683331023324635 45.0665977411577, 7.683206645172145 45.06664293511102, 7.682846835284134 45.06614819405856));1;Centro;Centro - Crocetta
50;castello;1;444;15954;POLYGON ((7.686116329782045 45.07173412765179, 7.685109535694067 45.07208974882864, 7.684995243802134 45.07192297309445, 7.684959295506007 45.07187689364655, 7.684638510894586 45.07142604116179, 7.684574314370393 45.07133219742445, 7.684471421907361 45.07118639131009, 7.684461554545265 45.07117241506477, 7.68423793120048 45.07085554534411, 7.684232476058706 45.07084748000477, 7.684265157894604 45.07085041315317, 7.684286548662642 45.07084993055791, 7.684405623502157 45.07085351728074, 7.68447889786563 45.07085068002007, 7.684599345061724 45.07083708920909, 7.684697306872433 45.07081798224, 7.684770450228513 45.07079981347731, 7.686113759338258 45.07032717664767, 7.68620787687208 45.07031057160185, 7.68626491158573 45.07031068787407, 7.686373528540297 45.07033820459795, 7.686443476986371 45.07037847270324, 7.686461674258461 45.07039871075467, 7.686873633949925 45.07097623397587, 7.686635536644533 45.07104768654298, 7.686484338317251 45.0711054658296, 7.686442099117726 45.07110714921023, 7.686475181980938 45.07104547251845, 7.686470686643773 45.07097167030003, 7.686431320184212 45.07090176962641, 7.686409481667389 45.07088742175848, 7.68644551078448 45.0708743430077, 7.686260020825998 45.07061775881407, 7.686225599748099 45.07063029805645, 7.686208885363349 45.07058637569573, 7.686165951919509 45.07054298873619, 7.686145714356127 45.07052253812167, 7.68610006926906 45.07052208479332, 7.68542389890826 45.07076145866777, 7.685429888283823 45.07076909433501, 7.685316897292998 45.0708135972195, 7.685320492051457 45.07081804042338, 7.685317518209354 45.0708192033948, 7.685320850190615 45.07082347254116, 7.68531661038318 45.07082499900252, 7.685347235116986 45.07086556204137, 7.685341862326473 45.07086719247753, 7.685394835193978 45.07093643106483, 7.685397800151836 45.07093454785734, 7.685434430233976 45.07098246235969, 7.685417395828082 45.07099073675209, 7.685544935106257 45.07115426200252, 7.685561835053661 45.07114908260968, 7.685596825414578 45.07119483578621, 7.685593136529091 45.07119560346101, 7.685640128344094 45.07125701364579, 7.685644398321634 45.07125528048203, 7.685679265396722 45.07130530799517, 7.685684398568791 45.07130360277133, 7.685686472133728 45.07130624612362, 7.68569156514201 45.07130463045351, 7.685693168691696 45.07130671929394, 7.685788400426955 45.07127040481676, 7.685799151793267 45.07128573236924, 7.685852359596443 45.07126608218391, 7.685916098695178 45.07134616542213, 7.685966415049673 45.07132740906971, 7.686132171330552 45.07155852124689, 7.686184474829792 45.07163144701536, 7.68607480533228 45.07167135833568, 7.686119623820547 45.07172786441171, 7.686113281631511 45.07172966375979, 7.686116329782045 45.07173412765179));1;Centro;Centro - Crocetta
51;castello;1;;8474;POLYGON ((7.685109535694067 45.07208974882864, 7.686116329782045 45.07173412765179, 7.686118363012589 45.07173686954996, 7.686122169322151 45.07173596818504, 7.686659591602579 45.0724988665747, 7.686504733041218 45.07255211194431, 7.686504734674904 45.07255481245654, 7.685816769383092 45.07279124435262, 7.685812956630589 45.0727885449753, 7.685640331643487 45.07284810183204, 7.685587515606666 45.07278800185559, 7.685109535694067 45.07208974882864));1;Centro;Centro - Crocetta
52;san francesco d'assisi;1;1120;567;POLYGON ((7.679082711574219 45.07031344166833, 7.679053923985477 45.07027604877976, 7.678916888807379 45.07010322468094, 7.678781942313267 45.06992689593991, 7.678920650689625 45.06987715580386, 7.678927088948521 45.06988624777782, 7.679104229780803 45.07014644902979, 7.679209656592683 45.0702918572507, 7.679208804114109 45.0703194824474, 7.679087718942401 45.0703100339737, 7.679082711574219 45.07031344166833));1;Centro;Centro - Crocetta
54;murazzi sud;1;5086;9847;POLYGON ((7.696756942952424 45.06385574495438, 7.696712551404135 45.06386519399982, 7.696639547249491 45.0638571231909, 7.696589562068629 45.06382934948187, 7.696552383069338 45.06379921951058, 7.696547383947451 45.06379004375157, 7.696523311738196 45.06376388912722, 7.696484882920826 45.06373515311687, 7.696436382323147 45.06369811400288, 7.696407649744184 45.06368287674272, 7.696264065499823 45.06357188489537, 7.695663574159446 45.06311092777477, 7.69541985177183 45.06292299566178, 7.69499610074721 45.06258094218551, 7.695043235820204 45.06255025424544, 7.69496648329889 45.06248345122298, 7.694940832735541 45.06249857579321, 7.694819504245408 45.06239379514172, 7.694842463577346 45.06237838574577, 7.694765574849599 45.06231284773511, 7.69471064073168 45.0623413219956, 7.694347658042159 45.06202119477709, 7.694150656495049 45.06183897125348, 7.694067972096185 45.06175749654231, 7.693765835915351 45.06144683110915, 7.693618347583983 45.06130027966555, 7.693566658770551 45.0612437518212, 7.693498011667904 45.0612012614992, 7.693080692486377 45.06075919291131, 7.693138564820163 45.06073245583269, 7.693071904114952 45.06065996599174, 7.693041414669251 45.06067419962521, 7.692849512266593 45.06045810492619, 7.69288174104363 45.06044334215752, 7.692821757060396 45.06037468376375, 7.692758949411154 45.06039925023211, 7.692347013249647 45.05988537126175, 7.692323896928006 45.05984975693392, 7.692119091545565 45.0596444321917, 7.691989955179018 45.05949773778756, 7.691822844268193 45.0592875694193, 7.691808267022624 45.05926849887682, 7.691708652309164 45.05912220545606, 7.691543127787071 45.0589361162966, 7.691496728298667 45.05889287156391, 7.691353375612257 45.05878490966586, 7.691179710219165 45.05869913524842, 7.691102181286035 45.05873153048736, 7.691054081904373 45.05866989336339, 7.691160891551276 45.05865661663988, 7.691224047544081 45.05866292174856, 7.691347538620357 45.05871900457276, 7.691224047544081 45.05866292174856, 7.691347538620357 45.05871900457276, 7.691555983180467 45.05886921923974, 7.69163246668869 45.05894659199552, 7.691761818847693 45.05909653889157, 7.691918903597576 45.05931692638229, 7.691980572176114 45.05940016925778, 7.692130718996577 45.05957121084317, 7.692313719186906 45.05975470880111, 7.692427712701547 45.05984535605987, 7.692448990876317 45.0598474001121, 7.692515913056605 45.05982339403186, 7.692868138587343 45.06027338803859, 7.692946242092102 45.06024139923709, 7.693021936256109 45.06032570228869, 7.693141523761406 45.0604150896261, 7.693238279933591 45.06052321800003, 7.693279294168946 45.06061785387396, 7.693360347636369 45.06070668286607, 7.693865010229927 45.06123035068447, 7.694111523576056 45.0614731281821, 7.694493966380608 45.06183146573602, 7.694636235005621 45.06196475991518, 7.694597487941556 45.06198695826767, 7.694643872619806 45.06202762482931, 7.694682122394015 45.06200727736115, 7.694909381239072 45.06220399648712, 7.694836285468838 45.06224469447013, 7.694970870204075 45.06229266365454, 7.69507531655713 45.06236566385576, 7.695130790066045 45.06242343148763, 7.695163876855887 45.0625043835342, 7.69516247477657 45.06253585531405, 7.695336519536498 45.06269119680221, 7.695536686601656 45.06287917047858, 7.695644368815593 45.06296410732082, 7.696484429644478 45.06363380328026, 7.696500370394588 45.06365614738088, 7.696756942952424 45.06385574495438));1;Centro;Centro - Crocetta
60;valdo fusi;1;;12432;POLYGON ((7.686871887929317 45.06532694884989, 7.686099858115332 45.06421036522879, 7.687131246327365 45.063835593151, 7.687135542956057 45.06385890042324, 7.687884011024625 45.06492177175418, 7.687904656400787 45.06493903796176, 7.686896041562997 45.06530213738978, 7.686884126867245 45.0653237121445, 7.686871887929317 45.06532694884989));1;Centro;Centro - Crocetta
61;carlo alberto;1;6255;1010;POLYGON ((7.685994277573831 45.06828040159886, 7.685499414601836 45.06755421225522, 7.685626642730035 45.06751159609165, 7.68612357019544 45.06823145348391, 7.685994277573831 45.06828040159886));1;Centro;Centro - Crocetta
62;carlo alberto;1;6255;1616;POLYGON ((7.68544073005852 45.06746883995674, 7.684587998028891 45.06625126552892, 7.684710600548648 45.06620586957624, 7.68556044993462 45.06742737063306, 7.68544073005852 45.06746883995674));1;Centro;Centro - Crocetta
63;carlo alberto;1;6255;1473;POLYGON ((7.684528036339883 45.06616298849539, 7.683761793215552 45.06505271378847, 7.683882328819446 45.06501980718679, 7.684606979681511 45.06605342984927, 7.684735819436078 45.06608661816713, 7.684528036339883 45.06616298849539));1;Centro;Centro - Crocetta
64;carlo alberto;1;6255;1271;POLYGON ((7.68359599672527 45.06481635390575, 7.683042226093375 45.06403121545777, 7.683200521116751 45.06405532958628, 7.683745563659718 45.06482792633865, 7.683774862542577 45.06487128306952, 7.683829291378132 45.06490970406654, 7.683605136792713 45.06499914791576, 7.683496313910698 45.06485386649183, 7.68359599672527 45.06481635390575));1;Centro;Centro - Crocetta
65;lagrange;1;324;1043;POLYGON ((7.681854048807598 45.0637556568787, 7.68162644286735 45.06342214964075, 7.681729197332058 45.06338569833422, 7.681896743822505 45.06362821433029, 7.682588005296333 45.06338295910365, 7.682648749945478 45.06347007601686, 7.681854048807598 45.0637556568787));1;Centro;Centro - Crocetta
66;carlo alberto;1;6255;1194;POLYGON ((7.682648749945478 45.06347007601686, 7.682767611691649 45.06342697939381, 7.682861753710217 45.0635642247131, 7.682850846447036 45.06356794257423, 7.682899384270911 45.06363851748796, 7.68291017622573 45.06363484330017, 7.683000828955434 45.06376698030912, 7.683304116221618 45.06365636422273, 7.683370567698509 45.06374834472238, 7.683322849249149 45.06376563595365, 7.683275354797273 45.0638326725988, 7.683332974575737 45.0639193120171, 7.682996629231781 45.06397551566818, 7.68298416648685 45.06395046690587, 7.682648749945478 45.06347007601686));1;Centro;Centro - Crocetta
71;lagrange;1;5096;2260;POLYGON ((7.681583951001152 45.06489294811859, 7.681514467552602 45.06479659598628, 7.681798130696687 45.06469212475949, 7.681597987944958 45.06441514966712, 7.68171862447232 45.06437136879351, 7.682475588498893 45.06541525224415, 7.682350782287855 45.06545694850607, 7.682144913459963 45.06517204615302, 7.681859889173797 45.06527558576981, 7.681790696488643 45.06517963826597, 7.68199645030167 45.06510486235484, 7.681785785703556 45.06481747430136, 7.681583951001152 45.06489294811859));1;Centro;Centro - Crocetta
79;carlo alberto;1;;970;POLYGON ((7.683503740187838 45.06398514104554, 7.684221573851387 45.06374398176627, 7.684242298973365 45.06374762216731, 7.68440556485992 45.06395698855301, 7.684390954261896 45.06396589070494, 7.683508202377107 45.06399993203844, 7.683503740187838 45.06398514104554));1;Centro;Centro - Crocetta
80;basilica;1;;482;POLYGON ((7.682448995822377 45.07489971690971, 7.682284101388698 45.07465071581632, 7.682347284090791 45.07466487412204, 7.682501373855224 45.07476535775191, 7.682714098980592 45.07468162412191, 7.683032728223171 45.07455167945616, 7.683070439583584 45.07460180262239, 7.682650558963791 45.07476549508097, 7.682513380022901 45.07481408046743, 7.682484784302424 45.07487215431962, 7.682448995822377 45.07489971690971));1;Centro;Centro - Crocetta
83;montebello;1;3638;1223;POLYGON ((7.693070499312961 45.0694602547069, 7.693203499258173 45.069408111527, 7.69378908276475 45.07020607183092, 7.693692143385814 45.07030429122637, 7.693070499312961 45.0694602547069));1;Centro;Centro - Crocetta
100;sant'agostino;1;1128;397;POLYGON ((7.682601670329335 45.07577783863784, 7.682017907733011 45.0759737273757, 7.681975147563853 45.07590896198512, 7.682472176232391 45.0757462517069, 7.682469784108695 45.0757408861263, 7.682556436827085 45.07571121758744, 7.682601670329335 45.07577783863784));1;Centro;Centro - Crocetta
101;sant'agostino;1;1128;367;POLYGON ((7.681003567452149 45.07612017089686, 7.681079280264885 45.07622752605681, 7.681007235235174 45.07625723622807, 7.681003218524604 45.07625015053679, 7.680924157619147 45.07617290313045, 7.680859441355508 45.07608788198085, 7.680716844226906 45.07601015227276, 7.680888177790408 45.07590688500952, 7.680937572686513 45.07601617756598, 7.681003567452149 45.07612017089686));1;Centro;Centro - Crocetta
102;sant'agostino;1;1128;402;POLYGON ((7.680739881998289 45.07573841596027, 7.680836098183414 45.07584138138912, 7.68071377272003 45.07590405945825, 7.680543552312246 45.07561462478349, 7.680476747308222 45.07551222410453, 7.680564442414569 45.07549028353111, 7.680739881998289 45.07573841596027));1;Centro;Centro - Crocetta
103;vittorio veneto;1;4939;1766;POLYGON ((7.693518851055699 45.06593449984933, 7.693507735233297 45.06592584497862, 7.693494121125671 45.06589932641193, 7.693484015640412 45.06587177371372, 7.693479865023439 45.06585492012133, 7.693477612532298 45.06582946466725, 7.693478686127071 45.06580409228785, 7.693484103393829 45.06577038007849, 7.693489538797547 45.06575370820902, 7.693497573571209 45.06573723711962, 7.693517879336246 45.06570680087228, 7.6935419991874 45.06567844264472, 7.693573760363751 45.0656458600668, 7.693628391240884 45.06560856127693, 7.693474704367163 45.06549054607678, 7.693767729642393 45.06530100286373, 7.693775403715123 45.06529812030401, 7.693784007336403 45.06529727762962, 7.693799842972989 45.06530186095321, 7.694090934766519 45.06552683446845, 7.694095388069901 45.06553207936687, 7.694098846939497 45.06553915822872, 7.694099818867155 45.06554723483005, 7.694099000525063 45.06555193333438, 7.694094277032517 45.06555935067414, 7.694081362345673 45.06556843863476, 7.693518851055699 45.06593449984933));1;Centro;Centro - Crocetta
104;vittorio veneto;1;4939;1819;POLYGON ((7.694218799234847 45.06566339913358, 7.694240566720525 45.06565931096664, 7.694262228972059 45.0656636708259, 7.694272281993256 45.06566966772247, 7.694560480281482 45.0658936931996, 7.694564629932674 45.06590540805981, 7.694557115241198 45.06591624898876, 7.694349548008388 45.06605067333194, 7.69438401027195 45.06607755698196, 7.694399596207062 45.06608971809344, 7.694311663769567 45.06614631469283, 7.694111688139724 45.06598865873325, 7.694048119672635 45.06602239887243, 7.694016650981887 45.06603712564392, 7.69398295713482 45.06604972056289, 7.693947871367878 45.06605929299471, 7.693911316057139 45.06606590506163, 7.693864749888036 45.06607146640646, 7.693818280075756 45.0660727980572, 7.693739114370952 45.0660646638982, 7.693683634027416 45.06605058957773, 7.693655626946583 45.06604105139395, 7.693646800196293 45.06603425216142, 7.694218799234847 45.06566339913358));1;Centro;Centro - Crocetta
105;vittorio veneto;1;4939;2223;POLYGON ((7.694781368045777 45.06507787855155, 7.694215475473068 45.06544223026116, 7.694210277348407 45.06544501216155, 7.694200553459404 45.06544805819803, 7.694190011653871 45.06544903480214, 7.694179509635861 45.06544786251519, 7.694169901873228 45.06544463671703, 7.694161970074631 45.06543961986585, 7.69390074035766 45.06523712770758, 7.694522822504759 45.06483446095817, 7.694782954408419 45.06503776730698, 7.694786650537341 45.06504112217567, 7.69479123146003 45.06504801580956, 7.694792914610984 45.06505554243461, 7.694791574029523 45.06506309749993, 7.694787299428524 45.06507008792183, 7.694781368045777 45.06507787855155));1;Centro;Centro - Crocetta
106;vittorio veneto;1;4939;2198;POLYGON ((7.694945922072943 45.06523249094305, 7.694955077311066 45.06522771697574, 7.69496568860289 45.0652248297191, 7.694976999682907 45.06522403494828, 7.694988204410387 45.06522538930606, 7.694996100876906 45.06522778060349, 7.695044742668989 45.06524818529471, 7.695068793518943 45.0652624397915, 7.695276261238965 45.06542745305897, 7.694658402632417 45.06582699458473, 7.694395983964723 45.0656219961885, 7.694390721716364 45.06561527416351, 7.694388291475378 45.06560778240436, 7.6943888832584 45.06560010668332, 7.694392450793352 45.06559284715667, 7.694398715137945 45.06558657143856, 7.694407186489522 45.06558177022011, 7.694945922072943 45.06523249094305));1;Centro;Centro - Crocetta
107;vittorio veneto;1;4939;3061;POLYGON ((7.695457587706126 45.06463803307191, 7.695243049401971 45.06477677693673, 7.695209484509618 45.06475051245731, 7.695013864971311 45.06487759421586, 7.694996485756471 45.06488888165923, 7.694984122607063 45.06489855164054, 7.694974175511596 45.06490953253289, 7.694966916126254 45.06492152444789, 7.694962542707435 45.06493419988652, 7.694961318575265 45.06495061807097, 7.694955921240056 45.0649594757688, 7.694942844900708 45.06497094045507, 7.694933184351429 45.06497576867193, 7.694922107330093 45.06497869428333, 7.694910344213853 45.06497952438551, 7.694898670617929 45.06497820424427, 7.694887856255832 45.06497482090555, 7.694878614184868 45.06496959745336, 7.694871553792217 45.06496287830244, 7.69461968395761 45.06476712900193, 7.694616064690646 45.06476101502734, 7.694617075925166 45.06475634284648, 7.694620881654906 45.06475246099583, 7.695473209158123 45.06420203093496, 7.695487913284066 45.06419447599157, 7.695492725084384 45.06419403395299, 7.695498908434001 45.06419529335464, 7.695502852860821 45.06419767081555, 7.69572657008845 45.06437133953686, 7.69574088207577 45.06438494012751, 7.695752642302889 45.06439971814903, 7.69576098461927 45.06441390309463, 7.695763033859724 45.06442287202636, 7.695762048423914 45.06443193089536, 7.695758083619088 45.06444057125623, 7.695751827626019 45.06444659998967, 7.695743602475821 45.0644508796341, 7.69573396624568 45.06445325810164, 7.695693957154057 45.06445599270568, 7.695665414138458 45.06446051334707, 7.695656779322704 45.06446375430275, 7.695638103248841 45.06447399183645, 7.695424093117432 45.06461168416409, 7.695457587706126 45.06463803307191));1;Centro;Centro - Crocetta
108;vittorio veneto;1;4939;3073;POLYGON ((7.695642212503016 45.06478077268409, 7.695674856387057 45.06480703198032, 7.69588854735074 45.06466885845314, 7.695910787952143 45.0646493358822, 7.695918410804637 45.06463509993129, 7.695923118086625 45.06462024337628, 7.695926992237174 45.06460415946247, 7.695932687593174 45.06459502119396, 7.695935946842448 45.06459141857138, 7.695943867532247 45.06458536889517, 7.695953725097029 45.06458097520057, 7.695964849932594 45.06457853594215, 7.69597648635111 45.0645782168142, 7.695986272784875 45.06457965217807, 7.696013026154868 45.06459403636624, 7.696265336961923 45.06479067879797, 7.696268515253622 45.0647947442867, 7.696268798734423 45.06479938768245, 7.69626612779086 45.06480363251632, 7.696255627581613 45.06481101067375, 7.695405488813983 45.06536119248247, 7.695399625351012 45.06536375520061, 7.695392779564292 45.06536430065389, 7.695386259487086 45.06536272462218, 7.695383964140136 45.06536151360166, 7.695124691737433 45.06515935266663, 7.695120806220594 45.06515730780086, 7.695113860301596 45.06515170776297, 7.695109456528278 45.06514493643767, 7.695107960691743 45.06513755627338, 7.695109497038772 45.06513018028966, 7.695113937955371 45.06512342115911, 7.695124058860412 45.06511683961386, 7.695140947438334 45.0651101354679, 7.695159109988891 45.0651053900326, 7.69517809757737 45.06510272060402, 7.695193975489789 45.06510212891622, 7.695207639161684 45.06510056952933, 7.695220493201781 45.06509693439273, 7.695246198019086 45.06508351626432, 7.695254834790176 45.06507796193682, 7.695460791218043 45.06494541686781, 7.695427424545527 45.06491946475468, 7.695642212503016 45.06478077268409));1;Centro;Centro - Crocetta
109;vittorio veneto;1;4939;2368;POLYGON ((7.696651579375367 45.06412908361501, 7.696664343043867 45.06412193171163, 7.696678761799261 45.06411658809485, 7.696697990020947 45.06411296041195, 7.696713774959957 45.0641121877337, 7.696733916742075 45.06411403723475, 7.696749190693017 45.06411800784896, 7.696763154956332 45.06412392376659, 7.696776433181145 45.06413245082254, 7.697004705523383 45.06431006030108, 7.697007839195149 45.06431293606161, 7.697009497251039 45.0643174876614, 7.697008147812393 45.06432209018458, 7.697004068448432 45.06432579692769, 7.69638563291704 45.0647265832267, 7.696380199616461 45.06472866271114, 7.696374024648319 45.06472868042155, 7.696368567775476 45.06472663217132, 7.696106237391635 45.06452290524627, 7.6960991811131 45.06451699846212, 7.696094689663399 45.06450994401404, 7.696093109553022 45.06450228614788, 7.696094562685581 45.06449461566194, 7.696098936951662 45.0644875243285, 7.696105894878936 45.0644815592383, 7.696651579375367 45.06412908361501));1;Centro;Centro - Crocetta
110;vittorio veneto;1;4939;2250;POLYGON ((7.696494069012066 45.06395790101524, 7.696003640188011 45.06428404711615, 7.695997359405336 45.06428813688704, 7.695985596393198 45.06429344834717, 7.695972489325587 45.06429682820244, 7.695958660435709 45.06429811600059, 7.695931331905368 45.06429718113552, 7.695902202936218 45.06429410278926, 7.695873678422558 45.06428890869341, 7.695828708328697 45.06427636846806, 7.695800166626658 45.06426552315524, 7.695758487294718 45.06424484195957, 7.69572796523042 45.06422628217631, 7.695602343142171 45.06413026003833, 7.69622184696464 45.06371870586551, 7.696227516975433 45.06371625015726, 7.696234144324041 45.0637158217536, 7.6962409633786 45.06371765873181, 7.696480204427075 45.0639028956028, 7.696489079944667 45.06391158904713, 7.69649532577855 45.06392136388386, 7.696498690089169 45.06393182598357, 7.69649903722383 45.06394255350433, 7.69649837247009 45.06394515879845, 7.696496353183002 45.06395311390306, 7.696494069012066 45.06395790101524));1;Centro;Centro - Crocetta
