ID_A_PEDO;DENOMINAZI;CIRCOSCRIZ;ORD_IST;SUPERFICIE;geometry;QUARTIERE;DQUARTIERE;DCIRCOSCRIZ
111;murazzi nord;7;5086;6835;POLYGON ((7.698847367298546 45.06542733940271, 7.698968686184843 45.06530420195408, 7.69898520187979 45.065312802753, 7.69900279443864 45.06532511047366, 7.699044071141136 45.06535612349093, 7.699062790446964 45.06537755371806, 7.699074307207287 45.06539788467629, 7.699074950557414 45.06541599433679, 7.699066499459698 45.06543353227219, 7.699714838025805 45.06577418709975, 7.699743547221144 45.06578753049266, 7.700372931662315 45.066097261031, 7.700407215931376 45.06611403434392, 7.701075223821311 45.06642034797331, 7.701111804661193 45.06640249083735, 7.701134909499225 45.06640196157554, 7.701217470369824 45.06641224462047, 7.701283262853874 45.06643660446331, 7.701362825679885 45.06648559641378, 7.701380025228686 45.06650351632678, 7.701399322843211 45.06652750921486, 7.701390685285449 45.06655834964214, 7.701580164462113 45.0666431310878, 7.702166905301107 45.06689261368633, 7.702505743221351 45.06702393774619, 7.703054400754933 45.06722328479098, 7.703660466744457 45.06742929421966, 7.704578218292814 45.06771468564994, 7.704746880144174 45.06776375908591, 7.704774824715723 45.06774807120791, 7.704830249359933 45.06773556662535, 7.704890919916356 45.06774050371989, 7.704928002801871 45.06774989005912, 7.70497169045096 45.06776324002548, 7.705009801667025 45.06777658972877, 7.705065456162643 45.06780845678117, 7.705088795730497 45.06783917411495, 7.70508774947658 45.06786299862086, 7.706231079135742 45.06819615057437, 7.707495149660961 45.06856591761963, 7.707502813514859 45.0685539061714, 7.707625261261668 45.0685908579773, 7.707701064539657 45.06856300084804, 7.707828236480285 45.06860001491668, 7.707772821831938 45.06869941399832, 7.707586714820095 45.06864578174117, 7.707578821236257 45.06866009501654, 7.707495394240128 45.06863676337871, 7.707494063409642 45.06863944880612, 7.706235786829573 45.0682701074828, 7.704901097865778 45.06788599586267, 7.704254320328472 45.06769585994716, 7.704024545631595 45.06762548723741, 7.704000740853452 45.06761818670223, 7.70364807755798 45.06750699982081, 7.703073727988317 45.06731282776357, 7.702419978912675 45.06707320116293, 7.701880100612441 45.0668599083158, 7.701351992102193 45.06662964365796, 7.70073324774613 45.06635437195227, 7.700457629314068 45.06622787606103, 7.699889284811962 45.06595141816494, 7.699596187973074 45.065802135976, 7.699134771014853 45.06556015340712, 7.699139800874539 45.0655584824059, 7.699113106729038 45.06554479275524, 7.699109948218133 45.06553620519003, 7.699024571708228 45.06548942282616, 7.699005993233697 45.06551272342316, 7.698847367298546 45.06542733940271));1;Centro;Aurora, Vanchiglia - Sassi - Madonna del Pilone
115;palazzo di citta;1;;553;POLYGON ((7.684033024191577 45.07223731257958, 7.683980336897768 45.07217668224032, 7.684454269274199 45.07203062006791, 7.684450702296949 45.07202330563287, 7.684809552163822 45.07191482983717, 7.684814823276723 45.0719209576735, 7.684959295506007 45.07187689364655, 7.684995243802134 45.07192297309445, 7.684654705986554 45.07203008518103, 7.684285035783965 45.07214668128721, 7.684041854761164 45.07222285871396, 7.684037186300462 45.07222534336215, 7.684032694571595 45.07223119666276, 7.684033024191577 45.07223731257958));1;Centro;Centro - Crocetta
116;garibaldi;1;3000;882;POLYGON ((7.672472970590044 45.07559207254955, 7.673366865313517 45.0752755283047, 7.673430358888919 45.07536740130751, 7.672535611104017 45.07568113406362, 7.672472970590044 45.07559207254955));1;Centro;Centro - Crocetta
117;garibaldi;1;3000;481;POLYGON ((7.673664506408101 45.07517297960414, 7.67415221605144 45.0749997733601, 7.674219376949526 45.07508902148375, 7.673727676368163 45.07526228066421, 7.673664506408101 45.07517297960414));1;Centro;Centro - Crocetta
118;garibaldi;1;3000;665;POLYGON ((7.674953104226423 45.07472281997445, 7.675018283773873 45.07481593334344, 7.674348950944289 45.07504604011301, 7.67428138391276 45.07495833567909, 7.674953104226423 45.07472281997445));1;Centro;Centro - Crocetta
119;garibaldi;1;3000;770;POLYGON ((7.675080752415591 45.07468175077033, 7.675831294297728 45.07441705222182, 7.675903706065406 45.07451115814506, 7.675146317277285 45.07477304120557, 7.675080752415591 45.07468175077033));1;Centro;Centro - Crocetta
120;garibaldi;1;3000;726;POLYGON ((7.675964876976074 45.07437530372713, 7.676708627502443 45.07411552554183, 7.676774641106153 45.07420562303358, 7.676024817647618 45.07446372892084, 7.675964876976074 45.07437530372713));1;Centro;Centro - Crocetta
121;garibaldi;1;3000;840;POLYGON ((7.677421525968199 45.07386510684159, 7.676998572693734 45.07325031760167, 7.677122144748146 45.07320566121953, 7.677547705671312 45.07381869788887, 7.677421525968199 45.07386510684159));1;Centro;Centro - Crocetta
122;garibaldi;1;3000;2423;POLYGON ((7.679107636471275 45.07239938456978, 7.679012997398337 45.07243893191518, 7.678964651665768 45.07238031185981, 7.678849669808138 45.07230595088842, 7.678679439841718 45.07224758538626, 7.678668729028066 45.07226088286672, 7.678519553034777 45.07231421018352, 7.678577715225805 45.07238673457772, 7.678515017775249 45.07241780262478, 7.678486798683297 45.07243176157007, 7.678456472454578 45.0724467493077, 7.678398439394494 45.07247220925267, 7.678474751841774 45.07256140782857, 7.678535116783663 45.07263647820159, 7.678636318534501 45.07267708584647, 7.678837825002708 45.07296368100263, 7.678772997229328 45.07298849539628, 7.678983406797288 45.07331054277613, 7.67893038245173 45.07332370169102, 7.67890126968891 45.07327610615743, 7.678887522438751 45.07326956490083, 7.678803116589052 45.07314121481104, 7.678796713216863 45.07314289602271, 7.678719012357545 45.07302075027518, 7.678643095657899 45.07290165630013, 7.678507010517265 45.07268796631364, 7.677943057838659 45.07288331649349, 7.67793576031842 45.0728741943304, 7.677851017029806 45.07289882256597, 7.677581288537557 45.07301563623176, 7.677557046914638 45.07298437175304, 7.677962921082545 45.07282517086312, 7.678476308201617 45.07264597829386, 7.678347816277218 45.07249365020595, 7.678233619085688 45.07235829355156, 7.67802948106243 45.07205988367199, 7.678164798216248 45.07201477705501, 7.678357563474135 45.07229515975902, 7.678559943080321 45.07222086258034, 7.678379782449533 45.07194253448925, 7.678435825533676 45.07190528636342, 7.678432992135986 45.07191302198252, 7.67843417698001 45.07192334258336, 7.678438840070131 45.07192661015361, 7.67851956754548 45.07203091056983, 7.678533381254852 45.07206541175239, 7.678595753432893 45.07215313464323, 7.678631307780428 45.07218357567545, 7.678708274610833 45.07222564905958, 7.678862156705328 45.07228008064389, 7.67889713193198 45.07229707543437, 7.678919171838029 45.07231365047312, 7.679015860617532 45.07227776358758, 7.679090686861159 45.07239289629945, 7.67909276280407 45.07239487367688, 7.679102402040268 45.07239885591798, 7.679107636471275 45.07239938456978));1;Centro;Centro - Crocetta
123;garibaldi;1;960;575;POLYGON ((7.680263990626562 45.07057903319006, 7.680235521712499 45.07053603625863, 7.680409558476947 45.07055083947944, 7.680398903209538 45.07060865991756, 7.680661420781187 45.07097107593497, 7.680754568923782 45.07099560171122, 7.680578422895373 45.07105360696532, 7.680263990626562 45.07057903319006));1;Centro;Centro - Crocetta
124;garibaldi;1;3000;931;POLYGON ((7.684574314370393 45.07133219742445, 7.684638510894586 45.07142604116179, 7.683707273686918 45.07175289613382, 7.683649307686451 45.07166050997527, 7.684574314370393 45.07133219742445));1;Centro;Centro - Crocetta
125;garibaldi;1;3000;429;POLYGON ((7.684082363527473 45.07257989883139, 7.684107752874461 45.07261831346023, 7.683204567338426 45.07291812261437, 7.683161626379441 45.07283472214617, 7.683204492376039 45.07284341710411, 7.683354730687477 45.07280897236996, 7.683734047795991 45.07269465091505, 7.684082363527473 45.07257989883139));1;Centro;Centro - Crocetta
126;garibaldi;1;3000;2202;POLYGON ((7.682131671020009 45.07139530181563, 7.682103892392488 45.07135259237597, 7.681890075716352 45.07105050833874, 7.681949212949678 45.07102951079968, 7.682156757184083 45.07133189576258, 7.682171960760452 45.07133310646118, 7.683050243890348 45.07101712121423, 7.683099214543141 45.07108572058613, 7.683038645863131 45.07107295965767, 7.682824338181497 45.07115264517297, 7.682821344535155 45.07114471618746, 7.682568898921185 45.07124326970536, 7.682197121895944 45.07136810726455, 7.682193538072678 45.07137590632819, 7.682194493886872 45.07138295664936, 7.682336967532311 45.07159772613088, 7.682346335665685 45.07161184790294, 7.682403983488163 45.07168758700813, 7.682493309300826 45.07184367130875, 7.682490723594395 45.07184452362822, 7.682606973645476 45.0720280315239, 7.683489518746207 45.07170022151139, 7.683568979405735 45.07180339398273, 7.682661244734955 45.07211972744999, 7.682659619578652 45.0721296375112, 7.682767276623045 45.07229297240609, 7.682768193321452 45.07230504518799, 7.682901909960173 45.07250857593062, 7.682855520503578 45.07252287595282, 7.682815494192086 45.07246015821264, 7.682612876429566 45.07213987307369, 7.682547939119122 45.07204133880347, 7.682465245135044 45.0719095275146, 7.682376320011242 45.07177690610776, 7.682301161013734 45.07164891734656, 7.682131671020009 45.07139530181563));1;Centro;Centro - Crocetta
127;garibaldi;1;3000;3176;POLYGON ((7.682550019338747 45.0720444952831, 7.682612876429566 45.07213987307369, 7.681705236458249 45.07246101589391, 7.681934159021471 45.07280011372497, 7.681885329504893 45.07281541982996, 7.681772616320289 45.07264162011825, 7.681768970545885 45.07264275694754, 7.681663800869851 45.07248128618109, 7.68165377241411 45.0724765435233, 7.681051595282701 45.07269227943163, 7.680988592739737 45.07260105624896, 7.681594309312922 45.07238529125365, 7.681345008030459 45.07205748843013, 7.681328700244607 45.07205180905199, 7.681281562256411 45.0719880909905, 7.681210318039555 45.07192305023808, 7.681084892900687 45.07175865342768, 7.680924400955026 45.07181642598947, 7.680799005239406 45.07186716853979, 7.680663210524936 45.07190940408088, 7.680670706387349 45.0719215050635, 7.68052895277224 45.07197369656588, 7.680487914277727 45.0719132532611, 7.680547155039417 45.07189100179446, 7.680571245834582 45.07188968694473, 7.681057061673584 45.07171494394542, 7.681067948612076 45.07168513025405, 7.680974568593448 45.07154972878139, 7.680888766318953 45.07143670003781, 7.680948975154592 45.07141375124709, 7.681014828192418 45.0715038084652, 7.681011732198706 45.07150475387347, 7.681143130632154 45.07169550458666, 7.681570477929192 45.07155130161021, 7.681541600805332 45.07150721109786, 7.681844086170033 45.07140046105835, 7.68188111901154 45.0714506317595, 7.68209981483183 45.07135976462312, 7.682103892392488 45.07135259237597, 7.682131671020009 45.07139530181563, 7.681913518101761 45.07147581438599, 7.681842304503154 45.07150776711575, 7.681707574685564 45.07155568439047, 7.681345001897884 45.07166679892924, 7.681142097390796 45.07174041086325, 7.681243168449798 45.07186346076734, 7.681430699252014 45.07207878593982, 7.681636359037431 45.07235102152409, 7.681641180487309 45.07235514594836, 7.681658208300025 45.07236045552762, 7.682550019338747 45.0720444952831));1;Centro;Centro - Crocetta
128;4marzo;1;2715;1169;POLYGON ((7.682666855617819 45.07324418761696, 7.682984912094454 45.07336459071296, 7.683084344798387 45.07339950766868, 7.682482896371176 45.07342910081396, 7.682439753427181 45.07341530745931, 7.682430329660098 45.07341570243575, 7.68235355314232 45.07341386163833, 7.682317705365229 45.07339383410973, 7.682300894469138 45.07336083807818, 7.682313000520211 45.07334650317177, 7.682237554951826 45.07317453806457, 7.68225875379606 45.07316973284503, 7.682311576557789 45.0731536985325, 7.682315306389802 45.07315557791994, 7.682513397564432 45.07310195502878, 7.682538957064127 45.07312685149786, 7.682485485070406 45.07315731705952, 7.682564665133899 45.07320497639548, 7.682666855617819 45.07324418761696));1;Centro;Centro - Crocetta
129;4marzo;1;2715;1999;POLYGON ((7.683270957943547 45.07348491175893, 7.683103086069814 45.07363098937975, 7.683012579529028 45.07370910573523, 7.682993580853692 45.07372043566323, 7.682967328909395 45.07373449942227, 7.682846917260789 45.0737866159466, 7.682844443148652 45.07378260867421, 7.682743206792803 45.07380962471, 7.682625668100698 45.07385390671515, 7.682553044611454 45.07389402609898, 7.682566841396922 45.07385919593501, 7.682561911549291 45.07381943279601, 7.682543757538434 45.07381611772223, 7.68253313360202 45.07379526433146, 7.682548955961574 45.07377953202698, 7.682423552010651 45.07355640126126, 7.68239683735311 45.07354914365781, 7.68239103621577 45.07352812499649, 7.682395958083651 45.0735094722691, 7.682411757030994 45.07349199339387, 7.682450434544498 45.07347356224854, 7.68248443299178 45.07346449500687, 7.683188802761372 45.0734351032111, 7.683219086471735 45.07345234861329, 7.683278284593539 45.07345040370704, 7.683280378403203 45.07348240093823, 7.683270957943547 45.07348491175893));1;Centro;Centro - Crocetta
130;lagrange;1;5096;1364;POLYGON ((7.681089388236884 45.06351068745821, 7.681320989097558 45.06383248288505, 7.681326824938681 45.06383720415384, 7.681792347948543 45.06366524793926, 7.681854048807598 45.0637556568787, 7.681384774470632 45.06392428944595, 7.681616505275532 45.06423365235398, 7.681513563574629 45.06429466490944, 7.681289058899575 45.06398371096099, 7.681176585931329 45.06382792520989, 7.680976617504962 45.06355095628643, 7.681089388236884 45.06351068745821));1;Centro;Centro - Crocetta
131;lagrange;1;5096;820;POLYGON ((7.682972100674985 45.06610259407383, 7.682846835705821 45.06614819390499, 7.682414969902195 45.06554577055957, 7.682536279942805 45.0655013522015, 7.682972100674985 45.06610259407383));1;Centro;Centro - Crocetta
132;lagrange;1;5096;1667;POLYGON ((7.683398710257244 45.06668254325546, 7.684264112098056 45.06788632894964, 7.684135772068537 45.06792639230963, 7.683271525779673 45.06672824501228, 7.683398710257244 45.06668254325546));1;Centro;Centro - Crocetta
133;area musei;1;;1043;POLYGON ((7.684866271803172 45.06871678363838, 7.684749025140956 45.06876270953183, 7.684736798169583 45.068745843594, 7.68472810025848 45.06874901098055, 7.684686296637872 45.06869136885233, 7.684694994542394 45.06868820146887, 7.684684356279257 45.06867351422608, 7.684675658376412 45.06867668160875, 7.684639260397926 45.06862649210119, 7.684647958295037 45.06862332472119, 7.684636310292598 45.06860724858679, 7.68462761239732 45.06861041596594, 7.684587606722651 45.06855525196747, 7.684596304611634 45.0685520845913, 7.684585727830706 45.06853748806392, 7.684577029943394 45.06854065543932, 7.684536236381574 45.06848440214544, 7.684544934262464 45.06848123477306, 7.684534579282504 45.06846693785107, 7.684525881403246 45.06847010522269, 7.684409842972338 45.06831006891572, 7.68441854083332 45.06830690155262, 7.684407668443428 45.06829190552885, 7.68439897058416 45.06829507289113, 7.684357906655623 45.06823843834605, 7.684366604508432 45.0682352709868, 7.684356236916946 45.0682209739027, 7.684347539065774 45.0682241412612, 7.684306475237657 45.06816750669812, 7.684315173082362 45.06816433934263, 7.684304805516232 45.068150042254, 7.684296107673155 45.0681532096087, 7.684259279919333 45.06810240291002, 7.684267977756604 45.06809923555801, 7.684257326803687 45.06808455712936, 7.684248628968094 45.06808772448059, 7.684207060771549 45.06803038193843, 7.684215758600597 45.06802721459026, 7.68420438134108 45.06801152860178, 7.684324090010793 45.06796952935196, 7.684866271803172 45.06871678363838));1;Centro;Centro - Crocetta
134;area musei;1;;11383;POLYGON ((7.686582376933303 45.06903220895421, 7.686573769577651 45.06910072950167, 7.685452854750718 45.06952318329395, 7.685792914033066 45.06999751578786, 7.685790283848363 45.06999809762081, 7.68584101448753 45.07006650004974, 7.685850995311538 45.07006278924533, 7.685860877342367 45.07007945703489, 7.685865882554659 45.07008166604658, 7.685872388244563 45.0700810388082, 7.685883471378178 45.07009684726228, 7.685740524418571 45.07014715657836, 7.685724110036573 45.07012899390693, 7.685723646085686 45.0701265131123, 7.685713255403711 45.07011153176484, 7.685721270476907 45.07010878852173, 7.685674311257391 45.07003989836396, 7.685670879857858 45.07004107408009, 7.685329941486917 45.06956965663824, 7.684309549551785 45.06995354149633, 7.684245145656388 45.0698616305153, 7.684754124087463 45.06966660592452, 7.684761651642044 45.0696765321597, 7.684927932769408 45.06961321213887, 7.684929519310318 45.06961493172707, 7.684990236807749 45.06959236189673, 7.684982986770899 45.0695816924425, 7.684986185846051 45.06958067610047, 7.684968325706068 45.06955463563082, 7.684965070672191 45.06955587636899, 7.684940447563271 45.06952063931855, 7.684942967772546 45.06951986720362, 7.684926122210012 45.06949611583192, 7.684923651561509 45.06949694252731, 7.684901134904027 45.06946457425505, 7.684903429407868 45.06946367351778, 7.684887058619219 45.06944026967215, 7.684884729939832 45.06944099898404, 7.684877892735095 45.06943116243051, 7.684861844426764 45.06943689163367, 7.684860678219995 45.06943512287697, 7.68482294832372 45.06944849674013, 7.684824342710432 45.06945028612929, 7.684819261017562 45.06945213077128, 7.684721646796051 45.06931706676524, 7.68474039927376 45.06930919033826, 7.684743532028889 45.06929666913069, 7.68471854582998 45.06926010460506, 7.68470232490626 45.0692534275239, 7.684680385870604 45.06926011501837, 7.684584455267746 45.06912771161101, 7.684588723670718 45.06912604147955, 7.684589726213916 45.06912774534173, 7.684627475877001 45.069114056725, 7.684625755135554 45.06911154344094, 7.684639291026853 45.06910624440608, 7.68463467343837 45.06909877384137, 7.684638443663359 45.06909722399095, 7.684620630083422 45.06907248924055, 7.68461733222169 45.06907393651335, 7.684594639240777 45.06904207023908, 7.684597463500363 45.06904077953948, 7.684577377769547 45.06901265198378, 7.684575085963499 45.06901343572421, 7.684554276483841 45.06898363451941, 7.684556482283208 45.06898272376522, 7.684538009535253 45.06895627109233, 7.684535607152243 45.06895689152806, 7.684529605753593 45.06894827980678, 7.684925466309542 45.06879433965496, 7.684938467817005 45.06881233069947, 7.684942989557221 45.06881069047795, 7.684958310696103 45.06883183872291, 7.684953772093663 45.0688334898452, 7.684961307203467 45.06884391054029, 7.684965816246039 45.06884227017166, 7.685008046780355 45.06890070025721, 7.685003537734318 45.06890234062749, 7.685011577647519 45.06891346026108, 7.685016086694215 45.0689118198905, 7.685030824393301 45.06893220735891, 7.685026315345396 45.06893384773006, 7.685035426479325 45.06894644697014, 7.685045359571015 45.06894425696454, 7.685061136632272 45.06894370055956, 7.685068918158586 45.06894504142073, 7.68507630126041 45.06894769193308, 7.685086758299214 45.06895367245561, 7.685098157934893 45.0689645247253, 7.685101473703456 45.06897060302433, 7.685102902095082 45.06897700164675, 7.685105617941333 45.06897711394326, 7.685109381743239 45.06901184065303, 7.68510641737898 45.0690120405519, 7.685108115892063 45.06904542923225, 7.685112414430296 45.06904465959327, 7.685122260060982 45.06906345141972, 7.685119269478844 45.06906479422651, 7.685143369662019 45.06908904320516, 7.685148775533087 45.06908707109618, 7.685153079130045 45.06909715750374, 7.685180907889424 45.06913551899792, 7.685190701520279 45.06914384130052, 7.685185530842924 45.06914552806752, 7.685200853625755 45.06917198036217, 7.685203234120678 45.0691712066323, 7.685225740889829 45.06919016227453, 7.685224003848473 45.06919168155088, 7.685253781107215 45.06921099997368, 7.685256048739285 45.06920905472845, 7.685293952993079 45.06923293155619, 7.68529159068503 45.06923512775804, 7.68530030706848 45.06924500393195, 7.685305220091621 45.06925621355654, 7.685306069090204 45.06926350566854, 7.685302891646437 45.06927576532912, 7.685294667388489 45.06928763380689, 7.685286819098796 45.06929418663901, 7.685293061733582 45.06930281009986, 7.685297532291693 45.06930118727831, 7.685315643802334 45.06932624041095, 7.685311173242746 45.06932786323318, 7.685317637254509 45.06933680429982, 7.685322095114985 45.06933518133108, 7.685364622283988 45.06939400176701, 7.685360151720413 45.06939562459109, 7.68536560615916 45.0694031677747, 7.685370064023526 45.06940154480419, 7.685388237237669 45.06942667965028, 7.68538377957821 45.06942829362225, 7.68539062264872 45.06943787816684, 7.686245999003328 45.06911666253699, 7.686253678706191 45.06912632867171, 7.686356149456018 45.06908381386335, 7.68635368893658 45.06908031991436, 7.686360634063101 45.06907714123617, 7.686343741393854 45.06905431669981, 7.686341384049316 45.06905518973803, 7.686338526512394 45.06905072804351, 7.686335873778072 45.06905174170887, 7.686332741181931 45.0690470878143, 7.686329846124633 45.06904814369926, 7.686305534985687 45.0690153409758, 7.686310032129969 45.06901366441057, 7.686300790407911 45.06900120779601, 7.686296293264353 45.06900288436089, 7.686268531675417 45.06896544207915, 7.686273028816801 45.06896376551529, 7.686262333317413 45.06894933880945, 7.686257836176868 45.06895101537285, 7.686232785627262 45.06891722294429, 7.686237282765845 45.06891554638183, 7.686234698565155 45.06891190698042, 7.686263609007278 45.06890087960403, 7.686243292908352 45.06887390190095, 7.686215157235627 45.06888438008635, 7.686197067857052 45.06885890427175, 7.686224221738017 45.06884858582331, 7.686203696177536 45.06882132665125, 7.686177539056496 45.06883138651685, 7.686172641397351 45.06882448889636, 7.68616588934767 45.06882700366322, 7.686138053998889 45.06878946148158, 7.686144806045296 45.06878694671633, 7.686134985462226 45.06877370028212, 7.686128233416977 45.06877621504683, 7.686102308167735 45.06874124230697, 7.686109060209934 45.06873872754376, 7.686098204443383 45.06872409193943, 7.686091452402459 45.06872660670202, 7.68606656239603 45.06869302312147, 7.686073314434021 45.06869050836028, 7.68606692359408 45.0686822523031, 7.686091821676917 45.06867280808719, 7.686072849759563 45.06864760114553, 7.686047788564839 45.06865751156577, 7.686031491098065 45.06863644015257, 7.686057119224858 45.06862673429748, 7.686033844966874 45.06859581579153, 7.686007803453634 45.06860582293938, 7.686004163960342 45.0686011181927, 7.68599966684002 45.06860279474626, 7.685973224045728 45.06856713189351, 7.685977721163968 45.06856545534093, 7.685967395656123 45.0685515189544, 7.685962885839228 45.06855319536041, 7.685937465789248 45.06851891252246, 7.685941975604149 45.06851723611743, 7.685930972066176 45.06850240075936, 7.685926474951592 45.06850407731014, 7.685903112832662 45.06847256365658, 7.685907609945414 45.06847088710668, 7.685902028113653 45.06846336048464, 7.6859053080516 45.06846213800952, 7.685887084635285 45.06843753376121, 7.686596131796843 45.06816350988248, 7.686617883545998 45.06819269144427, 7.686620469027273 45.0681918390282, 7.6866542805384 45.06823744331584, 7.68665039200542 45.06823917190497, 7.686669666316147 45.06826615555649, 7.68667416475093 45.06826497408235, 7.686798485469234 45.06843581532752, 7.686790118271516 45.06843786146929, 7.686862487929969 45.06853815318527, 7.686873958999934 45.06853425239452, 7.686997943150588 45.06870486450204, 7.686990233740632 45.06870758434614, 7.687010742118606 45.06873560831991, 7.687014963874103 45.06873430662878, 7.687018676312034 45.0687380490055, 7.68702255716218 45.06873721147899, 7.687049413591351 45.06877314889443, 7.687044966128037 45.06877432196783, 7.687047071296862 45.06877780281351, 7.687042288572433 45.06877863896983, 7.687063004695321 45.06880813259225, 7.687095614305978 45.06883525153496, 7.686582376933303 45.06903220895421));1;Centro;Centro - Crocetta
135;murazzi nord;1;5086;2082;POLYGON ((7.698968686184843 45.06530420195408, 7.698847367298546 45.06542733940271, 7.69868001249925 45.06533725636121, 7.698701487503691 45.06531897575157, 7.698622183518129 45.06527218129119, 7.698611703189229 45.06528342190661, 7.698260607848433 45.0650813284891, 7.698061202945842 45.0649496827116, 7.698038825535245 45.06493722125624, 7.697186344568258 45.06428368813944, 7.697051722120333 45.06417393377777, 7.696888979033345 45.06404877613739, 7.696881651735564 45.06405345872216, 7.696850831682093 45.06402855038463, 7.696833739949851 45.06398250983443, 7.696841045690022 45.06396229449475, 7.69686266885196 45.06393805682082, 7.697113530841646 45.06413250245959, 7.697132872678799 45.06414772896903, 7.69714021984588 45.06414301493741, 7.697717093518277 45.06456379044523, 7.698024129790043 45.06479792405364, 7.698155913235144 45.06489468249657, 7.698416003698451 45.0650712991831, 7.698439442041149 45.06506668751747, 7.698474570503127 45.06506748409787, 7.69851968334149 45.06509063758825, 7.698553056125749 45.06511226196353, 7.698574925551632 45.06513479938111, 7.698580684647323 45.06515192317348, 7.698577132304279 45.06517300056062, 7.698767631837582 45.06527624271925, 7.698822742899413 45.06526575384498, 7.698853980312291 45.06526618189868, 7.698911754531508 45.06527938868796, 7.698954081162716 45.06529659616302, 7.698968686184843 45.06530420195408));1;Centro;Centro - Crocetta
