ID_R_IMP_T;COMPETENZA;DENOMINAZI;POLIVALENT;SOCIETA_SP;INDIRIZZO;CITTA;CAP;CIRCOSCRIZ;URL;DISCIPLINA;geometry;LATITUDE;LONGITUDE;QUARTIERE;DQUARTIERE;DCIRCOSCRIZ
25;competenza della Circoscrizione;Piscina Carducci;NO;;CORSO GIACOMO MATTEOTTI 6 bis;TORINO;10121;1;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=3;PISCINA COPERTA;POINT (7.677258490918171 45.06560652736799);45.06560652736799;7.677258490918171;1;Centro;Centro - Crocetta
695;competenza della Circoscrizione;Palestra scolastica Valfrè;NO;;VIA S. TOMMASO 17;TORINO;10121;1;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=20;PALESTRA SCOLASTICA;POINT (7.68164226942379 45.07032328885918);45.07032328885918;7.68164226942379;1;Centro;Centro - Crocetta
693;competenza della Circoscrizione;Palestra scolastica Tommaseo;NO;;VIA DEI MILLE 15;TORINO;10123;1;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=13;PALESTRA SCOLASTICA;POINT (7.688295611696386 45.06243363853742);45.06243363853742;7.688295611696386;1;Centro;Centro - Crocetta
673;competenza della Circoscrizione;Palestra scolastica Sclopis;NO;;VIA DEL CARMINE 27;TORINO;10122;1;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=5;PALESTRA SCOLASTICA;POINT (7.671968613445168 45.07687142439764);45.076871424397645;7.671968613445168;1;Centro;Centro - Crocetta
668;competenza della Circoscrizione;Palestra scolastica Ricardi di Netro;NO;;VIA BEATO SEBASTIANO VALFRE' 8;TORINO;10121;1;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=6;PALESTRA SCOLASTICA;POINT (7.671089536705066 45.07060941839018);45.07060941839018;7.6710895367050655;1;Centro;Centro - Crocetta
662;competenza della Circoscrizione;Palestra Meucci;NO;;VIA SAGLIANO MICCA 3 bis;TORINO;10121;1;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=18;PALESTRA SCOLASTICA;POINT (7.670140385912504 45.0687340338601);45.068734033860096;7.670140385912504;1;Centro;Centro - Crocetta
654;competenza della Circoscrizione;Palestra Francesco d'Assisi;NO;;VIA GIULIA DI BAROLO 8;TORINO;10124;1;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=12;PALESTRA SCOLASTICA;POINT (7.695992804710326 45.0668424007814);45.0668424007814;7.695992804710326;1;Centro;Centro - Crocetta
642;competenza della Circoscrizione;Palestra scolastica Calvino;NO;;VIA S. OTTAVIO 7;TORINO;10124;1;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=14;PALESTRA SCOLASTICA;POINT (7.693341836477587 45.06732373344173);45.06732373344173;7.693341836477587;1;Centro;Centro - Crocetta
129;competenza della Circoscrizione;Bocciofila Amici Boston;NO;;VIA BOSTON 31/A;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=47;BOCCIOFILA;POINT (7.641619854553274 45.03965716445433);45.039657164454326;7.641619854553274;11;Santa Rita;Santa Rita - Mirafiori
368;competenza della Circoscrizione;Bocciofila Amici Boston;NO;;VIA BOSTON 31/A;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=47;EDIFICI DI PERTINENZA;POINT (7.641619854553274 45.03965716445433);45.039657164454326;7.641619854553274;11;Santa Rita;Santa Rita - Mirafiori
195;competenza della Circoscrizione;Bocciofila Gruppo Pensionati e Amici;NO;;VIA ADA NEGRI 26/A;TORINO;10136;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=49;BOCCIOFILA;POINT (7.640452992197052 45.0524302206328);45.0524302206328;7.640452992197052;11;Santa Rita;Santa Rita - Mirafiori
385;competenza della Circoscrizione;Bocciofila Gruppo Pensionati e Amici;NO;;VIA ADA NEGRI 26/A;TORINO;10136;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=49;EDIFICI DI PERTINENZA;POINT (7.640452992197052 45.0524302206328);45.0524302206328;7.640452992197052;11;Santa Rita;Santa Rita - Mirafiori
74;competenza della Circoscrizione;Bocciofila La Taurinense;NO;;CORSO QUATTRO NOVEMBRE 93;TORINO;10136;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=44;BOCCIOFILA;POINT (7.651026862200311 45.04475536073352);45.04475536073352;7.651026862200311;11;Santa Rita;Santa Rita - Mirafiori
611;competenza della Circoscrizione;Bocciofila La Taurinense;NO;;CORSO QUATTRO NOVEMBRE 93;TORINO;10136;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=44;EDIFICI DI PERTINENZA;POINT (7.651026862200311 45.04475536073352);45.04475536073352;7.651026862200311;11;Santa Rita;Santa Rita - Mirafiori
376;competenza della Circoscrizione;Bocciofila La Taurinense;NO;;CORSO QUATTRO NOVEMBRE 93;TORINO;10136;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=44;EDIFICI DI PERTINENZA;POINT (7.651026862200311 45.04475536073352);45.04475536073352;7.651026862200311;11;Santa Rita;Santa Rita - Mirafiori
73;competenza della Circoscrizione;Bocciofila La Mole;NO;;CORSO QUATTRO NOVEMBRE 103;TORINO;10136;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=23;BOCCIOFILA;POINT (7.650944659509445 45.04434418363946);45.04434418363946;7.650944659509445;11;Santa Rita;Santa Rita - Mirafiori
377;competenza della Circoscrizione;Bocciofila La Mole;NO;;CORSO QUATTRO NOVEMBRE 103;TORINO;10136;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=23;EDIFICI DI PERTINENZA;POINT (7.650944659509445 45.04434418363946);45.04434418363946;7.650944659509445;11;Santa Rita;Santa Rita - Mirafiori
17;competenza della Circoscrizione;Bocciofila Amici del Biberon;NO;;CORSO GALILEO FERRARIS 230;TORINO;10134;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=265;BOCCIOFILA;POINT (7.655275308232796 45.04363754101017);45.04363754101017;7.655275308232796;11;Santa Rita;Santa Rita - Mirafiori
375;competenza della Circoscrizione;Bocciofila Amici del Biberon;NO;;CORSO GALILEO FERRARIS 230;TORINO;10134;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=265;EDIFICI DI PERTINENZA;POINT (7.655275308232796 45.04363754101017);45.04363754101017;7.655275308232796;11;Santa Rita;Santa Rita - Mirafiori
165;competenza della Circoscrizione;Bocciofila Petanque San Marino;NO;;VIA S. MARINO 133;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=306;BOCCIOFILA;POINT (7.636359925170479 45.04069186865285);45.04069186865285;7.6363599251704795;11;Santa Rita;Santa Rita - Mirafiori
306;competenza della Circoscrizione;Bocciofila Petanque San Marino;NO;;VIA S. MARINO 133;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=306;BASKET;POINT (7.636359925170479 45.04069186865285);45.04069186865285;7.6363599251704795;11;Santa Rita;Santa Rita - Mirafiori
307;competenza della Circoscrizione;Bocciofila Petanque San Marino;NO;;VIA S. MARINO 133;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=306;PALLAVOLO;POINT (7.636359925170479 45.04069186865285);45.04069186865285;7.6363599251704795;11;Santa Rita;Santa Rita - Mirafiori
378;competenza della Circoscrizione;Bocciofila Petanque San Marino;NO;;VIA S. MARINO 133;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=306;EDIFICI DI PERTINENZA;POINT (7.636359925170479 45.04069186865285);45.04069186865285;7.6363599251704795;11;Santa Rita;Santa Rita - Mirafiori
202;competenza della Circoscrizione;Rapid Torino;NO;;VIA OSOPPO 3;TORINO;10136;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=22;CALCIO;POINT (7.640560052086848 45.05375933253363);45.05375933253363;7.6405600520868475;11;Santa Rita;Santa Rita - Mirafiori
303;competenza della Circoscrizione;Rapid Torino;NO;;VIA OSOPPO 3;TORINO;10136;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=22;CALCETTO;POINT (7.640560052086848 45.05375933253363);45.05375933253363;7.6405600520868475;11;Santa Rita;Santa Rita - Mirafiori
308;competenza della Circoscrizione;Rapid Torino;NO;;VIA OSOPPO 3;TORINO;10136;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=22;ROLLER;POINT (7.640560052086848 45.05375933253363);45.05375933253363;7.6405600520868475;11;Santa Rita;Santa Rita - Mirafiori
382;competenza della Circoscrizione;Rapid Torino;NO;;VIA OSOPPO 3;TORINO;10136;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=22;EDIFICI DI PERTINENZA;POINT (7.640560052086848 45.05375933253363);45.05375933253363;7.6405600520868475;11;Santa Rita;Santa Rita - Mirafiori
383;competenza della Circoscrizione;Rapid Torino;NO;;VIA OSOPPO 3;TORINO;10136;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=22;EDIFICI DI PERTINENZA;POINT (7.640560052086848 45.05375933253363);45.05375933253363;7.6405600520868475;11;Santa Rita;Santa Rita - Mirafiori
702;competenza del Settore Sport;Stadio Olimpico;NO;Torino Calcio 2011-2012;VIA FILADELFIA 96/B;TORINO;10134;2;http://www.torinofc.it/content/view/1561/134/;STADIO CAMPO CALCIO;POINT (7.648961772138242 45.04083759204228);45.04083759204228;7.648961772138242;11;Santa Rita;Santa Rita - Mirafiori
707;competenza del Settore Sport;Stadio Olimpico;NO;Torino Calcio 2011-2012;VIA FILADELFIA 96/B;TORINO;10134;2;http://www.torinofc.it/content/view/1561/134/;STADIO STRUTTURA;POINT (7.648961772138242 45.04083759204228);45.04083759204228;7.648961772138242;11;Santa Rita;Santa Rita - Mirafiori
708;competenza del Settore Sport;Stadio Olimpico;NO;Torino Calcio 2011-2012;VIA FILADELFIA 96/B;TORINO;10134;2;http://www.torinofc.it/content/view/1561/134/;STADIO GRADINATA;POINT (7.648961772138242 45.04083759204228);45.04083759204228;7.648961772138242;11;Santa Rita;Santa Rita - Mirafiori
18;competenza del Settore Sport;Piscina Galileo Ferraris;NO;TORINO 81 scrl;CORSO GALILEO FERRARIS 290/A;TORINO;10134;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=200;PISCINA COPERTA;POINT (7.653367797809799 45.04049566576918);45.04049566576918;7.653367797809799;11;Santa Rita;Santa Rita - Mirafiori
549;competenza del Settore Sport;Piscina Galileo Ferraris;NO;TORINO 81 scrl;CORSO GALILEO FERRARIS 290/A;TORINO;10134;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=200;EDIFICI DI PERTINENZA;POINT (7.653367797809799 45.04049566576918);45.04049566576918;7.653367797809799;11;Santa Rita;Santa Rita - Mirafiori
550;competenza del Settore Sport;Piscina Galileo Ferraris;NO;TORINO 81 scrl;CORSO GALILEO FERRARIS 290/A;TORINO;10134;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=200;EDIFICI DI PERTINENZA;POINT (7.653367797809799 45.04049566576918);45.04049566576918;7.653367797809799;11;Santa Rita;Santa Rita - Mirafiori
551;competenza del Settore Sport;Palazzo del Nuoto;NO;F.I.N.;VIA FILADELFIA 79/A;TORINO;10134;2;;EDIFICI DI PERTINENZA;POINT (7.650751871149276 45.03991013822524);45.03991013822524;7.650751871149276;11;Santa Rita;Santa Rita - Mirafiori
156;competenza del Settore Sport;Palazzo del Nuoto;NO;F.I.N.;VIA FILADELFIA 79/A;TORINO;10134;2;;PISCINA COPERTA;POINT (7.650751871149276 45.03991013822524);45.03991013822524;7.650751871149276;11;Santa Rita;Santa Rita - Mirafiori
19;competenza del Settore Sport;Piscina Stadio Monumentale;NO;;CORSO GALILEO FERRARIS 294;TORINO;10134;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=178;PISCINA COPERTA;POINT (7.652787403080604 45.03968318422974);45.039683184229744;7.652787403080604;11;Santa Rita;Santa Rita - Mirafiori
552;competenza del Settore Sport;Piscina Stadio Monumentale;NO;;CORSO GALILEO FERRARIS 294;TORINO;10134;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=178;EDIFICI DI PERTINENZA;POINT (7.652787403080604 45.03968318422974);45.039683184229744;7.652787403080604;11;Santa Rita;Santa Rita - Mirafiori
553;competenza del Settore Sport;Piscina Stadio Monumentale;NO;;CORSO GALILEO FERRARIS 294;TORINO;10134;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=178;EDIFICI DI PERTINENZA;POINT (7.652787403080604 45.03968318422974);45.039683184229744;7.652787403080604;11;Santa Rita;Santa Rita - Mirafiori
649;competenza della Circoscrizione;Palestra scolastica Don Milani;NO;;VIA S. MARINO 107;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=235;PALESTRA SCOLASTICA;POINT (7.638662182564611 45.03990406324189);45.03990406324189;7.638662182564611;11;Santa Rita;Santa Rita - Mirafiori
645;competenza della Circoscrizione;Palestra scolastica Chiovini;NO;;VIA BALTIMORA 76;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=31;PALESTRA SCOLASTICA;POINT (7.640901328168408 45.04524799646775);45.04524799646775;7.640901328168408;11;Santa Rita;Santa Rita - Mirafiori
644;competenza della Circoscrizione;Palestra scolastica Casalegno;NO;;VIA FILIPPO ACCIARINI 20;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=34;PALESTRA SCOLASTICA;POINT (7.642023729091799 45.04089856812323);45.04089856812323;7.6420237290917985;11;Santa Rita;Santa Rita - Mirafiori
641;competenza della Circoscrizione;Palestra scolastica Caduti di Cefalonia;NO;;VIA BALTIMORA 110;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=36;PALESTRA SCOLASTICA;POINT (7.638015640593443 45.0462730937535);45.0462730937535;7.6380156405934425;11;Santa Rita;Santa Rita - Mirafiori
640;;Palestra scolastica Antonelli;NO;;VIA FILADELFIA 121;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=35;PALESTRA SCOLASTICA;POINT (7.645850264291322 45.04163695542629);45.04163695542629;7.6458502642913215;11;Santa Rita;Santa Rita - Mirafiori
634;competenza della Circoscrizione;Palestra scolastica Ada Negri;NO;;VIA ADA NEGRI 23;TORINO;10136;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=37;PALESTRA SCOLASTICA;POINT (7.640676145701494 45.05218147925795);45.052181479257946;7.6406761457014944;11;Santa Rita;Santa Rita - Mirafiori
357;competenza del Patrimonio;Sporting;NO;Circolo della Stampa Sporting;CORSO GIOVANNI AGNELLI 45;TORINO;10134;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=201;PALESTRA;POINT (7.647053753310125 45.0397999279765);45.039799927976496;7.647053753310125;11;Santa Rita;Santa Rita - Mirafiori
358;competenza del Patrimonio;Sporting;NO;Circolo della Stampa Sporting;CORSO GIOVANNI AGNELLI 45;TORINO;10134;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=201;CALCETTO;POINT (7.647053753310125 45.0397999279765);45.039799927976496;7.647053753310125;11;Santa Rita;Santa Rita - Mirafiori
569;competenza del Patrimonio;Sporting;NO;Circolo della Stampa Sporting;CORSO GIOVANNI AGNELLI 45;TORINO;10134;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=201;EDIFICI DI PERTINENZA;POINT (7.647053753310125 45.0397999279765);45.039799927976496;7.647053753310125;11;Santa Rita;Santa Rita - Mirafiori
584;competenza del Patrimonio;Sporting;NO;Circolo della Stampa Sporting;CORSO GIOVANNI AGNELLI 45;TORINO;10134;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=201;EDIFICI DI PERTINENZA;POINT (7.647053753310125 45.0397999279765);45.039799927976496;7.647053753310125;11;Santa Rita;Santa Rita - Mirafiori
48;competenza della Circoscrizione;Sebastopoli - Palestra;NO;;CORSO SEBASTOPOLI 258;TORINO;10136;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=262;PALESTRA;POINT (7.637307430744437 45.04809060641822);45.04809060641822;7.637307430744437;11;Santa Rita;Santa Rita - Mirafiori
47;competenza della Circoscrizione;Sebastopoli - Piscina;NO;;CORSO SEBASTOPOLI 258;TORINO;10136;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=52;PISCINA COPERTA;POINT (7.637307430744437 45.04809060641822);45.04809060641822;7.637307430744437;11;Santa Rita;Santa Rita - Mirafiori
136;competenza della Circoscrizione;Bocciofila Mirafiori Nord;NO;;VIA CARLO DEL PRETE 64/B;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=45;BOCCIOFILA;POINT (7.638809336165282 45.03394484845317);45.033944848453174;7.6388093361652825;12;Mirafiori Nord;Santa Rita - Mirafiori
369;competenza della Circoscrizione;Bocciofila Mirafiori Nord;NO;;VIA CARLO DEL PRETE 64/B;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=45;EDIFICI DI PERTINENZA;POINT (7.638809336165282 45.03394484845317);45.033944848453174;7.6388093361652825;12;Mirafiori Nord;Santa Rita - Mirafiori
370;competenza della Circoscrizione;Bocciofila Omero;NO;;VIA GUIDO RENI 213 int. 16;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=48;EDIFICI DI PERTINENZA;POINT (7.630151624752258 45.03968708878711);45.03968708878711;7.630151624752258;12;Mirafiori Nord;Santa Rita - Mirafiori
172;competenza della Circoscrizione;Bocciofila Omero;NO;;VIA GUIDO RENI 213 int. 16;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=48;BOCCIOFILA;POINT (7.630151624752258 45.03968708878711);45.03968708878711;7.630151624752258;12;Mirafiori Nord;Santa Rita - Mirafiori
54;competenza della Circoscrizione;Bocciofila Pensionati e Amici;NO;;CORSO SIRACUSA 209/B;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=50;BOCCIOFILA;POINT (7.634207508360139 45.03579767773228);45.035797677732276;7.634207508360139;12;Mirafiori Nord;Santa Rita - Mirafiori
371;competenza della Circoscrizione;Bocciofila Pensionati e Amici;NO;;CORSO SIRACUSA 209/B;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=50;EDIFICI DI PERTINENZA;POINT (7.634207508360139 45.03579767773228);45.035797677732276;7.634207508360139;12;Mirafiori Nord;Santa Rita - Mirafiori
197;competenza della Circoscrizione;Bocciofila Rubino;NO;;VIA FRANCESCO SAVERIO NITTI 8/A;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=54;BOCCIOFILA;POINT (7.622773984482849 45.04423180621549);45.04423180621549;7.622773984482849;12;Mirafiori Nord;Santa Rita - Mirafiori
384;competenza della Circoscrizione;Bocciofila Rubino;NO;;VIA FRANCESCO SAVERIO NITTI 8/A;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=54;EDIFICI DI PERTINENZA;POINT (7.622773984482849 45.04423180621549);45.04423180621549;7.622773984482849;12;Mirafiori Nord;Santa Rita - Mirafiori
207;competenza della Circoscrizione;Bocciofila Avis;NO;;VIA GIOVANNI PALATUCCI 22/A;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=46;BOCCIOFILA;POINT (7.620382255338046 45.04795248823756);45.04795248823756;7.620382255338046;12;Mirafiori Nord;Santa Rita - Mirafiori
372;competenza della Circoscrizione;Bocciofila Avis;NO;;VIA GIOVANNI PALATUCCI 22/A;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=46;EDIFICI DI PERTINENZA;POINT (7.620382255338046 45.04795248823756);45.04795248823756;7.620382255338046;12;Mirafiori Nord;Santa Rita - Mirafiori
226;competenza della Circoscrizione;Bocciofila Ragusa;NO;;VIA RAGUSA 27/A;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=53;BOCCIOFILA;POINT (7.630330263823991 45.04259345710519);45.04259345710519;7.630330263823991;12;Mirafiori Nord;Santa Rita - Mirafiori
373;competenza della Circoscrizione;Bocciofila Ragusa;NO;;VIA RAGUSA 27/A;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=53;EDIFICI DI PERTINENZA;POINT (7.630330263823991 45.04259345710519);45.04259345710519;7.630330263823991;12;Mirafiori Nord;Santa Rita - Mirafiori
138;competenza della Circoscrizione;Bocciofila Nuova Delhy;NO;;VIA CASTELGOMBERTO 20;TORINO;10136;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=266;BOCCIOFILA;POINT (7.632046986029675 45.05152914644797);45.05152914644797;7.632046986029675;12;Mirafiori Nord;Santa Rita - Mirafiori
374;competenza della Circoscrizione;Bocciofila Nuova Delhy;NO;;VIA CASTELGOMBERTO 20;TORINO;10136;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=266;EDIFICI DI PERTINENZA;POINT (7.632046986029675 45.05152914644797);45.05152914644797;7.632046986029675;12;Mirafiori Nord;Santa Rita - Mirafiori
300;competenza della Circoscrizione;Bocciofila Nuova Delhy;NO;;VIA CASTELGOMBERTO 20;TORINO;10136;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=266;CALCETTO;POINT (7.632046986029675 45.05152914644797);45.05152914644797;7.632046986029675;12;Mirafiori Nord;Santa Rita - Mirafiori
126;competenza della Circoscrizione;Bocciofila Pinchia Pensionati e Amici;NO;;VIA GIORGIO BELLONO 20/A;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=305;BOCCIOFILA;POINT (7.625354929336973 45.03810850025464);45.03810850025464;7.625354929336973;12;Mirafiori Nord;Santa Rita - Mirafiori
153;competenza della Circoscrizione;Barracuda;NO;;VIA DON BARTOLOMEO GRAZIOLI 41;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=24;CALCIO;POINT (7.631816926642449 45.03854160131158);45.03854160131158;7.631816926642449;12;Mirafiori Nord;Santa Rita - Mirafiori
301;competenza della Circoscrizione;Barracuda;NO;;VIA DON BARTOLOMEO GRAZIOLI 41;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=24;TENNIS;POINT (7.631816926642449 45.03854160131158);45.03854160131158;7.631816926642449;12;Mirafiori Nord;Santa Rita - Mirafiori
302;competenza della Circoscrizione;Barracuda;NO;;VIA DON BARTOLOMEO GRAZIOLI 41;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=24;CALCETTO;POINT (7.631816926642449 45.03854160131158);45.03854160131158;7.631816926642449;12;Mirafiori Nord;Santa Rita - Mirafiori
379;competenza della Circoscrizione;Barracuda;NO;;VIA DON BARTOLOMEO GRAZIOLI 41;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=24;EDIFICI DI PERTINENZA;POINT (7.631816926642449 45.03854160131158);45.03854160131158;7.631816926642449;12;Mirafiori Nord;Santa Rita - Mirafiori
380;competenza della Circoscrizione;Barracuda;NO;;VIA DON BARTOLOMEO GRAZIOLI 41;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=24;EDIFICI DI PERTINENZA;POINT (7.631816926642449 45.03854160131158);45.03854160131158;7.631816926642449;12;Mirafiori Nord;Santa Rita - Mirafiori
206;competenza della Circoscrizione;Palatucci;NO;;VIA GIOVANNI PALATUCCI 12;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=40;CALCIO;POINT (7.620901031881767 45.04881390730879);45.04881390730879;7.620901031881767;12;Mirafiori Nord;Santa Rita - Mirafiori
294;competenza della Circoscrizione;Palatucci;NO;;VIA GIOVANNI PALATUCCI 12;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=40;TENNIS;POINT (7.620901031881767 45.04881390730879);45.04881390730879;7.620901031881767;12;Mirafiori Nord;Santa Rita - Mirafiori
293;competenza della Circoscrizione;Palatucci;NO;;VIA GIOVANNI PALATUCCI 12;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=40;CALCETTO;POINT (7.620901031881767 45.04881390730879);45.04881390730879;7.620901031881767;12;Mirafiori Nord;Santa Rita - Mirafiori
295;competenza della Circoscrizione;Palatucci;NO;;VIA GIOVANNI PALATUCCI 12;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=40;ROLLER;POINT (7.620901031881767 45.04881390730879);45.04881390730879;7.620901031881767;12;Mirafiori Nord;Santa Rita - Mirafiori
296;competenza della Circoscrizione;Palatucci;NO;;VIA GIOVANNI PALATUCCI 12;TORINO;10137;2;http://www.comune.torino.it/php/impiantiSportivi/user.php?context=impianti&submitAction=dettaglio&refScheda=40;PALLAVOLO;POINT (7.620901031881767 45.04881390730879);45.04881390730879;7.620901031881767;12;Mirafiori Nord;Santa Rita - Mirafiori
