Categoria criminologa,Sottocategoria Criminologica,CIRCOSCRIZ,Localita,Area Verde,Data,Ora
Convivenza Civile,Disturbi da locali,6,MONTANARO/(VIA),,2015-01-07,
Convivenza Civile,Disturbi da locali,7,PALLAVICINO/GIORGIO (VIA),,2015-01-07,
Convivenza Civile,Disturbi da locali,4,REGINA MARGHERITA/(CORSO),,2015-01-12,
Convivenza Civile,Disturbi da locali,8,BELFIORE/(VIA),,2015-01-12,
Convivenza Civile,Disturbi da locali,1,PESCATORE/MATTEO (VIA),,2015-01-15,12.0
Convivenza Civile,Disturbi da locali,5,SCHIAPPARELLI GIOVANNI (VIA),,2015-01-16,
Convivenza Civile,Disturbi da locali,1,GARIBALDI/GIUSEPPE (VIA),,2015-01-20,
Convivenza Civile,Disturbi da locali,8,S. ANSELMO/(VIA),,2015-01-21,
Convivenza Civile,Disturbi da locali,6,MONTANARO/(VIA),,2015-01-22,
Convivenza Civile,Disturbi da locali,3,BEAULARD/(VIA),,2015-01-24,
Convivenza Civile,Disturbi da locali,3,DI NANNI/DANTE (VIA),,2015-01-24,
Convivenza Civile,Disturbi da locali,7,BOCCACCIO/GIOVANNI (VIA),,2015-01-25,
Convivenza Civile,Disturbi da locali,1,S. MAURIZIO/(CORSO),,2015-01-26,
Convivenza Civile,Disturbi da locali,7,MONGRANDO/(VIA),,2015-01-28,
Convivenza Civile,Disturbi da locali,6,VALPRATO/(VIA),,2015-02-02,
Convivenza Civile,Disturbi da locali,4,PRINCIPESSA CLOTILDE/(VIA),,2015-02-09,
Convivenza Civile,Disturbi da locali,10,ARTOM/EMANUELE (VIA),,2015-02-09,
Convivenza Civile,Disturbi da locali,1,VERDI/GIUSEPPE (VIA),,2015-02-10,
Convivenza Civile,Disturbi da locali,6,MARTORELLI/RENATO (VIA),,2015-02-13,
Convivenza Civile,Disturbi da locali,1,VITTORIO VENETO/(PIAZZA),,2015-02-24,
Convivenza Civile,Disturbi da locali,7,S. GIULIA/(VIA),,2015-02-26,
Convivenza Civile,Disturbi da locali,7,S. OTTAVIO/(VIA),,2015-02-26,
Convivenza Civile,Disturbi da locali,7,TARINO/LUIGI (VIA),,2015-02-27,
Convivenza Civile,Disturbi da locali,8,BELFIORE/(VIA),,2015-03-03,
Convivenza Civile,Disturbi da locali,8,SALUZZO/(VIA),,2015-03-04,
Convivenza Civile,Disturbi da locali,8,SALUZZO/(VIA),,2015-03-04,
Convivenza Civile,Disturbi da locali,5,GIACHINO/ERRICO (VIA),,2015-03-09,15.09
Convivenza Civile,Disturbi da locali,5,FOGLIZZO/(VIA),,2015-03-11,
Convivenza Civile,Disturbi da locali,6,DESANA/(VIA),,2015-03-13,
Convivenza Civile,Disturbi da locali,7,BRA/(VIA),,2015-03-13,
Convivenza Civile,Disturbi da locali,1,ARSENALE/(VIA),,2015-03-14,
Convivenza Civile,Disturbi da locali,8,NIZZA/(VIA),,2015-03-16,
Convivenza Civile,Disturbi da locali,3,DI NANNI/DANTE (VIA),,2015-03-17,
Convivenza Civile,Disturbi da locali,7,S. GIULIA/(VIA),,2015-03-18,
Convivenza Civile,Disturbi da locali,2,AGNELLI/GIOVANNI (CORSO),,2015-03-20,
Convivenza Civile,Disturbi da locali,8,BELFIORE/(VIA),,2015-03-22,
Convivenza Civile,Disturbi da locali,7,REGGIO/(VIA),,2015-03-23,
Convivenza Civile,Disturbi da locali,7,BELGIO/(CORSO),,2015-03-23,10.3
Convivenza Civile,Disturbi da locali,1,CONTE VERDE/(VIA),,2015-03-24,
Convivenza Civile,Disturbi da locali,8,BARETTI/GIUSEPPE (VIA),,2015-03-26,
Convivenza Civile,Disturbi da locali,8,S. ANSELMO/(VIA),,2015-03-30,
Convivenza Civile,Disturbi da locali,2,BUENOS AIRES/(VIA),,2015-03-31,
Convivenza Civile,Disturbi da locali,1,S. MASSIMO/(VIA),,2015-04-01,
Convivenza Civile,Disturbi da locali,8,MADAMA CRISTINA/(VIA),,2015-04-02,
Convivenza Civile,Disturbi da locali,,,,2015-04-07,
Convivenza Civile,Disturbi da locali,7,BORGO DORA/(VIA),,2015-04-08,
Convivenza Civile,Disturbi da locali,8,PELLICO/SILVIO (VIA),,2015-04-08,
Convivenza Civile,Disturbi da locali,1,PO/(VIA),,2015-04-10,
Convivenza Civile,Disturbi da locali,8,BARETTI/GIUSEPPE (VIA),,2015-04-10,
Convivenza Civile,Disturbi da locali,8,BARETTI/GIUSEPPE (VIA),,2015-04-10,
Convivenza Civile,Disturbi da locali,9,CANELLI/(VIA),,2015-04-10,
Convivenza Civile,Disturbi da locali,7,VANCHIGLIA/(VIA),,2015-04-12,
Convivenza Civile,Disturbi da locali,7,ARTISTI/(VIA),,2015-04-13,
Convivenza Civile,Disturbi da locali,4,BALME/(VIA),,2015-04-15,
Convivenza Civile,Disturbi da locali,4,GHEMME/(VIA),,2015-04-15,
Convivenza Civile,Disturbi da locali,8,MONCALIERI/(CORSO),,2015-04-15,
Convivenza Civile,Disturbi da locali,10,MONTE CENGIO/(VIA),,2015-04-15,
Convivenza Civile,Disturbi da locali,7,TORTONA/(CORSO),,2015-04-16,
Convivenza Civile,Disturbi da locali,8,S. ANSELMO/(VIA),,2015-04-16,
Convivenza Civile,Disturbi da locali,8,VIRGILIO/(VIALE),,2015-04-20,
Convivenza Civile,Disturbi da locali,5,MADONNA DI CAMPAGNA/(VIALE),,2015-04-21,
Convivenza Civile,Disturbi da locali,1,S. MASSIMO/(VIA),,2015-04-28,
Convivenza Civile,Disturbi da locali,,,,2015-04-30,
Convivenza Civile,Disturbi da locali,3,POLLENZO/(VIA),,2015-05-04,
Convivenza Civile,Disturbi da locali,8,VITTORIO EMANUELE II/(CORSO),,2015-05-04,
Convivenza Civile,Disturbi da locali,8,MONCALIERI/(CORSO),,2015-05-06,
Convivenza Civile,Disturbi da locali,7,CASALE/(CORSO),,2015-05-07,
Convivenza Civile,Disturbi da locali,8,S. ANSELMO/(VIA),,2015-05-08,
Convivenza Civile,Disturbi da locali,7,S. GIULIA/(PIAZZA),,2015-05-10,
Convivenza Civile,Disturbi da locali,7,CASTELNUOVO/(VIA),,2015-05-11,
Convivenza Civile,Disturbi da locali,6,VERCELLI/(CORSO),,2015-05-12,
Convivenza Civile,Disturbi da locali,8,VITTORIO EMANUELE II/(CORSO),,2015-05-12,
Convivenza Civile,Disturbi da locali,7,CASTELNUOVO/(VIA),,2015-05-13,
Convivenza Civile,Disturbi da locali,1,S. TOMMASO/(VIA),,2015-05-14,
Convivenza Civile,Disturbi da locali,7,VERONA/(CORSO),,2015-05-14,
Convivenza Civile,Disturbi da locali,3,S. BERNARDINO/(VIA),,2015-05-15,
Convivenza Civile,Disturbi da locali,4,AVET/GIACINTO (VIA),,2015-05-18,
Convivenza Civile,Disturbi da locali,9,TAGGIA/(VIA),,2015-05-21,
Convivenza Civile,Disturbi da locali,5,TOSCANA/(LARGO),,2015-05-22,
Convivenza Civile,Disturbi da locali,6,BRANDIZZO/(VIA),,2015-05-22,
Convivenza Civile,Disturbi da locali,6,TARANTO/(CORSO),,2015-05-22,
Convivenza Civile,Disturbi da locali,2,SEBASTOPOLI/(CORSO),,2015-05-25,9.05
Convivenza Civile,Disturbi da locali,9,GIORDANO/BRUNO (VIA),,2015-05-26,
Convivenza Civile,Disturbi da locali,4,REGINA MARGHERITA/(CORSO),,2015-05-27,
Convivenza Civile,Disturbi da locali,9,VIGLIANI/ONORATO (VIA),,2015-05-27,
Convivenza Civile,Disturbi da locali,8,VALPERGA/CALUSO (VIA),,2015-05-28,
Convivenza Civile,Disturbi da locali,8,MONCALIERI/(CORSO),,2015-05-29,
Convivenza Civile,Disturbi da locali,1,PRINCIPE AMEDEO/(VIA),,2015-06-03,
Convivenza Civile,Disturbi da locali,3,BOSSOLASCO/(VIA),,2015-06-05,
Convivenza Civile,Disturbi da locali,7,BUNIVA/MICHELE (VIA),,2015-06-05,
Convivenza Civile,Disturbi da locali,8,GALLIARI/BERNARDINO (VIA),,2015-06-05,
Convivenza Civile,Disturbi da locali,7,CASALE/(CORSO),,2015-06-06,
Convivenza Civile,Disturbi da locali,7,NIETZSCHE/FEDERICO (VIA),,2015-06-06,
Convivenza Civile,Disturbi da locali,7,BRESCIA/(CORSO),,2015-06-08,
Convivenza Civile,Disturbi da locali,10,ARTOM/EMANUELE (VIA),,2015-06-08,
Convivenza Civile,Disturbi da locali,10,ARTOM/EMANUELE (VIA),,2015-06-08,
Convivenza Civile,Disturbi da locali,8,MADAMA CRISTINA/(VIA),,2015-06-09,
Convivenza Civile,Disturbi da locali,9,CROCE/BENEDETTO (CORSO),,2015-06-09,
Convivenza Civile,Disturbi da locali,1,CARLO ALBERTO/(PIAZZA),,2015-06-11,
Convivenza Civile,Disturbi da locali,2,SEBASTOPOLI/(CORSO),,2015-06-11,
Convivenza Civile,Disturbi da locali,2,BUENOS AIRES/(VIA),,2015-06-12,
Convivenza Civile,Disturbi da locali,8,DANTE/(CORSO),,2015-06-12,11.08
Convivenza Civile,Disturbi da locali,8,DE AMICIS/EDMONDO (PIAZZA),,2015-06-15,10.09
Convivenza Civile,Disturbi da locali,8,CANOVA/ANTONIO (VIA),,2015-06-15,12.25
Convivenza Civile,Disturbi da locali,5,STRADELLA/(VIA),,2015-06-18,
Convivenza Civile,Disturbi da locali,6,DERNA/(PIAZZA),,2015-06-18,
Convivenza Civile,Disturbi da locali,6,AGLIE'/(VIA),,2015-06-19,
Convivenza Civile,Disturbi da locali,6,BARBANIA/(VIA),,2015-06-19,
Convivenza Civile,Disturbi da locali,6,BARBANIA/(VIA),,2015-06-19,
Convivenza Civile,Disturbi da locali,1,DES AMBROIS/LUIGI (VIA),,2015-06-20,15.5
Convivenza Civile,Disturbi da locali,1,GARIBALDI/GIUSEPPE (VIA),,2015-06-20,12.45
Convivenza Civile,Disturbi da locali,3,FATTORI/GIOVANNI (VIA),,2015-06-22,
Convivenza Civile,Disturbi da locali,3,FATTORI/GIOVANNI (VIA),,2015-06-22,
Convivenza Civile,Disturbi da locali,6,SAMONE/(VIA),,2015-06-23,
Convivenza Civile,Disturbi da locali,6,SAMONE/(VIA),,2015-06-23,
Convivenza Civile,Disturbi da locali,7,TONELLO/MICHELANGELO (VIA),,2015-06-23,
Convivenza Civile,Disturbi da locali,8,NIZZA/(VIA),,2015-06-23,
Convivenza Civile,Disturbi da locali,1,PRINCIPE EUGENIO/(CORSO),,2015-06-26,
Convivenza Civile,Disturbi da locali,5,FOLIGNO/(VIA),,2015-06-26,9.36
Convivenza Civile,Disturbi da locali,1,S. DOMENICO/(VIA),,2015-06-28,
Convivenza Civile,Disturbi da locali,4,MURRONI/(STRADA),,2015-06-29,
Convivenza Civile,Disturbi da locali,4,MURRONI/(STRADA),,2015-06-29,
Convivenza Civile,Disturbi da locali,9,TRAIANO/(CORSO),,2015-06-30,9.04
Convivenza Civile,Rumori molesti,9,BARBARESCO/(VIA),,2015-01-08,
Convivenza Civile,Rumori molesti,1,DUSE/ELEONORA (VIA),,2015-01-09,
Convivenza Civile,Rumori molesti,4,PRINCIPESSA CLOTILDE/(VIA),,2015-01-12,
Convivenza Civile,Rumori molesti,6,SESIA/(VIA),,2015-01-19,
Convivenza Civile,Rumori molesti,1,MILANO/(VIA),,2015-01-21,
Convivenza Civile,Rumori molesti,5,ALA DI STURA/(VIA),,2015-01-21,
Convivenza Civile,Rumori molesti,1,GRAMSCI/ANTONIO (VIA),,2015-01-23,
Convivenza Civile,Rumori molesti,5,PIANEZZA/(VIA),,2015-01-23,
Convivenza Civile,Rumori molesti,1,PRINCIPE AMEDEO/(VIA),,2015-01-28,
Convivenza Civile,Rumori molesti,6,VALPRATO/(VIA),,2015-02-02,
Convivenza Civile,Rumori molesti,6,VALPRATO/(VIA),,2015-02-02,
Convivenza Civile,Rumori molesti,6,CASCINOTTO/(STRADA DEL),,2015-02-04,
Convivenza Civile,Rumori molesti,6,ABBADIA DI STURA/(STRADA DELL'),,2015-02-05,
Convivenza Civile,Rumori molesti,9,SPANO/GIOVANNI (VIA),,2015-02-06,
Convivenza Civile,Rumori molesti,4,LIVORNO/(VIA),,2015-02-18,
Convivenza Civile,Rumori molesti,8,LOMBROSO/CESARE (VIA),,2015-02-20,
Convivenza Civile,Rumori molesti,7,BRESCIA/(CORSO),,2015-02-22,
Convivenza Civile,Rumori molesti,1,FANTI/MANFREDO (VIA),,2015-02-23,
Convivenza Civile,Rumori molesti,1,CORTE D'APPELLO/(VIA),,2015-02-24,
Convivenza Civile,Rumori molesti,6,MERCADANTE/SAVERIO (VIA),,2015-02-24,
Convivenza Civile,Rumori molesti,1,S. DOMENICO/(VIA),,2015-03-03,
Convivenza Civile,Rumori molesti,4,SACCARELLI/GASPARE (VIA),,2015-03-03,
Convivenza Civile,Rumori molesti,8,PETITTI/ILARIONE (VIA),,2015-03-05,
Convivenza Civile,Rumori molesti,5,SAORGIO/(VIA),,2015-03-11,
Convivenza Civile,Rumori molesti,8,NIZZA/(PIAZZA),,2015-03-11,
Convivenza Civile,Rumori molesti,7,CADORE/(CORSO),,2015-03-13,
Convivenza Civile,Rumori molesti,4,PINELLI/PIERDIONIGI (VIA),,2015-03-16,
Convivenza Civile,Rumori molesti,1,PINGONE/FILIBERTO (VIA),,2015-03-17,
Convivenza Civile,Rumori molesti,3,MURIALDO/DON LEONARDO (VIA),,2015-03-20,
Convivenza Civile,Rumori molesti,4,BALME/(VIA),,2015-03-23,
Convivenza Civile,Rumori molesti,4,CLEMENTE/STEFANO (VIA),,2015-03-24,
Convivenza Civile,Rumori molesti,1,COLOMBO/CRISTOFORO (VIA),,2015-03-30,
Convivenza Civile,Rumori molesti,2,FIERAMOSCA/ETTORE (VIA),,2015-03-30,
Convivenza Civile,Rumori molesti,9,TENDA/(VIA),,2015-04-02,
Convivenza Civile,Rumori molesti,2,LESEGNO/(VIA),,2015-04-08,
Convivenza Civile,Rumori molesti,4,PIANFEI/(VIA),,2015-04-08,
Convivenza Civile,Rumori molesti,7,REGIO PARCO/(CORSO),,2015-04-18,
Convivenza Civile,Rumori molesti,1,RE UMBERTO/(CORSO),,2015-04-27,
Convivenza Civile,Rumori molesti,2,PISCINA/(VIA),,2015-04-27,
Convivenza Civile,Rumori molesti,8,VALPERGA/CALUSO (VIA),,2015-04-27,
Convivenza Civile,Rumori molesti,1,ORFANE/(VIA DELLE),,2015-04-28,
Convivenza Civile,Rumori molesti,6,PORPORA/NICOLA (VIA),,2015-04-28,
Convivenza Civile,Rumori molesti,8,BERTHOLLET/CLAUDIO LUIGI (VIA),,2015-04-28,
Convivenza Civile,Rumori molesti,3,VITTORIO EMANUELE II/(CORSO),,2015-04-29,
Convivenza Civile,Rumori molesti,2,BOSTON/(VIA),Area Verde,2015-05-02,
Convivenza Civile,Rumori molesti,5,BIBIANA/(VIA),,2015-05-02,
Convivenza Civile,Rumori molesti,1,MARCO POLO/(VIA),,2015-05-04,
Convivenza Civile,Rumori molesti,1,S. FRANCESCO DA PAOLA/(VIA),,2015-05-04,
Convivenza Civile,Rumori molesti,7,BRA/(VIA),,2015-05-04,
Convivenza Civile,Rumori molesti,1,S. MASSIMO/(VIA),,2015-05-04,11.25
Convivenza Civile,Rumori molesti,3,SUSA/(VIA),,2015-05-07,
Convivenza Civile,Rumori molesti,8,GALLIARI/BERNARDINO (VIA),,2015-05-07,
Convivenza Civile,Rumori molesti,8,MARCONI/GUGLIELMO (CORSO),,2015-05-08,
Convivenza Civile,Rumori molesti,5,MORTARA/(CORSO),,2015-05-11,
Convivenza Civile,Rumori molesti,9,NIZZA/(VIA),,2015-05-11,
Convivenza Civile,Rumori molesti,3,OZIERI/(VIA),,2015-05-15,
Convivenza Civile,Rumori molesti,8,RIBET/GIOVANNI (VIA),,2015-05-18,
Convivenza Civile,Rumori molesti,1,LAGRANGE/GIUSEPPE LUIGI (VIA),,2015-05-19,
Convivenza Civile,Rumori molesti,6,VERCELLI/(CORSO),,2015-05-19,
Convivenza Civile,Rumori molesti,4,BIANCHI/NICOMEDE (VIA),,2015-05-21,
Convivenza Civile,Rumori molesti,6,TARANTO/(CORSO),,2015-05-22,
Convivenza Civile,Rumori molesti,3,FRANCIA/(CORSO),,2015-05-24,
Convivenza Civile,Rumori molesti,9,GALIMBERTI/TANCREDI (PIAZZA),,2015-05-24,
Convivenza Civile,Rumori molesti,6,ROSSI/LAURO (VIA),,2015-05-25,
Convivenza Civile,Rumori molesti,1,GIULIA DI BAROLO/(VIA),,2015-05-26,
Convivenza Civile,Rumori molesti,2,CACCIA/BRUNO (PIAZZA),,2015-05-27,12.08
Convivenza Civile,Rumori molesti,6,CIMAROSA/DOMENICO (PIAZZA),,2015-05-29,
Convivenza Civile,Rumori molesti,9,GIAMBONE/EUSEBIO (CORSO),,2015-05-30,
Convivenza Civile,Rumori molesti,7,BOLOGNA/(VIA),,2015-06-03,
Convivenza Civile,Rumori molesti,3,BERNINI/LORENZO (PIAZZA),,2015-06-04,
Convivenza Civile,Rumori molesti,8,SALUZZO/(VIA),,2015-06-04,
Convivenza Civile,Rumori molesti,10,FARINELLI/ARTURO (VIA),,2015-06-04,
Convivenza Civile,Rumori molesti,3,CHAMBERY/(VIA),,2015-06-05,
Convivenza Civile,Rumori molesti,4,ROMAGNANO/(VIA),,2015-06-06,
Convivenza Civile,Rumori molesti,9,GALIMBERTI/TANCREDI (PIAZZA),,2015-06-06,
Convivenza Civile,Rumori molesti,8,LOMBROSO/CESARE (VIA),,2015-06-07,
Convivenza Civile,Rumori molesti,5,GROSSETO/(CORSO),,2015-06-11,
Convivenza Civile,Rumori molesti,8,DANTE/(CORSO),,2015-06-12,
Convivenza Civile,Rumori molesti,8,NIZZA/(VIA),,2015-06-13,
Convivenza Civile,Rumori molesti,3,MONTE ORTIGARA/(VIA),,2015-06-18,
Convivenza Civile,Rumori molesti,6,GIULIO CESARE/(CORSO),,2015-06-19,
Convivenza Civile,Rumori molesti,7,AOSTA/(VIA),,2015-06-19,
Convivenza Civile,Rumori molesti,7,BUTTIGLIERA/(VIA),,2015-06-22,
Convivenza Civile,Rumori molesti,,,Area Verde,2015-06-25,
Convivenza Civile,Uso improprio parti comuni,5,COSSA/PIETRO (VIA),,2015-05-29,
Convivenza Civile,Uso improprio parti comuni,1,CONTE VERDE/(VIA),,2015-06-10,
Convivenza Civile,Uso improprio parti comuni,5,SOSPELLO/(VIA),Area Verde,2015-06-11,
Qualità Urbana,Altro,5,VAL DELLA TORRE/(VIA),,2015-01-03,
Qualità Urbana,Altro,1,REGINA MARGHERITA/(CORSO),,2015-01-09,
Qualità Urbana,Altro,6,VERCELLI/(CORSO),,2015-01-09,
Qualità Urbana,Altro,6,VIGEVANO/(CORSO),,2015-01-09,
Qualità Urbana,Altro,7,CECCHI/ANTONIO (VIA),,2015-01-09,
Qualità Urbana,Altro,1,LAGRANGE/GIUSEPPE LUIGI (VIA),,2015-01-12,
Qualità Urbana,Altro,7,S. GIULIA/(VIA),,2015-01-12,
Qualità Urbana,Altro,7,SASSARI/(VIA),Area Verde,2015-01-14,
Qualità Urbana,Altro,6,SETTIMO/(STRADA DI),,2015-01-15,
Qualità Urbana,Altro,7,REGINA MARGHERITA/(CORSO),,2015-01-15,
Qualità Urbana,Altro,7,S. SEBASTIANO PO/(VIA),,2015-01-15,
Qualità Urbana,Altro,,,,2015-01-16,
Qualità Urbana,Altro,6,VERNA/(STRADA DELLA),,2015-01-16,10.19
Qualità Urbana,Altro,10,CASTELLO DI MIRAFIORI/(STRADA),,2015-01-17,
Qualità Urbana,Altro,1,ORFANE/(VIA DELLE),,2015-01-20,
Qualità Urbana,Altro,2,BARLETTA/(VIA),,2015-01-20,
Qualità Urbana,Altro,7,SELLA/QUINTINO (CORSO),,2015-01-20,
Qualità Urbana,Altro,1,CASSINI/GIAN DOMENICO (VIA),,2015-01-20,16.55
Qualità Urbana,Altro,1,PALESTRO/(CORSO),,2015-01-21,
Qualità Urbana,Altro,1,VINZAGLIO/(CORSO),,2015-01-21,
Qualità Urbana,Altro,2,BUENOS AIRES/(VIA),,2015-01-21,
Qualità Urbana,Altro,4,SVIZZERA/(CORSO),,2015-01-21,
Qualità Urbana,Altro,8,MADAMA CRISTINA/(VIA),,2015-01-21,
Qualità Urbana,Altro,6,PACINI/GIOVANNI (VIA),,2015-01-22,
Qualità Urbana,Altro,6,RESPIGHI/OTTORINO (PIAZZA),,2015-01-23,
Qualità Urbana,Altro,3,AVIGLIANA/(VIA),,2015-01-25,
Qualità Urbana,Altro,7,BUNIVA/MICHELE (VIA),,2015-01-27,
Qualità Urbana,Altro,1,GARIBALDI/GIUSEPPE (VIA),,2015-01-28,
Qualità Urbana,Altro,4,LECCE/(CORSO),,2015-01-28,
Qualità Urbana,Altro,4,SVIZZERA/(CORSO),,2015-01-30,
Qualità Urbana,Altro,3,CASALIS/GOFFREDO (VIA),,2015-02-01,
Qualità Urbana,Altro,3,ADRIANO/(PIAZZA),,2015-02-02,
Qualità Urbana,Altro,1,TURATI/FILIPPO (CORSO),,2015-02-03,
Qualità Urbana,Altro,8,MONCALIERI/(CORSO),,2015-02-04,
Qualità Urbana,Altro,6,FOSSATA/(VIA),,2015-02-05,
Qualità Urbana,Altro,,,,2015-02-09,
Qualità Urbana,Altro,3,FERRUCCI/FRANCESCO (CORSO),,2015-02-09,
Qualità Urbana,Altro,6,FOSSATA/(VIA),,2015-02-09,
Qualità Urbana,Altro,3,RACCONIGI/(CORSO),,2015-02-10,
Qualità Urbana,Altro,5,ORVIETO/(VIA),,2015-02-14,
Qualità Urbana,Altro,3,TOFANE/(VIA),,2015-02-16,
Qualità Urbana,Altro,4,MEDICI/GIACOMO (VIA),,2015-02-16,
Qualità Urbana,Altro,4,PIEDICAVALLO/(VIA),,2015-02-16,
Qualità Urbana,Altro,5,CARDINALE MASSAIA/GUGLIELMO (VIA),,2015-02-16,
Qualità Urbana,Altro,5,POTENZA/(CORSO),,2015-02-16,
Qualità Urbana,Altro,7,ARTISTI/(VIA),,2015-02-16,
Qualità Urbana,Altro,8,SALUZZO/(LARGO),,2015-02-16,
Qualità Urbana,Altro,1,BOGINO/CONTE GIAMBATTISTA (VIA),,2015-02-16,9.05
Qualità Urbana,Altro,6,PAISIELLO/GIOVANNI (VIA),,2015-02-17,
Qualità Urbana,Altro,2,TINTORETTO/(VIA),Area Verde,2015-02-18,
Qualità Urbana,Altro,1,S. DOMENICO/(VIA),,2015-02-19,
Qualità Urbana,Altro,,,,2015-02-21,
Qualità Urbana,Altro,5,GROSSETO/(CORSO),,2015-02-23,
Qualità Urbana,Altro,7,UNDICI FEBBRAIO/(CORSO),,2015-02-23,
Qualità Urbana,Altro,9,PASSO BUOLE/(VIA),,2015-02-23,
Qualità Urbana,Altro,6,MONTE ROSA/(VIA),,2015-02-23,9.23
Qualità Urbana,Altro,4,VICENZA/(VIA),,2015-02-24,
Qualità Urbana,Altro,6,BOCCHERINI/LUIGI (VIA),,2015-02-24,
Qualità Urbana,Altro,1,DORIA/ANDREA (VIA),,2015-02-25,
Qualità Urbana,Altro,6,GIULIO CESARE/(CORSO),,2015-02-26,
Qualità Urbana,Altro,4,ASINARI DI BERNEZZO/VITTORIO (VIA),,2015-02-27,
Qualità Urbana,Altro,1,PRINCIPE AMEDEO/(VIA),,2015-02-27,15.45
Qualità Urbana,Altro,4,EXILLES/(VIA),,2015-02-28,
Qualità Urbana,Altro,1,VITTORIO EMANUELE II/(CORSO),,2015-03-02,
Qualità Urbana,Altro,2,NEGRI/ADA (VIA),,2015-03-02,
Qualità Urbana,Altro,7,MACHIAVELLI/NICOLO' (LUNGO PO),,2015-03-02,
Qualità Urbana,Altro,1,S. CHIARA/(VIA),,2015-03-03,
Qualità Urbana,Altro,10,SETTEMBRINI/LUIGI (CORSO),,2015-03-03,
Qualità Urbana,Altro,1,PALESTRO/(CORSO),,2015-03-05,
Qualità Urbana,Altro,1,TIRRENO/(VIA),,2015-03-05,
Qualità Urbana,Altro,5,CALABRIA/(VIA),,2015-03-05,
Qualità Urbana,Altro,5,ORVIETO/(VIA),,2015-03-05,
Qualità Urbana,Altro,8,PRINCIPE TOMMASO/(VIA),,2015-03-05,
Qualità Urbana,Altro,1,VITTORIO EMANUELE II/(CORSO),,2015-03-06,
Qualità Urbana,Altro,3,BRUNELLESCHI/FILIPPO (CORSO),,2015-03-09,
Qualità Urbana,Altro,9,VIGLIANI/ONORATO (VIA),,2015-03-10,
Qualità Urbana,Altro,9,CARDUCCI/GIOSUE' (PIAZZA),,2015-03-12,
Qualità Urbana,Altro,9,GENOVA/(VIA),,2015-03-12,
Qualità Urbana,Altro,8,MONCALIERI/(CORSO),,2015-03-13,
Qualità Urbana,Altro,1,BOLZANO/(CORSO),,2015-03-17,
Qualità Urbana,Altro,6,ROSSI/LAURO (VIA),,2015-03-18,
Qualità Urbana,Altro,8,MONCALIERI/(CORSO),,2015-03-19,
Qualità Urbana,Altro,4,MUSINE'/(VIA),,2015-03-22,
Qualità Urbana,Altro,9,GENOVA/(VIA),,2015-03-23,
Qualità Urbana,Altro,3,S. PAOLO/(VIA),,2015-03-24,
Qualità Urbana,Altro,4,NICCOLINI/G.B. (VIA),,2015-03-25,
Qualità Urbana,Altro,5,RANDACCIO/GIOVANNI (VIA),,2015-03-27,
Qualità Urbana,Altro,1,DANTE/(CORSO),,2015-03-27,9.05
Qualità Urbana,Altro,9,SIDOLI/GIUDITTA (VIA),,2015-03-27,14.04
Qualità Urbana,Altro,1,BARBAROUX/GIUSEPPE (VIA),,2015-03-28,
Qualità Urbana,Altro,1,TIRRENO/(VIA),,2015-03-30,
Qualità Urbana,Altro,3,FRANCIA/(CORSO),,2015-03-30,
Qualità Urbana,Altro,3,PESCHIERA/(CORSO),,2015-03-30,
Qualità Urbana,Altro,4,SERVAIS/GIOVANNI (VIA),,2015-03-30,
Qualità Urbana,Altro,4,UMBRIA/(CORSO),,2015-03-31,
Qualità Urbana,Altro,6,MADDALENE/(VIA),,2015-04-01,
Qualità Urbana,Altro,8,MADAMA CRISTINA/(VIA),,2015-04-01,
Qualità Urbana,Altro,8,BRICCA/MARIA (VIA),,2015-04-02,
Qualità Urbana,Altro,,,,2015-04-03,
Qualità Urbana,Altro,6,IVREA/(VIA),,2015-04-03,
Qualità Urbana,Altro,6,PAISIELLO/GIOVANNI (VIA),,2015-04-07,
Qualità Urbana,Altro,5,MONTESOGLIO/(VIA),,2015-04-09,
Qualità Urbana,Altro,6,REGIO PARCO/(CORSO),,2015-04-09,
Qualità Urbana,Altro,2,CADORNA/RAFFAELE (VIA),,2015-04-10,
Qualità Urbana,Altro,9,UNIONE SOVIETICA/(CORSO),,2015-04-12,
Qualità Urbana,Altro,1,PRINCIPE EUGENIO/(CORSO),,2015-04-13,
Qualità Urbana,Altro,5,TOSCANA/(CORSO),,2015-04-13,
Qualità Urbana,Altro,6,SANTHIA'/(VIA),,2015-04-13,
Qualità Urbana,Altro,,,,2015-04-14,
Qualità Urbana,Altro,2,OSOPPO/(VIA),,2015-04-14,
Qualità Urbana,Altro,8,MADAMA CRISTINA/(PIAZZA),,2015-04-15,
Qualità Urbana,Altro,8,VAL PATTONERA/(STRADA),,2015-04-15,
Qualità Urbana,Altro,5,TOSCANA/(CORSO),,2015-04-16,
Qualità Urbana,Altro,8,BELFIORE/(VIA),,2015-04-16,
Qualità Urbana,Altro,4,CAPUA/(VIA),,2015-04-17,
Qualità Urbana,Altro,8,MADAMA CRISTINA/(VIA),,2015-04-21,
Qualità Urbana,Altro,3,RACCONIGI/(CORSO),,2015-04-23,
Qualità Urbana,Altro,1,BERTOLA/ANTONIO GIUSEPPE (VIA),,2015-04-24,
Qualità Urbana,Altro,4,CASALIS/GOFFREDO (VIA),,2015-04-24,
