DESC_RIP;INSEGNA;INDIRIZZ;FRONTE;SEZCENS;ZONASTAT;NCIRCO;SEZ_ELET;CAP;QUARTIERE;geometry;LATITUDE;LONGITUDE
AGENZIE AFFARI;;VIA RENATO MARTORELLI 92;No;1767;41;6;594;10155;;POINT (7.694180098895457 45.099516910069);45.099516910069;7.6941800988954565
AGENZIE AFFARI;LERAUTO;VIA RENATO MARTORELLI 102;No;1764;41;6;590;10155;;POINT (7.694234172152952 45.10026909047171);45.10026909047171;7.694234172152952
AGENZIE VIAGGIO;;CORSO GUGLIELMO MARCONI 10;No;826;19;8;746;10125;;POINT (7.678720646431876 45.05636732984863);45.056367329848634;7.678720646431876
AGENZIE VIAGGIO;SAN CARLO VIAGGI;CORSO GUGLIELMO MARCONI 10;No;826;19;8;746;10125;;POINT (7.678720646431876 45.05636732984863);45.056367329848634;7.678720646431876
AGENZIE AFFARI;BI X BU;VIA ALESSANDRO MANZONI 27/B;No;207;05;1;0;10122;;POINT (7.670882481886473 45.07322120282954);45.073221202829544;7.670882481886473
AGENZIE AFFARI;;CORSO LECCE 96;No;1260;29;4;354;10143;;POINT (7.648915472397678 45.08283592234886);45.082835922348856;7.648915472397678
AGENZIE AFFARI;DA BIMBO A BIMBO;VIA LURISIA 3/C;No;2659;35;3;0;10141;;POINT (7.646828119245022 45.06015234446389);45.06015234446389;7.646828119245022
AGENZIE VIAGGIO;IDUCK  EVENT COMMUNICATION;VIA EMANUELE LUSERNA DI RORA' 29;No;1461;33;3;234;10139;;POINT (7.645937641585472 45.06748467211862);45.06748467211862;7.645937641585472
AGENZIE VIAGGIO;LM TOUR;CORSO LECCE 47/A;No;1332;30;4;0;10145;;POINT (7.647459677143288 45.08183561539181);45.08183561539181;7.647459677143288
AGENZIE AFFARI;;VIA LE CHIUSE 94;No;669;16;4;332;10144;;POINT (7.658330432867396 45.08151864631605);45.08151864631605;7.6583304328673965
AGENZIE AFFARI;CASTALDO;VIA G. BATTISTA LULLI 68;No;1921;46;5;472;10148;;POINT (7.667025397446873 45.11015414068353);45.11015414068353;7.6670253974468725
AGENZIE AFFARI;ALEX CARRERA SHOW MANAGEMENT;VIA LE CHIUSE 54;No;664;16;4;334;10144;;POINT (7.662564585898342 45.08002893442955);45.08002893442955;7.662564585898342
AGENZIE VIAGGIO;PATAGONIA TREKKING;VIA LE CHIUSE 64;No;663;16;4;333;10144;;POINT (7.661643581955361 45.08034957171208);45.08034957171208;7.661643581955361
AGENZIE AFFARI;;LUNGO STURA LAZIO 79;No;2568;79;6;630;10156;;POINT (7.719672719599882 45.10494245343595);45.104942453435946;7.719672719599882
AGENZIE AFFARI;;LUNGO STURA LAZIO 79;No;2568;79;6;630;10156;;POINT (7.719672719599882 45.10494245343595);45.104942453435946;7.719672719599882
AGENZIE AFFARI;BAT AUTO;VIA LOCANA 13/C;No;1263;29;4;0;10143;;POINT (7.652281793706459 45.08224769708485);45.08224769708485;7.652281793706459
AGENZIE VIAGGIO;FRANCIS DRAKE;VIA LIVORNO 17/D;No;1128;25;4;0;10144;;POINT (7.66750569431117 45.08391489316813);45.08391489316813;7.66750569431117
AGENZIE AFFARI;;VIA MADAMA CRISTINA 91;No;872;19;8;754;10126;;POINT (7.677809926978196 45.05026585698837);45.050265856988375;7.677809926978196
AGENZIE VIAGGIO;JUST BOOK & TRAVEL;CORSO LIONE 36;No;2812;35;3;265;10141;;POINT (7.655256172235205 45.05835070301329);45.05835070301329;7.655256172235205
AGENZIE AFFARI;;VIA CESARE LOMBROSO 4;No;358;09;8;732;10125;;POINT (7.680794618628717 45.05687282372501);45.05687282372501;7.680794618628717
AGENZIE AFFARI;;VIA LEINI' 67/A;No;1645;38;6;0;10155;;POINT (7.691715145696249 45.09284919084379);45.092849190843786;7.691715145696249
AGENZIE AFFARI;IN ADV;VIA LEGNANO 26;No;802;18;1;51;10128;;POINT (7.669226536692303 45.06121747054839);45.06121747054839;7.669226536692303
AGENZIE AFFARI;;CORSO GROSSETO 301 scala C;No;1956;48;5;491;10151;;POINT (7.660671490226793 45.1048896254019);45.104889625401896;7.660671490226793
AGENZIE AFFARI;;CORSO INGHILTERRA 27/E;No;745;17;3;0;10138;;POINT (7.665674383121321 45.07317444483741);45.073174444837406;7.6656743831213205
AGENZIE VIAGGIO;;CORSO INGHILTERRA 47;No;729;17;3;195;10138;;POINT (7.667020785776726 45.07512073843887);45.07512073843887;7.667020785776726
AGENZIE AFFARI;GIUBILEO;CORSO GROSSETO 216/A;No;3816;46;5;0;10148;;POINT (7.667689285487638 45.10555786439168);45.105557864391685;7.667689285487638
AGENZIE VIAGGIO;;VIA DOMENICO GEROLAMO INDUNO 20 scala B;No;2746;62;2;174;10137;;POINT (7.620542548541357 45.03735676727419);45.03735676727419;7.620542548541357
AGENZIE AFFARI;;VIA BERNARDINO LANINO 4/F;No;489;12;7;0;10152;;POINT (7.682746107827661 45.07865663869723);45.078656638697225;7.682746107827661
AGENZIE AFFARI;;VIA BERNARDINO LANINO 6/B;No;489;12;7;651;10152;;POINT (7.682448882161893 45.07871567193424);45.07871567193424;7.682448882161893
AGENZIE AFFARI;;VIA BERNARDINO LANINO 6/B;No;489;12;7;651;10152;;POINT (7.682448882161893 45.07871567193424);45.07871567193424;7.682448882161893
AGENZIE VIAGGIO;SERIANA VIAGGI SRL;VIA FILIPPO JUVARRA 18;No;195;05;1;18;10122;;POINT (7.670759293720994 45.07457472278636);45.07457472278636;7.670759293720994
AGENZIE AFFARI;;VIA VINCENZO LANCIA 97;No;2693;52;3;296;10141;;POINT (7.631986299238711 45.06211236494249);45.06211236494249;7.631986299238711
AGENZIE AFFARI;;VIA QUATTRO MARZO 14/A;No;25;01;1;0;10122;;POINT (7.681868041614931 45.07352738526625);45.07352738526625;7.681868041614931
TRATTENIMENTI;VENUS;VIA GUASTALLA 20;No;422;11;7;639;10124;;POINT (7.697885418382929 45.07047908489967);45.07047908489967;7.697885418382929
AGENZIE VIAGGIO;VIAGGINSIEME SRL;VIA LATINA 4/C;No;1960;48;5;0;10149;;POINT (7.660345479582606 45.10177477557732);45.10177477557732;7.660345479582606
AGENZIE AFFARI;;VIA ALFONSO LAMARMORA 38;No;818;18;1;52;10128;;POINT (7.667922531090867 45.05873360065222);45.058733600652225;7.667922531090867
AGENZIE VIAGGIO;BEL VEDERE;PIAZZA PIETRO FRANCESCO GUALA 135 bis;No;2731;61;8;855;10135;;POINT (7.641949865756708 45.0215381239866);45.0215381239866;7.6419498657567075
TRATTENIMENTI;RISTORANTE LE REGINE;VIA GIUSEPPE LUIGI LAGRANGE 51/C;No;150;04;1;0;10123;;POINT (7.680614593120583 45.06275833545516);45.06275833545516;7.680614593120583
AGENZIE AFFARI;EURO FUNERALI;VIA ISONZO 26/A;No;1520;34;3;0;10141;;POINT (7.6398128758285 45.0665023598947);45.0665023598947;7.6398128758284995
AGENZIE VIAGGIO;TRAVELLING;VIA GIOVANNI GIOLITTI 18;No;103;03;1;12;10123;;POINT (7.685277191654147 45.06588492504645);45.065884925046454;7.685277191654147
AGENZIE VIAGGIO;;VIA ANTONIO GRAMSCI 9;No;131;04;1;13;10123;;POINT (7.68079778251994 45.06469843747487);45.06469843747487;7.6807977825199405
AGENZIE AFFARI;;VIA ANTONIO GRAMSCI 12/C;No;140;04;1;0;10123;;POINT (7.681202501197173 45.06440427665898);45.064404276658976;7.6812025011971725
AGENZIE AFFARI;;VIA ANTONIO GRAMSCI 12;No;140;04;1;16;10123;;POINT (7.681138946638296 45.06442666769104);45.064426667691045;7.6811389466382956
AGENZIE AFFARI;MERCANTICO;VIA GORIZIA 40 int. 5;No;2318;59;2;154;10136;;POINT (7.640698250592905 45.05145073437223);45.05145073437223;7.640698250592905
AGENZIE AFFARI;ASTRA;CORSO GIULIO CESARE 99;No;1665;38;6;554;10155;;POINT (7.692639427232452 45.09083138248372);45.09083138248372;7.692639427232452
AGENZIE AFFARI;;VIA VINCENZO GIOBERTI 30;No;382;10;1;43;10128;;POINT (7.673516154683934 45.06081797838716);45.06081797838716;7.673516154683934
AGENZIE AFFARI;;VIA GOITO 1;No;320;09;8;726;10125;;POINT (7.681393243449787 45.06142744393237);45.061427443932374;7.681393243449787
AGENZIE VIAGGIO;CHIARA VIAGGI;CORSO GIULIO CESARE 54;No;1060;24;7;699;10152;;POINT (7.69019899983745 45.08651552237058);45.08651552237058;7.69019899983745
AGENZIE AFFARI;;VIA GOITO 16;No;333;09;8;724;10125;;POINT (7.680044755162354 45.05971469546464);45.05971469546464;7.680044755162354
AGENZIE VIAGGIO;;CORSO GIULIO CESARE 62/A;No;1689;38;6;0;10154;;POINT (7.691258793199844 45.08814879721221);45.08814879721221;7.691258793199844
AGENZIE VIAGGIO;FRANCO ROSSO ITALIA;VIA GIOVANNI GIOLITTI 5/H;No;117;04;1;0;10123;;POINT (7.684237584796629 45.06637833636771);45.06637833636771;7.684237584796629
AGENZIE AFFARI;CITY SERVICE 2000;VIA GRADISCA 47;No;2117;53;2;106;10136;;POINT (7.644435705212277 45.05012486870639);45.05012486870639;7.644435705212277
AGENZIE AFFARI;;CORSO GIULIO CESARE 39 bis/C;No;1080;24;7;0;10152;;POINT (7.688507430851852 45.08450789460756);45.08450789460756;7.688507430851852
AGENZIE AFFARI;;VIA OROPA 91/A;No;2808;22;7;0;10153;;POINT (7.71954775855947 45.07280832893515);45.072808328935146;7.71954775855947
AGENZIE AFFARI;;CORSO GROSSETO 117/B;No;1821;43;5;0;10147;;POINT (7.679939288337384 45.10412848504069);45.10412848504069;7.679939288337384
AGENZIE AFFARI;;CORSO GROSSETO 126/C;No;3346;43;5;0;10148;;POINT (7.67577521845726 45.10486786221097);45.10486786221097;7.67577521845726
AGENZIE VIAGGIO;GIULIO CESARE VIAGGI E VACANZE;CORSO GIULIO CESARE 51/B;No;1068;24;7;0;10152;;POINT (7.68920850305932 45.08557758937762);45.08557758937762;7.68920850305932
AGENZIE VIAGGIO;SHEN  ZHOU;CORSO GIULIO CESARE 28/A;No;1081;24;7;0;10152;;POINT (7.688307601429369 45.08361029685695);45.083610296856946;7.688307601429369
AGENZIE VIAGGIO;LAND & SKY;CORSO GIULIO CESARE 28/E;No;1081;24;7;0;10152;;POINT (7.688356087095172 45.08371135712879);45.08371135712879;7.688356087095172
AGENZIE VIAGGIO;HUAXIM;CORSO GIULIO CESARE 30/B;No;1081;24;7;0;10152;;POINT (7.688452809466375 45.08385665647116);45.083856656471156;7.688452809466375
AGENZIE VIAGGIO;IHM;CORSO GIULIO CESARE 7;No;492;12;7;651;10152;;POINT (7.684640104654488 45.07876530440112);45.07876530440112;7.684640104654488
AGENZIE VIAGGIO;CLIPS TOUR;VIA PIETRO GIURIA 42;No;893;20;8;759;10126;;POINT (7.678053808490596 45.04779875543099);45.04779875543099;7.678053808490596
AGENZIE VIAGGIO;;CORSO GIULIO CESARE 10;No;480;12;7;652;10152;;POINT (7.685586833993421 45.07927222600997);45.07927222600997;7.685586833993421
AGENZIE VIAGGIO;LINA VIAGGI;CORSO GIULIO CESARE 12 scala D;No;471;12;7;650;10132;;POINT (7.686512957085175 45.08024341285449);45.08024341285449;7.686512957085175
AGENZIE AFFARI;;VIA GIULIA DI BAROLO 30/A;No;436;11;7;0;10124;;POINT (7.698605496844207 45.06888011459033);45.06888011459033;7.698605496844207
AGENZIE AFFARI;IDEA UNO;CORSO GIULIO CESARE 304;No;2461;68;6;611;10154;;POINT (7.703279133493994 45.10622660418151);45.106226604181515;7.703279133493994
AGENZIE AFFARI;;CORSO GIULIO CESARE 319;No;3673;68;6;611;10155;;POINT (7.704116815424911 45.10869672846885);45.10869672846885;7.704116815424911
AGENZIE AFFARI;GEA 2000;CORSO GIULIO CESARE 334;No;2461;68;6;611;10154;;POINT (7.704455245948518 45.10802522531748);45.10802522531748;7.704455245948518
AGENZIE VIAGGIO;;VIA GIULIA DI BAROLO 21;No;435;11;7;642;10124;;POINT (7.698329536494156 45.06883268921429);45.06883268921429;7.698329536494156
AGENZIE AFFARI;;VIA GIUSEPPE GRASSI 5;No;744;17;3;196;10138;;POINT (7.665025658240499 45.0738154738514);45.0738154738514;7.6650256582404985
AGENZIE AFFARI;;VIA GIUSEPPE GRASSI 15;No;742;17;3;194;10138;;POINT (7.66347737038691 45.07436584727232);45.07436584727232;7.66347737038691
TRATTENIMENTI;VECCHIA EUROPA;VIA GORIZIA 144/A;No;2161;55;2;0;10137;;POINT (7.639941299080973 45.04242931444056);45.04242931444056;7.639941299080973
AGENZIE AFFARI;;PIAZZA GIOVANNI DALLE BANDE NERE 9;No;3569;72;7;713;10132;;POINT (7.733111819385893 45.0803086371532);45.0803086371532;7.7331118193858925
AGENZIE VIAGGIO;M.G.M. - MEETING AND GENERAL MARKETING;VIA GIOVANNI GIOLITTI 45;No;238;06;1;29;10123;;POINT (7.692201807990334 45.06348209485758);45.06348209485758;7.692201807990334
AGENZIE AFFARI;;VIA FREJUS 131;No;1406;32;3;215;10139;;POINT (7.637907273567929 45.06978416304231);45.06978416304231;7.637907273567929
TRATTENIMENTI;IL GIARDINO;STRADA DELLE GHIACCIAIE 78;No;1311;30;5;415;10143;;POINT (7.650675217227221 45.09004299328928);45.09004299328928;7.650675217227221
AGENZIE AFFARI;EURO FUNERALI;VIA FREJUS 37/C;No;1432;33;3;0;10139;;POINT (7.647759931999158 45.07066384416648);45.070663844166475;7.647759931999158
AGENZIE AFFARI;;STRADA DELLE GHIACCIAIE 50/A;No;1311;30;5;0;10143;;POINT (7.651826523776785 45.0887487593334);45.0887487593334;7.651826523776785
AGENZIE AFFARI;;VIA LUIGI GALVANI 6;No;675;16;4;333;10144;;POINT (7.660818900368882 45.08040003132368);45.08040003132368;7.6608189003688825
AGENZIE VIAGGIO;MURILLO TRAVEL REMITTANCE SERVICES SNC;VIA BERNARDINO GALLIARI 11/F;No;327;09;8;0;10125;;POINT (7.681502442261259 45.06006723076696);45.06006723076696;7.681502442261259
TRATTENIMENTI;CRAZY ONE;VIA BERNARDINO GALLIARI 15 bis;No;328;09;8;726;10125;;POINT (7.682632916309399 45.05966023724873);45.05966023724873;7.682632916309399
AGENZIE AFFARI;;CORSO EUSEBIO GIAMBONE 51;No;2924;56;8;790;10134;;POINT (7.652402819549978 45.03120240985882);45.03120240985882;7.652402819549978
AGENZIE AFFARI;;CORSO EUSEBIO GIAMBONE 8/C;No;2960;61;8;0;10135;;POINT (7.647658906386678 45.03204567995548);45.03204567995548;7.6476589063866784
AGENZIE VIAGGIO;;PIAZZA TANCREDI GALIMBERTI 14;No;2219;56;8;788;10134;;POINT (7.654490056651911 45.03263210634841);45.03263210634841;7.654490056651911
AGENZIE AFFARI;;VIA GENOVA 178;No;2290;58;8;829;10127;;POINT (7.665730064241433 45.02341992355532);45.02341992355532;7.665730064241433
TRATTENIMENTI;FEMINA BAR;VIA GIUSEPPE GARIBALDI 11 bis;No;43;01;1;4;10122;;POINT (7.682244623012147 45.0721526359399);45.0721526359399;7.682244623012147
AGENZIE VIAGGIO;LINGOTTO VIAGGI E VACANZE;VIA GENOVA 110/C;No;2287;58;8;0;10126;;POINT (7.6678164503488 45.02845684096279);45.02845684096279;7.6678164503488
AGENZIE AFFARI;;VIA ERRICO GIACHINO 45;No;1862;44;5;452;10149;;POINT (7.674567827189238 45.09241220895654);45.09241220895654;7.674567827189238
AGENZIE AFFARI;KOMPASS ITALIA;VIA ALESSANDRO FILIPPA 14;No;3419;51;3;282;10139;;POINT (7.63303272844475 45.07277370207846);45.072773702078464;7.63303272844475
TRATTENIMENTI;HOLLYWOOD;VIA FRANCESCO CIGNA 3/E;No;504;12;7;0;10152;;POINT (7.676705852608471 45.07986620230717);45.079866202307166;7.676705852608471
AGENZIE AFFARI;;LARGO LUIGI CIBRARIO 13/A;No;3203;16;4;0;10143;;POINT (7.666654870851744 45.07748550761116);45.07748550761116;7.666654870851744
AGENZIE AFFARI;;VIA MICHELE COPPINO 114/A;No;2677;43;5;0;10147;;POINT (7.67610061952757 45.10120997486852);45.10120997486852;7.67610061952757
AGENZIE VIAGGIO;SAILOR VIAGGI;VIA LUIGI CIBRARIO 26/F;No;678;16;4;0;10144;;POINT (7.664426754715063 45.07857962556896);45.07857962556896;7.664426754715063
AGENZIE VIAGGIO;;CORSO GALILEO FERRARIS 90;No;1159;26;1;56;10129;;POINT (7.664470313754683 45.056734052583);45.056734052582996;7.664470313754683
AGENZIE VIAGGIO;TRIANGOLO D'ORO;VIA LUIGI CIBRARIO 15/A;No;3203;16;4;0;10143;;POINT (7.666415088190938 45.07768063474548);45.07768063474548;7.666415088190938
AGENZIE AFFARI;;VIA GAUDENZIO FERRARI 3;No;211;06;1;25;10124;;POINT (7.692616032048304 45.06963888465072);45.06963888465072;7.692616032048304
AGENZIE VIAGGIO;;VIA LUIGI CIBRARIO 39/F;No;684;16;4;0;10143;;POINT (7.66131941975108 45.07946725641808);45.079467256418084;7.66131941975108
AGENZIE AFFARI;;VIA FORLI' 75/A;No;1985;48;5;0;10149;;POINT (7.654146193952753 45.09525978712328);45.095259787123275;7.654146193952753
AGENZIE AFFARI;;VIA MUZIO CLEMENTI 13;No;1694;38;6;549;10154;;POINT (7.694698052224619 45.08738294277799);45.087382942777985;7.694698052224619
AGENZIE AFFARI;;STRADA DEL FRANCESE 152 int. 8;No;3839;76;6;613;10156;;POINT (7.670491414514804 45.13004569306047);45.130045693060474;7.670491414514804
AGENZIE AFFARI;;STRADA DEL FRANCESE 152 int. 8;No;3839;76;6;613;10156;;POINT (7.670491414514804 45.13004569306047);45.130045693060474;7.670491414514804
AGENZIE AFFARI;;STRADA DEL FRANCESE 152 int. 8;No;3839;76;6;613;10156;;POINT (7.670491414514804 45.13004569306047);45.130045693060474;7.670491414514804
AGENZIE AFFARI;;STRADA DEL FRANCESE 152 int. 8;No;3839;76;6;613;10156;;POINT (7.670491414514804 45.13004569306047);45.130045693060474;7.670491414514804
AGENZIE AFFARI;TORINO SERVIZI IMMOBILIARI E MOBILIARI;VIA BERNARDINO DROVETTI 14;No;732;17;3;195;10138;;POINT (7.665897882254722 45.07474791563141);45.07474791563141;7.665897882254722
AGENZIE VIAGGIO;ROBE DI VIAGGIO;VIA VITALIANO DONATI 15 scala A;No;298;08;1;37;10121;;POINT (7.669196157271379 45.06883745934247);45.06883745934247;7.669196157271379
TRATTENIMENTI;PIX PUB;CORSO DANTE 2;No;1236;28;1;77;10134;;POINT (7.666322971317233 45.04940990474208);45.04940990474208;7.666322971317233
AGENZIE AFFARI;;STRADA DEL FRANCESE 97 int. 36 int. G;No;3708;76;6;613;10156;;POINT (7.665920401513542 45.13881072897235);45.13881072897235;7.665920401513542
AGENZIE VIAGGIO;CSG VIAGGI;STRADA DEL FRANCESE 2;No;2538;76;6;613;10156;;POINT (7.656940618259487 45.13472853520318);45.13472853520318;7.656940618259487
AGENZIE VIAGGIO;;PIAZZA FRANCESCO CRISPI 60;No;1686;38;6;551;10155;;POINT (7.688933442188181 45.08981190829272);45.089811908292724;7.688933442188181
AGENZIE AFFARI;;PIAZZA FRANCESCO CRISPI 60;No;1686;38;6;551;10155;;POINT (7.688933442188181 45.08981190829272);45.089811908292724;7.688933442188181
AGENZIE VIAGGIO;RAGGIUNGERE;CORSO FIUME 10;No;3192;15;8;744;10133;;POINT (7.694671386376644 45.05682343813906);45.056823438139055;7.694671386376644
AGENZIE AFFARI;;VIA DOMENICO CIMAROSA 75;No;2820;37;6;538;10154;;POINT (7.704122021776093 45.09187464590471);45.09187464590471;7.704122021776093
AGENZIE AFFARI;;VIA FRANCESCO CIGNA 209;No;3322;39;6;577;10155;;POINT (7.689453952852281 45.09797638860459);45.097976388604586;7.689453952852281
AGENZIE AFFARI;;LUNGO DORA FIRENZE 151 scala D;No;1011;23;7;690;10153;;POINT (7.701065980177584 45.07568292799698);45.07568292799698;7.701065980177584
AGENZIE AFFARI;DOMUS;VIA PINEROLO 8;No;1050;24;7;697;10152;;POINT (7.689344360294952 45.08718839655695);45.08718839655695;7.689344360294952
AGENZIE VIAGGIO;OMNIA REAVEL CONSULTANT;VIA POLA 16;No;3055;90;2;879;10135;;POINT (7.62234070593862 45.01817195734184);45.01817195734184;7.62234070593862
AGENZIE VIAGGIO;NOSYTOUR;VIA POLA 16;No;3055;90;2;879;10135;;POINT (7.62234070593862 45.01817195734184);45.01817195734184;7.62234070593862
AGENZIE AFFARI;;VIA CALABRIA 27;No;1311;30;5;415;10143;;POINT (7.652378466597313 45.09054579736676);45.09054579736676;7.652378466597313
AGENZIE VIAGGIO;VOLEO;VIA PINEROLO 12;No;1050;24;7;697;10152;;POINT (7.688952584657009 45.08730589689901);45.08730589689901;7.6889525846570095
AGENZIE VIAGGIO;SETTEMARI;VIA PINEROLO 16;No;1050;24;7;697;10152;;POINT (7.68859436829978 45.08741333053023);45.087413330530225;7.68859436829978
AGENZIE AFFARI;;PIAZZA (COMITATO LIBERAZIONE NAZIONALE) C.L.N. 255;No;3129;04;1;13;10123;;POINT (7.681933006958234 45.0662681256477);45.0662681256477;7.681933006958234
AGENZIE AFFARI;;LUNGO DORA AGRIGENTO 73;No;451;12;7;660;10152;;POINT (7.679818576231375 45.08498867233968);45.08498867233968;7.679818576231375
AGENZIE VIAGGIO;;VIA ANDREA PISANO 5;No;494;12;7;652;10152;;POINT (7.68696989504791 45.07795752934152);45.077957529341525;7.68696989504791
AGENZIE AFFARI;;VIA POLLENZO 47;No;1539;34;3;256;10141;;POINT (7.643623402002321 45.06275060182539);45.06275060182539;7.643623402002321
AGENZIE AFFARI;;VIA ENRICO CIALDINI 19;No;1371;31;3;207;10138;;POINT (7.653706782338244 45.07357582525805);45.073575825258054;7.653706782338244
AGENZIE AFFARI;;VIA ENRICO CIALDINI 19;No;1371;31;3;207;10138;;POINT (7.653706782338244 45.07357582525805);45.073575825258054;7.653706782338244
AGENZIE AFFARI;;CORSO BOLZANO 27;No;294;08;1;0;10121;;POINT (7.665799556150747 45.071085992827);45.071085992827;7.665799556150747
AGENZIE AFFARI;;VIA PIO VII 132 bis;No;2371;61;8;850;10127;;POINT (7.649376567815604 45.02035176930647);45.02035176930647;7.6493765678156045
AGENZIE AFFARI;;VIA PO 32/D;No;227;06;1;0;10123;;POINT (7.691929221876551 45.06686848224444);45.06686848224444;7.691929221876551
AGENZIE AFFARI;;VIA PIETRO BAIARDI 23;No;2253;57;8;818;10126;;POINT (7.671047505083238 45.0350072890044);45.0350072890044;7.671047505083238
TRATTENIMENTI;XÒ CAFE;VIA PO 46;No;228;06;1;28;10123;;POINT (7.692820051549552 45.0662915534004);45.066291553400404;7.692820051549552
AGENZIE AFFARI;;VIA QUITTENGO 28;No;1582;36;6;535;10154;;POINT (7.702784178626216 45.08365846993249);45.08365846993249;7.702784178626216
AGENZIE AFFARI;;VIA GIOVANNI PRATI 2;No;3124;04;1;13;10121;;POINT (7.678092940248463 45.06913300364316);45.06913300364316;7.6780929402484634
AGENZIE AFFARI;;VIA PREMUDA 5;No;3499;63;3;316;10142;;POINT (7.606418937426284 45.07207236148447);45.07207236148447;7.606418937426284
AGENZIE VIAGGIO;ZEPHIR TRAVEL SERVICE;CORSO RACCONIGI 16/G;No;1391;32;3;0;10139;;POINT (7.647428310174216 45.07326687313846);45.073266873138465;7.647428310174216
AGENZIE AFFARI;;VIA NICOLA PORPORA 29 int. 21/A;No;1760;41;6;0;10155;;POINT (7.697703565988213 45.1015801704159);45.1015801704159;7.697703565988213
AGENZIE VIAGGIO;CULT VIAGGI;CORSO RACCONIGI 32/A;No;1405;32;3;0;10139;;POINT (7.646571807023728 45.07102538496544);45.071025384965445;7.646571807023728
TRATTENIMENTI;"""CAFE' DES ARTS""";VIA PRINCIPE AMEDEO 33/F;No;227;06;1;0;10123;;POINT (7.691271180939295 45.06639678798145);45.06639678798145;7.691271180939295
AGENZIE VIAGGIO;I VIAGGI DI ZAGOR;VIA PRINCIPE AMEDEO 37;No;227;06;1;28;10123;;POINT (7.6915290451504 45.0662979801922);45.0662979801922;7.6915290451504
AGENZIE VIAGGIO;VICEVERSA VIAGGI;VIA POLONGHERA 15;No;1438;33;3;226;10138;;POINT (7.654373982656579 45.06921579578795);45.069215795787954;7.654373982656579
AGENZIE VIAGGIO;ATMOSPHERA ITALIA;VIA POSTUMIA 9/C;No;2091;52;3;0;10141;;POINT (7.623222279530836 45.06817672136852);45.068176721368516;7.623222279530836
AGENZIE AFFARI;;STRADA DELLA PRONDA 19 int. 4;No;2752;63;3;304;10142;;POINT (7.619106513079439 45.06660599137071);45.06660599137071;7.619106513079439
AGENZIE AFFARI;CHECK SERVICE;VIA POLONGHERA 31/A;No;1443;33;3;231;10138;;POINT (7.653966551956463 45.06794957879142);45.06794957879142;7.653966551956463
AGENZIE VIAGGIO;OXBRIDGE;VIA POMARETTO 7;No;3594;90;2;0;10135;;POINT (7.622959225427497 45.02123922990019);45.02123922990019;7.622959225427497
